,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-10-07,1232.0434743858432,1253.2795172340534,1215.6201496244253,1224.4520263671875,20667247,462.2295469719965,469.47753046957075,462.00162895956305,465.14697265625,17114457
2024-10-08,1231.4976811477177,1238.245662101406,1220.3338222332038,1227.13134765625,12219259,464.964610200732,467.28944322025905,461.317835402975,463.09564208984375,9868331
2024-10-09,1233.5319821121263,1255.4130720043904,1223.2115909568488,1234.62353515625,14765997,464.7822693286866,464.7822693286866,447.2321211477684,448.28057861328125,24874940
2024-10-10,1237.2036303622588,1245.0927087268437,1228.520629146562,1233.978515625,9118195,451.6083186682918,451.88183185115764,446.2293031233235,448.5997314453125,13292273
2024-10-11,1227.528300150437,1231.299252032795,1212.6431550394777,1213.635498046875,8472512,449.4658135509857,450.3319193215231,444.3603114582125,445.08966064453125,14949380
2024-10-14,1211.6507942721546,1228.4214150784755,1208.0783837250117,1222.3184814453125,11833929,447.6423744907658,454.9359524306525,445.49989337508043,453.06695556640625,6970606
2024-10-15,1229.4632721003522,1248.6652054451272,1225.9405272443164,1245.8865966796875,11657338,454.0242951345452,455.3006706741215,450.8333562856044,454.5257263183594,8347216
2024-10-16,1238.9402364127245,1245.340800313192,1232.0930454805564,1233.6312255859375,7869727,452.2008833474638,454.79922952979206,448.87318798542856,449.64813232421875,6939430
2024-10-17,1239.8829828601924,1247.3255557801638,1215.024861988864,1221.8223876953125,8459497,451.28915139858844,451.28915139858844,444.9073031735123,445.7278137207031,7669729
2024-10-18,1218.547563181441,1259.1840825393742,1215.8682854811916,1254.8177490234375,11018126,445.5910749882809,448.1438259382292,436.1550443992969,443.72210693359375,22616838
2024-10-21,1254.8177669815936,1262.607635574402,1240.9746301061532,1249.4095458984375,7742775,443.72210571019014,444.54264518224113,435.1977471460307,440.9414367675781,7680088
2024-10-22,1256.9016668439735,1275.0615928812024,1250.1041412654479,1257.7947998046875,20090801,440.94143646609285,445.27199403454927,438.34309036731116,439.2547912597656,12772970
2024-10-23,1251.3445279562577,1258.2412633793258,1233.5320194899548,1242.0164794921875,14055447,438.5254539217694,440.62234002608295,437.15791699336745,437.932861328125,10553961
2024-10-24,1240.6768573006573,1250.7987076222266,1231.547349996325,1243.15771484375,12223031,439.43712529179584,439.8017998552316,428.49677281164986,430.0466613769531,13596626
2024-10-25,1237.6998715609657,1259.184122863092,1224.7497462785968,1245.8370361328125,13546055,433.78462139783363,449.92163786751,432.3259230631333,439.7106628417969,32154050
2024-10-28,1275.6569864282283,1297.7862848220739,1270.794481272672,1282.95068359375,24096412,439.3915531808061,442.9927616367931,433.96697181201,441.39727783203125,8946214
2024-10-29,1291.3855165608227,1325.1251779791885,1289.3016205238707,1321.6519775390625,20656117,442.1722173304157,446.00134374693727,438.7989558078247,444.8617248535156,7131161
2024-10-30,1313.8621457191011,1320.7093367177222,1295.6030101013187,1302.1029052734375,15055031,444.861729212034,449.6937179905663,443.5397585692342,448.1438293457031,6640080
2024-10-31,1297.2403694104125,1308.8507339009743,1278.6836040126998,1282.355224609375,23497314,448.55411388015784,449.46581481275115,441.89872307707066,445.6366882324219,8111694
2024-11-01,1280.0727600114117,1286.2749035463628,1276.4011394929669,1281.90869140625,1007022,447.6423991695266,448.6452614962307,446.09251052124927,447.00421142578125,1517892
2024-11-04,1280.221658871375,1281.908714624808,1260.3252547322475,1267.42041015625,14309121,449.87601899719573,449.87601899719573,437.2034550817817,441.8075256347656,8754385
2024-11-05,1263.2526375453915,1291.3359928673021,1253.4284176295798,1286.7711181640625,16431920,440.30326795355165,442.21783124301106,434.8330912542778,437.7961120605469,7610046
2024-11-06,1290.2940335374446,1304.9310933295442,1282.8017951557133,1292.3779296875,12037405,437.79609708104795,441.6252235289505,435.79037243527137,438.6166076660156,11749720
2024-11-07,1287.2177364325325,1292.824498565034,1265.4854006783698,1268.908935546875,9909035,439.20920454261847,440.0753102371216,434.0581077425567,435.69915771484375,9267980
2024-11-08,1260.2755859661174,1265.2373008714958,1243.108003939261,1249.2109375,11195808,435.6991809205033,438.2519318787487,432.69059396011545,435.8359375,6325023
2024-11-11,1252.3369021242906,1266.1304944492979,1237.1044608620273,1259.5810546875,8387780,435.83593115318143,438.9812746472622,432.2347516635963,434.83306884765625,5700343
2024-11-12,1266.3785236970411,1285.084164724792,1254.817703702316,1260.8709716796875,13486168,435.42568073005793,435.7447601410333,429.5452347095868,431.0951232910156,5236095
2024-11-13,1260.8709623351128,1266.477724382224,1240.4287212362626,1244.100341796875,12260404,428.54240340663677,432.7817708396454,426.9013532883317,430.5025329589844,11548660
2024-11-14,1244.149990424334,1257.993126310203,1233.5319691696748,1247.325439453125,9506892,429.59086608166643,431.1863210595827,421.4311816574202,424.804443359375,12087836
2024-11-18,1250.3521900785158,1252.9322576721884,1239.8333784208526,1243.852294921875,6195554,424.85000928020037,426.4910593052737,421.2032346571783,425.3514404296875,8448573
2024-11-19,1247.4248442373848,1251.3445507199667,1231.3488145998942,1239.53564453125,11537317,426.67340147942747,431.9156308531127,425.0779177527912,426.0807800292969,7121472
2024-11-21,1238.9899233393824,1247.2759633109613,1223.1124350544421,1240.974609375,9593870,420.2915427797919,423.0722117400087,415.1860408616483,416.7815246582031,20313155
2024-11-22,1248.3675121917486,1271.588362957257,1246.3828261628269,1268.2640380859375,11604338,415.9153768353446,434.4227918075198,415.27718911581206,432.7361755371094,20214206
2024-11-25,1286.0765977985961,1301.160163762971,1280.1225394754547,1290.9886474609375,22717581,436.7020748832458,439.61950063345034,430.684900526477,434.69635009765625,14427013
2024-11-26,1300.5647702425501,1304.1868465830694,1292.4771502005863,1294.9580078125,7646955,437.6137665685303,440.0297610711077,432.2347801116228,434.8786926269531,6791715
2024-11-27,1288.5573723920809,1300.812784090288,1287.9123252215186,1290.740478515625,21938082,435.3345000004188,437.70492808099607,431.2318893580711,434.83306884765625,7339184
2024-11-28,1291.0878806767676,1300.4654733696732,1272.4814498292426,1276.5003662109375,22803745,434.8786745654213,441.0782002838839,428.9982282727063,432.964111328125,14967609
2024-11-29,1273.275310189296,1293.2710463550777,1273.275310189296,1290.1451416015625,11397228,431.4141926563706,436.6108556833616,430.867166371129,434.6507263183594,8668142
2024-12-02,1289.946649219065,1300.5151260626694,1279.2789623057151,1294.6602783203125,9626400,433.966980868156,436.9755679077777,431.5965815849029,435.0610046386719,5689595
2024-12-03,1293.9655928118616,1302.747925178162,1286.1757245707627,1298.381591796875,11509276,424.85001711458597,431.5965690728606,421.886996425715,430.8216247558594,23073942
2024-12-04,1292.625936747851,1309.8927287632168,1291.7328038420255,1305.9730224609375,11570281,432.50829621423856,435.97271937779976,425.2147174968439,425.8529052734375,13957078
2024-12-05,1306.171532833215,1332.6174992065928,1298.5800843127004,1326.2664794921875,19210697,426.26315497287504,431.0039534664892,421.6590841659863,426.2175598144531,27432375
2024-12-06,1332.2205223736623,1336.7852761002946,1316.5414539912906,1318.5758056640625,8942672,428.49680007286037,433.009709482812,426.3999139761327,429.5452575683594,7842234
2024-12-09,1311.9766296210685,1318.8734860133875,1310.1408193352056,1312.1751708984375,8000764,429.86430754264455,430.3201724154078,422.0693273870647,423.8927001953125,12154116
2024-12-10,1308.9004164217674,1321.8008754160685,1305.1791301734115,1320.2626953125,8218214,424.2574408700793,425.26030322616083,421.75025608560446,424.3486022949219,9163636
2024-12-11,1314.5567183054773,1321.0566133833202,1305.9233826947975,1317.3353271484375,8138066,425.94403586168113,426.8557367471317,423.6647980951895,424.1662292480469,7005617
2024-12-12,1311.4309069614158,1328.4991576758143,1311.4309069614158,1319.0718994140625,9076896,424.3941941854832,426.5822417304775,418.6049092085582,419.9268798828125,13380617
2024-12-13,1315.201818050664,1336.8349446817394,1303.4425773055236,1334.6021728515625,13536684,419.3798443995844,432.508273854474,411.76718663458706,428.4967956542969,32976794
2024-12-16,1334.6020835708346,1340.1095143687996,1329.7892443970975,1335.7928466796875,9071006,428.72473876610616,432.50829918536283,426.67344772907313,428.5879821777344,9354160
2024-12-17,1331.7243053318298,1337.7775734016686,1315.8964829440192,1323.5374755859375,9879257,428.4967565200235,433.78458083019905,422.16047482091517,428.08648681640625,20608409
2024-12-18,1315.1026301384318,1324.728309292061,1297.4388753521955,1304.087646484375,8510595,430.9584225808034,431.96128499425197,425.6705684348433,428.95269775390625,12841386
2024-12-19,1276.1531316977298,1293.0229631431896,1274.614951552865,1277.0462646484375,11517304,427.58508302389953,432.4626668364285,424.2118215541013,425.3514404296875,15161531
2024-12-20,1274.1187908536028,1287.8131731856893,1262.657301485049,1278.5347900390625,58491181,425.3058791172928,426.17201380284894,418.74167849464,423.6192626953125,20231570
2024-12-23,1284.736921667357,1296.992333800165,1277.1951389037538,1286.8704833984375,6827512,429.590821673927,435.5168338433801,426.3086928429072,432.3714904785156,19562956
2024-12-24,1286.8705106850512,1294.5115036860577,1280.3706152786017,1287.3170166015625,7138516,432.96411751939024,437.84167265770424,430.9127976719345,436.20062255859375,12009880
2024-12-26,1296.9922716557783,1302.6982437766815,1279.3285182011693,1287.4161376953125,7338444,438.1151689192422,439.30038295953085,433.96696311963626,434.83306884765625,9188830
2024-12-27,1288.6071205266592,1305.8737927483876,1288.6071205266592,1297.5382080078125,4756066,437.38582931183106,439.3459877026604,433.96697258814555,436.3373718261719,16906420
2024-12-30,1294.957999087405,1316.343040012265,1279.576681997175,1284.7369384765625,14207425,438.2975495010603,438.93573727333114,433.96699168167027,434.8786926269531,13578360
2024-12-31,1277.0462265132433,1280.0727999714104,1270.2982456823183,1271.83642578125,8449607,436.20060946013535,441.853137660656,432.6449962031207,440.9414367675781,13787501
2025-01-01,1271.8364809130148,1283.0995501851953,1257.3978412327829,1273.8211669921875,4705399,443.08390329032954,443.85884757904995,439.5738853072878,441.2149353027344,18931186
2025-01-02,1275.26000882058,1283.4965044573805,1268.6113589467466,1280.7178955078125,7433222,442.491362222012,446.73072983094727,439.71069304798334,445.8646240234375,27131131
2025-01-03,1276.3514823434055,1278.1377481475479,1252.5849166143184,1255.363525390625,11194997,446.9586213713376,447.6424042811121,437.47699542332975,439.0724792480469,38500784
2025-01-06,1258.3406039432266,1267.9662826986646,1247.3751652140256,1254.4207763671875,7504047,431.36547703293587,437.18833703154587,417.77878443999913,419.10430908203125,22009958
2025-01-07,1256.8024602237333,1279.0805130186131,1256.8024602237333,1269.454833984375,7539758,421.8027268642203,423.7910283252627,416.7373011331246,417.63677978515625,14294780
2025-01-08,1270.7448974492877,1275.1607754157394,1242.7607517198803,1254.073486328125,7566309,419.43569096537107,428.0042866384456,413.84953291421215,425.63726806640625,13482926
2025-01-09,1248.3675530849682,1255.0658686519982,1238.543332692866,1252.73388671875,8684920,425.4952737464954,436.1468578467629,422.32346292445044,426.1580505371094,19732649
2025-01-10,1249.359870144571,1255.264262696962,1233.5815917988612,1240.2799072265625,7854524,426.01601399088287,427.95695766150703,418.96228709118776,421.234619140625,9145729
2025-01-13,1225.4444532249365,1234.4250851207983,1215.5210227528514,1220.3338623046875,9669336,411.8612119173213,420.3824783707832,411.8612119173213,415.6957702636719,17799607
2025-01-14,1223.9062438907645,1235.3181886617992,1218.0513958245872,1230.8031005859375,10342698,417.54210688295797,418.0155106322584,412.66605404401815,413.37615966796875,18048459
2025-01-15,1224.551219155373,1234.8716102214069,1220.5818472942535,1228.7686767578125,5355382,413.37613709061446,418.2995184778754,412.19262778200317,414.08624267578125,9786805
2025-01-16,1235.56627244332,1245.8866640990627,1230.1580514277643,1239.53564453125,11895924,414.74900410675934,416.0745576911416,408.1687094723871,409.82562255859375,15774070
2025-01-17,1233.8296138721637,1239.4363759086416,1208.6737436803246,1216.066650390625,9790533,409.96764249427747,418.2995368348359,409.4942387500577,416.78466796875,11270061
2025-01-20,1214.5286456993424,1232.2419443689244,1205.944854354206,1223.50927734375,7676418,415.6484405775987,417.7314283751026,412.8080184324215,414.4176025390625,8742771
2025-01-21,1227.4786100806577,1229.4632960558952,1183.567432878532,1186.9910888671875,20520898,414.7016791747707,423.22294655507415,412.0979585863446,414.2756042480469,15686500
2025-01-22,1191.8038937223043,1198.2541229556057,1182.6743869540314,1191.258056640625,10377123,416.50058809880306,418.4415606921262,413.32877738816876,413.7548522949219,9619648
2025-01-23,1188.0826742078204,1198.6511515402387,1176.9188152937772,1192.5482177734375,8770650,411.8612574711563,418.3468945458208,411.00913651041515,416.78466796875,8888248
2025-01-24,1193.8878937592276,1208.6738293636251,1192.7963406363526,1199.941162109375,9216792,416.0272109109435,421.3293387049614,415.6958225061414,418.1101989746094,9665384
2025-01-27,1185.8499521739243,1225.1963785798748,1183.9644761399952,1218.547607421875,16164687,417.3526892479191,421.3292918750087,413.3287578086634,416.68994140625,10480203
2025-01-28,1237.7990449684048,1254.3215805212242,1226.535975889425,1237.3525390625,18066499,416.5952545780571,418.2994963345326,411.3878138958314,412.28729248046875,20813072
2025-01-29,1242.4134579383835,1246.1844098592185,1233.5320363858045,1242.066162109375,7666777,412.76071636128813,414.2282563403287,407.221887040512,410.29901123046875,15158510
2025-01-30,1240.428743300886,1250.203297570973,1230.0091418571585,1245.98583984375,11921041,409.9676410136649,414.701678438765,408.50010096959244,412.9974365234375,22496695
2025-01-31,1244.8943321590757,1246.3828467053002,1229.6122252573796,1243.2073974609375,10195417,413.2814379814617,424.3590963304251,411.9559133750371,423.6963195800781,13546181
2025-02-01,1241.5699459496786,1251.6917959101459,1224.3528194419691,1245.936279296875,3011914,424.16973355524414,446.41970841807506,416.16919912132676,437.9457702636719,30393007
2025-02-03,1237.3028281264465,1250.3521626222068,1228.3221967826344,1243.40576171875,6176831,437.4250476268326,440.4548430642073,428.24100368388565,430.1819763183594,16991730
2025-02-04,1253.1308244391428,1270.6952475836679,1250.3522155059911,1258.4893798828125,14839077,433.6377990198034,435.86280223904276,424.8798303714777,430.93939208984375,18923681
2025-02-05,1260.4740215455731,1267.966259598702,1255.462762111137,1257.9931640625,6840709,430.9393889625346,431.6021657104411,422.7495106053608,424.3117370605469,12836283
2025-02-06,1265.2372940723083,1269.2066659752802,1253.5275985042942,1262.6572265625,8396554,426.06336046890937,426.06336046890937,414.8910439076552,417.63677978515625,17469129
2025-02-07,1262.2603567708522,1265.2373859141799,1239.9823038025354,1247.2760009765625,7382039,416.5952582972785,421.8026990259945,405.6122866178601,407.9319763183594,18875982
2025-02-10,1247.5735745348811,1255.3138984101563,1239.7837061908433,1252.9322509765625,5740361,404.2867622150675,410.25163731299205,403.8133585122395,404.47613525390625,12227140
2025-02-11,1246.2339539700604,1252.188012073483,1238.8410469458931,1243.15771484375,6586627,405.9910391677168,407.64795227119043,395.2921261144242,396.049560546875,14288751
2025-02-12,1247.5735208959845,1260.0274734986122,1235.119689428972,1242.2149658203125,8809352,397.34792371808146,397.97305679084684,392.01021063862936,394.22222900390625,13884574
2025-02-13,1242.9592342670746,1256.3061987457909,1236.3601292961446,1239.337158203125,7263785,394.27031475204564,398.1173234410263,393.35663844827394,394.0298767089844,12989029
2025-02-14,1242.5126718509223,1253.8254065127483,1234.9212235163006,1250.451416015625,10368438,396.0014661827297,400.2812751894459,392.77959046029304,394.558837890625,14124236
2025-02-17,1241.5699462890625,1248.5163471638045,1223.8069826822411,1241.5699462890625,8386151,394.12603937418936,395.6648487625189,391.1927069076455,392.9719543457031,11975265
2025-02-18,1243.3065364897366,1247.9705000138076,1227.5779245772142,1233.531982421875,8135042,392.39491018757707,395.1359099155748,388.54790126416947,389.7500915527344,12998403
2025-02-19,1225.3947820253827,1254.7681118615644,1220.8300282561831,1251.9896240234375,10683412,389.3172697473528,393.1642784577035,389.02875583421536,390.8560791015625,7079032
2025-02-20,1245.7378271028595,1254.3216187366877,1237.203701075922,1240.379150390625,8398849,384.65279872265523,388.45170224904115,381.0462280233567,386.6724548339844,15355585
2025-02-21,1231.5968971791747,1235.1693078219741,1215.173692889092,1223.50927734375,7786428,386.6724764914858,387.8265909200422,383.93150608677536,385.56646728515625,8240986
2025-02-24,1217.3071583182455,1222.467414805944,1200.9831637697991,1209.0211181640625,11522480,384.700874956215,387.97082652327333,383.4986847219768,386.5281982421875,7037625
2025-02-25,1217.2079253456668,1222.2193060560244,1211.6508286551266,1214.7767333984375,11059417,386.62438730224534,391.43314833834296,385.1817589914161,389.3653869628906,15760891
2025-02-27,1215.769120615194,1225.3947998146707,1209.1203494513463,1213.0897216796875,12008162,389.3654104380863,390.9522958056036,384.2200299491726,386.2397155761719,19051003
2025-02-28,1206.6891556122284,1215.620243112648,1190.9108768010287,1194.8802490234375,20215075,383.73912917511376,387.10526188717614,377.1992259318174,379.8921203613281,31954776
2025-03-03,1201.2312348006667,1207.6814644794808,1194.929880803104,1196.964111328125,8158881,380.8057848257319,383.7391172146777,376.23746200174764,382.2484130859375,10702826
2025-03-04,1197.9068433475454,1207.334101585249,1197.0137104452713,1201.1319580078125,9574490,380.2768157418011,382.00798731989397,377.82435936077115,379.74786376953125,13404774
2025-03-05,1207.6814517983407,1216.5628733470458,1202.0251450551775,1206.391357421875,9052846,379.4112349821189,396.9632122658291,379.4112349821189,389.5577087402344,15665018
2025-03-06,1218.5476101118768,1218.5476101118768,1199.7427576093883,1208.7235107421875,11949475,393.5009194323491,394.0299007695933,385.22984437591543,390.1828918457031,17869996
2025-03-07,1201.8265880949464,1208.5249033729367,1197.0634143564148,1205.250244140625,6620284,388.11510203965406,390.3271497866334,386.33588388818345,388.45172119140625,11180761
2025-03-10,1198.7503263397664,1216.4140799337886,1198.7503263397664,1205.5478515625,7363437,385.7107105996322,391.2888910064267,385.0855775356017,389.5096435546875,9785018
2025-03-11,1207.8798680000234,1238.4440812807522,1207.8798680000234,1235.864013671875,10927950,386.1435403860541,392.77962524740065,385.8550264422196,390.6637878417969,11099475
2025-03-12,1237.4020778822246,1242.3637929723905,1225.8413786306357,1234.425048828125,11548372,390.85607392496263,397.4921579923581,388.547874599392,396.6265869140625,13844306
2025-03-13,1241.4707365370484,1245.9858244254206,1235.7647643884725,1240.4783935546875,8132940,397.2036849356402,398.55013223484355,392.5872858097,396.2900085449219,8196569
2025-03-17,1247.4248742515454,1264.1953748180651,1245.1424367918191,1259.2833251953125,11164812,397.20363838043716,400.32933287132437,391.43312547418384,392.3468017578125,5257805
2025-03-18,1259.2833251953125,1259.2833251953125,1259.2833251953125,1259.2833251953125,0,394.31842149451984,396.1938501173774,392.1544789375377,393.4528503417969,13861897
2025-03-19,1295.6029599370165,1308.2057883620175,1292.1794251380722,1303.0455322265625,11278014,394.3184059049263,395.0397200620695,387.20144542451675,387.63421630859375,12830387
2025-03-20,1309.8927772461004,1314.1102350516276,1301.0113557334153,1311.5797119140625,10886735,389.50964497469676,391.0965302508203,386.5282072542035,388.49981689453125,16994037
2025-03-21,1305.923445707521,1338.6707661545943,1301.5571120874529,1332.81591796875,60494318,390.4233291082126,391.9140333230442,386.3358821349048,390.0386047363281,25302035
2025-03-24,1345.5675050388625,1362.4870024308004,1334.7510627437973,1347.750732421875,9352280,391.4331323758087,397.05938842867533,390.08668521067875,395.1839599609375,14362572
2025-03-25,1348.5941513991709,1353.3574463042776,1319.8658696966822,1333.4112548828125,16419207,396.2419041658655,399.36759879824183,393.06813366389935,394.12603759765625,20338110
2025-03-26,1333.7586400786652,1347.6017762925185,1321.304687138062,1325.6710205078125,10859639,394.60692684899476,395.47252733324694,390.71184207125464,391.769775390625,13891436
2025-03-27,1322.9420827344788,1341.1515523929718,1322.9420827344788,1326.415283203125,15109614,392.3948763562974,394.99161889585264,390.1347529385877,393.7894287109375,18642328
2025-03-28,1325.7702231722565,1347.5521031600986,1317.0375564815454,1338.025634765625,8266544,395.18398159578936,399.7042287729926,392.5391629889967,394.0779724121094,12981873
2025-04-01,1329.739654923708,1341.995067068455,1305.328040709696,1308.3546142578125,14288024,394.1260406660441,398.55010666561213,390.08669902758044,391.0965270996094,15206240
2025-04-02,1312.026343402594,1327.705290380845,1312.026343402594,1321.056640625,8042214,391.4812500970324,394.31843103609066,390.51949782621267,393.4047546386719,8001323
2025-04-03,1311.8278468858045,1322.7932860458366,1311.1332552048473,1319.3697509765625,4591008,391.4812095354885,394.51075235495847,391.1446197558559,393.7413330078125,7059566
2025-04-04,1319.3697112264526,1328.3007984100484,1311.9766830431024,1325.07568359375,8648542,391.91401018990615,397.01128496266676,389.0287536731707,394.0298767089844,18627592
2025-04-07,1285.3322768617725,1314.854481252151,1255.3139009690346,1277.6912841796875,19185012,375.2276160600784,392.49107984083315,375.2276160600784,390.51947021484375,26762866
2025-04-08,1289.8969896705237,1300.0189606799747,1277.4927025037578,1289.9466552734375,13085762,396.14571046934793,399.89653803876325,391.6735687769548,396.7708435058594,18600796
2025-04-09,1294.9579703581671,1295.106846037701,1274.6646041339118,1290.83984375,13005622,397.20367078899557,403.02226003741157,395.5206043873473,400.37744140625,21785572
2025-04-11,1295.1067945023049,1314.8544439632922,1295.1067945023049,1301.606689453125,13064247,403.9359315444841,406.292236218633,401.05067489059496,405.4266357421875,8939356
2025-04-15,1340.655373037739,1343.9301533432258,1325.9686484021752,1339.8614501953125,15202603,412.78405461806295,412.78405461806295,402.97417047029376,404.32061767578125,11685880
2025-04-16,1346.6094196449503,1349.2886972283168,1332.6174078978706,1346.0140380859375,14039073,402.01244544834776,409.754539416005,402.01244544834776,408.21575927734375,13034594
2025-04-17,1351.5711498907554,1398.112060263163,1349.6856739861041,1395.9288330078125,17490424,408.7446879057106,411.48568756526555,405.4266310519838,410.90863037109375,22410217
2025-04-21,1425.004587897116,1425.004587897116,1393.9442026732427,1399.0052490234375,16882426,411.6780349602343,412.6878924233474,405.3785695227371,406.67694091796875,27388236
2025-04-22,1401.9823098324273,1407.9363681338637,1388.1887172069748,1405.6539306640625,16135274,409.6583488347964,418.169832064902,407.3501201449234,417.0157470703125,32031936
2025-04-23,1418.0581618237188,1418.9512947601793,1400.4937389943566,1413.493408203125,13990764,419.5163213012109,420.7185115509847,412.4474367624713,414.3709411621094,19566317
2025-04-24,1405.4554343163697,1410.3178180904442,1388.0894318786184,1391.95947265625,15678099,415.3327035949578,419.372045323511,412.88021781478574,413.6015319824219,26064089
2025-04-25,1399.2035920369979,1403.966886762009,1377.769008045682,1394.04345703125,11705093,413.60153406654683,416.1502009519827,407.10970652510946,411.4375915527344,22944377
2025-04-28,1394.8373106964493,1424.0122194189871,1393.0511659597357,1417.8597412109375,10948561,410.3315915600767,414.0343435923546,408.5042681552906,412.39935302734375,6287095
2025-04-29,1417.8597077945897,1427.2869661678633,1411.7071085959242,1418.85205078125,10786910,412.49552702272155,413.16876532622075,408.7446991826447,409.7064514160156,11189930
2025-04-30,1422.0275444346203,1422.7221360927958,1389.2802248488963,1416.073486328125,14192027,411.05290860172727,412.88023201920157,405.8594522861451,409.51409912109375,10026546
2025-05-02,1415.9742091510598,1435.5233172200462,1413.6917718641512,1419.149658203125,8842434,407.87911477952554,414.99607520497585,407.87911477952554,413.07257080078125,9263372
2025-05-05,1428.9738894731652,1435.7218701832576,1415.081087769954,1418.455078125,4565705,413.7938888263413,421.72834456792714,412.92831770641976,420.2376403808594,11525305
2025-05-06,1418.0581160771362,1422.7220796211836,1409.5239906903596,1420.63818359375,6301690,420.7666029152538,422.834364350939,416.43871785669694,418.89117431640625,15026568
2025-05-07,1414.0887881642996,1430.9586193213472,1410.119416127347,1424.4091796875,10480453,416.823396791454,418.362206178502,413.2649312686502,414.6594543457031,9710361
2025-05-08,1427.5846620245352,1437.8058437113664,1415.1803741209164,1424.5084228515625,15306490,412.59168381124715,414.9960642530376,407.350122708005,414.1304931640625,19937960
2025-05-09,1404.3638078003796,1409.0278927234135,1376.379782804671,1378.2652587890625,13491197,409.6583569091965,412.73594630577514,406.8211762096756,407.3501281738281,8226512
2025-05-12,1398.6082269981746,1441.8743569081432,1393.249550653154,1437.4088134765625,9925445,413.072565475096,419.5163168862086,411.7741941489348,418.84307861328125,8031891
2025-05-13,1429.0731325397105,1436.8134564073198,1416.4704248722041,1419.6458740234375,12475424,418.2660177094136,421.1993794721109,409.08129611962823,411.53375244140625,14976369
2025-05-14,1418.9512828044426,1429.6685145448027,1406.4477852062123,1415.279541015625,8026837,410.7643618513902,415.332684705315,409.6102474955229,412.6878662109375,9557309
2025-05-15,1414.9819190581854,1445.3475908699352,1404.6615275498752,1439.6912841796875,18209264,412.6878727466996,418.74689983509177,409.7064350721147,416.1020812988281,24263510
2025-05-16,1442.172107583965,1447.5306627908633,1435.920298328426,1442.86669921875,6439208,418.26604202592637,419.51633754430964,415.573147502307,419.03546142578125,16402035
2025-05-19,1435.4241717584057,1448.5230511072755,1432.7448940711074,1437.905029296875,6005334,418.362202884726,421.72833555161463,416.10207936688846,418.6988220214844,7543854
2025-05-20,1439.0957378026826,1447.8284044606678,1424.5083444847762,1427.1876220703125,11352383,420.28573786333305,423.9403847133091,416.3425477249801,418.26605224609375,9868414
2025-05-21,1431.8517946649677,1440.1875004165765,1427.485461067875,1433.637939453125,5510460,419.90103464370577,421.4398441006694,415.4769684613164,416.438720703125,5776672
2025-05-22,1430.0655182967434,1434.2334317099203,1416.867428660744,1431.057861328125,7245933,416.43869651769444,416.43869651769444,406.7249935694986,409.8026123046875,19451749
2025-05-23,1431.1570706662649,1440.6836606711147,1423.4168677068544,1438.698974609375,5203706,417.40046939575757,422.20923056391143,412.59170822760365,419.61248779296875,18536884
2025-05-26,1446.8360701649403,1460.331910515487,1443.8590412139838,1449.4161376953125,5608725,421.48791053602,426.58518556334417,420.0452822056058,425.9600524902344,13107662
2025-05-27,1441.3782192942826,1451.7978208795425,1424.7068083036186,1435.324951171875,14842959,425.9600297748,427.2103252046928,414.37092787863105,417.30426025390625,26986022
2025-05-28,1436.5157355383742,1446.836127202333,1431.454810349359,1442.6683349609375,8618343,409.12572033536514,413.92513013654184,404.5221871211176,411.57440185546875,431851622
2025-05-29,1445.4467442494526,1451.698553407669,1433.9355900375203,1445.3475341796875,15545514,413.337430183069,414.12099629331436,408.04828421108533,410.1541442871094,21478547
2025-05-30,1448.7216268807567,1449.7139699197687,1433.2410996992944,1434.7296142578125,11803975,410.49697001748797,411.4274510468685,407.85238205791916,409.468505859375,30656239
2025-06-02,1430.9586389930196,1448.8208134048605,1421.8291316367724,1439.3935546875,9458990,409.7133679967952,411.8192579553598,406.0403458241328,410.6928405761719,14973380
2025-06-03,1443.7598455387374,1443.8590556109682,1421.035166759386,1426.8900146484375,11167345,410.3990201585084,413.04360813984886,407.1177809642176,408.39111328125,13216486
2025-06-04,1426.3938661679927,1429.0731438395549,1415.4780930628378,1420.0428466796875,8025388,408.586978384479,410.39900862513116,407.4116292300163,408.4400634765625,12598933
2025-06-05,1419.9436226094324,1447.8284366760695,1416.3712120373557,1443.66064453125,11385668,409.9092587388879,412.30897842272395,407.2157092489669,410.4969482421875,13212523
2025-06-06,1437.5080878919146,1450.2101271201,1431.0578582020253,1448.5230712890625,11580994,411.67231694542346,412.6517895338172,410.39901453696416,412.40692138671875,8774988
2025-06-09,1453.7825541382838,1455.5688200651953,1422.4245382897982,1423.8138427734375,11022031,413.33744096123485,414.9046031137218,411.86823204786555,414.3658752441406,10473123
2025-06-10,1427.9815809293386,1430.660858582463,1405.6538633679,1412.0048828125,12905272,415.78612073411426,419.75297282706833,414.3658735007135,418.23480224609375,13041075
2025-06-11,1410.9133394459884,1423.5160472131458,1407.737769134025,1420.0428466796875,7136877,419.2142518774774,419.312205110815,416.12891931968926,417.4022216796875,20789182
