,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
1996-01-01,1.1692654417235007,1.1692654417235007,1.128746334514855,1.1499706506729126,700000,2.6539532821811433,2.677862777609812,2.645983766105399,2.6698927879333496,1023454.0
1996-01-02,1.1499706542256742,1.1673360122272634,1.1383937795595551,1.1480411291122437,824000,2.6141036760226566,2.6619228969453674,2.5290921223828238,2.568941354751587,7757692.0
1996-01-03,1.1480412137271223,1.1557591307400408,1.1383938634633886,1.1519001722335815,568000,2.454706148905594,2.5126203848157966,2.4392980305664476,2.486585855484009,15744376.0
1996-01-04,1.1518997618355118,1.149970329272113,1.134534500745743,1.1441818475723267,564000,2.486586378431406,2.549813714734981,2.460019753362033,2.533342123031616,12874964.0
1996-01-05,1.144182236067333,1.1499707197325382,1.1383938444069548,1.142252802848816,378000,2.5333426723509196,2.5237792535729615,2.481273591446396,2.487649440765381,5201392.0
1996-01-08,1.142252549477104,1.1383935918912276,1.1229577615477218,1.1287461519241333,474000,2.4876496843018248,2.5051828572448933,2.396262264982698,2.4111390113830566,13131996.0
1996-01-09,1.12874609887234,1.12874609887234,1.0805090853136519,1.0920859575271606,966000,2.411138354691645,2.443017595724943,2.382978299245489,2.4047625064849854,9313903.0
1996-01-10,1.092086280521254,1.1055926814340518,1.0843683634296062,1.0959452390670776,452000,2.4047626417662094,2.4440804929859428,2.380322244132897,2.3967931270599365,3103076.0
1996-01-11,1.0959449149316636,1.1113808365544775,1.0805090853136519,1.0920859575271606,636000,2.3967934825415895,2.411670227933508,2.385635686697297,2.4095449447631836,2313287.0
1996-01-12,1.0920858685090704,1.0940153930564434,1.0805089972392152,1.0901564359664917,862000,2.4095445458051974,2.454706864896976,2.401575031236466,2.4334540367126465,4991093.0
1996-01-15,1.0901566604777577,1.0862977025930767,1.0708618710543523,1.0766502618789673,362000,2.4334542204402676,2.444080635334735,2.404231401880234,2.4074196815490723,2098315.0
1996-01-16,1.076650192072542,1.080509149707021,1.0573554039001465,1.0573554039001465,716000,2.40741986970736,2.4233593748946887,2.390948984533693,2.3999812602996826,3201216.0
1996-01-17,1.057355562654129,1.0785798788328391,1.0149070223015304,1.0245543718338013,858000,2.399980966789638,2.4122012841787974,2.39201145197097,2.399449586868286,3196543.0
1996-01-18,1.0245544372583992,1.0245544372583992,1.0033301197243758,1.0187660455703735,660000,2.399449622669028,2.389885967943612,2.33781618128164,2.3696954250335693,5346264.0
1996-01-19,1.0187658422445842,1.0149068845544642,0.9782467404959195,0.9859646558761597,852000,2.3696951116427414,2.3750086734325015,2.2129553396575905,2.267150402069092,16749137.0
1996-01-22,0.9859644504315646,0.9994707535302831,0.9724580553280565,0.9821054935455322,718000,2.2671513850618985,2.283622273430173,2.221457670181695,2.251211166381836,4098491.0
1996-01-23,0.9821057094909643,1.0033299310285302,0.9685993114176691,0.9763172268867493,798000,2.251209917419603,2.2703376956228705,2.0934074048445,2.112003803253174,8253062.0
1996-01-24,0.9763170103345946,0.9763170103345946,0.9454453553057661,0.9512337446212769,898000,2.112004164480163,2.1412269797775227,1.9844871999835936,2.0206167697906494,16370599.0
1996-01-25,0.9512340257563965,0.9454456347301395,0.9300098026536991,0.9396571516990662,780000,2.020616661454109,2.0190229954837284,1.981830194299218,1.9998952150344849,8454015.0
1996-01-26,0.9396571516990662,0.9396571516990662,0.9396571516990662,0.9396571516990662,0,1.9998952150344849,1.9998952150344849,1.9998952150344849,1.9998952150344849,0.0
1996-01-29,0.9396572182164772,0.962810967970169,0.9242213850473493,0.958952009677887,622000,1.9998949802075985,2.154509924415932,1.9929877532786702,2.112003803253174,10010226.0
1996-01-30,0.9589516693244458,0.9840349353240767,0.9589516693244458,0.9724580645561218,904000,2.112004258828493,2.3054057073555834,2.123162052920465,2.243772268295288,16272460.0
1996-01-31,0.9724582456831115,1.0168363045617173,0.984035118607338,0.9994709491729736,688000,2.243772701139132,2.2235821550964863,2.1327261187067506,2.1598238945007324,9968167.0
1996-02-01,0.9994709327694044,1.080509133913779,1.003329890347479,1.0727912187576294,848000,2.1598232086036604,2.3271893887181005,2.162479634217957,2.294247627258301,13057223.0
1996-02-02,1.0727912530408414,1.1557588896232487,1.0805091684436325,1.124887228012085,1638000,2.3372843595117705,2.603476764120384,2.316563150990563,2.5572516918182373,29264257.0
1996-02-05,1.1248874290180135,1.196278205253039,1.1383938293887583,1.1557590961456299,1812000,2.5572524928547544,2.8160061345126057,2.5609721528217,2.687957763671875,19599855.0
1996-02-06,1.155759045556323,1.1769833617799519,1.1383937795595551,1.1480411291122437,1776000,2.7416209718533944,2.7623424199763327,2.588068993382445,2.662454128265381,14655495.0
1996-02-07,1.1480411496537986,1.1287463581983643,1.0901567752874959,1.1055926084518433,1172000,2.6247294709440836,2.6778617682248718,2.5514071090808335,2.623135805130005,14505949.0
1996-02-08,1.1055926126182978,1.2155730623359713,1.1133105292295566,1.1750539541244507,1334000,2.656609231794478,2.8988921642303467,2.6247297552527376,2.8988921642303467,22801072.0
1996-02-09,1.1750538661516001,1.410450489181184,1.2927521316639838,1.408521056175232,3440000,2.8988922407895625,3.058819823582878,2.9020798096474474,2.994529962539673,12650646.0
1996-02-12,1.40852102853899,1.4644759646859675,1.3313417777140784,1.3544955253601074,5702000,3.033848148230568,3.033848148230568,2.8691383650404827,2.9004859924316406,14991973.0
1996-02-13,1.3892261110954065,1.3892261110954065,1.2831047244450255,1.3313417434692383,2902000,2.900485485002287,3.007281230144682,2.8691378630952813,2.969557523727417,12169295.0
1996-02-14,1.331341835258481,1.4664054610363015,1.3853672487676818,1.431674838066101,4928000,3.017908346565035,3.150738635711499,3.017908346565035,3.0620079040527344,9968167.0
1996-02-15,1.4316747904229083,1.4548285382991997,1.416238958505381,1.422027349472046,2382000,3.0620086308009395,3.177305305573744,3.028535479028306,3.0922937393188477,17576313.0
1996-02-16,1.4220274060011504,1.4181684478683654,1.3544955926750033,1.3737903833389282,2792000,3.0179096353253563,3.1029212177064265,2.9435244711418695,3.000375986099243,13356315.0
1996-02-19,1.3737900701383383,1.4085207774202164,1.350636326620285,1.3564248085021973,2594000,3.0009065407092907,3.0551011402087207,2.9966555009988376,2.999312400817871,6140727.0
1996-02-20,1.3564254270160359,1.3564254270160359,1.2753871957455827,1.2985409498214722,2722000,3.0285352571751676,3.0285352571751676,2.805379823303017,2.867544412612915,10201832.0
1996-02-21,1.2985409498214722,1.2985409498214722,1.2985409498214722,1.2985409498214722,0,2.867544412612915,2.867544412612915,2.867544412612915,2.867544412612915,0.0
1996-02-22,1.2985401573025075,1.3409886805346536,1.312046551606037,1.3216938972473145,1696000,2.8675435431007825,2.9748706613311913,2.930239493369929,2.937678337097168,3355435.0
1996-02-23,1.3216941660332346,1.3506363928524623,1.3120468184300274,1.3197647333145142,1374000,2.9376792265581546,2.9435236958273094,2.8595748957780414,2.8999555110931396,3290009.0
1996-02-26,1.3197645972569696,1.3409888149988543,1.3023992445547063,1.306258201599121,1294000,2.899954789764864,2.975401965127988,2.8702005972493763,2.9068615436553955,4392909.0
1996-02-27,1.308188050141337,1.3216943571396922,1.2734573361345587,1.310117483139038,1682000,2.906862045844186,2.9382101464886072,2.8797647478365884,2.89782977104187,4603208.0
1996-02-28,1.3101173616228716,1.3294121498343292,1.275386742842248,1.283104658126831,844000,2.8978299849741105,2.973808795710576,2.869138545059437,2.881359100341797,3341415.0
1996-02-29,1.2734573628591965,1.2734573628591965,1.1576885284183274,1.1827718019485474,2550000,2.8813587454775025,2.86913819170021,2.6571408166628823,2.699646472930908,8482054.0
1996-03-01,1.1827718719755749,1.215573063610221,1.157688596960278,1.2001371383666992,1464000,2.699646465224518,2.7735002203796255,2.679456396954997,2.7458715438842773,7145488.0
1996-03-04,1.2001370673115461,1.1962781092303443,1.176983318824336,1.1827718019485474,1294000,2.745872213563576,2.78944040333944,2.7203685768552743,2.7570300102233887,6318313.0
1996-03-05,1.1827718019485474,1.1827718019485474,1.1827718019485474,1.1827718019485474,0,2.7570300102233887,2.7570300102233887,2.7570300102233887,2.7570300102233887,0.0
1996-03-06,1.1827715523946907,1.215572735166568,1.1885599422927875,1.1962778568267822,720000,2.7570299186482115,2.7639371484272774,2.699115653947119,2.7538416385650635,4112511.0
1996-03-07,1.1962782335257853,1.215573117941385,1.1673360909120414,1.180842399597168,972000,2.7538411865332773,2.784126763947215,2.7049596796903823,2.7193057537078857,4621902.0
1996-03-08,1.1808423146804792,1.1847012728851283,1.1576885654525846,1.17698335647583,774000,2.7193061876853313,2.688489225426643,2.6353569074915457,2.679456949234009,5682743.0
1996-03-11,1.1769834132982788,1.1750539801052153,1.1480411793637257,1.1557590961456299,648000,2.6794570461084817,2.6656423493134445,2.5827562997465527,2.6061346530914307,4832200.0
1996-03-12,1.1557589942822206,1.1557589942822206,1.130675812954164,1.1403231620788574,800000,2.6061337897887786,2.6034768905156502,2.5189967288415387,2.5306859016418457,4276077.0
1996-03-13,1.1403229944554363,1.1962779239698613,1.1576883491339833,1.1885600090026855,972000,2.5306858601923956,2.7416206893956607,2.5407808932634817,2.731525182723999,9285863.0
1996-03-14,1.1885599230859853,1.2155727155232465,1.1750536188721519,1.1847009658813477,1058000,2.7416207377494333,2.8053792163759876,2.6890198152823066,2.713460683822632,13019837.0
1996-03-15,1.1962782014945788,1.1962782014945788,1.1576886177062988,1.1576886177062988,1614000,2.7134599557780037,2.7309931182954967,2.6725482171028627,2.681049108505249,14347057.0
1996-03-18,1.1576886559956843,1.1673360982642462,1.1306759464504703,1.1519001722335815,776000,2.5397181576023202,2.5694723508517643,2.4706465913883577,2.4934935569763184,17903444.0
1996-03-19,1.1519000362313798,1.1576885193100497,1.1190989388016417,1.1403231620788574,1234000,2.465333752589769,2.5397184144346086,2.3930734263621063,2.4334540367126465,16001408.0
1996-03-20,1.1403231620788574,1.1403231620788574,1.1403231620788574,1.1403231620788574,0,2.4334540367126465,2.4334540367126465,2.4334540367126465,2.4334540367126465,0.0
1996-03-21,1.140323372654188,1.1634772172397043,1.1383939392748816,1.1596182584762573,1286000,2.4547070068070402,2.555658538519541,2.4547070068070402,2.5019948482513428,11290713.0
1996-03-22,1.1596181465414073,1.1654065381254226,1.1326053457999175,1.1557590961456299,388000,2.5019947878792226,2.4865866645268455,2.295310730824731,2.3601317405700684,22702932.0
1996-03-25,1.15575890264237,1.1769832162415323,1.1499705120274777,1.167335867881775,826000,2.2846843599195665,2.2846843599195665,2.1359140811822934,2.200735092163086,57836865.0
1996-03-26,1.1673360375131918,1.1885602621917422,1.1499706791354478,1.1750539541244507,1286000,2.159823287731694,2.3271894739778194,2.1576977682819267,2.2719321250915527,36035881.0
1996-03-27,1.1750536378606957,1.2001368140937798,1.1692651559578005,1.1962778568267822,1590000,2.2528045256500198,2.329846560690902,2.2528045256500198,2.303811550140381,27810858.0
1996-03-28,1.196277874140349,1.2638097652973814,1.2078548381136915,1.2387264966964722,2248000,2.3596005374768145,2.433454301039752,2.359069157514408,2.424422025680542,34297411.0
1996-03-29,1.2387264854879305,1.277316058367231,1.2348675282000006,1.2522327899932861,2712000,2.4334541830634384,2.4547070125259385,2.3495053882864005,2.3792595863342285,24044172.0
1996-04-01,1.2522328904298379,1.273457203218169,1.2503034576335204,1.2695982456207275,1926000,2.37872825666088,2.4334542344831123,2.37872825666088,2.412201404571533,12599239.0
1996-04-02,1.269598144098819,1.3313415527254506,1.2657391868099546,1.312046766281128,3670000,2.4122008189704855,2.5397180042834178,2.406887731182596,2.496680974960327,34236658.0
1996-04-03,1.3120470543118936,1.3892262170321539,1.3120470543118936,1.3467776775360107,4164000,2.496681820224778,2.592851180787049,2.477554034671794,2.495619297027588,16870643.0
1996-04-04,1.3467775952043943,1.3332711965516164,1.2927520925980964,1.3139764070510864,2268000,2.465864978957231,2.5662851379631926,2.444612148014335,2.559377908706665,44302964.0
1996-04-05,1.3139764070510864,1.3139764070510864,1.3139764070510864,1.3139764070510864,0,2.559377908706665,2.559377908706665,2.559377908706665,2.559377908706665,0.0
1996-04-08,1.3139763871789818,1.3390596591527275,1.3159059121022603,1.3313417434692383,1850000,2.6077280646188865,2.6959276690684195,2.5822246672456783,2.6778626441955566,50901676.0
1996-04-09,1.331341468390214,1.3352004254346288,1.2946813304658766,1.306258201599121,2438000,2.677862684146293,2.7894401677188654,2.668299028388834,2.724619150161743,50196006.0
1996-04-10,1.3062584201705485,1.335200648848853,1.2503034876614036,1.2676688432693481,1808000,2.691145966446789,2.7389647182419536,2.614635300533552,2.6454522609710693,44008546.0
1996-04-11,1.254162745449601,1.2888933729710816,1.254162745449601,1.286963939666748,1262000,2.6034777207573576,2.6465145299002315,2.585412694341531,2.6220741271972656,34788108.0
1996-04-12,1.2869635182797525,1.306258305029602,1.2657392068525182,1.2927519083023071,1128000,2.61463508279179,2.648639609876644,2.6045400480135563,2.6433265209198,19151218.0
1996-04-15,1.3159055082635047,1.333270767219718,1.3023991139599753,1.3216938972473145,1976000,2.6433265578492744,2.693801969245956,2.6353565691021683,2.6459834575653076,23558148.0
1996-04-16,1.3197647516298512,1.3255531418711446,1.2966109146502647,1.3023993968963623,1566000,2.645983111633986,2.751184486618491,2.645451731760251,2.702833890914917,35619957.0
1996-04-17,1.3023994618474508,1.3602839191759275,1.3216942502886735,1.3525660037994385,3092000,2.7830645789830384,2.8521366429034445,2.7634058856399766,2.8361968994140625,34923634.0
1996-04-18,1.3699312384446036,1.4258861697441085,1.3525659752168722,1.4104503393173218,5412000,2.930771887570927,2.975402834179476,2.902080446350969,2.92439603805542,39381970.0
1996-04-19,1.4278157929553323,1.5532320618239086,1.3988735629079974,1.483770728111267,12700000,2.924395885133649,2.9637137401567863,2.8957044454140166,2.9089877605438232,27338854.0
1996-04-22,1.5435846239873376,1.5821742027850958,1.4297452285267314,1.4548285007476807,11286000,2.911643963266441,2.920145332348411,2.8160059882977855,2.837259292602539,36405073.0
1996-04-23,1.4548285867129014,1.4625465029285014,1.4008031732037005,1.431674838066101,6428000,2.800065615228206,2.9057985927880754,2.7947525276002163,2.8818893432617188,36306933.0
1996-04-24,1.5030655174745529,1.5628795025079578,1.4664053716819037,1.483770728111267,10686000,2.8818900968039842,3.0072817918545067,2.9488366286633267,2.9934678077697754,24586276.0
1996-04-25,1.5049950840359796,1.5049950840359796,1.393085118624274,1.422027349472046,6666000,2.9966554654024953,2.9966554654024953,2.8266328230312396,2.8622312545776367,24581602.0
1996-04-26,1.4220275495773163,1.4644761853286314,1.398873798442869,1.4278160333633423,4078000,2.890391356162435,2.964776500087307,2.8590434902171817,2.9089877605438232,21352346.0
1996-04-29,1.4278158324435266,1.4413221393689553,1.4046620845672353,1.422027349472046,2700000,2.9089869090980676,2.9382094834293198,2.8383207352126267,2.923863649368286,17875405.0
1996-04-30,1.422027349581724,1.427815832553651,1.3525661059474927,1.368001937866211,5402000,2.9238644570056502,2.9275841167012024,2.8691384782941496,2.894641637802124,13893746.0
1996-05-01,1.368001787918321,1.4567579037271288,1.3930849660344407,1.3988734483718872,3324000,2.894642262896058,2.954150674066884,2.9063314404617975,2.935554265975952,6164093.0
1996-05-02,1.4200976001516163,1.4200976001516163,1.368001633032165,1.3757195472717285,2340000,2.935553146869232,2.942460374761215,2.8717949034365287,2.9339590072631836,19912967.0
1996-05-03,1.3757196318526081,1.3776490645287254,1.3467774056724449,1.35063636302948,3558000,2.923333069874003,2.9700895331248174,2.8972985304734213,2.908456325531006,25343351.0
