,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-19,932.7080181575017,954.450034127703,931.0302920410015,943.27294921875,23403483,2688.2175197249344,2713.8425289396955,2651.428060692321,2700.392822265625,3725028,731.6931664576377,740.7860292853279,726.0101127375784,728.8989868164062,17139508,1140.983163556862,1143.9762741850557,1123.9930455849908,1136.7576904296875,5389696,614.6477354005381,614.6477354005381,598.6891395954887,603.5734252929688,24055811
2021-02-22,943.1370313830363,947.6260001116775,904.5727145749872,910.5352783203125,23804335,2721.622151723607,2721.622151723607,2587.2551582887345,2600.705078125,5366696,731.7168916782571,745.3798888586701,729.064753611122,733.1139526367188,29451838,1140.0148390885133,1151.9432226672286,1109.2036272212563,1113.78125,7371303,601.5905843422124,608.6510408085518,587.3729172466086,589.8392333984375,27092321
2021-02-23,928.6271101243701,930.8489262991976,913.0290610563624,917.495361328125,25644108,2610.8586529633776,2661.845118240103,2609.100498988318,2619.8251953125,3832829,735.8370774568311,737.7077262268455,721.1085077743629,724.1868286132812,18239906,1119.0190369500622,1136.4933713221178,1107.0467037947092,1114.79345703125,6612942,594.5785688013192,602.6062139627861,589.065587751776,596.0776977539062,23534585
2021-02-24,920.4653981529497,936.4488628942796,918.7196681979915,934.5217895507812,10807663,2612.617033712622,2640.176185511166,2567.915879169328,2591.607177734375,3774549,722.931841154258,764.3470748323017,718.0775657714667,760.795166015625,14314332,1109.247550955885,1123.8167863141757,1102.1609301061992,1121.7921142578125,4537258,594.9170279499745,623.8359588003635,594.9170279499745,620.0639038085938,17762047
2021-02-25,941.3232777095965,975.7840397521635,939.9629623775807,972.3153076171875,34855693,2614.374739918471,2663.515053520155,2609.4958201264185,2633.09912109375,4224073,762.3579920072215,774.908069216845,758.6876864081806,760.771484375,20109570,1134.2486958235556,1144.196358621312,1119.767469256633,1122.0123291015625,8788221,621.6114680275654,627.1244490272395,605.749568139458,607.393798828125,38571809
2021-02-26,959.9139702500598,967.576928004242,938.9200542247918,945.7669067382812,37481215,2602.067563932443,2612.924249244175,2531.7414135558906,2544.312255859375,5553153,751.6076299528344,752.4837559241885,720.327128941141,726.6732177734375,27912846,1117.1265285573224,1121.7922694151218,1095.7787599856006,1103.3055419921875,15132388,594.820400415131,594.820400415131,571.511201832981,578.1364135742188,57349273
2021-03-01,956.8306484903325,957.6468737146039,935.2019693603648,952.9765014648438,17680764,2572.179061062959,2606.463060851563,2550.9054425793493,2570.5966796875,3265871,740.6912870896532,744.7404857285171,729.6566687036201,738.2760009765625,13536018,1112.1087025290365,1130.7714503167083,1108.3232821710671,1115.3658447265625,5756286,587.6147505802832,591.7736450008763,580.5059461074345,588.3884887695312,21527318
2021-03-02,962.1811437745009,965.8085514456496,947.2632505723379,954.9262084960938,17150760,2602.06768713035,2659.2076870166584,2591.518764074416,2642.81298828125,3306469,746.2323286853281,751.8206882642336,734.5347322820953,742.680419921875,16110038,1128.7909213234611,1153.2198143370904,1126.1059009087364,1148.3780517578125,10461434,589.9843628029663,596.2710814229979,579.3453005229128,590.4679565429688,24051433
2021-03-03,961.750393670414,1006.572077071357,955.4703590572257,998.5009765625,31924461,2667.998970716374,2693.4922063508966,2634.506047707785,2689.184814453125,3509857,750.1631036638017,755.8461574794367,741.1649351223799,751.5128173828125,11222410,1161.3186288892,1185.7915789976744,1151.459083391951,1182.7545166015625,9056399,597.72199117718,612.9551972630062,593.7081386590451,611.3593139648438,21036174
2021-03-04,988.4800650989264,992.9917014235936,978.3685522339485,986.5983276367188,21435754,2657.4500710919388,2708.8320846205593,2651.3405281757014,2680.92138671875,3916760,733.3744250896104,744.0064482821596,728.8989856058892,735.031982421875,16291438,1175.227543893149,1200.6247618326536,1167.216651041202,1171.134033203125,12041941,598.4472777927014,610.1986297696074,595.5940628032014,600.3816528320312,25057198
2021-03-05,977.5977682721734,1002.9672532884404,976.260120871694,987.890625,25511666,2651.3842299729936,2692.78862797106,2634.2422284443805,2644.3076171875,3203686,725.0630043578303,731.9773754629191,720.3744730417781,724.5894165039062,17445822,1169.5057444527863,1179.6294298582864,1148.8622724146642,1159.117919921875,6486176,593.0794068609233,594.5301881599802,581.7633009217916,589.4524536132812,26645968
2021-03-08,983.2656636273797,1012.0132094952947,983.0389843818929,993.5132446289062,19506841,2651.2957762968877,2666.2400827282695,2633.714239318792,2643.340087890625,2003125,730.2723633294515,736.429004524836,716.3015236937714,719.6166381835938,15117050,1166.2481111342956,1184.9988647824189,1159.5575924074296,1175.8875732421875,5119392,591.5318927303614,595.7875416407732,581.4248298749109,588.098388671875,19632433
2021-03-09,997.5487577867862,1003.8061245628406,973.3355758572837,993.4905395507812,15154484,2643.3403896236246,2696.0410098074835,2630.2862256983,2682.019775390625,1942397,731.6931703125,741.4964149068451,728.496452578125,739.98095703125,15066696,1170.3859515587133,1188.8286206353612,1160.922507422379,1184.51513671875,6518173,594.6753156345112,607.732349187152,592.2089988810582,604.5889892578125,23056249
2021-03-10,1000.7228083320849,1004.3956118787131,984.0591848216625,989.3643188476562,11519358,2703.1616229327706,2719.160780509051,2689.975468674562,2699.601318359375,3053778,744.4800426906737,745.9008061309231,735.0793361565595,736.7842407226562,11055016,1194.5065535631416,1209.560008154973,1192.8339236171678,1204.41015625,7925984,608.1191741716692,609.8117523900396,601.3972088693664,605.072509765625,15838994
2021-03-12,995.2816157511662,1000.4507422731192,963.0426687169551,969.2546997070312,16864952,2703.16164489604,2740.0828771190104,2673.5807911171387,2688.17333984375,2938317,757.7405377905536,757.7405377905536,726.9810309590243,734.984619140625,15631204,1208.6800223497396,1225.1419723864192,1206.0831199110269,1210.30859375,9462061,610.7306936932554,617.0657614122351,588.3886220847197,592.740966796875,21757862
2021-03-15,970.3656071763525,974.3784296324053,943.3637304935054,956.2412109375,16698099,2673.2726511372366,2724.2591074890815,2673.2726511372366,2695.38134765625,3097083,733.3034332122131,733.3034332122131,717.6276870525,723.9500732421875,12230386,1206.0385108025919,1214.7537010954716,1195.9148298724972,1209.2076416015625,6658635,591.8220919937933,592.7408729504853,571.220949725329,583.6976928710938,24347946
2021-03-16,958.553685547253,963.9948870594851,950.165234013291,952.4777221679688,13873801,2689.975783366755,2761.181024691169,2689.975783366755,2733.9736328125,4894756,725.0156362632634,729.5147207460253,715.1176388389844,716.1358642578125,13722366,1220.1679808287263,1237.7303276282514,1215.2821602352783,1218.36328125,9352771,586.9377808972519,587.0828826525666,574.1709515976513,575.4282836914062,17925629
2021-03-17,951.321487384943,953.5659717866566,922.7779520359184,931.9599609375,19210236,2729.534329366762,2773.4881833018144,2712.216553840037,2736.52294921875,3838390,721.8662033617888,728.8516234041614,705.7405156649922,708.1795043945312,21064428,1225.6260766302328,1232.448559728731,1216.6027925322187,1221.00439453125,7626744,577.9428293236086,583.8427079878085,567.7390138789493,570.156982421875,20214082
2021-03-18,939.9175965589106,945.313461898209,907.3159051912041,910.9887084960938,20647480,2747.951031001596,2765.9721116380324,2625.8473070733103,2669.317626953125,3656306,715.9464550363706,720.8244331711135,701.4546779270922,706.1195068359375,18065540,1226.9464622249845,1226.9464622249845,1156.3007556107748,1177.0762939453125,10961755,575.2347873875159,581.6666081188232,556.6164273081386,559.6146850585938,22776537
2021-03-19,902.7816055754887,950.3238575711216,899.0634664039354,944.0438232421875,41787429,2663.603283404112,2724.259595798463,2641.6263586235505,2681.360595703125,5776626,703.2779062108723,715.6858838559789,698.0921427541265,709.19775390625,21235020,1170.826165767214,1193.010197502618,1160.2623206625474,1183.5467529296875,12767112,556.3263248295902,569.5768068871514,551.296937453351,567.400634765625,29162618
2021-03-22,939.0560976937982,940.416353017528,921.9163888767762,935.1565551757812,18572478,2680.041887934514,2759.818122141022,2653.6255823341885,2751.203125,2821646,707.9664315664949,707.9664315664949,691.6276520560606,695.7715454101562,14015632,1188.5203483359587,1211.320664308968,1176.1958648328152,1206.7430419921875,4862758,567.5940061441214,567.5940061441214,550.8133252903946,554.6337280273438,21755401
2021-03-23,934.9526119187763,956.6039587366939,932.2547090305418,946.5377807617188,17421165,2760.301960287723,2785.795194952801,2745.2258746003995,2762.587646484375,3305973,696.1741346833069,713.9099764186892,695.7478940590526,710.4528198242188,19761428,1208.1955225939473,1217.703024581029,1196.883428513493,1207.4033203125,7165335,557.099979203916,569.9152131005337,555.4557487088057,567.1587524414062,29486417
2021-03-24,943.0235744782575,943.0235744782575,925.181100240172,928.3097534179688,16822814,2734.98450832801,2771.114661370174,2734.940511551291,2743.6875,2207104,706.0720757291848,713.4363314696999,696.6476667715011,700.3416748046875,16368900,1195.3429344263322,1206.4349490534235,1185.1312401261687,1191.733642578125,6134303,560.96875,561.5006913185119,546.4609375,548.87890625,24434219
2021-03-25,931.3478510950881,931.3478510950881,900.0610755416413,902.9857177734375,22001648,2735.8631775195627,2752.258091028489,2681.1846354192803,2694.239013671875,3179786,705.7405405403921,708.2742816057414,686.8207304085842,693.0247192382812,23964356,1185.5714928581822,1190.6333351332403,1168.7133357890523,1174.17138671875,8749994,549.4592723923173,560.0016412375758,538.8202083964394,552.7960815429688,27170186
2021-03-26,912.3036747318539,913.0745041101142,894.937285828174,904.4366455078125,20180202,2716.919472723651,2740.962316543266,2675.0755327751876,2695.95361328125,3697370,707.5402607735458,709.9082000666299,698.0685036012092,706.2615966796875,12021258,1183.7666580566158,1194.3305015997794,1172.586633291157,1176.283935546875,4922071,565.3211229435119,565.3211229435119,555.4557981275727,559.5663452148438,20724410
2021-03-30,910.4899154033928,929.0352757477536,903.0309690022071,920.1480102539062,20441701,2710.194095407423,2802.892712023387,2690.766409978978,2776.6083984375,4694008,713.5311419893512,740.0047142264807,711.1158555293341,735.8134155273438,25607644,1185.703371195561,1232.4483551746337,1176.2399284683272,1219.5076904296875,10546381,562.9031566253199,573.6389148655057,562.9031566253199,572.0430908203125,28011943
2021-03-31,915.0243699268892,929.4887857349338,906.4091186742177,908.2681884765625,16250796,2773.487713339265,2817.441559826417,2753.2689439551755,2793.57470703125,3530069,733.1138735831643,733.1138735831643,704.6986071652121,707.3743896484375,30774506,1216.6026911950014,1221.8846131538799,1200.1407440742212,1204.322265625,8220987,566.7718717357828,570.3021297034271,560.0015592747752,562.9998168945312,20119972
2021-04-01,915.0243493680184,920.4654911265429,908.2908359953475,916.77001953125,11723312,2805.2218203796974,2826.2316682402748,2764.6962975476404,2782.27783203125,4285076,710.0975869218903,710.0975869218903,693.8061543963869,704.106689453125,35763762,1214.8420550042574,1225.0537493367353,1206.9191720368383,1219.419677734375,5675155,568.2710914881146,576.5405340823887,561.162285879385,574.8963623046875,15631940
2021-04-05,918.1756272004715,918.1982951252521,889.677488179083,903.5071411132812,14875099,2787.5529497003513,2868.4280273958516,2769.9714110708946,2847.2421875,5317862,700.9098971016974,703.2778359432572,677.7040964544115,686.5128173828125,16006586,1224.5254995692171,1254.4563888469693,1221.004218477717,1241.16357421875,9479572,572.5750632521882,572.5750632521882,545.0102164571082,552.5059204101562,23260127
2021-04-06,908.6763154469585,909.107066008566,892.8061886370579,899.7437133789062,14009194,2878.9768984351203,2878.9768984351203,2839.4184372352483,2869.92236328125,2291562,691.4381980531808,692.6932173036304,678.4855830970582,682.0848388671875,15075734,1252.6959332908973,1255.3368944995218,1238.1265876389239,1242.1761474609375,5793571,555.8427209368261,559.5180219799895,545.8807005455731,547.3314819335938,23284697
2021-04-07,906.8625335398098,928.1284651595439,903.8245518752842,908.15478515625,24266353,2864.9120307136286,2881.2189524865717,2843.638409585986,2875.8125,2491268,681.6349234429235,689.8753046696546,673.2287402423026,685.376220703125,25088180,1241.4717105113793,1263.2155790672348,1238.2585199049374,1259.0340576171875,5879234,547.9601054160856,560.968790025758,541.0447497171314,558.6959228515625,23984399
2021-04-08,911.850225266319,916.8379481306634,903.6884533297169,909.288330078125,15369188,2874.5816745617008,2931.721677267056,2871.1093634748245,2916.2060546875,2578118,688.123153205223,691.8645088213298,677.467426469423,678.5567016601562,17613592,1258.858041257452,1277.9609489690665,1250.935158480307,1267.5291748046875,5654434,562.9031820726192,566.626830712183,554.4886381629826,557.777099609375,19262565
2021-04-09,906.159790104371,909.7418622564089,897.7939458378843,898.7235107421875,14037885,2948.4248606107494,2948.7326234710144,2907.9873103459627,2920.51416015625,2911129,675.3362345728195,678.5566548887363,670.1741157477531,673.323486328125,28157816,1280.8659961023566,1280.8659961023566,1258.9020482944743,1268.5855712890625,6052712,555.1173471325743,560.001632814362,546.4610061141875,547.6216430664062,23239564
2021-04-12,888.2718159255257,889.3600561933767,861.632747207554,866.5751342773438,20901482,2920.5138663194834,2934.4473240627585,2824.650466597802,2853.9677734375,3791828,659.7078551379362,662.54938215217,640.7643417097112,647.4182739257812,22549128,1297.5921547595563,1300.717334887364,1245.6532557562905,1255.11669921875,20384532,533.3073031902685,533.8392446006219,513.7217529337577,520.87890625,26601702
2021-04-13,872.4017415275625,879.9287521472845,869.6131669055775,875.9385375976562,19411189,2825.35319397879,2825.35319397879,2701.44734620822,2728.69873046875,8654596,647.8681656292848,666.0775949671928,644.5530507466788,663.188720703125,18600682,1261.4989124502106,1263.4796330036042,1210.4403381849543,1229.939453125,14855206,523.2485286128166,545.3003956462012,520.2018638443274,542.2053833007812,25445897
2021-04-15,873.4446120904353,889.1786704861084,867.4139846330557,881.6063842773438,19723716,2778.146814676858,2845.7917402961693,2714.105975634484,2829.70458984375,6062760,665.3909109555909,680.4036222634213,658.7606812378839,677.2779541015625,34444984,1172.850803933445,1202.869705317751,1162.0228210258588,1197.8958740234375,25342491,547.3798090534764,557.8254228504287,535.9670077006499,556.3262939453125,37614884
2021-04-16,878.1149969863354,884.1456245317884,873.5126286216039,876.0745239257812,15656948,2838.5400497916535,2854.3634381150505,2797.7509568498276,2808.783203125,3224657,679.5747548202479,684.3343350848605,674.152197919238,676.5911865234375,15606526,1201.6372462560596,1206.78709867639,1185.4393307483979,1191.733642578125,10879878,555.7459340877606,558.7925984364795,545.5904649686207,548.3469848632812,24045008
2021-04-19,863.333187750963,868.9557331768007,856.9851487238521,862.290283203125,18478808,2785.794887362746,2803.376426569832,2755.994264254095,2779.465576171875,2679106,658.2870680749406,671.4054275301584,649.9045868073125,668.8954467773438,24069242,1179.6290829339875,1214.5777523320496,1172.8946118265376,1199.4803466796875,12508028,531.9531010111937,543.8494949182292,516.8650003045784,541.3831787109375,28526176
2021-04-20,866.2803940149797,870.1345408290238,857.1891171314771,862.0408325195312,17203668,2835.0232125941484,2835.330975379309,2748.3023558299074,2764.301513671875,3141893,674.8625491726915,675.5255835902201,655.421748754578,658.9500122070312,23186270,1213.9617280860366,1213.9617280860366,1181.7420256855933,1189.620849609375,8560766,546.6544575699116,553.8600171841462,534.4678580729144,540.7545776367188,24425842
2021-04-22,858.0053442180699,868.0715224771913,850.9544798546892,864.42138671875,14490954,2767.334041248242,2767.334041248242,2729.753504315789,2741.6650390625,1988980,653.551168270815,675.7151005800558,649.3125805575211,673.6786499023438,38485312,1193.3183691890542,1201.46133294354,1184.1630154755971,1189.40087890625,6622446,533.887495728224,561.5490343939207,528.9548631306675,560.1950073242188,34942633
2021-04-23,864.2400438171045,870.0892682363567,859.4109960022909,863.4918823242188,11828857,2729.5336560747555,2741.840732140793,2717.270576775486,2733.489501953125,1615309,667.2852542707776,679.4090911892929,663.1176582311249,669.7242431640625,22713528,1182.2702913744486,1187.0240430032222,1171.7064466265012,1174.17138671875,7316262,551.2001875870606,561.4523516177502,548.4436677539687,551.24853515625,33749097
2021-04-26,870.5880540621903,889.6321696188024,866.7338471259807,878.6817626953125,20846778,2726.940398802249,2771.7293216051144,2714.6333228420613,2725.841552734375,2490260,669.179600676809,676.7570059215569,664.3253254418922,665.2962036132812,30170952,1172.8068530955097,1189.5769997026998,1162.9032485938587,1182.7545166015625,7088606,582.2468965619786,585.6320529373389,568.7062710605372,571.7045288085938,62584522
2021-04-27,879.6566953316482,905.5929405224553,878.8631979839778,901.7161254882812,19992524,2730.4132840873945,2756.873588817901,2727.7760529694733,2753.269287109375,1471417,666.4564553260143,682.9136319631285,665.2961882990259,681.3507690429688,20592906,1184.9112595447489,1191.0735023507023,1179.7614066919707,1187.112060546875,3636115,573.7839843749999,582.1985274314881,571.7045076370239,579.103515625,24239685
2021-04-28,905.8876517747103,910.4899602170952,897.861946907099,905.6382446289062,17122437,2769.0484739187477,2769.9715476659917,2735.6875456479106,2746.324462890625,1639037,680.1905215976332,700.4364013527586,677.7041854873546,699.39453125,24103940,1195.4749961110342,1196.7954765927475,1183.6786823155342,1193.71435546875,4879234,578.3781688725504,602.3644088855251,578.3781688725504,600.9619750976562,33292864
