,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,1086.06812572994,1103.1311056498985,1080.1984500463022,1100.605712890625,8340678,3181.0525657618205,3241.7858768007827,3181.0525657618205,3237.031982421875,1765688,673.0270237794027,689.6743353216494,673.0270237794027,686.130859375,25018126,1644.1930282991682,1701.1524149287986,1644.1930282991682,1697.292236328125,10289724,657.7702140371608,677.5101468285675,656.9457211257647,675.2791137695312,24648981
2022-03-15,1104.7464533796308,1104.7464533796308,1065.1148867530296,1075.398193359375,15925769,3251.2490497339313,3251.2490497339313,3185.8507858462003,3193.403564453125,3651133,686.5827315469807,689.436556548215,671.4812409154484,677.3078002929688,18867928,1695.1825455498838,1695.1825455498838,1642.801439597397,1651.150146484375,7140443,680.4687200830572,686.8708254851132,667.3734560472463,676.443115234375,27714580
2022-03-16,1083.8385885222203,1095.6234340578644,1081.609026403429,1093.5531005859375,11149828,3234.81061397706,3259.2460739095877,3213.2629811274664,3248.494384765625,3090475,688.2474998619687,692.052600068531,683.1105913586209,688.7944946289062,13364108,1674.2210817119692,1700.209617136358,1659.857790930526,1696.1251220703125,5233979,685.7068668869402,690.0719550103265,680.2262325610145,686.7738647460938,14621688
2022-03-17,1106.9304944761457,1136.3469946247096,1098.8994972340938,1129.203369140625,21422098,3284.6586005161084,3296.5652453564253,3252.4037543243194,3263.46630859375,3600452,700.1383801652347,708.6047506498716,699.4487290342597,703.96728515625,14823954,1726.557585196572,1726.557585196572,1645.539637862284,1664.8851318359375,17731459,696.2799534211983,703.264105342903,694.7279459742814,698.510986328125,18329844
2022-03-21,1112.0493977484434,1130.249846191458,1109.7743416930666,1122.6966552734375,11999466,3284.1259896776583,3300.0756382590976,3212.152449319463,3222.548583984375,2413831,707.2729750042046,710.4359760473683,700.5189456092843,707.03515625,12257876,1670.6304916817223,1693.8810937888873,1652.766124367728,1663.4937744140625,8362085,699.3841067973971,701.2271676541549,684.3488035306015,689.44140625,12866839
2022-03-22,1119.3750232146147,1153.4327442921551,1116.417558596963,1151.7037353515625,22557065,3234.366348219692,3297.4542632536477,3221.0379154660395,3288.524169921875,2907611,704.5618974676001,712.5050210059953,693.0989865284727,710.673828125,10461814,1660.755737075012,1696.663969227985,1650.8809732329441,1694.3299560546875,5709382,687.4043552277658,699.3840725949519,678.5286529544644,696.6680297851562,11761758
2022-03-23,1147.9953600851836,1167.0375661035232,1147.9953600851836,1155.366455078125,15462187,3294.7884114089247,3314.15910942593,3278.79429290694,3298.697998046875,1596195,716.785732994576,722.3982788795391,700.8994284281059,703.5867919921875,31188256,1702.947797209164,1705.6409144424942,1667.0395674314273,1680.8642578125,6192824,703.2642189271527,705.0102423882569,692.8365080947846,696.7650756835938,7140403
2022-03-24,1142.08015447494,1175.8192962308133,1142.08015447494,1173.316650390625,13168266,3287.680425506592,3339.394706650704,3283.2376141207724,3331.975341796875,1879046,697.2845290424785,699.0206174152978,682.3257538778879,686.1784057617188,20160044,1666.2766908514945,1700.7934360280046,1666.2766908514945,1693.7015380859375,3784303,681.3902952515019,691.3329963760759,677.073696092944,683.0878295898438,17727969
2022-03-25,1175.0685459381182,1190.3114093068612,1172.5659000566366,1181.1429443359375,14222488,3340.904599959908,3358.320504138264,3262.800077046092,3294.299560546875,1690133,690.1500239764209,690.6256614843303,674.9296237233227,680.5897216796875,16366462,1698.4593543696753,1700.2547659493473,1667.937357515252,1684.58984375,3438588,683.8638064534825,684.930804313348,675.7641666123579,678.2861938476562,15263007
2022-03-28,1187.5813149251485,1196.5678044575318,1176.8885634283017,1193.018798828125,9891424,3283.2372762842633,3299.2313956274616,3253.203831019655,3294.52197265625,1760990,680.589685374062,683.9666998878296,666.6534839112492,681.493408203125,15754886,1675.11903969184,1688.494878163367,1663.1346890576358,1682.2109375,4008555,680.9537053887425,692.0119516370017,674.794105097614,689.0533447265625,13806166
2022-03-29,1200.321761515582,1200.321761515582,1186.3984604316122,1193.2918701171875,8684065,3283.0149923595486,3307.228310863317,3279.6828843085714,3292.433837890625,2689063,685.3937307252429,694.5497538456183,680.1617175135998,690.5306396484375,12377448,1682.2106593993997,1696.125097139398,1670.2263107464303,1693.0728759765625,3917785,692.8849609072935,695.4555364272713,684.6882837719272,693.85498046875,11489374
2022-03-30,1201.1862248102987,1223.0722800944307,1190.8119310722573,1216.224365234375,15811550,3321.445538331854,3321.445538331854,3293.189216689556,3315.71435546875,1583455,700.1384153992661,705.2515186367268,691.6007453109708,702.4927978515625,20109742,1714.6179310358978,1722.6972825433968,1701.152345190066,1709.186767578125,7795839,699.4325767058435,709.8117976134745,697.5410267638673,708.9873046875,20154520
2022-03-31,1212.584340487485,1214.7456618708436,1196.0446595036312,1198.8428955078125,13223718,3323.2226941539616,3336.24004386944,3305.6291188569076,3323.17822265625,2168110,699.6628137051833,706.1790247075883,697.2370738898979,699.3536376953125,14295714,1705.640898756571,1717.3110733270107,1700.4341616533945,1711.7901611328125,5399145,717.7174349072195,717.7174349072195,705.9801637091923,708.4052124023438,16046383
2022-04-01,1199.4116203413212,1212.6752582349072,1193.0415116671982,1208.443603515625,7922880,3330.331013312687,3343.659445863298,3312.604241407199,3339.883056640625,1387014,702.2312005284535,718.2126085501743,699.3298234571498,716.31005859375,14568556,1693.8361285877643,1714.887394872627,1686.1608099209134,1708.827880859375,6171518,703.26416015625,716.1654080808163,701.4210993647575,714.1768798828125,12658848
2022-04-04,1208.2617761125623,1217.1572786813153,1201.9826544660282,1212.015625,7929162,3342.7710924712337,3358.7652125309046,3320.6459798290102,3350.190673828125,1472994,751.5072124484601,819.0952862089551,743.2073617126769,788.0361938476562,97450970,1696.43952624763,1699.3570700816317,1681.4029541800826,1690.3350830078125,7364074,719.7544866073363,727.3206270513682,703.2641547039336,724.216552734375,17192197
2022-04-05,1206.2824277666361,1214.836726034793,1192.450114468768,1194.8843994140625,13149870,3351.656266029568,3408.1689027818647,3351.656266029568,3389.686767578125,2314947,792.7450201895066,792.7450201895066,761.9712963036054,764.9440307617188,30922582,1691.0980783575872,1696.3047057811573,1667.1741990144267,1670.7200927734375,5472024,724.4105221128956,732.8012141382112,715.8743626915073,719.5604248046875,12290391
2022-04-06,1177.1616311168914,1198.7291094168588,1177.1616311168914,1191.69921875,12257215,3384.7994513473627,3384.7994513473627,3315.3581971661897,3336.861572265625,2051729,755.1696250388968,756.1685102240006,735.9776637926485,737.6423950195312,27027860,1665.244192690946,1667.4884571015807,1635.7545802518507,1641.7691650390625,5407453,710.345345618719,722.5676281772567,710.1513298564631,719.3665161132812,13518142
2022-04-07,1180.8016922079776,1185.7613700217532,1168.015859682402,1170.677734375,15496499,3328.1095666362144,3328.1095666362144,3269.0201830609085,3273.59619140625,2494829,733.1001422646726,733.1238893042467,719.9725000942207,721.4232177734375,40781732,1634.7672265778747,1641.1409159802406,1622.6481980135563,1625.7452392578125,5797544,715.0014181190587,735.0808355296261,715.0014181190587,726.108154296875,15087175
2022-04-08,1164.8307737717014,1194.4066235414564,1164.8307737717014,1190.1522216796875,15152495,3278.7942871496307,3292.1227192112146,3236.587585621282,3274.928955078125,2296773,719.211478547381,725.7039422730295,712.1720781256234,720.4243774414062,41256322,1636.517556739723,1649.9831427798194,1623.0519706996265,1628.976806640625,5131446,727.369131169894,733.334775045837,721.3065090216976,731.6857299804688,15480705
2022-04-11,1183.0311432189874,1200.5719293490686,1175.2959770389286,1187.67236328125,9254209,3278.794977350085,3298.6544320759917,3248.672801323704,3284.481689453125,2291660,716.3101402599004,718.2126904332335,710.2457615824013,711.6251220703125,20799066,1628.4382578043667,1628.4382578043667,1582.2513400257294,1585.8421630859375,8248407,729.7456517780823,742.5014317762851,729.1151746316407,736.8267822265625,13216391
2022-04-12,1177.116189798847,1184.214442712084,1162.7378287017318,1165.3087158203125,13217742,3272.5745321735017,3322.3340146067667,3241.7859391915695,3279.77197265625,4483476,705.8461283073004,716.7144347757979,704.0149353413896,710.3646850585938,27435402,1577.7179133258371,1577.7179133258371,1551.011166286609,1564.2073974609375,6456184,734.3047916894062,745.8480478960997,727.757159795214,740.9494018554688,14020000
2022-04-13,1171.4284128604863,1179.664132404293,1158.2330158892628,1161.0313720703125,10354235,3293.9001325191025,3296.43262160667,3248.183649923165,3253.870361328125,1621672,708.6998371784712,714.5502013407392,695.691163859955,696.7850952148438,28892520,1575.4287009546981,1577.7178945069024,1554.8263973177552,1569.6834716796875,6257693,746.5270198926197,749.3885893981088,737.8938814451427,739.3973999023438,16119956
2022-04-18,1152.545489452205,1164.7397805103374,1147.4493300930017,1157.4822998046875,9974224,3207.7089734177675,3207.7089734177675,3129.9597946991926,3134.891357421875,3820792,674.8582617385757,680.9464450214841,661.15993644386,663.7283325195312,45620376,1441.26661743651,1481.2145243041055,1427.3521779657744,1455.5401611328125,30523965,728.4846893815499,740.0279458248403,726.7386660150366,735.080810546875,17651530
2022-04-19,1163.920736701103,1213.972089786732,1160.7584292751112,1201.595703125,26141820,3154.3955685792644,3166.4356288546082,3055.8983694740664,3084.998779296875,3170014,656.8078410106541,660.9221170332797,631.1709679279387,638.400634765625,74096022,1469.2300612636093,1469.2300612636093,1391.4438401538494,1402.21630859375,17044923,738.9609006803395,754.5782513670702,734.3048185595942,743.3259887695312,31088359
2022-04-20,1209.0124078704498,1244.0028730390352,1205.3722941596611,1236.9273681640625,25072240,3109.96761334078,3171.4116009849918,3092.196369835976,3160.43798828125,2640370,644.2271829644586,646.8194421533099,635.142518406885,644.1558837890625,49325736,1413.8865344992996,1433.007710513435,1403.114065665019,1425.287353515625,10678747,743.8109742610528,746.9150486419223,731.2007201930724,732.8982543945312,15984202
2022-04-21,1251.6926535659309,1269.0285988217172,1243.092861615674,1265.8890380859375,21708633,3181.052302537518,3237.9202766610933,3169.8563333582965,3224.28076171875,2280996,649.2452444448392,656.2847032867525,643.68030843123,653.6924438476562,52446270,1431.8407351214557,1460.7468177276078,1426.678926828698,1453.2061767578125,7766514,736.2933320721821,741.288956467235,728.6787022404092,739.494384765625,8953098
2022-04-22,1255.3328474216894,1274.9438501458906,1248.6441600419914,1255.287353515625,15054154,3182.0303466809823,3213.929644546312,3173.500062343697,3209.9755859375,1581465,646.8670477236759,654.1680722750773,641.7063920801837,644.7742309570312,20659148,1440.2341156753782,1445.934524945016,1420.5295194238047,1423.2674560546875,8134245,734.3047661218444,736.0992785260227,723.5375732861904,725.235107421875,14411607
2022-04-25,1247.8249220370585,1255.1050288692284,1211.992700535726,1226.25732421875,17063215,3161.5040949392046,3184.606710585191,3139.3789844211183,3152.796142578125,1960694,642.1106379350289,651.9325641201308,628.9116970441421,649.6019287109375,20935488,1411.9116704618677,1411.9116704618677,1395.1245069131328,1401.408447265625,7000570,725.2351047451931,739.3488766658785,721.6945098788588,729.648681640625,35417460
2022-04-26,1233.0825422871724,1271.7586153913803,1232.0360622414871,1262.9541015625,12227666,3176.7427973254776,3188.071964429589,3126.094756154156,3151.10791015625,1943469,652.5747056406705,657.3072759446977,645.5114997756818,652.5985107421875,17016842,1415.8616231545702,1429.1477135713155,1406.3011435161732,1419.27294921875,5345435,744.9749378109452,745.5084366675386,729.1151434810699,731.1521606445312,18727514
2022-04-27,1253.9449263825297,1286.7740721528176,1253.5808548135026,1264.1827392578125,19338945,3150.8408249309728,3170.7889982727806,3115.564957220846,3164.346923828125,1727648,646.8670295884091,655.9041425017765,645.0120316413157,652.8363037109375,18054334,1411.866581606061,1411.866581606061,1391.7579528364697,1393.9573974609375,8819356,726.5446317605009,727.5146512955616,710.5877985676929,714.6134033203125,21441480
2022-04-28,1278.5610555725848,1297.239310503393,1267.7089550364747,1283.065673828125,25614076,3188.161171907679,3202.7335052062913,3143.7775334280645,3184.87353515625,1703660,652.5746178665507,655.9040802026046,647.8657952361744,652.2654418945312,20773722,1409.3979147465427,1437.9449991460317,1398.1316646520672,1420.708984375,9245177,716.9413570414771,729.3576534562591,712.6248178217279,724.7500610351562,18649559
2022-04-29,1299.5828338743643,1299.5828338743643,1263.7051102296844,1269.5975341796875,18214862,3196.158346677765,3219.4831052544378,3142.7114152271593,3151.463623046875,2051115,656.5462285607915,668.1517954743881,652.3606532888389,658.5676879882812,28401476,1427.352305088943,1433.9056016437141,1401.1393380363265,1407.1988525390625,9831395,727.6116238754458,737.1663517442317,717.9114286007149,721.0155029296875,19560317
2022-05-02,1256.7433563845793,1276.5363340584336,1254.9459860935513,1265.1383056640625,9467006,3127.649201314934,3152.573408039027,3103.524830526814,3147.641845703125,1324161,647.8420880799416,668.9603468911126,647.8420880799416,667.65234375,19494316,1392.2519332715767,1393.9126670683922,1374.3875661128377,1383.3646240234375,7072627,710.0543692276062,721.5005890216362,709.1813278784033,718.7845458984375,10903446
2022-05-04,1267.2084828840266,1269.4835388914837,1217.7486714056079,1225.64306640625,19247660,3144.177643587452,3150.3531080776697,3079.134927751278,3091.974609375,2305825,665.8925284326605,667.6048118935288,642.1106524172083,644.9644775390625,29055916,1388.9754048659274,1409.3982133717925,1373.624656433111,1378.4722900390625,6220959,723.8286866757493,724.6046905675591,699.5297058813112,702.5367431640625,12212165
2022-05-05,1239.2252151754037,1242.18280014838,1197.591676403661,1201.6412353515625,17210669,3120.719554345007,3139.290418532952,3096.950514238651,3121.87451171875,1612262,654.001625047842,654.001625047842,640.4459550013958,643.5137939453125,17862912,1400.4658986154006,1426.8135404517482,1398.1317759996657,1422.998291015625,6144870,708.8902955029491,720.7245461912948,704.7192231601288,706.9502563476562,9121547
2022-05-06,1188.582409796725,1209.8769247815503,1180.0963532492094,1192.42724609375,19649948,3073.536813981293,3087.309528817,3042.8814164437517,3050.078857421875,2010812,632.5978677162095,634.9760551888268,624.5120303093106,626.699951171875,26731268,1391.443763827706,1402.0815539119405,1378.0231081324582,1385.025146484375,6171472,694.7764649455813,701.3240965523983,689.004837095551,697.6865234375,12455025
2022-05-09,1171.6331985147315,1181.711782557566,1140.715158224648,1145.8568115234375,18083752,3019.3346644811577,3070.8712773534085,2973.8847900752394,3061.18603515625,2481830,618.32874885627,630.9331425829555,616.1883801102291,627.7701416015625,32762434,1382.4668114652425,1424.4794830755254,1366.4427862489936,1409.712158203125,6832202,684.1547579747249,698.4140568089666,683.3302650619983,689.0533447265625,13055889
2022-05-10,1135.2550569441219,1149.633416525882,1118.4195452683007,1125.9954833984375,19511677,3051.323273923119,3078.6910391611,3040.6605251499454,3055.5439453125,1622685,625.4871236116026,643.537543685614,625.4871236116026,637.8536987304688,20113812,1398.6256138886934,1408.6350553142338,1387.8980735846474,1394.1370849609375,6212545,683.8637425509091,698.4140349456094,683.8637425509091,689.974853515625,12797419
2022-05-11,1125.0854480941018,1130.6821606199796,1102.0163098457965,1114.4609375,16643899,3052.211100141161,3064.1622181217003,3005.2505019723253,3031.774169921875,1841769,643.5375799338344,644.4888549965599,631.9558176573953,641.4447631835938,17102924,1391.39899537121,1391.39899537121,1356.9720014786396,1370.572265625,7846080,696.474087619717,698.2201110958097,685.9493984178897,692.7880249023438,13516852
2022-05-12,1104.5416911448524,1107.8859741719987,1078.378486557952,1091.755859375,20490321,3001.563261406277,3065.2731309391734,2976.772461562635,3028.797607421875,2807195,635.6706993369925,638.4133907389254,622.1498973824371,626.9856567382812,22382290,1359.1266447088979,1371.2456735751925,1350.4189418752976,1354.4586181640625,7034979,686.3372425742325,689.3928274907596,672.5144655614166,674.9395141601562,16685166
2022-05-13,1103.8592387327842,1127.5197990708434,1099.0132956252583,1104.1322021484375,19308778,3052.2107706705233,3056.564638125786,3005.2501775708447,3034.3505859375,2187823,630.353829122959,634.1790892090257,619.262889083472,621.35595703125,16768238,1363.8843824412697,1372.8165107722343,1344.852954894135,1350.508544921875,6723761,681.3416986342818,681.3416986342818,654.7631415044303,657.0426635742188,15717043
2022-05-16,1107.7040627563247,1128.8848441001169,1099.6048242868326,1104.4052734375,13437911,3034.439858212196,3047.7682909715472,2991.433535282342,3000.496826171875,1195813,625.0368734940553,631.292053906236,618.4448991695826,627.9719848632812,9804356,1355.5356309484275,1357.196364606125,1327.3925786728635,1336.7735595703125,6145331,656.4122044490664,670.2349822600079,655.4906740872786,662.5233154296875,9025623
2022-05-17,1107.9997065605392,1155.6850157625827,1106.5891549718588,1150.7935791015625,16551828,2994.454423948811,3080.644951878495,2977.0385191605064,3066.961181640625,1754076,631.580808934981,633.6979588896172,624.6519812363082,632.2544555664062,16641444,1341.9803117228055,1369.0012321589384,1329.4124315587235,1363.1212158203125,6516378,665.5303177279171,690.6538450429138,664.6088466191271,688.7138061523438,12765052
2022-05-18,1155.571399505029,1169.380965753536,1141.2840269099977,1154.9798583984375,17276788,3078.8680530656147,3105.5249193259233,3059.3641559719827,3064.473388671875,1866781,637.0902245927911,641.5410265716883,630.3297937681616,632.2063598632812,15732384,1366.30805947183,1391.1744632386558,1351.3164182898859,1354.8173828125,6594126,690.9934083360105,695.5040229620245,684.9307860995912,686.143310546875,11835013
2022-05-19,1130.2499303127915,1143.2177387581737,1122.0824507846328,1128.361572265625,14699118,3018.4456763431513,3025.5541736674804,2870.055794697786,2898.4453125,4642963,618.8779477207698,623.7858941010936,615.0767694162303,619.2869873046875,20537506,1329.502325378898,1332.8237930944929,1272.6326833436513,1281.160888671875,16561140,672.3205964043085,677.752741972914,665.045449022043,669.6045532226562,16661023
2022-05-20,1143.2176453948912,1203.2337272058603,1138.4400638194588,1194.15625,21793091,2941.140712780899,2944.6060183878694,2905.6426983201104,2926.03515625,3065125,626.9615731938593,637.1623059170763,621.837124950426,635.5985107421875,13919350,1304.3664195619865,1316.709873291496,1298.7108296562692,1306.2965087890625,10488908,673.9695557224218,690.5569251623157,672.9025579245164,688.27734375,11695528
2022-05-23,1197.364082975496,1207.3971730449673,1179.8461630484092,1186.1708984375,15252755,2936.519970994632,2966.8198074074676,2902.9322813770036,2951.5810546875,2293690,632.2544265466233,639.9290287015857,625.0850152898169,627.4427490234375,19486320,1306.251510683421,1335.7860494185243,1301.7181627575667,1318.1910400390625,5887569,688.2773924810416,704.1857375371053,686.240375011619,689.732421875,17438451
2022-05-24,1186.2163522132455,1200.3216273375488,1181.984697463416,1190.2431640625,13527818,2945.716660226276,2954.3358864396305,2910.5742015114233,2921.59228515625,1711510,625.5180642227122,637.5472577654566,624.0264559706711,634.6361694335938,12870796,1318.3705266763216,1319.2234128138036,1288.4320644614268,1293.5938720703125,5693167,689.7323324639221,695.8434432852948,684.8822351127866,686.9193115234375,13779981
2022-05-25,1198.9566141177693,1208.8303542214992,1183.713631415914,1188.4913330078125,12714544,2945.6110559752246,2945.6110559752246,2821.4478094645397,2833.613525390625,3548046,639.9531102298189,642.8160348600121,636.6811460213428,639.375732421875,12887112,1288.207663812402,1294.940456480411,1256.1146854282254,1266.1689453125,9630092,690.702426335335,699.2385867517748,690.2659056856536,691.9634399414062,10457589
2022-05-26,1194.1334932703796,1198.9111951609145,1159.3706180239299,1177.16162109375,17882023,2854.501215690882,2899.6758667069867,2845.153237526035,2886.66015625,2813186,645.7992455521528,659.6809220627428,644.7647232414845,657.6118774414062,26992428,1272.9466588849823,1283.719127084291,1263.1168254863983,1278.2879638671875,13040065,701.3241332086211,711.024328688685,694.0004974622318,706.6592407226562,14028733
2022-05-27,1179.8687720674843,1185.3743758914027,1155.775903113862,1171.7012939453125,16521973,2910.1420170120946,2933.1318451391644,2888.672876025808,2917.387939453125,3103153,660.0659236596756,671.0846178237094,659.5606740424182,669.8095703125,24031718,1296.2422023774436,1316.934364203155,1290.362295335605,1311.8623046875,8284860,711.5578004198139,718.9784733607349,709.3267673856765,717.6204223632812,8110620
2022-05-30,1189.8562993151577,1216.7020315446362,1180.392124401247,1212.5159912109375,13853398,2949.3229509041,3029.474490006565,2939.796107893087,3019.3212890625,2094624,678.566873569111,683.4988434000511,672.889070171654,674.3807373046875,12624674,1334.8885735858976,1373.4899244024366,1333.093161920012,1370.6173095703125,10904213,726.3021362345459,729.4062106277925,721.9855374068509,726.0596313476562,7628515
2022-05-31,1201.8687694825662,1218.8862574674567,1190.1750310186887,1197.887451171875,70620653,3000.446972276188,3026.6124915565733,2974.3709951207434,3009.571533203125,4840965,671.6621446200909,675.9445497927891,664.0115648431159,668.3179931640625,13485388,1370.5266393915629,1377.149338611248,1350.0690526193273,1364.08544921875,16033857,718.7844671298695,734.0137854944626,718.2994573679736,730.2791748046875,20272212
2022-06-01,1198.638121118035,1208.1479107227306,1190.4024014083636,1198.274169921875,9776989,3030.727190529451,3030.727190529451,2987.8336778962866,3001.385986328125,1493835,664.0115306279351,673.8513881488794,663.6025497657505,671.1568603515625,12091896,1372.613057886202,1374.2006803920185,1335.50802974436,1341.359619140625,8738508,725.5746513499096,732.9467765317738,721.8885887589776,730.0852661132812,10102092
2022-06-02,1198.501741229144,1243.2977103658052,1198.501741229144,1239.58935546875,22126569,3001.2069020116674,3070.0870604184925,2993.424382338286,3062.0361328125,2657939,667.4999765351084,667.860852355906,663.3378636546508,666.4654541015625,11475020,1346.3039171942348,1373.3841995793427,1338.6833068349495,1368.0770263671875,7205840,728.5331693324507,729.2121948567817,720.9185395664465,727.2721557617188,10949759
2022-06-03,1248.552949338414,1281.9280190654463,1247.6428306711036,1264.705810546875,23939791,3094.5977259894203,3110.6102582693384,3069.371528604616,3077.377685546875,1913622,672.8168416531811,673.9956790643982,662.2311518874008,664.1558227539062,6957244,1383.408884845195,1410.715969239275,1377.1490940869578,1380.5057373046875,9395707,733.4803017861097,734.304794716289,718.9784977640621,721.9855346679688,8563791
2022-06-06,1264.9336309179137,1280.403966122388,1252.1021829834976,1259.2686767578125,11093152,3057.563601837621,3088.872766865215,3021.021246154396,3069.14794921875,1084210,662.2311613834544,667.3796325306656,654.7008747630125,663.265625,6173266,1375.334669946235,1394.0232323627165,1354.4687745578685,1388.0810546875,6624883,718.0085051721869,728.4362156603112,717.4264579008345,724.3621215820312,9107831
2022-06-07,1260.3378265980741,1269.9840987331656,1252.2159612910536,1261.6346435546875,12358255,3042.401450088687,3058.3244425730218,3002.1020331693508,3008.095458984375,2308256,655.3505322636607,661.2689195958052,651.5492949621544,655.6392211914062,10253966,1378.827577498525,1378.827577498525,1363.1781541383805,1366.897705078125,4904592,718.7845218662338,720.6760719227308,710.3938286643537,713.2069091796875,9938912
2022-06-08,1261.6346065371608,1265.3884552322884,1235.949206752914,1239.4755859375,12479250,3023.704930238696,3053.940682272369,2993.6034913799344,3045.174072265625,2185707,660.7876929692908,664.4926611407994,652.9446351687653,657.9487915039062,5986588,1379.1449920306206,1379.1449920306206,1353.5616328125,1360.8193359375,4697608,714.5163260591181,718.7844354578532,704.6706638496377,707.6292114257812,9369224
2022-06-09,1233.082627965682,1275.3986973973456,1233.082627965682,1273.4649658203125,17278305,3028.043802193597,3074.5602801002638,2999.5078194513303,3065.704345703125,1279197,655.4707669191479,664.9979118561328,653.016823143348,662.90478515625,7311816,1347.2111042891397,1376.196511023312,1344.0358592621958,1374.427490234375,4361061,703.2641480783276,712.0913019789867,700.4996161438609,710.7817993164062,7444368
2022-06-10,1261.24792684013,1269.4381532361936,1229.215044054509,1235.0164794921875,18093057,3025.3596751960995,3035.1996977943127,2998.523249928245,3005.590087890625,1527582,654.4362839332251,658.2134392480132,646.4970155862447,650.1057739257812,9155430,1348.208862822303,1355.3304608518883,1336.8687033026622,1339.7718505859375,6516436,703.0216552734374,706.4652127683163,696.4740234375,698.4140625,7990818
2022-06-13,1205.7819334162448,1216.156107684235,1190.4479609930536,1211.6514892578125,17620803,2943.061760387616,2945.745403330219,2855.7985936915675,2880.085693359375,3030921,636.873696288998,639.9531819947298,629.5118640988112,638.3171997070312,10892572,1309.6524503470807,1309.6524503470807,1280.712338233923,1292.32470703125,6987685,681.1961909005809,681.2446800343107,661.6502743788106,667.3734130859375,16622521
2022-06-14,1205.8047355842045,1215.7239712861199,1189.151198531051,1195.817138671875,14714312,2853.606749841241,2897.3500386797054,2839.920128333768,2871.98974609375,2611493,630.9312384303023,638.0284630380025,627.9239398677174,631.2921142578125,11870356,1279.1701015491417,1314.4607030952413,1272.9557157577426,1306.885498046875,6090247,661.9413275034606,673.8240663249896,660.2437933860992,664.9483642578125,13348598
2022-06-15,1191.016551311612,1200.0030396756413,1175.9329182849908,1181.3475341796875,11195535,2879.1011801564077,2892.966666653976,2863.4465986268947,2868.187744140625,1404536,626.3120453531265,633.1205811087782,624.7482500861813,629.102783203125,11810470,1306.5679915960773,1312.1927780968697,1287.1990180731677,1290.2381591796875,4651958,666.8884399458468,675.4730892724864,665.530388895112,666.6459350585938,9199591
2022-06-16,1193.4965424947006,1209.8997420887063,1162.1006949883244,1164.830810546875,17111475,2898.3346221554743,2902.6732659696545,2802.662786871745,2810.6689453125,2032028,630.3297546494468,635.4060979237764,614.9323865969412,616.520263671875,12169192,1304.5720675297325,1309.7885413741665,1262.8402767742612,1267.5577392578125,6641772,679.0136844688421,679.0621736052452,656.0242093107667,658.1582641601562,13237239
2022-06-17,1164.830742811065,1194.3382305909047,1163.0562400137392,1178.4810791015625,24457187,2765.94139802819,2789.8705482213513,2704.9780616232238,2763.168212890625,5240434,613.4888357837941,625.0368609279597,611.8528538077786,620.5860595703125,14723922,1261.9785865626236,1267.3310542375973,1240.2961754557912,1258.5765380859375,9692047,651.1255929345484,671.8840340301465,649.8645794187131,666.2578735351562,16335613
2022-06-20,1185.3062092078612,1190.81193373047,1147.1306905067754,1157.1182861328125,12066797,2767.729867065567,2807.760866274094,2745.366180356892,2784.189453125,1502769,627.7795517185277,637.547280721459,622.703267102487,636.1759643554688,15936840,1261.0713713096377,1290.3742823551895,1253.7682629623148,1282.9351806640625,4595194,665.4334378688459,667.1794612875005,657.2852496413942,665.3849487304688,10981042
2022-06-21,1164.830795221328,1180.0281654943678,1150.4069416324683,1175.796630859375,11720049,2799.934053640477,2896.321559800145,2795.8190472258425,2873.2421875,2964461,643.2731943331319,651.5011513361289,637.0902003236198,643.1047973632812,13220684,1291.8710851982403,1320.9018961015715,1290.737069147329,1315.367919921875,6270787,669.8469941130473,686.7738472456844,667.9554441333879,675.2305908203125,13319648
2022-06-22,1163.966274425617,1164.057262227865,1137.985044485591,1140.078125,10617206,2862.462666195436,2907.7716314048353,2847.344899703459,2883.08203125,3336315,641.035821958763,643.2972871962402,636.6812297356037,640.073486328125,8159698,1302.8031124644206,1324.167909536378,1301.850494634257,1303.8917236328125,6253366,673.4360538929959,677.9466683573997,664.5603515747664,666.015380859375,6838249
2022-06-23,1144.3779613702993,1148.905326422505,1112.5043100555831,1121.581787109375,19446323,2883.0816757569546,2968.108455014427,2883.0816757569546,2959.878662109375,3692578,640.193710492177,648.6141463686242,634.419697319756,642.43115234375,15372244,1306.2049993211278,1322.716227548584,1300.0359081461734,1317.68115234375,6254281,669.5075219542216,684.8338193855298,666.4034474757209,678.189208984375,14960412
2022-06-24,1128.429884986889,1142.5351607614082,1122.9696539988313,1137.5528564453125,14240234,2986.8946108169766,2992.2618967303943,2931.879930204445,2945.8349609375,2132118,644.0671595693715,655.1821236118307,644.0671595693715,651.4049682617188,8013432,1322.716318533469,1331.334840499222,1296.3164470818606,1307.3843994140625,6114340,689.5868869182846,693.8064480653665,685.3672665659108,692.0604248046875,10856736
