,MRF.NS,MRF.NS,MRF.NS,MRF.NS,MRF.NS,LTF.NS,LTF.NS,LTF.NS,LTF.NS,LTF.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS,CMSINFO.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-04-22,129509.78634860886,131255.52642479373,128322.46531547939,128632.4765625,6055.0,156.91243703777667,160.1157252569832,155.99028212311217,158.95089721679688,3010775,371.73980306364234,378.7904598908795,371.73980306364234,375.5812072753906,485524
2024-04-23,129110.98370729056,129713.27055666111,128368.17494328058,128838.5078125,5398.0,158.95089522316738,163.65875972387965,158.27141344254704,162.9307403564453,3303800,378.30422038436325,381.221733652109,376.06747208381677,378.9849853515625,576215
2024-04-24,129048.96726367448,129756.63970628603,127939.5599515172,128138.3671875,4696.0,163.56168859355225,164.53238110746057,161.03788213275368,161.91151428222656,2610949,387.0081478195731,396.63593569186054,385.11175231933595,389.00177001953125,1426148
2024-04-25,128113.98855516422,129484.4608419038,127814.88974919886,129243.2890625,5828.0,161.1349520960437,163.3675477681265,160.21279719998108,162.8336639404297,5033663,389.0017295572877,394.83675550064703,387.20259062238995,390.6549987792969,1104045
2024-04-26,129310.37324647616,130357.21898208756,129243.27853541548,129846.5078125,3735.0,162.44539678298287,164.53237974597937,156.37856862125798,158.9994354248047,6578217,390.8981332710077,395.6147556005934,390.8981332710077,392.94036865234375,952666
2024-04-29,130606.47880463845,130845.75784977671,130008.28119179278,130428.3125,3233.0,158.99942772044434,167.1047008648103,156.71829451753183,163.85289001464844,12524749,396.8304137010737,407.6738616446488,389.97426946344484,403.7838439941406,2054146
2024-04-30,130658.96301776398,135175.11332498287,130658.96301776398,132619.859375,14637.0,165.0177254670435,165.84282001901556,161.13495545605423,161.76589965820312,4080553,406.5068310789615,422.0669011681084,400.3314223266357,404.3673095703125,2885471
2024-05-02,133635.78226852903,134594.4405179543,132101.95087873293,133459.8125,9911.0,162.49390654214034,165.26038588691003,161.5232141140234,164.77503967285156,4336832,408.45185477195344,420.31642052005435,407.47935035582975,414.8217468261719,1294029
2024-05-03,133896.56292996038,133896.56292996038,127384.0837942331,128174.203125,32315.0,165.4545306808783,166.3766855769409,160.9408165618608,162.8336639404297,4561558,417.20439188991986,422.9908050008105,405.2425995183139,406.7499694824219,1891027
2024-05-06,129061.13497834068,129061.13497834068,124625.60093626175,126095.5703125,16067.0,163.94994813038917,164.04702329958164,157.5433868766502,158.12579345703125,4415585,407.47930696202485,409.81331137647004,395.3230030550432,397.4625244140625,1176348
2024-05-07,126095.56219726166,126604.57536764788,122741.27055633397,124140.453125,13141.0,158.3684764842401,159.43624416584763,155.3593386015508,156.2329559326172,3936687,397.75428044887326,401.69291120784396,386.1814845817776,391.04400634765625,985466
2024-05-08,124140.46670436693,126808.07767150778,123467.99285760935,126297.1171875,9470.0,156.23294867166024,158.65967982471986,155.60200449650134,156.96096801757812,2488886,389.0017631457541,398.92131997736254,386.8622415770608,393.76702880859375,721711
2024-05-09,125920.59545879668,127316.28860869248,125422.09745618863,125845.96875,7038.0,157.25217497249676,157.83459635999432,151.71923103763456,152.44725036621094,3820801,393.7670087684855,395.76066051023145,386.2787430161199,388.1264953613281,1063529
2024-05-10,126319.40932816973,127466.90513649184,125166.33657276057,127212.421875,5922.0,152.44726106011962,155.0195902768974,148.95276211318355,150.65147399902344,4513527,388.0292483269598,389.5366182473148,377.72069594448277,381.46484375,590976
2024-05-13,127212.40282155688,128811.67783858965,125245.77373179849,128494.734375,9777.0,151.3309465878173,153.36940665149265,146.3318864095729,152.5928497314453,9010412,381.6593507805903,384.6254772291712,370.5241639047136,383.26397705078125,563641
2024-05-14,128313.38126123091,128612.48005204962,127316.38529183518,127809.8515625,5329.0,152.5928517749736,153.41794629074698,150.84560238436572,152.7869873046875,2714284,383.2639750553121,393.3780144858789,382.437340411797,392.1623840332031,446157
2024-05-15,127615.49040159215,128163.79147772312,126919.5404463076,127062.609375,6132.0,153.85476622658373,157.93167189613683,152.64140056233623,153.8062286376953,2976208,393.8156983013741,403.34623026752655,392.1624288255095,398.62957763671875,632127
2024-05-16,127171.81952339038,128762.02807765958,126668.3365642017,128576.8828125,6690.0,154.82546204093873,155.2137331370939,152.05898234315626,154.09744262695312,1772521,408.4518446424651,415.599757859404,399.6506917662035,412.48773193359375,3112379
2024-05-17,128512.78646269557,129199.86470931728,128014.28845469443,128755.65625,9747.0,154.38864346780497,156.4270888094667,152.98114231988785,155.9902801513672,2954770,413.3143850807303,427.0267035567517,413.26577173034815,418.07965087890625,1656600
2024-05-21,127176.81540185503,129601.80576462066,127176.81540185503,129231.375,7993.0,155.79615584194028,155.79615584194028,153.56355999216706,154.19451904296875,1944712,415.9401501589169,427.9019425917958,412.876737508942,423.768798828125,1074888
2024-05-22,129260.53996114302,129808.88779746102,128612.49251822174,129092.296875,7108.0,153.7576842412473,155.2622605606182,151.08827989808958,151.7677764892578,2453852,426.92943044983787,437.6269788210183,418.6631430721075,435.4874572753906,1564377
2024-05-23,129092.29120289719,130192.72556242954,128663.38039852284,129769.75,11228.0,152.7384829833371,155.31081238889078,151.13683134362068,154.4857177734375,7632301,435.4874380568143,439.28022878199926,427.4156637861685,434.8553161621094,1054917
2024-05-24,129759.03155905583,131101.9851934012,128580.78478226352,130645.90625,8423.0,154.4371802812817,154.7769137640615,152.54431808634223,153.12673950195312,2161520,434.7094586756939,436.7030807870434,416.86399733351277,418.32275390625,642513
