,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-08-09,463.5395573573386,463.5395573573386,458.9786187546684,461.5848693847656,9556181,1449.2732763644294,1465.6520496932055,1445.3026646483625,1463.46826171875,6249776
2024-08-12,457.95473966191645,465.4011447621894,457.95473966191645,460.37481689453125,9425644,1459.199797918004,1462.1777566892652,1447.0397996020206,1449.8936767578125,8184584
2024-08-13,461.6313768042684,463.39992082169977,454.4642172856773,456.0931091308594,8056478,1450.0178268110735,1459.2742672925806,1447.28803114191,1452.8717041015625,6265064
2024-08-14,457.9081745197849,464.47035162635643,456.0000373291409,458.140869140625,9609981,1452.7973239887267,1461.1851932386814,1443.0195951522678,1451.1097412109375,6267466
2024-08-16,460.2817396441816,469.31051531176115,458.55974631588987,467.8677673339844,13643352,1457.8598362701878,1469.5235088888628,1447.3377388233519,1467.339599609375,9416902
2024-08-19,469.82246388684206,474.057606447632,465.0288306148003,466.7508239746094,10591508,1476.6025720306277,1492.3397678065596,1474.6105280885965,1482.4791259765625,13797742
2024-08-20,466.3319395570424,468.56587282373647,463.2602997527288,464.2841796875,6888634,1491.268975771349,1497.9423959482733,1484.0976661921165,1489.9990234375,8411808
2024-08-21,465.40113299398797,473.77837539474945,464.5168757294204,470.427490234375,8801221,1487.30978907883,1501.8766102174725,1484.072717714687,1492.7132568359375,7769996
2024-08-22,472.7079312298726,473.3129431304896,466.7507956705184,469.63629150390625,8686423,1497.0210123494212,1500.5070892244864,1484.720165407205,1492.1654052734375,10445782
2024-08-23,470.10172179736895,471.8702364304628,465.35463912442765,470.7998352050781,8195369,1497.768063961028,1505.3128818837536,1492.4642955105633,1494.008056640625,9249654
2024-08-26,470.9859714327483,472.8475874897276,467.26276881861634,470.70672607421875,8126402,1500.9802618699923,1516.941539085057,1497.021098650585,1506.5828857421875,8816114
2024-08-27,472.42870096422115,472.47525168876325,465.40113454893714,465.9596252441406,8260450,1504.4912711730515,1507.4544123852302,1493.485179145279,1494.481201171875,6251156
2024-08-28,465.77346700783545,467.54201110027503,462.1433658703206,462.88800048828125,8081932,1499.0131426615155,1501.4782728482842,1487.0608784010915,1492.33984375,9610286
2024-08-29,463.5395558890962,472.56833161488777,462.9345144591377,470.14825439453125,19389694,1497.1205913811584,1530.885760314005,1488.0568158159556,1514.874755859375,38335358
2024-08-30,467.21619895900704,473.91799878978713,465.58730710072587,467.169677734375,15523349,1527.89778785993,1533.599989641746,1497.3447635789732,1503.6197509765625,41620730
2024-09-02,469.12436710280446,477.40850809281204,468.47280445752887,474.7557067871094,16497266,1504.8647654458696,1520.7264647058682,1500.6316718721823,1510.2183837890625,11240852
2024-09-03,474.7556771661306,480.2474233336446,472.75446813038855,474.1506652832031,12481552,1515.1984708784905,1516.941509382377,1501.5031683479538,1503.1217041015625,10923800
2024-09-04,465.40115282136196,474.75572483416937,465.3546315948188,471.311767578125,8739052,1494.7301447200666,1511.4633627071519,1493.534966971581,1508.525146484375,11983304
2024-09-05,473.1733400299588,476.47770400804217,471.9633161786824,475.8261413574219,11318636,1513.0072347057646,1519.7054581926027,1481.1345314015284,1487.035888671875,16264168
2024-09-06,476.57078709097436,476.57078709097436,462.74837792975984,466.9835205078125,14245025,1486.5627588054047,1491.0448575756723,1455.8105811316245,1458.997802734375,19394228
2024-09-09,467.26274749161126,477.17578026799583,465.72692758962387,476.33807373046875,14265060,1460.666261949736,1464.07768593117,1449.809597840599,1456.63232421875,9010298
2024-09-10,476.477687995446,479.3631543513727,473.54564141627685,478.06005859375,11332248,1454.6901127162012,1466.1942153054945,1451.7766997689328,1455.7110595703125,10768260
2024-09-11,477.50157364424496,483.5517812694099,476.5242149395142,478.7581481933594,15497555,1457.2300550346945,1462.9073318760024,1441.7917138302157,1445.7259521484375,9760202
2024-09-12,479.4562685547481,484.4825963244237,473.3595101165837,483.5517883300781,19085324,1451.2039809867947,1480.088617533546,1440.1232367942907,1473.913330078125,22349376
2024-09-13,483.55177740140044,484.0171666381423,476.57076185132354,478.2927551269531,9165077,1470.5268529366479,1477.2500011980833,1463.6542770635715,1466.766845703125,8711328
2024-09-16,480.20089978594154,481.2247797226006,474.4299374611518,475.7330627441406,7821668,1471.6723576050656,1475.0090069946318,1458.9232273463058,1465.4969482421875,5481774
2024-09-17,475.68650794774527,478.0135131474731,471.21864144436574,472.6148681640625,10889862,1468.1364260685732,1471.5975781970765,1460.790763828237,1466.4432373046875,5935328
2024-09-18,472.7079419349947,476.94308433487333,470.1482421053882,472.2425231933594,5638729,1464.1522884024148,1476.10455198121,1454.7399294679985,1457.6282958984375,8574714
2024-09-19,474.7091530835231,479.1770196230398,472.38214786497383,473.08026123046875,14461616,1460.4171894563083,1470.6264144806405,1449.7598031867433,1463.82861328125,16955902
2024-09-20,476.5707542994241,481.5505606528095,472.8475519650138,478.8046875,24725118,1468.136427109257,1489.0528890965668,1465.5218693608433,1480.0140380859375,30897320
2024-09-23,479.7820558718561,483.50525851039043,478.0600919826822,481.1782531738281,8105508,1485.0687739665293,1495.5270047691104,1483.026880271187,1487.434326171875,8832314
2024-09-24,481.22477807872787,481.96941266651345,478.57200629730727,479.59588623046875,7015487,1482.5786761041754,1494.530939532627,1481.9561623839436,1483.4501953125,17137444
2024-09-25,479.8285876329136,483.3656462246209,476.85001973985106,481.7367248535156,8802667,1477.9970102640052,1490.5468626388433,1474.3116560624171,1488.0069580078125,7069002
