,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-03-01,3851.776300908435,3882.5363087877504,3832.6448252006635,3839.725341796875,2043265,373.71653890782403,377.6008386718984,372.4369987339359,374.264892578125,12873024,783.1990123613142,788.4533733802764,768.3281450379981,772.1119384765625,1929378
2024-03-04,3849.712918034811,3861.8105844645606,3822.4225351204777,3826.924072265625,1749271,376.7783024509622,377.41807255279343,373.30526061731956,373.8993225097656,7103794,781.6788523472844,781.8771426713319,763.3711551049446,766.527099609375,762198
2024-03-05,3809.387240696813,3811.2628621841086,3732.4867597177044,3762.590576171875,2070859,374.4019753243948,376.00141496954745,369.1924273577834,371.203125,10108373,768.0967586793932,768.0967586793932,751.4744389322428,755.7704467773438,956667
2024-03-06,3745.662985779128,3818.7652862706927,3712.276832263034,3811.544189453125,1744204,371.5230649154743,374.67620737600237,366.22212892485004,372.75689697265625,11534613,755.7704798301756,769.9804596103,743.5433428072494,759.7525634765625,2189610
2024-03-07,3812.2007150112554,3867.5315494972733,3786.598435635506,3853.08935546875,2688905,372.7568522385688,379.24594026182575,368.91823189254467,377.9664001464844,23907135,754.7790716288359,759.8352025513527,740.238709149403,741.510986328125,1550508
2024-03-11,3834.707809455719,3894.7276920199565,3834.707809455719,3865.98388671875,2304068,380.93677184044,382.3076994185439,372.89395230116753,374.1734924316406,18298683,741.5109932501625,741.5109932501625,723.8311447719188,728.3750610351562,1684143
2024-03-12,3865.984229655007,3966.8927577504023,3864.764800933032,3931.537109375,4039801,371.5230466797454,371.5230466797454,364.9882499867776,369.6494445800781,36226074,728.3750773740913,728.3750773740913,680.7552646962989,710.017822265625,3540390
2024-03-13,3943.493961270788,3977.255146194866,3874.9399080779876,3890.9765625,2837260,397.570769566704,400.312624757367,384.9124927232159,386.1006164550781,105525827,740.2387238568195,750.1526350669121,651.8231429122203,664.7938232421875,4970817
2024-03-14,3895.150256479137,3962.250432711918,3831.8947380025797,3945.9326171875,2919608,385.6436791824383,388.88820903370987,382.03354157679445,383.54156494140625,31949569,664.8930488044807,693.2963702576675,652.2031930907593,676.9384155273438,2402718
2024-03-15,3931.8653458631275,3975.3796720157243,3917.2354069378816,3956.85791015625,3373143,381.3023729581571,391.67576129877517,379.5201583123318,383.03887939453125,76074975,679.0533625168533,692.1562566076153,669.53597142019,688.1576538085938,1434987
2024-03-18,3953.106656161222,3990.1501797762785,3861.7639831846413,3894.259033203125,1526904,382.94748912903253,384.5012206480152,381.028178834862,381.5308532714844,16547358,686.3730981601574,686.3730981601574,664.2320499968336,672.6588745117188,2174247
2024-03-19,3799.3056461900082,3805.6358684946754,3719.9200610190014,3729.95458984375,8931209,382.03349719564545,383.45013294004895,373.53371169513395,374.3105773925781,21803126,674.1459479662861,676.128730166187,641.4465608189407,646.601806640625,2106249
2024-03-20,3738.113425638154,3768.123367840969,3713.9178639455963,3723.952392578125,1817913,374.72190907693994,380.79971076564425,374.3106220763875,379.93145751953125,20364534,651.0135522836458,674.1459926457013,651.0135522836458,671.88232421875,2790846
2024-03-21,3741.9118998530926,3759.1205900676036,3702.476911275549,3725.875244140625,3829582,382.94746988018204,385.6893250392281,380.3883896165868,385.0038757324219,19968509,689.3473008286728,749.2273511902491,685.7287593948398,741.26318359375,6039216
2024-03-22,3654.6481172474314,3693.0983540468014,3615.2600697944185,3667.68359375,5852485,385.00389452753257,392.68110672719376,385.00389452753257,391.7214660644531,40358503,743.2128765214451,751.771854022612,723.715498181359,726.2930908203125,1888842
2024-03-26,3634.0165571732955,3701.257540323518,3630.6872833100233,3636.361083984375,3440925,388.93390016963383,392.26984629600133,388.93390016963383,390.85321044921875,10669833,734.9512796818591,768.328134961938,731.9771062561999,763.437255859375,3695259
2024-03-27,3646.6769913107573,3652.772761001774,3591.252286075508,3602.037109375,1968575,390.25910380854657,391.9956391146203,389.756429396083,391.1730651855469,12698464,770.6413165604492,818.0298588306239,765.6843611355113,814.13037109375,6939876
2024-03-28,3610.6650016041267,3671.5288233376846,3601.661927465741,3635.235595703125,4311783,391.1730509344977,395.9713117815528,390.2590895907945,391.4929504394531,29009002,822.2597869040369,849.2917130158936,798.3176680905453,831.4136352539062,5044320
2024-04-01,3655.304582916496,3688.6907341711717,3646.254801582969,3673.169921875,1569676,392.17842745488764,394.23483338215703,389.11667266822633,389.9849548339844,9743648,845.1279235947098,900.1831711483778,836.0731894502846,895.5236206054688,9280776
2024-04-02,3648.0836677291272,3666.6993019354495,3632.140885633653,3642.269287109375,2142666,391.8128590335726,391.8128590335726,388.06565481612205,389.2080993652344,9194659,898.3820927442283,917.7307380216146,882.6685077662336,910.8735961914062,5563455
2024-04-03,3611.509094088183,3733.424488071944,3611.509094088183,3701.8203125,3973090,389.34520020712586,391.90428066572207,384.7754219498934,388.614013671875,13152268,905.4705404680392,951.7354797946265,900.5135848441089,945.5227661132812,4646682
2024-04-04,3728.6417382256623,3778.111256202073,3690.5198221169708,3754.337890625,3394637,388.9338972480882,390.5790161945303,383.7700572984611,386.37481689453125,19065447,953.0573427811271,970.2414964612464,917.532513257122,955.1062622070312,4809942
2024-04-05,3730.6114278856726,3753.11888748076,3714.1997385975883,3731.78369140625,1636819,386.1463241399223,394.55472252991405,383.81572695487466,390.7618103027344,16768902,948.4308645737659,969.9109653093066,941.8215702268315,950.2814331054688,2663814
2024-04-08,3735.3000761758317,3781.8622865716975,3713.7304297404708,3725.5,2302538,391.4472482618613,394.28051978119635,390.94457385997055,392.17840576171875,8844633,954.3462062198372,959.2370249071405,915.4010043355225,925.8602294921875,2370213
