,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-04-09,3736.2379090370728,3766.1072720566044,3680.954012876369,3701.116943359375,1876992,393.412271990678,394.3719126015798,388.9338815526786,389.6650390625,6967273,925.9592893264457,929.5282730899867,903.1572939790065,907.3541870117188,1593798
2024-04-10,3710.3540167302876,3742.0520629416483,3674.342178842318,3736.84716796875,2101965,391.44727259062495,400.12986258026945,389.1166753283321,399.3529968261719,14547618,907.3211774699362,958.3447825414011,890.8310100450573,946.2828369140625,3871380
2024-04-12,3724.0465524943843,3763.762930025122,3700.1323779568356,3752.555908203125,4354821,397.5707980604603,398.25627639020945,391.4472882010774,393.0924072265625,18785009,945.2914829080096,976.4872665349704,930.2884015940987,934.8653564453125,3536700
2024-04-15,3752.555521752734,3811.450077595125,3675.326950485817,3696.099365234375,4200329,391.1730638575208,392.22412088579836,386.5118985063276,389.2537536621094,9083087,907.6846585843371,948.0508089383437,900.5135920238955,920.0935668945312,2969838
2024-04-16,3659.337150142385,3684.376648663715,3622.6219548397376,3631.953125,3051420,386.831769055941,390.2591024836234,386.7860898150879,389.2537536621094,10357752,920.34137400113,943.1598881960578,919.7796018533577,937.1124267578125,2031522
2024-04-18,3635.704595429841,3691.2229435040135,3610.571222685582,3621.824951171875,3476284,389.34519094310184,390.16773594755756,381.71365795919775,382.8103942871094,22133191,944.6966283746418,956.8576888222378,907.1228804871891,919.0526123046875,2191128
2024-04-19,3599.3174326502835,3612.9626239981167,3564.5245644253832,3588.251220703125,2957749,382.03354071225175,389.5736864841606,380.205646774092,388.2027587890625,17221280,906.1314862049367,925.2983610751079,893.3259973660168,914.9052734375,1840695
2024-04-22,3598.379760081903,3636.8299998951316,3574.934491903105,3624.263427734375,1728883,390.2591469862357,390.80752966629024,386.9232295916741,388.7054443359375,7386048,924.0426374644717,948.430896299343,924.0426374644717,942.251220703125,1670124
2024-04-23,3635.9392984592287,3652.7729560208513,3620.5123570552523,3633.7353515625,1807586,388.7054072770841,393.4579601647396,388.522603412523,392.26983642578125,12484384,949.1909226999971,1073.1478512515334,948.4308602071188,1057.434326171875,12193113
2024-04-24,3648.0839487378935,3655.5864350077914,3586.6104060723746,3592.800048828125,1317312,392.31553707695537,393.73217296540156,391.4472838462077,391.99566650390625,6070285,1070.983397561012,1078.8649093069787,1014.5236558042834,1034.3349609375,6382407
2024-04-25,3574.1840392334375,3632.7502707587055,3573.9965228878514,3612.63427734375,2856271,393.91498347737365,400.58684707283845,392.0870605648532,399.9013977050781,30337038,1036.3342911929317,1065.0846355246351,1034.3349291630957,1040.151123046875,3704553
2024-04-26,3615.400944510773,3635.7046841917695,3566.07223748283,3583.703125,2039178,401.4550856562055,405.1566105910282,398.850326015204,402.14056396484375,15342965,1028.072573837641,1067.3316373135738,1028.072573837641,1060.9041748046875,2631858
2024-04-29,3599.3174341023114,3636.6423454168485,3581.6865473099597,3629.514892578125,1110693,403.96849476986824,404.3797527972421,397.20521486639313,400.4954528808594,12075706,901.6537037863824,956.6759109035276,863.2042596136241,915.7975463867188,33735531
2024-04-30,3631.2033055362826,3640.346960554097,3573.059037730691,3583.046630859375,2203078,402.09483326873476,402.5975076783204,397.66215102986746,398.1648254394531,12528665,933.4938289477791,953.3877879207347,918.028152101147,922.0432739257812,7261494
2024-05-02,3543.0955870607045,3630.35891420508,3543.0955870607045,3623.0439453125,2491044,398.48473777993564,404.51683088911363,397.4336807202778,401.2265930175781,24123523,949.0917998255042,958.3448244828185,935.2123233492482,944.7131958007812,6126543
2024-05-03,3648.2244896065395,3651.4601199418653,3561.4302856696127,3604.3818359375,2962234,402.1862629337069,402.1862629337069,394.23483059983744,398.89599609375,23786388,954.2800146061413,956.4941254399876,929.7100464696242,942.0693969726562,2830287
2024-05-06,3613.384813638277,3694.9274124213143,3613.384813638277,3677.202880859375,2053831,400.31265418776957,402.551864091815,396.06277543320584,397.3423156738281,10753860,950.0831255337444,950.0831255337444,917.0367754183038,940.2353515625,2318283
2024-05-07,3686.3464581217104,3739.9891860111734,3670.1222867238534,3731.501953125,2062112,399.30727653728593,407.62428750266935,397.7535450760951,402.4604187011719,26969062,943.473900461904,943.473900461904,904.8096468737555,927.7603149414062,3082413
2024-05-08,3714.6681858171114,3736.5192209369857,3693.66131770256,3729.626220703125,1247685,403.28298749687275,406.43612962055266,400.49542413012136,403.05450439453125,10916481,917.0368343730677,935.2123190285748,915.533228462401,931.7094116210938,1663095
2024-05-09,3715.606318089679,3724.0466151272376,3666.887093758869,3713.918212890625,1726486,402.18626860635175,403.5114880367474,386.92320277397204,388.5226135253906,24314298,922.3242050604111,953.3878344979089,892.2520272740423,895.6062622070312,3470535
2024-05-10,3716.1687445881325,3726.484662213695,3643.441479536376,3651.740966796875,1672489,389.80213909836215,398.80459931623363,389.80213909836215,396.062744140625,14524604,896.3827807642878,908.4942830906026,872.4406621806575,875.728759765625,2548032
2024-05-13,3642.925840662716,3709.0414982162547,3629.327584853832,3702.289306640625,931326,395.9713447246366,397.98207143443125,392.5440111250424,394.69183349609375,7584217,884.2878420639962,884.2878420639962,848.944724379086,858.4290771484375,2186991
2024-05-14,3691.222770938554,3700.413361230903,3650.8030397651737,3658.5869140625,1058317,393.4579641744985,396.0170445089671,391.67574958198725,392.726806640625,11423749,862.5102966750179,895.5401288734499,859.2552371482483,886.5184936523438,2209614
2024-05-15,3661.6818959693137,3682.7357004952323,3634.485385536964,3639.08056640625,1115021,393.68644240363693,395.97133139310563,390.0306258136693,390.99029541015625,7856433,897.9690641143732,948.1003944025119,897.126405830577,938.8143920898438,4480512
2024-05-16,3675.637945909043,3693.018989202287,3630.673611714795,3684.9423828125,2599399,393.0010134485123,395.37729001022427,386.5119249062993,394.32623291015625,23911954,953.0573374569084,953.1895511812695,921.6633247542254,931.3624267578125,2026713
2024-05-17,3701.992923226846,3702.9375501529057,3617.9211268075583,3621.794189453125,2765804,395.19451234969523,399.8556779867922,391.9956618278003,398.7589416503906,11894830,931.9076793168659,940.4336189875816,910.4440367542463,919.6805419921875,1699452
2024-05-21,3618.4880769854944,3631.854456042576,3599.0759470919206,3608.663818359375,1908117,398.48476583327965,399.4901147555859,395.9256853161679,397.38800048828125,11175153,923.3155524992865,923.3155524992865,898.8612791749845,900.9431762695312,2611626
2024-05-22,3622.644183451547,3628.548101612322,3606.160490071024,3619.810302734375,1311168,399.71856660848556,403.9227658482658,397.93635202820826,402.0491638183594,11036895,903.8182795879243,910.4275135400205,876.3732519548649,877.6620483398438,3300306
2024-05-23,3628.264752304816,3688.7681531563644,3613.6703123942825,3677.857666015625,2095742,403.4201283779724,406.61897906710067,398.9874456251496,403.3744201660156,27244733,877.8768600201238,886.9481132123593,861.5189061067052,863.8156127929688,2825529
2024-05-24,3663.4993323947815,3668.742057896385,3631.429294761055,3636.34130859375,1309452,403.05451410700533,404.3797335120663,397.84496600489564,398.6675109863281,13252938,869.1195851826863,912.079847694022,864.8069974230878,902.198974609375,4130778
2024-05-27,3641.5365929797185,3691.9325288692844,3628.64252842061,3634.02685546875,1841538,401.04380974465363,401.1351971930909,393.64076020528995,394.3719177246094,12282545,904.4626665865894,906.7263350113107,876.3897895760264,893.40869140625,2007516
2024-05-28,3644.370544047232,3655.706066734782,3617.9209911096164,3627.272705078125,1801993,394.9203077808962,395.2858865474374,391.4015578418531,392.0870361328125,9668761,895.5566241740042,900.8440838162117,886.3201797160484,893.0946655273438,1442682
2024-05-29,3635.774396680819,3635.774396680819,3589.582233347775,3593.030029296875,1568095,388.8881674070639,395.19448048921834,388.8881674070639,393.8692321777344,10832067,888.9474219912944,891.5745722447523,868.2438418113795,871.4989013671875,1577238
2024-05-30,3567.855604818015,3584.2920197241397,3509.7137762005277,3529.220458984375,2919230,391.63006488826727,393.86924566680193,386.009229872296,387.3801574707031,21314885,872.424209542384,881.0162863214181,838.1551383565102,844.2686767578125,2911680
2024-05-31,3532.9042615855815,3542.161650427461,3451.4301994032935,3467.677734375,10956800,390.03063052557883,392.5897108592454,387.7457415085067,389.7564392089844,29300711,850.1014218798372,893.9044052009227,829.2656878449806,890.2197265625,3787668
2024-06-03,3526.1032967744277,3543.815050940118,3491.3409811408733,3497.811767578125,2156773,396.6568386124209,397.4794126122737,391.7671897218955,393.3208923339844,16116836,924.9679484635105,931.9076865548767,892.252040318499,894.8627319335938,3464808
2024-06-04,3495.1194153242764,3537.627624429572,3392.6274000370645,3509.288818359375,3395997,396.52177031965385,396.80101565647095,374.97368265988365,386.4690856933594,47791986,892.2520605452534,892.582504101476,801.3745156901834,844.9957275390625,5349744
2024-06-05,3510.2334721952598,3574.2792205302862,3495.1194421750433,3538.997314453125,2799670,392.7985512208221,405.82980402897,389.12189949981456,400.52423095703125,28197030,847.6394107148592,884.8165778514758,810.3961669725896,879.9091796875,3243504
2024-06-06,3571.634109972148,3627.2725390345563,3534.3213495003415,3618.298583984375,4328036,405.829791944629,407.41213302436523,401.2688535975877,405.27130126953125,32318523,892.5824621137675,904.479155694742,886.6341153232802,892.632080078125,2552427
2024-06-07,3624.8168128885063,3698.2142761529285,3624.8168128885063,3678.329833984375,4552445,401.5481002254475,411.0888154566866,401.26885488700134,408.7618103027344,29543660,892.6320333954238,894.9122207772526,876.5549666484128,886.237548828125,1808727
2024-06-10,3679.321494112552,3689.617834286387,3629.161717309955,3645.031494140625,1734661,409.5530068967988,410.48381488403055,405.6901817746213,406.6675109863281,11872688,886.2376078681572,898.2003782266429,877.1002780717308,879.2648315429688,1531260
2024-06-11,3632.0904200618043,3665.1050839975637,3628.3119124726636,3638.79736328125,1419898,406.7606160148987,407.50525061130764,402.33930016150435,403.0373840332031,13158571,883.9904635223517,888.8647630103737,881.0162900680817,883.1312255859375,2243352
2024-06-12,3659.8622913039767,3677.9047569591216,3615.5121054162055,3619.4794921875,2177001,400.7569418231023,404.34052174068876,400.43114573978,402.3858337402344,10751658,887.2950583507467,898.5308042828632,882.3381027175022,893.19384765625,2229621
2024-06-13,3643.2366532623782,3674.5982165958594,3638.7023985417095,3663.404296875,1932323,406.66751056673644,406.66751056673644,400.0122909895558,400.52423095703125,9641349,895.2261859830157,908.3125609365372,893.8547333554012,904.2147827148438,1563909
2024-06-14,3673.654123447534,3673.654123447534,3616.031880832389,3619.857666015625,1860730,401.17580700990004,402.01351357567347,399.36074170092695,401.3154296875,9572809,910.4617631263467,923.0055746095528,897.7518495441078,916.7420043945312,1575462
2024-06-18,3614.1900547154564,3629.2568087209993,3584.906618726297,3603.846435546875,1774045,403.03737898986196,404.1543603703237,398.5695419674905,399.08148193359375,14641141,917.1074985947882,918.6360029800115,905.4774919184778,909.9135131835938,1405050
2024-06-19,3615.7012556686554,3621.558127260561,3582.922746603089,3591.188232421875,1509050,400.24496579903524,400.94304962931466,393.77589043943306,394.3343811035156,11329972,909.7972624449153,909.7972624449153,897.1703995041402,900.2440185546875,1297749
2024-06-20,3585.8035709865335,3598.981069597492,3570.736818650082,3577.5380859375,2846526,394.70671932417883,396.98717382381864,392.33316337570244,394.00860595703125,15147549,903.8160952412181,903.8160952412181,861.2835537855372,877.0504760742188,2454516
2024-06-21,3615.08724810415,3663.0743420998706,3587.7403447033967,3599.737060546875,4642195,395.59096381210924,395.87020914994883,389.58727754803,390.56463623046875,26176371,877.5655287618589,887.2018235307328,846.3307282894293,850.7169189453125,2246088
2024-06-24,3597.8476118252383,3643.4258585651314,3581.363918973201,3605.451904296875,1702154,390.9369661412327,394.61361787534224,390.9369661412327,394.00860595703125,9723008,847.3275926398047,847.3275926398047,828.0550637549668,830.0321655273438,2889819
2024-06-25,3605.6406325261373,3634.593352796922,3582.875033532891,3625.90283203125,1338808,393.72936061017225,394.66016859976054,390.7042715187919,394.00860595703125,10655609,835.6975889850497,845.6661489365345,830.7133090093073,837.5418090820312,1361511
2024-06-26,3631.6177489916463,3652.82457462301,3628.3115551767237,3642.33935546875,1639845,393.72935968027775,396.89410093743857,392.8451024171962,394.6136169433594,11511714,841.3464508840526,849.3379089699212,831.0456259923885,844.3702392578125,1614534
2024-06-27,3618.8657792176605,3723.719368748634,3606.6801840344065,3716.303955078125,4526556,394.6135952603717,397.6852643999609,391.96082361688974,396.1494445800781,38438054,847.3275907993552,852.3118707452338,839.0204778373113,848.5902709960938,1750407
2024-06-28,3700.8591386940006,3740.722345851188,3682.013879060851,3687.96484375,2731571,396.05635546638285,398.38336062952527,394.19476903576367,395.4978942871094,18554411,857.628394425131,878.1304433780326,850.667012884181,858.1434326171875,3301551
2024-07-01,3668.9307461619287,3780.113282123888,3668.9307461619287,3757.91455078125,2658723,396.8010483258212,400.47770023042045,395.2651988468778,399.3607482910156,13391362,863.9418504878765,870.5044652631686,853.9899011183157,855.3356323242188,1750326
2024-07-02,3772.4619129298726,3800.61160880511,3762.0237400230303,3794.94384765625,2307449,400.2449871714336,400.84999908994706,393.3104927215312,396.0563659667969,11177863,850.6504067294208,850.6504067294208,825.0644774166685,826.4268188476562,3238503
2024-07-03,3797.4002085008037,3803.162524946505,3735.9994588608656,3745.681884765625,1821198,396.6148682361784,399.919202771963,396.05637752597346,398.6626281738281,7435499,829.0519039758802,833.870020894623,813.1022084178242,816.6742553710938,2184840
2024-07-04,3778.3658747158024,3823.2356509992096,3761.598747788845,3798.29736328125,2518001,400.24500559718945,401.64120289640215,397.4991322255142,399.3607482910156,9478861,816.7573143760017,830.3810330789521,815.4281933476384,816.5413208007812,1616826
2024-07-05,3787.953678275629,3803.7761780539627,3767.171887521997,3789.654052734375,1668616,399.31418163243075,403.96819211066986,398.0110563385377,403.6424255371094,13427543,820.0802165720395,820.2795390958805,795.8233468651167,799.2625122070312,2508012
2024-07-08,3799.2892844506714,3808.027083028784,3757.7729794930797,3772.083984375,1758882,405.0386270748445,413.78815742675266,403.64242981653535,412.9039001464844,21311436,800.8076107094952,804.1305045122933,782.8642032101211,790.9553833007812,1789026
2024-07-09,3764.3382334203675,3785.0727479543702,3754.9865192673674,3764.810546875,1305801,416.6271172393411,423.5150613210053,413.2762319022778,421.2811279296875,27489709,794.1619313591348,815.4115612486762,773.5602213346011,776.4178466796875,3498687
2024-07-10,3763.1102154389605,3781.624995321451,3685.9342421919528,3692.688232421875,2669716,422.30497440394987,423.84082376971406,415.6032042617314,420.210693359375,12065662,774.5570771226324,792.168219277378,745.9805194616463,749.05419921875,6903681
2024-07-11,3713.3286844549116,3759.615406799936,3679.8889813768274,3706.432861328125,4872189,418.86102924280897,427.70366090287615,417.6509759051689,426.9124755859375,19556596,754.9522505692596,793.4973691860157,754.9522505692596,775.0721435546875,7043004
2024-07-12,3759.6146640167212,3967.385513175067,3751.39645698104,3952.271484375,13509164,426.912503236289,431.19419667007304,424.3062524940008,427.2848205566406,19693114,784.9410164983424,792.5004872380805,776.9827790377847,785.4560546875,1855986
2024-07-15,4001.156311371623,4005.2180225102193,3926.8610373129627,3938.338623046875,4848030,427.2847724121332,434.1727158121033,425.5627791871847,431.3337707519531,16876907,790.8390355564858,793.829603414695,774.2248102397177,787.9315795898438,1986903
2024-07-16,3940.9831443093085,3962.284294879995,3915.3836649055647,3947.076171875,2029521,431.3803035660824,434.4519728201184,429.47216640057155,433.3349914550781,13497253,787.5162377347366,798.9966919121628,785.8547907917618,787.9814453125,1227282
2024-07-18,3929.6477061172545,4085.51113676854,3929.6477061172545,4076.584228515625,5613364,430.9614860880629,438.31481926756675,430.63569000741666,437.70977783203125,21907158,785.8547843391502,786.4861548590054,758.9396726375691,764.38916015625,2261184
2024-07-19,4087.804118951557,4126.955252351664,4057.363922028097,4073.601806640625,3903354,438.40785446446665,446.2266057465609,436.9185558631909,441.7121887207031,25939326,759.6042529073555,761.0663164497081,746.2463585058014,748.5557861328125,1703772
2024-07-22,4071.282329598796,4090.2187458114163,4038.1907573413023,4059.352294921875,1896386,441.75876374646487,446.27315152086356,433.614245462781,434.26580810546875,18762384,737.6733984023097,763.5916529407692,724.3820060995704,733.80224609375,1665978
2024-07-23,4055.233368947045,4129.748348674782,4039.4212771190782,4073.554443359375,2365208,434.26580514596367,462.9810529532946,434.12618247349457,458.140869140625,56125835,733.2872209184279,762.5948105228857,702.7834528348162,739.7667846679688,4473195
2024-07-24,4059.493937233536,4108.349980054808,4041.1257072749645,4077.246826171875,1809793,461.67791921290376,475.3141836420076,456.69814231888404,459.86285400390625,43693692,745.9805438339738,809.1147969493155,745.5153362606209,801.9706420898438,6467664
2024-07-25,4066.595968869741,4112.043374342557,4046.9022780908194,4092.633544921875,2810342,456.09309104663214,461.6779092226846,451.11331426036946,456.04656982421875,18567567,797.484786771481,827.5566292204093,784.5422691966182,820.1798706054688,4317369
2024-07-26,4118.670552129421,4187.2679052166895,4106.4090376287495,4154.5078125,3552210,459.86288665413383,471.35829062734945,453.6730560146967,467.4489440917969,21534703,821.8911390455623,823.336592374215,804.6953735214165,813.268310546875,1347549
2024-07-29,4180.21383187482,4195.362964674367,4138.553716676068,4148.11669921875,1746803,470.5205683407357,471.1721309915476,459.8628713024175,461.7244873046875,12978187,819.5153023760432,821.7250079797177,805.4596569570434,810.8593139648438,1328373
2024-07-30,4157.584736158652,4164.117706946695,4097.177294216961,4133.2041015625,1797906,461.9571661211897,463.3533633251995,454.8365279309325,456.0000305175781,13891052,810.7761456300988,817.4052619796677,800.0599442568874,801.5718383789062,953781
2024-07-31,4118.670417762799,4179.266948047126,4113.936313834336,4152.140625,2330091,458.373614385957,463.49301427967293,456.55854906003475,461.07293701171875,11982586,789.210870631699,866.5004274548481,788.8453243323086,849.4708251953125,10280913
2024-08-01,4165.443127805721,4184.2847683252885,4132.919742480951,4163.265625,2202244,461.6313905239546,462.3760546322901,456.97737997103144,459.537109375,12114803,867.5969695778521,883.878991182955,854.388627813435,878.3131713867188,5425512
2024-08-02,4132.872913485503,4164.11800080395,4042.9249348414887,4055.28076171875,2811282,451.25298409269624,464.88922015217565,451.25298409269624,455.25543212890625,22141163,855.6347029787432,870.2552777543672,849.603736418399,851.8798828125,2209836
2024-08-05,4013.5736879846177,4013.5736879846177,3891.907205581687,3934.087890625,2787771,446.83163592942134,457.86164997554926,446.36621719129073,452.3699035644531,25022076,812.1053825684406,826.925280180653,777.5476872964019,793.3644409179688,4511538
2024-08-06,3949.1424451879575,4031.799717033467,3939.531844107783,3949.379150390625,2203067,452.6026191959533,457.6754978281909,450.55485925262013,452.649169921875,14251363,809.2310720851017,827.390473522026,766.2832133691118,770.0214233398438,2738472
2024-08-07,4003.1584593448297,4019.2072572996026,3957.994920939523,3977.07373046875,1237666,456.0930950965633,461.3055960404738,454.32458063337543,458.5597229003906,11320399,790.839081498621,802.8013536263812,778.1790588380179,797.0029907226562,1844952
2024-08-08,3958.6580478204482,4006.945912072743,3938.7748095989155,3950.6572265625,2441283,459.8163204658485,463.5395227307948,458.42009380414777,460.514404296875,21349889,882.8821314768242,882.8821314768242,840.681854511994,863.8753662109375,10929666
2024-08-09,3992.7435074037467,4027.4443989451242,3981.902223791584,4003.86865234375,1302536,463.5395573573386,463.5395573573386,458.9786187546684,461.5848693847656,9556181,872.2323432464847,890.8569514108627,851.3648092017911,880.7222290039062,5319696
2024-08-12,4005.052443408008,4013.573831585472,3963.7238032102878,3972.529052734375,936912,457.95473966191645,465.4011447621894,457.95473966191645,460.37481689453125,9425644,863.9418463359835,878.8946856330875,852.6441049715546,854.5215454101562,1954155
2024-08-13,3988.956299705632,4008.839537848005,3960.5516737879557,3973.760009765625,1495593,461.6313768042684,463.39992082169977,454.4642172856773,456.0931091308594,8056478,859.9544396721658,869.8564977190974,845.3338651201334,861.3001708984375,1869564
2024-08-14,3985.1689766880017,4077.2001486736017,3965.42766940822,4066.832275390625,3226545,457.9081745197849,464.47035162635643,456.0000373291409,458.140869140625,9609981,867.2646674118121,867.5969324439106,839.0204360722068,850.5507202148438,1248081
2024-08-16,4118.670675923561,4191.575880991633,4095.0949293450403,4181.2080078125,3457058,460.2817396441816,469.31051531176115,458.55974631588987,467.8677673339844,13643352,854.9701891655104,889.5278235213224,844.8520763546219,879.2103881835938,3863127
2024-08-19,4185.894947757169,4255.249574521071,4156.87498137627,4251.2255859375,2055210,469.82246388684206,474.057606447632,465.0288306148003,466.7508239746094,10591508,887.849790833696,903.8160965063852,879.2269623868162,889.261962890625,2372391
2024-08-20,4265.428244901237,4322.23750010525,4260.694140300903,4282.7548828125,2212298,466.3319395570424,468.56587282373647,463.2602997527288,464.2841796875,6888634,891.687672470042,918.1043558914574,881.2206846992924,898.167236328125,4047696
2024-08-21,4277.736579801988,4317.503055311436,4253.639804359008,4309.455078125,1896990,465.40113299398797,473.77837539474945,464.5168757294204,470.427490234375,8801221,903.1515203662027,915.2799551040101,884.6432438447891,893.8143310546875,1629333
2024-08-22,4317.503505386495,4318.403170209416,4258.04333501898,4262.587890625,1829872,472.7079312298726,473.3129431304896,466.7507956705184,469.63629150390625,8686423,894.5120484340886,913.7846372821003,887.0356288404439,906.0922241210938,2293833
2024-08-23,4260.693506184104,4266.374430859017,4218.086571122263,4226.51318359375,1809253,470.10172179736895,471.8702364304628,465.35463912442765,470.7998352050781,8195369,906.0922318678249,930.3988704381262,897.5358443642167,911.0100708007812,4193580
2024-08-26,4250.278259840725,4310.069896517647,4246.490976918167,4263.01318359375,1844164,470.9859714327483,472.8475874897276,467.26276881861634,470.70672607421875,8126402,915.5790112177955,919.4334926725794,900.5264491835404,906.3580932617188,1152153
2024-08-27,4265.427753015881,4270.161857070282,4248.195429331919,4257.9951171875,930697,472.42870096422115,472.47525168876325,465.40113454893714,465.9596252441406,8260450,908.1357825152497,914.9310011064936,890.8569661001076,897.25341796875,1470462
2024-08-28,4259.509780281284,4319.869602119113,4220.263875901587,4266.42138671875,1848058,465.77346700783545,467.54201110027503,462.1433658703206,462.88800048828125,8081932,918.7689647147871,942.1618602370348,910.9602188382577,923.96923828125,4713192
2024-08-29,4222.821074859477,4313.715878264525,4222.821074859477,4271.8662109375,2133641,463.5395558890962,472.56833161488777,462.9345144591377,470.14825439453125,19389694,925.0823657141905,942.6935086184285,917.8385495216402,934.3032836914062,3240267
2024-08-30,4260.693828489569,4348.038051973605,4249.14242918416,4311.58544921875,3637222,467.21619895900704,473.91799878978713,465.58730710072587,467.169677734375,15523349,943.3580303241494,947.0131892303359,932.3926144488507,941.248046875,1986060
2024-09-02,4332.652011694428,4344.013861375445,4272.055480062339,4280.6240234375,1216500,469.12436710280446,477.40850809281204,468.47280445752887,474.7557067871094,16497266,943.5242016277851,943.5242016277851,914.1169497017211,918.8021850585938,1693917
2024-09-03,4280.624760360365,4313.621563619124,4256.812305434149,4272.3876953125,1717263,474.7556771661306,480.2474233336446,472.75446813038855,474.1506652832031,12481552,917.1407258040497,923.1550821290948,897.2036061217957,907.7869262695312,1309488
2024-09-04,4238.869860215786,4248.3852249914535,4200.760320366018,4241.04736328125,1265505,465.40115282136196,474.75572483416937,465.3546315948188,471.311767578125,8739052,898.8318110911222,935.3831557374905,897.5026292486388,917.2237548828125,2265771
2024-09-05,4242.704600629275,4259.747377422697,4217.282366116104,4237.92333984375,1688793,473.1733400299588,476.47770400804217,471.9633161786824,475.8261413574219,11318636,919.7658141994889,961.9660308503516,919.7658141994889,960.5039672851562,4593615
2024-09-06,4236.029645395859,4278.6365868505345,4203.8848901946485,4219.744140625,1649179,476.57078709097436,476.57078709097436,462.74837792975984,466.9835205078125,14245025,964.3252119862262,974.4101040360908,932.0603353658358,938.4568481445312,2168640
2024-09-09,4218.086627772867,4251.462060686222,4194.889518372097,4212.92626953125,1184938,467.26274749161126,477.17578026799583,465.72692758962387,476.33807373046875,14265060,936.778800097088,946.6809190894157,910.8937649516,941.9624633789062,1666857
2024-09-10,4206.204473662924,4298.5195066181295,4204.310831961278,4268.12646484375,1385591,476.477687995446,479.3631543513727,473.54564141627685,478.06005859375,11332248,943.6903517895319,953.6589116294098,934.768478564189,947.2457885742188,1333026
2024-09-11,4281.003340307267,4307.419549702135,4233.4727484543055,4241.14208984375,1325919,477.50157364424496,483.5517812694099,476.5242149395142,478.7581481933594,15497555,947.3454330171298,978.8793384776453,939.9687353725348,957.6130981445312,2190396
2024-09-12,4270.399124104948,4291.560664475195,4195.647426325353,4277.453125,2742216,479.4562685547481,484.4825963244237,473.3595101165837,483.5517883300781,19085324,959.6400610038124,965.2888710968618,940.9490110416749,953.3265991210938,1153908
2024-09-13,4289.098667337487,4305.194622601226,4265.428144890812,4282.09228515625,1458786,483.55177740140044,484.0171666381423,476.57076185132354,478.2927551269531,9165077,960.9691604134384,975.4235720586613,954.9880245602428,964.5245971679688,2262765
2024-09-16,4286.2585344411245,4304.295289007335,4255.43969677022,4273.23974609375,1155120,480.20089978594154,481.2247797226006,474.4299374611518,475.7330627441406,7821668,983.5645800664068,1149.3749365869671,981.9031331640612,1140.3367919921875,31976859
2024-09-17,4273.239877374013,4294.5905059936595,4228.502585133184,4266.0439453125,1699364,475.68650794774527,478.0135131474731,471.21864144436574,472.6148681640625,10889862,1136.4157815314422,1181.938829293775,1101.5258233265295,1107.739501953125,12246828
2024-09-18,4257.901576488423,4257.901576488423,4091.21390935651,4115.0263671875,2961779,472.7079419349947,476.94308433487333,470.1482421053882,472.2425231933594,5638729,1112.4912214741735,1310.8655521850699,1111.494365540953,1294.6334228515625,46895184
2024-09-19,4156.590712046438,4187.031372404745,4054.097354431545,4067.684326171875,2927551,474.7091530835231,479.1770196230398,472.38214786497383,473.08026123046875,14461616,1294.5835480327135,1294.5835480327135,1188.2356166307927,1233.17724609375,18736551
2024-09-20,4087.3314750703935,4100.3978822358085,4002.6857702859393,4057.033203125,5447908,476.5707542994241,481.5505606528095,472.8475519650138,478.8046875,24725118,1241.0856806508618,1345.75555733226,1222.494292503005,1324.140380859375,20518782
2024-09-23,4071.3297402117255,4080.229763925027,4026.8291593303416,4041.5048828125,1702319,479.7820558718561,483.50525851039043,478.0600919826822,481.1782531738281,8105508,1329.4735872864521,1395.5984096386485,1294.6002980993119,1306.6622314453125,15611166
2024-09-24,4025.551067266487,4062.808562887148,4014.5206960245882,4044.156005859375,3012026,481.22477807872787,481.96941266651345,478.57200629730727,479.59588623046875,7015487,1313.1916109495091,1354.7272349365314,1299.6342726914384,1322.54541015625,7338030
2024-09-25,4026.21366904617,4061.4827451400292,4014.5203392742264,4047.42236328125,2713073,479.8285876329136,483.3656462246209,476.85001973985106,481.7367248535156,8802667,1326.81530691785,1330.138200740524,1271.3569184498356,1275.26123046875,4750377
2024-09-26,4033.456837871287,4087.2360774502895,4033.456837871287,4064.228515625,3964251,481.82979240141503,487.50771228617066,481.2247804832943,486.576904296875,16086557,1307.542651246812,1309.1874878647895,1241.085629963546,1249.0771484375,5730153
2024-09-27,4104.468096209772,4145.181389897665,4071.3765249026305,4079.56689453125,3012477,484.2498800632578,491.92897929887965,484.2498800632578,486.53033447265625,17916386,1249.3928017267529,1253.2472220722918,1204.5342850360034,1211.49560546875,2925336
2024-09-30,4058.926294354151,4070.1462141244547,4033.504061536598,4041.5048828125,2503416,484.5756816249072,488.06618957500433,478.47892301876533,482.29522705078125,10936940,1189.5814765322996,1270.9913387110994,1189.5648054793924,1224.3551025390625,8310687
2024-10-01,4029.2437843865223,4067.30617221608,4017.3142100448013,4059.87353515625,1823365,482.2952288952036,483.78449813302376,478.4324036223028,480.48016357421875,5285319,1244.4085536288421,1302.5584030216312,1226.1660410377172,1282.255859375,10898970
