,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,902.3282137896616,924.9997362683603,896.955016187128,920.0800170898438,66674086,2368.1223280309728,2380.6253821897135,2352.5922614970063,2375.536376953125,3884421,975.3949553558891,986.927130538027,961.0456905553406,979.5764770507812,8807127,599.6806216428098,620.400090307665,599.3254307514122,619.2871704101562,35705724,425.41744435635866,430.30172961520657,421.887215747033,428.2706298828125,27831424
2020-11-09,935.0205666821017,938.1492199552745,923.1859913130511,929.8514404296875,35838510,2396.2867110119855,2407.6051773641375,2364.7000541661005,2392.33837890625,3646592,994.1457540209716,1008.8470599910769,986.9711221108648,1000.528076171875,10160320,622.8626667877825,637.4254919967238,622.8626667877825,634.8681640625,26288440,435.2344359366337,449.3553813169338,434.267248301219,447.5177307128906,40995422
2020-11-10,941.776798653631,947.6714191097801,925.5439844404845,945.2001953125,36934242,2366.543025143672,2380.537629318562,2314.9077319175917,2324.778564453125,4760020,980.544686887823,980.544686887823,948.9852274845427,960.4734497070312,15622869,642.6586806298552,660.6550180387974,640.0776500995573,660.0156860351562,41517356,469.8597531088224,471.06873768301784,457.47976287555116,467.9737548828125,57535138
2020-11-11,947.217858238175,949.9384288213167,896.9323084725518,905.5928344726562,56724780,2340.8790317097473,2362.6826913001023,2319.3386371817446,2358.295654296875,3242441,964.8311769209354,991.5488800816122,956.9082931688474,988.15966796875,12514800,662.9756001906362,670.0320702645637,649.0521067328153,658.2633666992188,36116194,468.8441876572372,474.4538639134854,456.609270458132,470.5851135253906,45609279
2020-11-12,898.2473016530297,910.6939707303043,890.9923666961812,897.7938232421875,40046527,2356.7160736122746,2380.4060713738277,2335.438945993102,2343.598876953125,2437505,993.0894442684856,1005.3259195981743,980.456867734209,983.9781494140625,9180976,652.3198464713761,657.6003619970146,644.0794071994167,649.620361328125,27053948,465.79756303743744,467.6835611840398,455.8838899464377,461.058349609375,31071572
2020-11-13,898.7007210390979,923.4807196009718,898.5873814202945,905.2301025390625,45388670,2330.174658771943,2338.2028506467973,2312.845862947507,2331.139892578125,2548093,985.9588253191343,997.4029902558742,983.3178641798867,989.6561279296875,6363212,648.2471092393148,648.2471092393148,637.9228703950755,643.51123046875,22472480,457.1895830720594,471.11707838782104,452.2085433981173,469.617919921875,34815091
2020-11-14,913.6186107312715,913.7999541207884,904.7540133353837,907.9053344726562,5226220,2349.6527859515836,2359.348179251426,2333.947281301712,2342.984619140625,298819,1000.9241300854196,1003.257000253714,995.7302190879453,997.7989501953125,1136144,647.7735690599058,651.1596763813734,646.5421942400727,648.67333984375,1835066,473.77682959493876,473.77682959493876,468.74744250377756,470.9236145019531,3636073
2020-11-17,945.4042408434395,945.4042408434395,900.0610723827276,903.8018798828125,46542562,2364.612320481943,2364.612320481943,2325.1729110770902,2339.21142578125,2827273,1007.7469154214668,1007.9669955514998,979.4886482174197,989.2161254882812,12813968,656.2980017294028,668.9901201865498,653.8353104626648,667.0247192382812,31059900,474.4055079398093,476.8234768895535,462.46073542482856,470.4400329589844,36127378
2020-11-18,903.8018324500739,909.8098520291383,888.7705994600573,901.05859375,30402290,2334.7803780882514,2337.5880380683093,2287.4443061623165,2304.641357421875,2893762,993.4414772051522,997.1387795501915,969.6287696586,977.6397705078125,9839468,664.4438216146003,672.0212279908181,662.5731725398806,667.1432495117188,18862776,471.9875081828381,482.62657086728734,470.2949300284939,481.32086181640625,29156543
2020-11-19,901.0585109693924,911.6007742263723,892.4433209997255,894.6878051757812,27796343,2313.7233244715967,2348.073738655715,2308.3273546210253,2313.635498046875,4167501,968.3522516811032,981.2929160600918,962.8943092469232,965.4912109375,10092343,658.1449889263016,662.7624703017743,647.8681560663222,650.8754272460938,20266882,473.92190623470134,477.1619904764891,460.18783102304366,463.0410461425781,31896908
2020-11-20,895.5266860839987,899.5169003772073,859.2521905953536,861.2926635742188,57471248,2329.5164143444285,2347.941967904215,2305.4316264620043,2334.122802734375,2711471,973.634200731238,976.2751614927153,960.5174074570413,971.3013305664062,8063554,650.0703041043771,667.0010679250034,646.4710483928237,664.7515258789062,20405362,463.76643834197404,467.5868410378285,452.7405059822393,464.4434814453125,30089190
2020-11-23,884.644369365096,893.2595600473776,873.4219475565428,884.5083618164062,45327567,2360.2258962830942,2395.322192138605,2338.2907113734,2390.277099609375,3706418,972.7539043277586,1007.7906942734546,970.0688845033706,1003.4330444335938,10546363,670.1267175383426,674.2232634515739,651.3489502514798,660.4655151367188,25246636,465.9909382537843,467.4900966289245,451.1929809114097,452.88555908203125,29513544
2020-11-24,890.538977583329,895.0732820966707,876.0291671598031,890.5616455078125,30936268,2399.182531751046,2406.728320518279,2373.386841779783,2388.3466796875,3120516,1007.9666730554464,1016.6818649085558,997.7109207850034,1003.609130859375,8515426,666.8116241633022,684.334372809639,663.9937998702551,681.1139526367188,40154400,458.44689475673306,464.25002000681826,455.73878144651513,462.50909423828125,23135994
2020-11-25,897.7938413094128,903.6657931642695,880.654192057057,883.193359375,32637879,2394.444520212119,2397.9102362028125,2358.6462595522107,2370.140380859375,3302249,1000.9242742279174,1006.646356710311,978.2560243938199,982.1294555664062,8958701,687.3179445258476,693.5219326676075,661.6021058346439,664.3489379882812,24152602,469.0859704750994,473.8735607431382,455.64206918328426,457.1895751953125,34168305
2020-11-26,885.5739443403047,890.9924179780169,875.1450197156285,885.369873046875,25838637,2356.7158426135666,2396.155255142034,2351.4513991825606,2387.07421875,2341099,985.9147577263824,985.9147577263824,966.855907639641,979.9725952148438,10962256,670.1267335648304,678.1777261235598,656.8662752328055,675.64404296875,27943126,459.5108343402605,461.54193420207747,450.51597195684894,459.7042541503906,28707911
2020-11-27,879.8833317328676,886.956863707273,871.2228051404243,875.0316162109375,47336811,2373.3866469154177,2384.5296763157157,2341.8438986460687,2351.144287109375,6086808,984.1982458496094,986.8392071533203,960.429594116211,968.3524780273438,25306145,678.0829620431563,684.8078849535682,670.387161123035,682.368896484375,17994580,460.76817826961155,463.8148133826231,455.8355154829042,457.8182678222656,48390771
2020-12-01,879.8153957062484,891.5593007073751,875.1450831922687,886.412841796875,19750687,2350.574529994835,2400.4989276090237,2302.711911336617,2392.5146484375,3605017,972.7980424462677,1003.7852756765791,972.7980424462677,1001.6724853515625,8933802,682.3689490895632,686.2287011031041,675.0993881452553,678.7933959960938,17147574,463.9598714470202,472.47110993204035,458.737035155163,469.18267822265625,20120049
2020-12-02,888.0450890461269,889.6321436054803,877.3894853981996,887.8864135742188,22188887,2385.6707467317315,2416.994148412678,2371.1496112605146,2412.4755859375,2509032,998.2833118256054,1010.1235779629529,986.8391468752237,1004.3575439453125,6741637,677.7041407514697,678.0830341152878,660.5602855423987,666.3143310546875,17892150,470.39167288327013,471.0203388902489,456.70597489473414,464.6852722167969,21244707
2020-12-03,894.166445181224,898.2926670858094,888.1130898872199,890.5616455078125,27785372,2433.8401196354857,2433.8401196354857,2369.701772006041,2377.291259765625,2852548,1009.7275917605326,1009.7275917605326,988.3357610867,991.636962890625,16212632,676.7569689192239,678.1777323249325,650.7333423290647,652.22509765625,37933222,466.28113405104057,469.0859721047109,463.13777444415337,466.0393371582031,22701738
2020-12-04,892.806192431299,892.806192431299,879.6566964271353,882.7173461914062,18464552,2378.475548123412,2403.0868636242376,2368.122100027345,2393.172119140625,2686527,990.3604167184415,1000.9242611634382,981.5572130142775,998.8555297851562,10564055,654.0247547427127,663.7096021718844,650.3781517907096,656.2032470703125,26912322,467.82863927708763,487.4625351357903,467.15159617179904,485.5765075683594,39547014
2020-12-07,879.9287495447478,890.9924362657266,879.9287495447478,887.9091186523438,18242188,2382.1612625683106,2407.6060790009005,2374.3961208347323,2402.078369140625,1996400,1009.991561520931,1015.0093444370524,1000.0438987688565,1006.6463012695312,7792141,651.1832258266534,653.527462315225,643.1795804342909,649.880859375,24316318,488.429713257333,498.6818776850047,487.60759793573476,493.7008972167969,37778332
2020-12-08,889.2467387240156,913.3239128258733,884.1909519390108,904.028564453125,43403061,2404.095859733607,2461.6099476872682,2397.471392168468,2454.371337890625,4277818,1007.9667904921581,1027.3338379950642,1007.9667904921581,1015.3174438476562,12308330,651.1832628950788,657.7187980398132,646.5184343558151,651.7989501953125,19457896,494.7164269269969,495.200020697209,488.8165770271648,491.7181396484375,19339943
2020-12-09,911.3741647568241,922.1885038844979,906.5224492987908,919.0824584960938,29175254,2469.901620658389,2491.8368037903465,2450.7301849167493,2466.216552734375,3659996,1028.2580426931274,1038.3376659016844,1018.530461592411,1034.55224609375,10039346,652.1304703281169,667.7825719160998,651.2069971437802,666.4328002929688,22069074,493.2656797705508,498.10161780751696,489.44527691485814,494.7164611816406,21272782
2020-12-10,916.6566737897788,919.7853272816659,907.3159891974719,910.0365600585938,16065507,2472.5334227483854,2480.693352329908,2439.411301843931,2442.96484375,2127801,1018.882604057823,1031.427166699572,1012.3682131937753,1027.993896484375,9488782,662.0757587301833,663.9701099711853,651.5384299521099,656.3216552734375,19727966,491.42799463025165,497.52129383768204,482.3847852343927,490.31573486328125,20419020
2020-12-11,912.7571538037538,924.0929759507371,895.1866924423914,909.4924926757812,26944202,2450.334862337169,2463.49596935822,2425.6359371786198,2442.3505859375,1795408,1020.9075260574311,1031.6914509697035,1016.9901432573675,1023.9886474609375,10574009,658.3107699836195,660.6550065599108,650.2360745568154,654.8772583007812,21356384,492.5402902476491,499.9392990749519,489.4936551802898,498.536865234375,25335765
2020-12-14,910.4672819578382,913.6639990942831,900.6731791916262,902.9176635742188,17312747,2458.4953064210545,2460.250121058043,2418.35392159994,2454.722412109375,2483658,1029.4465337227045,1032.2635155708274,1010.7836797307418,1025.177001953125,6728187,654.9719120410531,657.3398509855255,647.8680952076361,649.83349609375,17222050,501.09988469498774,510.48161646014796,501.09988469498774,508.5472412109375,26369591
2020-12-15,902.1921266922071,902.1921266922071,889.2239753376022,895.2319946289062,18551265,2444.456469538583,2452.0898693687195,2417.256846223545,2423.00390625,2365509,1017.6502555430928,1024.4286787937226,1014.1289743820441,1016.4177856445312,6905926,653.9300382066189,660.6312591314887,646.9209158475564,658.9027099609375,21561436,506.8062607073669,507.0480575874754,496.2638931216608,501.0514831542969,26969145
2020-12-16,901.421286250231,904.5726673464999,891.3097731763147,896.2294921875,18561011,2438.3147702478095,2474.1130292202633,2422.038822767984,2469.199462890625,2565149,1021.1714268540456,1029.006298086756,1015.5373561102448,1026.189208984375,7788404,664.9173166786283,670.9792640576541,660.4182322709024,668.09033203125,16832092,502.98588637801146,504.581769489123,494.32957529483787,495.6352844238281,24263586
2020-12-17,899.8343755485606,909.1297243018021,896.5016507528353,900.3331298828125,20252358,2466.3914052038544,2503.856646247233,2461.126962503313,2490.2568359375,2863460,1026.3655572410455,1029.0065183931567,1017.826385039295,1020.4673461914062,6658153,671.8315770637383,684.334305346456,665.1540012865726,682.81884765625,21924478,497.1344387225978,499.5524077825326,492.3952252683703,493.6525573730469,23883288
2020-12-18,897.8392714360722,909.0843613071538,890.9924186751066,903.031005859375,18466344,2516.403813201787,2542.7260288210528,2497.276293676306,2510.261962890625,6076692,1041.2868607153957,1051.9827740102896,1034.9045384462956,1047.4051513671875,15995676,679.5985574538313,681.824397200528,666.0066094291611,668.398193359375,22995918,497.13442675344913,501.24497405637163,492.4435609868694,500.18109130859375,21735833
2020-12-21,911.3968279822237,916.8379694209409,841.2283275836958,879.5205688476562,44135540,2510.2623406958883,2532.6362273396303,2443.5793844243444,2474.420166015625,2705195,1045.8206303692841,1064.9675989808431,1014.1731551198606,1036.4012451171875,10858352,671.3107140052659,674.3179850066851,647.2524303718895,650.0703125,23761824,497.71470834826346,497.8114625263707,472.1809914867809,478.2742614746094,29157759
2020-12-22,883.7375484737753,888.2265172786522,856.2822534289644,878.1603393554688,28140001,2486.572116208388,2530.135299955896,2473.1038294006576,2520.352294921875,2881737,1040.5386954389212,1077.3800820720362,1035.3447836733826,1074.4310302734375,10901851,655.8243980885657,655.8243980885657,636.9755808252437,650.2833862304688,22851558,480.98237886731914,485.33472304192634,473.05145830332435,483.8839416503906,32328041
2020-12-23,875.1223093610237,884.8484079017386,870.8826879671385,881.40234375,19501410,2523.4667890173096,2561.151381959739,2514.166187865815,2552.157958984375,2790988,1089.8364644627864,1108.1911200982577,1083.2781216149863,1103.0853271484375,15878346,647.6313972886575,654.0011308688444,644.576778722014,651.4911499023438,15467394,482.62658447039485,488.9133035065824,480.25696318103564,487.0756530761719,19205951
2020-12-24,882.8306298588741,906.3183777688924,882.3318755488342,904.2099609375,20776988,2552.37788034907,2563.213946377933,2529.740728770922,2552.68505859375,1807144,1100.312286849666,1100.312286849666,1079.272611671543,1088.119873046875,7313885,658.0029330191164,664.9173036746126,652.1304324501009,661.6495361328125,14952188,490.1222640252208,499.02040080266494,488.5264105586737,496.6991271972656,17576807
2020-12-28,909.9004843884214,915.0242747672096,904.7313581616152,908.3588256835938,17221499,2553.2552395560165,2588.0882664768783,2546.235981165484,2570.27685546875,2108994,1090.2326495757873,1098.639751556463,1088.075907791497,1091.861328125,4607051,665.3908677908984,672.9682726910083,664.9172799846416,669.1085205078125,11699194,498.9720698093516,504.0981519064119,496.74749126676363,503.0342102050781,14470472
2020-12-29,910.943413813905,912.4397367118075,898.9501027379986,902.3508911132812,18611939,2562.0296537760196,2590.1066910776744,2562.0296537760196,2571.242431640625,1994151,1087.1956067576748,1104.3177941793053,1087.1956067576748,1100.66455078125,6878105,672.9920828253634,679.480213684209,672.4947924248662,675.9046020507812,14495346,505.40386899881935,513.3831667055341,500.8580754685047,511.44879150390625,19092649
2020-12-30,904.7086818653785,910.1271552061415,895.7760806552021,904.822021484375,22043630,2574.66366184612,2586.333220719538,2546.235753589584,2552.640869140625,2637968,1103.0414394818924,1103.3055785810864,1089.9687032914826,1097.58349609375,5194690,681.9191735548343,681.9191735548343,669.1796485141934,678.4146118164062,16216726,514.2052886729333,515.5109682628731,507.33822159368026,511.4004211425781,21365141
2020-12-31,903.9152831436563,912.2583993085362,897.1591616899547,900.1971435546875,18781189,2544.4810275167015,2548.868063771041,2496.223628718971,2511.797607421875,4040956,1094.2380832725962,1107.7950367699373,1090.7168022322983,1105.5062255859375,7430470,679.5985460859396,683.8608366188828,674.8863702322585,680.2142333984375,22145750,512.7060624837276,520.8304609754287,509.22421114867814,517.49365234375,27817770
2021-01-01,901.421320358103,905.5022064134912,898.7007496438623,901.1946411132812,10015175,2526.9326816357893,2579.5771125032015,2526.055274454666,2569.267578125,2681440,1107.355100874464,1114.0455147136158,1105.5064494461576,1109.599853515625,4253550,681.9665290675612,683.3872926697853,672.7789128776417,674.8864135742188,8810938,517.9772538185119,519.3796874999999,508.83732013702394,510.19140625,13592625
2021-01-04,904.6407576146281,906.3637598470406,892.352762889534,902.7136840820312,24513534,2588.351649737457,2676.750439131033,2580.4110704783106,2666.835693359375,5113293,1117.1265862270766,1135.6133146043567,1110.2160925877665,1134.07275390625,7208454,681.0193356443933,681.0193356443933,662.549409295206,670.6004028320312,15740192,514.8338899561849,517.4453079899116,507.0963900236254,514.2536010742188,16549750
2021-01-05,892.80613046262,899.4262438413816,886.9115106039434,891.4912109375,24123091,2666.9673362677822,2732.465706056582,2666.9673362677822,2713.82080078125,5801309,1128.5706731227374,1143.5361188661745,1122.4524897590766,1138.95849609375,8145280,672.1158159334071,677.5857784188031,667.2852432584963,675.667724609375,14386824,509.3693563865334,522.2329392366254,505.8390981497572,519.6215209960938,23311516
2021-01-06,891.4004573776713,891.4457932255564,863.854552119663,867.9807739257812,46401468,2719.96245442815,2731.807452213563,2664.8612367027454,2677.408203125,3726716,1144.4163232794403,1146.1769637767932,1116.2901343186134,1128.6585693359375,7161715,679.5985087322957,681.9664477871121,669.2269241099976,672.7551879882812,22134050,521.0723213555052,532.533470843339,518.2674536925388,528.761474609375,28178838
2021-01-07,870.8146957594764,881.9237776804218,863.854563591743,866.5751342773438,32325918,2698.0275228139217,2703.160441346511,2632.4413253081198,2661.0009765625,3717827,1140.8951348189516,1142.347684839273,1105.2421618558594,1111.0963134765625,10954918,678.4145520741395,678.4618992939315,668.9664981906012,670.71875,19894842,534.0326856234831,536.2088578403149,522.0395351266308,523.34521484375,21138034
2021-01-08,869.6811807226603,878.9311936650147,867.0059456976594,876.800048828125,27540187,2711.1880102690984,2744.5294809455468,2684.8657965771654,2738.2998046875,5879039,1125.2694168181652,1159.205807166795,1125.2694168181652,1155.0682373046875,13186251,678.1777070529124,682.9135848954606,673.9627642108427,678.011962890625,13768764,529.051628615732,529.14832376484,518.7510568404906,524.2640380859375,21937965
2021-01-11,879.1124426510808,879.1124426510808,858.1185873709477,860.2723999023438,33307825,2834.025237152171,2834.025237152171,2760.80564964127,2787.0400390625,9508039,1181.4778045970766,1217.791015480157,1179.6291535352227,1211.4967041015625,20528626,686.7022369031238,693.7587059341912,680.214107858165,687.388916015625,17331392,527.2623336204688,528.084419451692,517.4453560561452,526.8270874023438,19394393
2021-01-12,862.87970997784,888.7252828199374,861.4740587259083,887.3876953125,41161546,2787.040686200782,2816.477747242311,2763.833303368623,2785.636962890625,3611458,1213.081470086967,1213.081470086967,1197.2357034240022,1207.5794677734375,8309868,687.8625898545131,704.5565601168332,686.276082257034,701.383544921875,20388156,523.2485459599181,532.5819308825354,519.4764903150635,530.0188598632812,16388310
2021-01-13,890.3349094942321,895.5040358477936,869.8852032617441,879.1124877929688,26619458,2785.7682212439095,2787.523035871465,2742.994614697251,2771.685791015625,3572801,1209.4280493067367,1226.1101838358318,1197.2356343753304,1221.1363525390625,14442997,707.0192005476937,708.9135516468576,692.4326739597276,696.4818725585938,16934650,533.4039304447089,542.5922121114808,530.2605709271289,538.2398681640625,21920297
2021-01-14,881.9238432057263,891.8540138996398,879.2259402439199,888.9973754882812,21553242,2773.4876180137585,2871.5046923112336,2743.0714714427045,2857.615234375,6931542,1197.2357616403685,1218.3634515516692,1160.6584054970342,1206.4791259765625,27521697,696.7187145853906,704.6986575797872,689.5438477393617,695.5820922851562,12297166,535.8702881747465,540.1259373087389,532.5334790847353,535.1448974609375,13330898
2021-01-15,888.9973558240713,894.9826476255291,870.6107298685408,878.5004272460938,20593268,2843.814405032633,2878.0984117702756,2821.8374776367086,2842.364013671875,4131692,1197.235680710267,1201.153063298787,1179.6292736409982,1183.98681640625,15018441,695.7478524799448,696.9555245413233,684.3343976182036,694.5875854492188,14165236,531.9532362795666,532.9204239818931,523.7321408097915,525.1829223632812,15708956
2021-01-18,883.7828981720585,905.5022489944743,872.1070575050039,899.5849609375,35100458,2857.0004307271865,2862.9342008525427,2801.970121198734,2832.16650390625,4160906,1177.8684362961483,1179.629076709147,1149.6981896881687,1155.024169921875,8861765,696.1266554557428,711.7313489217837,694.75323939848,702.3779907226562,42825632,526.6335596608179,530.4056142796275,511.54545925045215,515.656005859375,21580313
2021-01-19,904.4366011613523,920.918820254768,904.4366011613523,914.2987670898438,32006615,2842.0556186449553,2882.4931560584005,2841.176541744663,2866.406005859375,2975735,1162.0227819458878,1171.70630512877,1154.980219631064,1159.07373046875,5585744,706.4982581151764,715.8989637835467,694.7532582996815,712.2049560546875,17360254,521.3140942006606,529.7769853402817,516.3814612636875,528.5196533203125,20575358
2021-01-20,916.5659852036083,933.1615451092317,907.4973158868203,931.6652221679688,30924537,2874.5819530880785,2925.5244252045945,2872.032715490812,2908.690185546875,3453446,1162.506930964582,1187.0238280519566,1162.506930964582,1179.1448974609375,8225838,710.8553078986365,710.8553078986365,703.751490697784,706.593017578125,13346052,528.5195969690293,536.4021393134515,528.0843508074807,532.9202880859375,16097138
2021-01-21,944.0438358240183,961.2742166156673,940.869846715687,951.9335327148438,39087742,2905.349224702435,2908.997308078231,2867.6369106285397,2877.966064453125,2778546,1188.4324547587196,1198.1600374653954,1175.227649705845,1179.3651123046875,6142421,706.5930756304524,707.7059955211522,695.2980169153192,698.4473876953125,26333054,536.78903348342,542.5921581697272,531.6629518170026,534.5645141601562,18189277
2021-01-22,957.1933088409049,959.1657779947258,922.8005518130244,929.3526611328125,30532660,2849.8792778289644,2922.930653081142,2849.8792778289644,2903.678955078125,3052459,1168.1850268607495,1193.7143153151292,1167.78892571395,1180.37744140625,9646591,695.1794946049523,695.1794946049523,682.0374340732837,683.6476440429688,15392364,534.9514378749004,535.3383365278268,513.1897168778343,516.2847290039062,24515997
2021-01-25,922.7099125187834,922.7099125187834,876.0291603627637,880.1100463867188,54207104,2908.8220208853404,2935.941634277251,2882.1859428044563,2893.306396484375,2272887,1184.0307233783124,1186.5836735677526,1155.8604756845532,1166.5123291015625,6542611,693.8534142547879,701.3834711862404,689.1412391764197,692.787841796875,20344718,518.9444823072852,524.5058108715461,513.7700523865595,520.395263671875,23415249
2021-01-27,872.8552326609131,872.8552326609131,856.0782689298538,859.2522583007812,42370131,2900.9538707074753,2906.6238739856344,2836.781254779704,2866.7138671875,2786662,1161.6706896269554,1168.669300749039,1131.2996381464989,1145.2967529296875,8133665,695.2270015102044,697.0740057875922,665.9356029610964,667.5694580078125,23556276,520.1534474912922,521.5075336610132,502.06702867686676,505.21038818359375,28049286
2021-01-28,852.5187439949068,872.084340959147,847.9164357485394,850.8864135742188,34067814,2839.419001763452,2878.977470828268,2798.805683113927,2810.013916015625,3083938,1137.1978043016243,1141.291207719844,1120.251638559747,1123.4647216796875,4660690,658.2396825593556,663.6385949413054,635.5548157983885,649.501953125,42704446,497.7147352366271,512.464346726049,495.200070989115,510.9168701171875,29836591
2021-01-29,858.9347876285253,867.4593064405973,829.7791594362084,835.1976928710938,43712383,2821.881064777732,2827.858831085349,2725.1386015007743,2735.1162109375,5445659,1132.311937664293,1136.6255284428273,1083.6742431601515,1090.7608642578125,12183519,658.9264028315245,667.1668424746923,646.2105814067206,658.5238647460938,28704502,515.8493810157869,527.0687903804875,512.0773855398654,519.379638671875,33172808
2021-02-01,843.1100367737496,863.7864814872391,837.9409106033642,859.3882446289062,34180952,2725.138220754725,2782.2782157060337,2675.9979109439473,2759.72998046875,3985846,1100.8845563097436,1125.005245731887,1092.4774547493232,1109.995849609375,8880279,667.8771996524747,702.0939184433921,663.4965124716306,699.3707885742188,26370544,533.8874929379452,589.452425884442,532.9203054507387,583.98779296875,69354326
2021-02-02,867.9808262438378,879.6566667876373,841.0923491274965,873.2179565429688,41470034,2790.190327490405,2834.144176379668,2769.092480023559,2816.0791015625,2881837,1126.8098574237954,1139.4864898120056,1112.3725846333607,1119.1070556640625,6892490,710.8552586250999,747.5583116187343,709.1503541772746,739.0574340820312,42420206,592.8859585223905,603.5250213996276,579.0551885884709,597.0932006835938,42362384
2021-02-03,874.3515418529886,885.0978176672972,861.5193971120666,875.4171142578125,30301696,2824.4740908669564,2844.6928596468942,2780.2124829296085,2813.090087890625,2505866,1124.7409577585927,1147.9373700867923,1120.6474479451583,1130.9031982421875,8182968,747.7951981441097,749.0738621856243,730.272448092601,745.80615234375,20237254,602.9447323202672,606.9101775967672,593.8531458875141,601.9291381835938,27155908
2021-02-04,872.4017132446297,879.656648554206,863.7865225405493,872.5377807617188,25626981,2827.1549391130807,2846.318855961886,2791.947870927866,2802.892333984375,2057261,1131.211624326662,1138.6063365926661,1119.811519034765,1126.23779296875,5032240,741.6384797696535,752.0574111584991,730.9590519716828,747.8424682617188,24484684,598.4956176080086,610.9240124941443,589.0171918445839,607.6838989257812,29982222
2021-02-05,875.1450294447208,881.7651430554548,870.5880568440388,872.2883911132812,20248046,2812.1229628901015,2818.188722177429,2750.631577608687,2776.080810546875,2366135,1132.4438455508766,1134.5125763803105,1110.9640127192642,1119.855224609375,5477481,733.1139377693545,766.3834817798823,733.1139377693545,756.6038818359375,27054716,607.6839602021124,614.4542734347405,590.9516264479638,593.998291015625,32015570
2021-02-08,876.5052135771294,892.8060891318694,874.6915398289318,884.848388671875,21183400,2803.81578443039,2835.902091416347,2773.6194069400876,2825.441162109375,2526592,1131.6519211827826,1153.219771878215,1122.8487168173,1147.541748046875,6921922,767.2123497970526,772.7296600476119,755.7041414256892,760.2269287109375,17447580,601.9291741391906,613.1485856234531,601.9291741391906,608.9412841796875,18230551
2021-02-09,889.6095123241837,902.1468540671391,885.2338830875444,886.9795532226562,19604141,2808.650880739887,2853.308033128852,2781.399495042567,2792.739501953125,2658751,1150.4907792397423,1172.5868003058606,1142.523836448464,1149.3023681640625,7965949,762.4763521662492,771.0009325010271,751.4417333862714,763.3524780273438,18421366,610.6338621221892,622.0950704979593,607.9740962462539,612.5682373046875,27155615
2021-02-10,885.8913333557456,899.9476653520371,873.8980223594517,895.2092895507812,21234156,2799.860116229869,2830.1002777917115,2775.509727373465,2824.738037109375,2127983,1140.7191458914072,1148.2458203636193,1129.979173207175,1141.3353271484375,5951207,761.6948965661414,764.7732171448926,742.1120533696732,749.0974731445312,19788006,612.5682316814824,617.2591268754472,605.8463252099625,611.4076538085938,23967387
2021-02-11,897.793837177367,935.9727980522624,894.2797692311354,932.1185913085938,42539278,2826.232248783409,2830.0123223975274,2799.9039384097105,2818.320556640625,1165882,1134.7327326439702,1140.89497401597,1129.494870462155,1137.9459228515625,4673317,749.215885700542,756.6985959261269,740.7859998925289,744.645751953125,13648618,606.18485376823,612.8100654936029,603.6217829075667,609.9569091796875,16072702
2021-02-12,932.0279220969353,942.2301071014969,913.8453084946966,925.7252197265625,30497029,2799.1569902245205,2853.0444542059204,2797.2230637138314,2804.958984375,2777404,1148.8181202738297,1165.3241277490283,1145.7810578827875,1153.043701171875,5797875,745.3798525902982,754.1885741389179,744.9536120066047,749.1921997070312,9910106,609.2314742026796,628.5752256105127,608.7478804174838,626.3506469726562,19049709
2021-02-15,928.6498762091927,934.6578356915304,918.1982839074868,921.6443481445312,15791099,2820.9585077972442,2820.9585077972442,2752.874027059699,2760.17041015625,2630853,1162.0227926096593,1169.4175046002792,1150.6666392805976,1152.9114990234375,4363513,757.787912239673,769.5802613449466,756.1777019768093,765.6021118164062,10355244,633.5079030541306,654.5925817615034,630.6063401393787,651.8361206054688,27155194
2021-02-16,924.8864658007502,942.8650096572084,922.7326530138156,933.8417358398438,21421660,2769.0919450008228,2784.607564813562,2725.138104603984,2732.8740234375,3435770,1156.7408695352747,1161.8027112398622,1132.0919012346753,1135.96533203125,6896421,767.7806058448106,777.1576684792043,761.742360705804,770.3616943359375,13897358,651.3041452267947,657.1072707534994,628.2366858386765,636.7479248046875,24966739
2021-02-17,934.0683933136262,950.3692703869466,929.8061636594126,944.6107177734375,23742994,2729.6216707347357,2754.016053840151,2677.2726002821423,2701.4912109375,3678426,1135.9652382472548,1139.574529672526,1122.408285308977,1127.954345703125,4575741,767.2122995476974,768.0647807827121,749.6895494962994,751.3471069335938,12794426,633.3143842829531,643.1313613478358,628.0432004259342,635.7807006835938,21684753
2021-02-18,945.4042372455169,956.0145057624479,933.6603325517267,937.5598754882812,18646877,2694.3715831612885,2723.293136819945,2664.482958747754,2687.646728515625,4189909,1123.2885513919389,1149.698156832188,1122.408231210597,1137.769775390625,6437551,760.5583606487642,760.5583606487642,733.1139687293299,736.0975952148438,14720560,628.6719275027538,630.9932013095881,616.6787778881848,623.4974975585938,27845347
