,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2010-08-27,196.33607267339187,196.74556369190128,193.8073836265491,194.431884765625,24315870.0,312.0018276356669,312.32381968929076,304.45311632942315,306.2597961425781,1276514.0,235.94047383950087,235.94047383950087,229.38751396380556,231.82562255859375,6973800,96.39920171953572,96.83918674252521,93.99585572872809,94.59281921386719,11550480
2010-08-30,194.94380708824525,197.5441439940735,193.49007263407265,194.09408569335938,11908601.0,308.67471280978015,308.67471280978015,300.55357251316576,302.5391540527344,1558570.0,232.6340754829255,234.05843589976098,228.09576720327752,231.0172119140625,4781168,95.5147958430984,96.29748842053135,93.59565758303627,94.26337432861328,6876460
2010-08-31,193.41841382871306,194.50359262545382,187.34753033145444,188.20748901367188,46605039.0,300.5178081597222,303.27255910169856,297.01177143170435,301.8594055175781,2447874.0,229.69553045156817,233.03189011175854,228.93842509748976,232.16358947753906,7722280,93.96709456574062,94.63039170385173,93.40550109953247,94.37612915039062,9390160
2010-09-01,189.4052815760831,193.2443702195015,188.5760347114283,191.68826293945312,27886811.0,301.23323499259743,308.0306595351857,300.5177166196934,307.1004943847656,2745484.0,232.16357565909544,238.20751079105293,231.68450030521427,237.49317932128906,10131800,94.43362788264146,95.29370657049093,93.74601296029734,95.03944396972656,9616200
2010-09-02,193.490097689847,193.82792790164223,191.6473327719735,191.9442138671875,17699285.0,310.35610148033214,310.35610148033214,301.0543624157919,301.9845275878906,2758800.0,239.44798054333128,240.73119587314548,234.9053899215225,235.51278686523438,3402512,95.5059524775667,97.06027867122924,95.5059524775667,96.72863006591797,11590660
2010-09-03,192.46633322538472,192.79392614235155,189.23125749483577,189.5383758544922,14440305.0,304.09545867960685,304.63209772433555,298.7648354342755,299.5519104003906,2777970.0,236.20566308540344,239.8756495114682,236.20566308540344,237.60435485839844,7606688,97.01827390745194,97.28359550324237,95.87961499138433,97.01606750488281,8118160
2010-09-06,190.6133251923342,196.09041944984816,188.8422213683175,195.05642700195312,33928353.0,299.80225457958136,306.77856002624225,299.80225457958136,306.0093688964844,2287978.0,238.35724741690433,242.95543568021833,238.30164977356793,242.24110412597656,6391192,97.19515175685801,98.1547209034202,96.62692553205022,97.4737319946289,9546440
2010-09-07,195.53758872863057,198.54743050535657,195.12808393564706,197.0322723388672,28379708.0,306.9574431511807,313.0035833415457,306.2419246356768,311.7335205078125,2484236.0,242.9553726149537,245.76988248570063,240.40604797869278,245.08978271484375,8321272,97.9911132592997,97.9911132592997,96.51195989990268,97.2437973022461,8407840
2010-09-08,195.5580944148097,197.52370679968425,194.92336940200693,196.47947692871094,11632859.0,309.1040086152577,315.86566753807364,307.2794450765387,314.48828125,4189478.0,244.40972903476018,246.94194879239632,241.67220319327876,246.32598876953125,9386496,96.75295268524516,97.27916954220504,96.01448261408072,96.38150787353516,9969600
2010-09-09,197.16535788848796,198.03555386920908,195.57853876759705,196.2644500732422,10114309.0,315.5437371978465,315.7226168674598,311.7335915007245,312.9320983886719,2938158.0,245.53043906165476,248.0883066971273,244.4953036346172,247.6605682373047,7591392,97.06248033472883,99.49456981919812,96.53626353032212,99.26683807373047,26029580
