,TCS..NS,TCS..NS,TCS..NS,TCS..NS,TCS..NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-03-28,,,,,,701.1680685036345,710.804469186373,701.1680685036345,704.6722412109375,55592142,1067.5022626495677,1087.2289654055658,1067.5022626495677,1075.66845703125,22070566
2024-04-01,,,,,,709.5878149173326,717.2774734382766,708.4197572494843,715.67138671875,25199570,1078.3740966909645,1085.162724605495,1076.7998037410023,1081.916015625,10848191
2024-04-02,,,,,,713.0676337207477,727.5221766350272,712.1429189199621,720.367919921875,41225446,1076.7997448394613,1076.7997448394613,1061.844923446375,1063.763427734375,14380396
2024-04-03,,,,,,716.450076374618,727.9115494819865,716.109420115624,721.414306640625,45584386,1057.663530257279,1066.1740561722456,1054.9578793659232,1059.8280029296875,15477184
2024-04-04,,,,,,731.9754091764817,744.6292393883092,731.9754091764817,743.461181640625,88935066,1067.2562910312008,1068.2894057744195,1046.2997470246664,1061.451416015625,21419689
2024-04-05,,,,,,749.0093625181328,756.5529915753328,744.7022055513205,754.1439208984375,59055902,1052.7441775200211,1068.4861465296663,1050.235253168432,1065.9281005859375,15340637
2024-04-08,,,,,,756.7719438017782,757.891344732456,750.2504026191882,752.7081298828125,20482940,1060.9594232885527,1074.1433454810406,1058.9425557038237,1069.6175537109375,8023461
2024-04-09,,,,,,756.7233723625303,756.7233723625303,749.64212991684,753.6572875976562,21884494,1074.3401972621416,1097.264488826385,1070.749156482513,1089.19677734375,12298463
2024-04-10,,,,,,754.3142814277871,754.3142814277871,746.0649220391629,747.7196655273438,27807400,1093.0337202336968,1098.5435054120717,1087.3273285870816,1091.5087890625,10598000
2024-04-12,,,,,,740.2490112702176,744.5561681914903,736.5745101656407,739.2512817382812,41084208,1085.703967727192,1093.9192841060571,1078.1281928847723,1086.5894775390625,12216657
2024-04-15,,,,,,728.8362596129997,734.8954733611977,726.1594880212867,727.4491577148438,23415248,1082.4570746408115,1088.3111913118553,1059.2376948297706,1060.95947265625,10526597
2024-04-16,,,,,,723.7016987771374,736.3068713842836,721.3899415012858,734.5304565429688,20744886,1053.2852301148173,1057.2698434841036,1045.5617314093265,1049.8416748046875,11278092
2024-04-18,,,,,,734.7981599763604,739.2026303131596,725.6728022773389,727.4491577148438,34234884,1056.6796031480021,1060.664336843005,1033.5093459321554,1038.4287109375,16564216
2024-04-19,,,,,,723.4827148610226,747.0382572891224,720.4165709168466,745.2619018554688,34576434,1035.9690203029174,1054.7118488668307,1031.1972603055262,1050.0384521484375,11284433
2024-04-22,,,,,,757.9644186413883,757.9644186413883,734.0681595769883,735.9661865234375,42298438,1061.4022313877736,1071.1424779233496,1053.0884325476727,1069.1256103515625,10346714
2024-04-23,,,,,,742.8284760660457,742.9257894510552,731.6103458842442,733.7274169921875,26827060,1082.2603648639933,1082.2603648639933,1065.239312903183,1072.6676025390625,9848215
2024-04-24,,,,,,737.3288649584306,740.613993564681,734.4331086916868,735.7227783203125,22441580,1074.6353155118281,1080.686158658188,1071.4377281688085,1079.062744140625,5461309
2024-04-25,,,,,,733.0704121681982,739.616311752735,733.0704121681982,735.260498046875,35445204,1072.4215900322672,1107.4966871577883,1072.3723483406734,1095.78857421875,19905338
2024-04-26,,,,,,739.6650141563123,743.6558134751455,732.729742335618,734.7981567382812,24854694,1094.2144193811591,1101.9377986819404,1084.9659888361693,1090.032958984375,14190059
2024-04-29,,,,,,737.3289207914913,746.7949349875348,733.216449914726,744.3858642578125,36093350,1090.1313056288498,1144.6870165205935,1090.032942347235,1141.4403076171875,28578063
2024-04-30,,,,,,744.2398024289921,749.2526892649995,737.2802320622603,739.8109741210938,52307382,1141.2434493596547,1150.6887263324581,1128.2563736745785,1131.8475341796875,29568491
2024-05-02,,,,,,740.7357142083232,748.0360004850149,739.9326708359107,745.7242431640625,33475006,1124.5668940413143,1136.8653071432534,1114.9741318218018,1121.0740966796875,25118334
2024-05-03,,,,,,746.2108990812835,749.7880273318675,733.5327119903678,739.567626953125,31865242,1122.8942974020772,1138.734628603609,1117.1385442991193,1123.6322021484375,19933604
2024-05-06,,,,,,740.7357053714223,746.819277196089,738.3752913854279,741.0520629882812,28793396,1123.1403237344898,1139.767682131019,1119.7458896646774,1127.813720703125,14970524
2024-05-07,,,,,,740.7113274497933,741.7334150168236,732.0483570497901,733.021728515625,28480602,1129.4369636309043,1134.1596020771042,1108.1362092373274,1113.6458740234375,15097728
2024-05-08,,,,,,728.0574791574124,728.5441648774708,720.465193806477,721.5845947265625,41687862,1108.3822015675178,1113.7442614996105,1098.0515348309932,1104.889404296875,19913090
2024-05-09,,,,,,717.83709973452,723.5800151607533,703.4069152466064,704.4776000976562,46281278,1102.4790338657724,1110.6451084134283,1092.0991247743116,1097.7071533203125,12229853
2024-05-10,,,,,,709.9042861034679,716.2929072582592,703.8856637079383,709.3616333007812,27276608,1099.9700317150034,1110.6942716080541,1094.1160353113987,1099.035400390625,8573656
2024-05-13,,,,,,706.4509373389452,720.1655815796556,705.6122976051453,717.9208984375,27047202,1094.4604418124766,1112.4161255815404,1088.8522931770124,1109.808837890625,9707983
2024-05-14,,,,,,716.4408878596623,722.9775322143812,715.4789152317669,720.7328491210938,25665142,1107.7427007496667,1109.7104468669584,1100.5112577889583,1102.47900390625,8944262
2024-05-15,,,,,,720.1161379403006,720.1161379403006,708.3255604595557,709.6575317382812,38931996,1104.003936981434,1109.612085486358,1095.5426526828924,1106.2176513671875,10743423
2024-05-16,,,,,,713.3822271543565,721.5221990437014,708.1775543730138,720.3875122070312,34945236,1114.7280745625576,1118.220871645328,1094.8538886172073,1112.8095703125,14265565
2024-05-17,,,,,,713.4562165510583,724.210870736283,713.4562165510583,722.286865234375,20920190,1112.8096108108375,1125.5507181902365,1102.528065843281,1112.2684326171875,8641784
2024-05-21,,,,,,715.380219686854,725.0495080646152,715.380219686854,719.6722412109375,43769978,1104.1022778238569,1115.5153011731006,1098.2482812745363,1102.8724365234375,10452900
2024-05-22,,,,,,719.2035821431577,723.0269026870767,714.4182889056816,719.8695678710938,39996278,1106.857133236162,1107.742642963088,1080.3909253188892,1093.1812744140625,17527411
2024-05-23,,,,,,719.5982164877166,737.8514873644924,718.808897899437,736.3468017578125,40861920,1097.5596331640875,1118.6636621265907,1093.4765359706398,1116.2039794921875,13787687
2024-05-24,,,,,,733.8308016870678,749.814758588212,733.0908042399884,748.4827270507812,31060206,1111.7764420624583,1116.6958068503454,1106.0208092809664,1113.6949462890625,6312670
2024-05-27,,,,,,751.5168000055969,762.1974428837648,749.3955099218479,753.6627807617188,29385440,1113.6459433951586,1129.2895491082788,1103.4628812192523,1111.579833984375,11599857
2024-05-28,,,,,,754.8467837037828,757.7821433020647,752.2321619595608,755.0441284179688,27908904,1114.2361779831701,1116.8925870555686,1106.8571304468578,1108.775634765625,9311718
2024-05-29,,,,,,748.8774560751649,751.763434227272,740.6141508121484,744.0921630859375,35147706,1097.067741329381,1105.4306626270395,1080.7845935856149,1084.2281494140625,19268547
2024-05-30,,,,,,739.6027730570852,751.6400771573121,738.8381451452329,747.3234252929688,33755350,1079.308747806472,1102.9217012680538,1079.2103845207203,1095.7393798828125,15255387
2024-05-31,,,,,,749.370736784836,757.7573743920395,746.9040786650703,755.5620727539062,74079588,1099.970086377496,1112.366862972861,1093.328943190512,1102.970947265625,26197718
2024-06-03,,,,,,788.8373406823981,788.8373406823981,764.6640888415991,775.6160278320312,72637256,1151.1314549939386,1154.0830741093077,1117.974981638635,1141.292724609375,25699977
2024-06-04,,,,,,768.1173430540747,769.1040063078372,717.304185485308,731.684814453125,89531240,1139.2266772303517,1140.70248686833,1036.5595441020037,1054.1707763671875,43476837
2024-06-05,,,,,,737.062160780223,769.4000136473305,731.2901444599279,765.5520629882812,81631650,1067.5022525173526,1105.1353964425034,1034.0998107211954,1090.7708740234375,42172104
2024-06-06,,,,,,772.0147015010076,772.2859977724349,762.9867083301413,769.4493408203125,46422870,1099.9699641517404,1099.9699641517404,1078.9150588855664,1092.4925537109375,18574162
2024-06-07,,,,,,770.1154063679018,781.6099978301712,765.6754214599775,776.183349609375,36712216,1092.4926581643756,1110.104009770429,1085.8022733872265,1103.6103515625,17197635
2024-06-10,,,,,,776.5039961939522,779.7846636223554,768.4133453075493,770.2387084960938,22454058,1098.0022563128857,1114.9248236920885,1097.1167466019742,1105.676513671875,10851455
2024-06-11,,,,,,767.6240504407497,775.0240252200629,765.7493660748642,771.9653930664062,29545326,1101.691799247928,1110.8418662508757,1093.0829104393374,1100.166748046875,12250002
2024-06-12,,,,,,776.9973227739393,783.5586575880445,772.7546827700062,776.5780029296875,39280436,1102.9216850641683,1115.1217348604168,1094.0668276461688,1101.4951171875,16096514
2024-06-13,,,,,,780.3273770852536,782.2760131134276,776.5040566032491,779.8340454101562,24120192,1104.1023123749185,1105.0861854460427,1087.1797435922592,1089.4918212890625,12494254
2024-06-14,,,,,,781.4372796414563,788.8372538804852,778.3292663726063,787.80126953125,25540554,1096.0345294527124,1096.0345294527124,1081.719129164698,1087.8192138671875,11377979
2024-06-18,,,,,,787.8013228802739,794.5106212671108,784.1259659599784,793.1786499023438,32415714,1095.9853271941342,1116.7451444635597,1083.4409459075023,1104.7418212890625,18306176
2024-06-19,,,,,,795.941305047812,823.8145435842582,791.3039754417663,817.869873046875,90131196,1109.75950368303,1146.75322461017,1107.9886043418487,1125.993408203125,34309514
2024-06-20,,,,,,823.7651872236406,829.5124525875813,814.983860042712,823.5431518554688,41408742,1135.4387582520144,1141.2927549457575,1117.1878648628515,1138.1444091796875,15475933
2024-06-21,,,,,,825.2697933574087,825.2697933574087,810.6178682451445,821.7671508789062,51630776,1144.7856018547059,1151.0331720647125,1132.0936147522461,1139.964599609375,69259425
2024-06-24,,,,,,812.5172157896385,826.3798229097616,811.9005512360641,825.0478515625,28544994,1136.0290674652065,1156.6904019928488,1134.0613213197169,1151.2298583984375,12210295
2024-06-25,,,,,,824.4065232844747,847.025767804676,824.4065232844747,844.2631225585938,74521548,1151.3775003551193,1186.550963835312,1148.819454304172,1178.6307373046875,27309845
2024-06-26,,,,,,842.5857736709851,844.041138181783,834.2731473521208,839.40380859375,47596666,1182.6154524579229,1203.1291823342124,1174.59686276576,1198.357421875,25403461
