,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-07-04,826.4061106133324,828.2687343216311,817.8773523092979,822.7789306640625,13372587,392.0289780327245,393.3965148981146,389.33947056442025,391.1628723144531,9478861
2024-07-05,821.5045497192135,844.2968895533086,820.5242340274244,842.826416015625,24873722,391.1172932126966,395.67576888063064,389.84091771413347,395.356689453125,13427543
2024-07-08,842.8264296839359,847.9730871492928,836.6994565108919,839.3953247070312,10359800,396.7241904746056,405.29411470865244,395.3566536768295,404.4280090332031,21311436
2024-07-09,842.9734801738035,852.8256408262188,839.1502250746712,844.3458862304688,13585081,408.07479488064865,414.8213465379182,404.79269491641344,412.6332702636719,27489709
2024-07-10,843.1695051813592,843.3165764690709,826.8962885808327,832.2880249023438,17343236,413.6361603295421,415.1404827339749,407.0719599600082,411.5848693847656,12065662
2024-07-11,837.5817726337938,841.4049680302959,833.0232806157347,839.8364868164062,8501366,410.26287723172686,418.9239921454672,409.0776632126487,418.1490478515625,19556596
2024-07-12,839.8364577356562,846.0124345728623,838.4639918457344,842.7774047851562,11446064,418.14905833228465,422.3428593192128,415.5963073929136,418.51373291015625,19693114
2024-07-15,842.7774216383809,869.8831149197468,842.7774216383809,864.001220703125,25392820,418.5137615167691,425.2603139042144,416.82711619633983,422.4796447753906,16876907
2024-07-16,864.9324947942838,870.6183136551655,857.0899695148005,863.364013671875,11893692,422.52516465798533,425.53378036576675,420.6561966884638,424.4397277832031,13497253
2024-07-18,863.315023261012,877.2845216320075,860.2270049507774,875.9610595703125,19435183,422.1149345797316,429.31732238979913,421.7958262702707,428.7247009277344,21907158
2024-07-19,877.3825576774864,881.3038205050954,865.912851939986,871.84375,14562742,429.40848412543824,437.0667368269077,427.94975694190003,432.6449890136719,25939326
2024-07-22,864.0992633045507,877.382528728047,850.914005515022,859.540771484375,14614111,432.6906158768297,437.1123351198066,424.7132831753787,425.3514709472656,18762384
2024-07-23,865.618719345537,867.0891928212089,832.385994861864,846.8947143554688,18279212,425.3514491191427,453.4772470105013,425.21469253973703,448.7364196777344,56125835
2024-07-24,847.1888058977289,850.9139934414429,830.5234396667329,835.2289428710938,19624845,452.2008718247006,465.55721919731405,447.3233168036432,450.4230651855469,43693692
2024-07-25,830.8175358859385,834.0035618347636,824.6415590903446,831.7978515625,9522375,446.7306858915952,452.20086227300567,441.8531309735649,446.68511962890625,18567567
2024-07-26,828.0236595382181,847.2378228513442,827.386430415429,845.4732666015625,12081506,450.42308880903994,461.6825218161174,444.36031941248064,457.8534240722656,21534703
2024-07-29,849.0023752250042,871.5986394833856,846.208499495082,854.443115234375,26582781,460.8620109629043,461.50019873560984,450.42308858670805,452.2464904785156,12978187
2024-07-30,857.4821305468374,863.2169532964333,851.8943192478578,855.6195068359375,13528447,452.47437734621525,453.8419142238035,445.4999074868191,446.6395263671875,13891052
2024-07-31,856.6488268509507,857.727209991399,850.9140040978348,855.2274169921875,11636874,448.9643640042543,453.97867557287424,447.1865573764219,451.6082763671875,11982586
2024-08-01,860.5211196893349,864.0502921513843,842.5323503146797,845.6693725585938,11787203,452.155294892808,452.88467297760064,447.59681911064166,450.10400390625,12114803
2024-08-02,839.8364743996533,841.4049555903533,829.494155703777,831.16064453125,12609331,441.9898988909283,455.3462174298525,441.9898988909283,445.9101867675781,22141163
2024-08-05,813.6620483537691,814.9854506435058,784.2525767265245,795.6732788085938,27676951,437.6593419676077,448.4629384481495,437.20347706841375,443.08392333984375,25022076
2024-08-06,806.4567530115417,810.2799484288843,779.988228505242,781.9978637695312,17900930,443.31185723274336,448.28060277815945,441.3061325083515,443.3574523925781,14251363
2024-08-07,793.0753863597355,794.7419349850848,784.7917068840424,792.7322998046875,17692355,446.73070357474273,451.8362055853885,444.99849206153243,449.1466979980469,11320399
2024-08-08,796.01636305695,801.7021822548979,786.9974464841414,792.1441040039062,14769069,450.3774947823807,454.02426944874264,449.00992900000904,451.0612487792969,21349889
2024-08-09,799.9376104147318,813.6130263830515,793.6145621891944,808.07421875,15320885,454.02427391323624,454.02427391323624,449.55695973352357,452.1097106933594,9556181
2024-08-12,804.4470175738744,806.799799123275,795.2320861451166,796.6044921875,16120449,448.5541002742936,455.84764972526483,448.5541002742936,450.92449951171875,9425644
2024-08-13,797.4868163142143,803.8588683191833,779.3999798102883,781.8507690429688,17585172,452.15526355477385,453.8875038800431,445.13522751757506,446.7306823730469,8056478
2024-08-14,785.183846292551,793.2224467373169,784.6446846418667,787.1934814453125,11788665,448.5085016768149,454.93597422607183,446.6395336172972,448.7364196777344,9609981
2024-08-16,787.1934703278642,798.85925054641,787.1934703278642,796.1143188476562,11427335,450.833335370804,459.67677341741495,449.1466901515516,458.2636413574219,13643352
2024-08-19,798.9572597142997,809.1525664711355,796.6044782061931,797.682861328125,10151482,460.1782036565068,464.32640951224664,455.4829714833437,457.16961669921875,10591508
2024-08-20,801.8492361476191,806.7998184496117,797.3397480422,804.1529541015625,10347493,456.7593256186916,458.94740189187496,453.75073880198227,454.75360107421875,6888634
2024-08-21,804.1529595522029,804.8391925113443,795.2321105845307,799.4964599609375,14607257,455.84766424126957,464.0529437527386,454.9815584669918,460.7708435058594,8801221
2024-08-22,802.8785556624933,807.6821265102021,801.0159319051235,804.1529541015625,7832917,463.0044670797505,463.5970596598946,457.16961601684477,459.9958801269531,8686423
2024-08-23,805.3293192807621,805.8194771135562,798.4671096216442,799.3003540039062,5537747,460.45171515256504,462.18392662579055,455.80207815406663,461.135498046875,8195369
2024-08-26,801.8982298568817,807.2409623037237,797.7808920155667,799.0062866210938,8523795,461.31782468341106,463.1412264870548,457.67104997039354,461.0443115234375,8126402
2024-08-27,801.702163529934,803.3197083604263,795.0850325876467,799.839599609375,12833290,462.73093528684996,462.77653044282096,455.847627025735,456.3946533203125,8260450
2024-08-28,798.7121942115388,801.1139795760346,790.6245899129868,793.467529296875,10371300,456.2123437617104,457.94458422323976,452.65675920109425,453.3861083984375,8081932
2024-08-29,793.6145275853862,799.937575535221,791.0657308125117,798.4671020507812,18247268,454.02427560774544,462.86771368427515,453.4316541292554,460.497314453125,19389694
2024-08-30,801.0650084127782,804.5451172254517,798.3200765507661,799.5454711914062,8911426,457.6254612839912,464.1896905333773,456.0300063539427,457.57989501953125,15523349
2024-09-02,801.2119858304522,809.1525786646832,797.04564422928,805.966552734375,11813750,459.49448026617716,467.6085696752679,458.85629248475635,465.0102233886719,16497266
2024-09-03,805.966591337859,809.6917790988241,800.3297759604034,808.5643920898438,10548350,465.0101951235504,470.3892102248928,463.0500656317912,464.4176025390625,12481552
2024-09-04,799.3984149013352,802.5354369721819,797.6338586845211,800.427734375,10789570,455.8476475462073,465.0101939214988,455.8020812824538,461.6369323730469,8739052
2024-09-05,802.2413336710257,805.9665812189434,798.369134501237,802.6334838867188,8395074,463.4603086443522,466.6968425307686,462.27512346983656,466.05865478515625,11318636
2024-09-06,795.5262015930762,796.8986675256167,761.7053094735923,767.0970458984375,40220096,466.7880172017965,466.7880172017965,453.2493464731528,457.3975524902344,14245025
2024-09-09,769.5477977846319,772.6848198824725,755.8233784610844,768.8125610351562,21322103,457.67105577087847,467.38059970737794,456.16676226622855,466.5600891113281,14265060
2024-09-10,772.4887444671417,773.2729850328517,762.1954299786836,767.2440795898438,12824701,466.6968459549575,469.52308122545986,463.8249866314957,468.2467346191406,11332248
2024-09-11,764.6952691046852,772.4887910829905,750.3336796377038,753.4706420898438,20060665,467.69973107275973,473.6257439602737,466.74243495355415,468.9305114746094,15497555
2024-09-12,759.7446278215249,774.3513549221617,757.5389176117205,772.24365234375,17578964,469.61425271712204,474.5374027816373,463.6426451989518,473.6257019042969,19085324
2024-09-13,775.429725098296,779.3509879306515,769.6458384870828,775.2826538085938,12950936,473.6257080193676,474.0815440167886,466.7879946924352,468.4746398925781,9165077
2024-09-16,775.2826362662203,779.3509702962235,768.9596479590956,770.0869750976562,9553736,470.34362273274417,471.3464850740398,464.69112327323506,465.9674987792969,7821668
2024-09-17,770.1360013393838,771.9986251303302,765.1854189481497,767.4891967773438,10665630,465.9218864737128,468.20112423719047,461.5457337870447,462.9132995605469,10889862
2024-09-18,768.3714262748396,779.1058950529456,766.6068699986203,777.145263671875,18324412,463.0044794093549,467.15268536936793,460.4973235485926,462.5486145019531,5638729
2024-09-19,779.3999767062683,785.5759535812824,768.6165041254203,774.400390625,10645478,464.96459551918156,469.34074825372676,462.685357730768,463.369140625,14461616
2024-09-20,779.203920907502,779.203920907502,764.1560986394321,766.3128051757812,21372244,466.78799784894,471.6655817468218,463.14122316210313,468.97607421875,24725118
2024-09-23,770.5281215390131,789.1541193879206,769.0576480246257,786.0661010742188,17309545,469.93336635185545,473.580141232498,468.2467499449426,471.3009033203125,8105508
2024-09-24,783.5173029793567,788.4188813527027,780.8214348740164,782.5369873046875,15180653,471.34646193720454,472.07581107793266,468.74814478800965,469.7510070800781,7015487
2024-09-25,782.1939054186181,782.2919130531816,773.1749891911104,777.4883422851562,18465571,469.978932353214,473.44338416672934,467.061506850851,471.847900390625,8802667
2024-09-26,780.331278301596,787.193488035404,776.0178653925714,786.0661010742188,23198842,471.93907909068867,477.50044603773256,471.3464864947561,476.5887451171875,16086557
2024-09-27,786.0661024227028,792.095067775522,782.7330650179391,786.8504028320312,15193681,474.30950915137026,481.83097676370437,474.30950915137026,476.54315185546875,17916386
2024-09-30,786.1151665701419,786.8013396781569,770.9692773696576,772.3907470703125,15484573,474.6285705979751,478.047427263378,468.6569629993216,472.3949279785156,10936940
2024-10-01,772.4887361629332,784.5956105690549,772.4887361629332,781.2625732421875,13280535,472.39490247305895,473.8536007022903,468.61137143493846,470.6170959472656,5285319
2024-10-03,774.3514108096929,788.1738385219239,768.861606879953,778.4686889648438,15944135,463.6426448944806,470.161249819359,463.2323751658065,467.4717712402344,16481353
2024-10-04,776.4100140404223,793.9086248930724,769.7928832389414,780.968505859375,20097454,464.9646155648812,471.6656015344404,457.260796130997,459.0841979980469,18930962
2024-10-07,784.2525262685198,788.1737888998624,750.3336284408941,755.4802856445312,24267990,462.2295469719965,469.47753046957075,462.00162895956305,465.14697265625,17114457
2024-10-08,757.0487719081607,768.9596311652928,757.0487719081607,766.0676879882812,8560960,464.964610200732,467.28944322025905,461.317835402975,463.09564208984375,9868331
2024-10-09,771.214345767345,788.5168813576186,766.6558539907494,781.7037353515625,18758697,464.7822693286866,464.7822693286866,447.2321211477684,448.28057861328125,24874940
2024-10-10,783.2722306646576,788.6149631033948,779.3509679329196,781.4096069335938,10241015,451.60828794604396,451.88180111030306,446.22927276700216,448.5997009277344,13292273
2024-10-11,781.5076533317213,786.8993894424932,777.3903156076607,784.0074462890625,14322720,449.4658135509857,450.3319193215231,444.3603114582125,445.08966064453125,14949380
2024-10-14,786.2131901126612,793.3204789260238,785.036799307843,789.3012084960938,8967564,447.64240464295625,454.9359830741221,445.4999233829581,453.0669860839844,6970606
2024-10-15,789.6442795500336,791.6049109083206,785.821024467886,788.81103515625,6252104,454.024264650634,455.3006401045124,450.83332601593787,454.52569580078125,8347216
2024-10-16,786.9974153952073,793.0753845737652,786.2621786357137,789.5952758789062,6494240,452.2008833474638,454.79922952979206,448.87318798542856,449.64813232421875,6939430
2024-10-17,793.5655446321986,803.3687014528558,790.1344397449686,795.0850219726562,18580553,451.2891822969338,451.2891822969338,444.9073336349127,445.72784423828125,7669729
2024-10-18,795.1340535689559,806.4076843065691,787.0955125621578,804.2510375976562,11704698,445.5910443421621,448.1437951165415,436.1550144021536,443.7220764160156,22616838
2024-10-21,808.4663723240905,810.1819248045383,793.0754038184709,797.927978515625,10359618,443.72210571019014,444.54264518224113,435.1977471460307,440.9414367675781,7680088
2024-10-22,797.9769793065807,800.7708551163644,771.9986132726441,774.841552734375,16645356,440.94143646609285,445.27199403454927,438.34309036731116,439.2547912597656,12772970
2024-10-23,774.4493999917999,776.9981968684108,764.4501679238956,770.5281372070312,13866198,438.5254539217694,440.62234002608295,437.15791699336745,437.932861328125,10553961
