,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2025-06-03,1416.6421539546416,1420.8253977642241,1397.8173136420837,1399.908935546875,11252626,1535.4933708621093,1543.6682714095227,1512.4461724234918,1519.734619140625,6853403
2025-06-04,1409.0722382665938,1420.0284799827916,1400.506473605418,1417.8372802734375,8126827,1519.7346010168856,1533.8190332918903,1518.158749909477,1527.8109130859375,4548307
2025-06-05,1422.3193687346825,1448.913106617055,1417.9368477633755,1436.662109375,13716817,1524.5607331925255,1544.0621159555858,1518.3556767230737,1530.8642578125,6948539
2025-06-06,1435.2676355449807,1445.7258660607492,1431.28354772945,1437.7576904296875,8182161,1531.2581829658582,1545.2441474823067,1519.8331118292815,1540.2210693359375,3960020
2025-06-09,1451.204075048637,1451.70208605586,1439.5506661134996,1443.0367431640625,7885125,1554.2069160448225,1564.0561360451065,1547.3124620446238,1549.183837890625,2903202
2025-06-10,1444.2318404180787,1448.1163503747662,1430.2875329933524,1432.777587890625,7913181,1560.116482612782,1583.2621501262925,1553.7144894707471,1571.935546875,8591925
2025-06-11,1440.0485867347081,1462.7578142878924,1437.3592545136698,1443.13623046875,8195700,1566.1244242034918,1609.9534525332194,1566.1244242034918,1606.5062255859375,10597410
2025-06-12,1447.7179200254843,1451.2039968882907,1428.6939248911115,1435.865234375,8828114,1592.6188275892266,1603.452969273507,1574.0037782857437,1584.345458984375,10483574
2025-06-13,1418.335338487147,1429.7895915718395,1408.6739736495979,1422.2198486328125,9757276,1552.2369998927122,1584.7394243828517,1546.5244044661895,1577.844970703125,6968315
2025-06-16,1421.223780491138,1436.6621211041454,1418.7337255535563,1432.0804443359375,8458093,1575.875214344727,1610.1505483486199,1573.01891647278,1599.31640625,5591842
2025-06-17,1442.2398094911548,1442.2398094911548,1420.12817043809,1425.506591796875,10366599,1596.2630097727385,1622.5604988569514,1591.2399317053334,1615.173583984375,7622083
2025-06-18,1424.3114328610282,1437.0605628519918,1420.028489708749,1424.4110107421875,6681735,1596.5585788351507,1619.9011823893957,1596.5585788351507,1608.2791748046875,5629707
2025-06-19,1424.4110453044384,1434.1721095891817,1420.0285241646616,1427.598388671875,10007230,1599.4148737815738,1605.4228739879738,1587.2018168292147,1593.997802734375,5147760
2025-06-20,1425.3075053013417,1465.148385952672,1422.4190171371765,1460.367431640625,29010635,1594.58871180959,1606.1122510729595,1584.6410236941556,1598.429931640625,9202821
2025-06-23,1447.2199506188397,1457.9770367383994,1436.2637087352834,1451.0048828125,5989078,1576.8601291540897,1576.8601291540897,1551.6461498856431,1560.116455078125,7943676
2025-06-24,1459.1721495093714,1469.1323689599471,1437.359244595668,1445.0286865234375,16402744,1576.860073737694,1584.739449496533,1552.827953627288,1557.7525634765625,8083992
2025-06-25,1458.1762135192969,1466.5428226679085,1454.690136506102,1461.463134765625,7525851,1566.025955644839,1595.4751470327865,1561.199813873949,1590.550537109375,7813533
2025-06-26,1463.2558362824063,1492.8377614283193,1459.2717484446844,1489.3516845703125,14657893,1584.5425210067874,1599.5132869304996,1582.3756205245834,1591.6339111328125,6519233
2025-06-27,1493.4353527246628,1515.9454247275912,1490.9452978220222,1509.3717041015625,11117052,1594.5886581952298,1605.0288069577266,1578.238977654369,1583.7545166015625,8912268
2025-06-30,1507.7781788170053,1518.734421010171,1490.0489382705405,1494.630615234375,8409527,1590.648993297183,1590.648993297183,1570.064099926214,1577.6480712890625,6294505
2025-07-01,1494.630607775488,1525.3081343971446,1494.132596769193,1522.320068359375,10368523,1584.7395342639384,1593.308307768125,1576.3676970723639,1582.57275390625,4178937
2025-07-02,1522.3200879079554,1523.9136988316197,1502.6983810571346,1512.75830078125,6361002,1593.6038341220215,1624.1364168524187,1579.2239966239758,1586.2169189453125,8653641
2025-07-03,1514.7502729656235,1525.8060926058627,1506.9812529023668,1511.76220703125,11283291,1594.0962765801005,1607.786716594206,1590.6490495377586,1594.293212890625,5259695
2025-07-04,1517.9375659885409,1523.913698138102,1511.1645675851503,1521.2244873046875,6603501,1600.4981989662078,1618.6207872342948,1587.9897380569496,1615.96142578125,4411273
2025-07-07,1520.5271677380254,1538.65484117058,1518.933556847784,1535.367919921875,7251074,1615.2721260131761,1619.2118141254034,1598.5284515362102,1602.4681396484375,3294523
2025-07-08,1529.8897875590692,1538.7544076502807,1524.1128113419518,1531.4833984375,7171261,1603.4529602070286,1621.378491891406,1597.0509674297891,1613.9915771484375,4590681
2025-07-09,1530.586937987722,1544.8301010282516,1504.0927774643353,1512.9573974609375,8870660,1613.1052929685202,1613.3022292758048,1599.1193284889714,1609.0670166015625,4580828
2025-07-10,1513.654605815878,1518.6347158851345,1501.5031858807802,1511.16455078125,10047129,1614.1886858160015,1614.1886858160015,1582.868118202301,1591.43701171875,5330179
2025-07-11,1505.9852937598653,1508.9733598189127,1484.3716645666439,1489.2520751953125,7234991,1555.2902357933656,1582.8680505457567,1539.433016356687,1570.85205078125,11391755
2025-07-14,1486.263916129696,1494.0329360309418,1473.2160528053016,1477.7977294921875,10311846,1567.7988696310574,1567.7988696310574,1536.2813659941348,1546.623046875,9173426
2025-07-15,1480.2878335086834,1490.5469086437597,1476.503022895967,1479.4910888671875,8132454,1541.5013602388092,1579.4208563061295,1540.4179701114037,1561.6922607421875,7614807
2025-07-16,1467.1403332858122,1485.068728397248,1465.6463003598592,1479.690185546875,10409983,1555.1918577227598,1587.6942841349517,1554.6993967165145,1583.6561279296875,6223491
2025-07-17,1481.4830970988435,1483.674296790977,1468.0368005528198,1470.52685546875,11854613,1573.9053927711557,1585.7244570472844,1556.2752645133157,1559.6240234375,7374814
2025-07-18,1478.8934598804974,1478.8934598804974,1463.2558421043927,1470.12841796875,10296318,1568.0942241264431,1575.1857343566385,1556.176692489401,1562.1846923828125,5161833
2025-07-21,1459.1722169809668,1470.128458883213,1417.4388712363768,1422.9169921875,22442744,1556.1767745731315,1565.041072656143,1543.1758521432762,1560.4119873046875,3682661
2025-07-22,1421.721828538219,1426.2039275426996,1405.0881881707605,1407.179931640625,20396320,1541.4029254290974,1561.889351060241,1541.4029254290974,1547.2139892578125,8473741
2025-07-23,1420.3273163904719,1420.3273163904719,1408.7734859597779,1418.932861328125,8354596,1552.5325511946266,1567.897309898412,1526.629055261839,1550.7596435546875,8035026
2025-07-24,1413.554298653669,1417.3392306864348,1390.4466381154343,1397.3192138671875,14740507,1556.1767861186595,1558.1466301517212,1524.8562179010848,1529.0914306640625,14169664
2025-07-25,1393.3351272649268,1395.4267490386208,1378.593953801798,1386.1636962890625,11854722,1520.12860228797,1526.1366022975346,1488.512630894258,1492.84619140625,10851259
2025-07-28,1386.7614543919697,1402.199795115413,1379.490445288333,1382.080078125,7748361,1491.0734115180542,1496.392014262957,1460.14683725966,1493.1417236328125,6439855
2025-07-29,1377.4984422704579,1414.550412474214,1377.4984422704579,1411.4627685546875,10750072,1490.0884773327002,1494.3235696797126,1473.5417400906863,1490.8763427734375,7070448
2025-07-30,1412.458776601272,1417.6381639620695,1395.7256799199,1404.4906005859375,7209849,1496.9830114866083,1498.7557989957106,1483.2925712781332,1496.0965576171875,5719051
2025-07-31,1382.5780559389787,1397.0203743336986,1376.7015020683227,1384.669677734375,17065827,1486.936711768862,1504.0743788045277,1474.428250322285,1486.247314453125,6851407
2025-08-01,1381.3828853186424,1400.3073026227253,1378.7932525308158,1388.15576171875,10321171,1471.3749358302919,1476.1024890867666,1443.4031282013243,1447.4412841796875,8702978
2025-08-04,1389.5502251510159,1410.466686507784,1386.1637261382157,1405.885009765625,6312820,1439.4634841975633,1460.4423706154291,1429.1218033326475,1458.177001953125,8610216
2025-08-05,1405.38696851784,1405.38696851784,1382.5780415934858,1386.1636962890625,9315972,1456.4040844682859,1456.4040844682859,1433.0614816224124,1438.2816162109375,10213323
2025-08-06,1386.3630773472378,1390.3471654369864,1377.797312271222,1387.259521484375,5834312,1430.1067078263497,1434.14486387826,1408.7339490588547,1415.037353515625,10566934
2025-08-07,1382.1796145349972,1388.1557462486337,1360.5659868045632,1383.8729248046875,9976705,1408.4383894942564,1420.2574529025999,1392.876574581379,1415.234375,9892020
2025-08-08,1379.4904158119157,1391.6418351007062,1359.569976594415,1362.35888671875,8793606,1403.5138318764698,1411.590144080286,1395.7329241309972,1401.6424560546875,10048009
2025-08-11,1364.5501609316866,1382.4785572067015,1355.7851185633474,1380.6856689453125,9997486,1398.4907470266712,1411.7871937906966,1392.6796832838538,1406.66552734375,6625368
2025-08-12,1376.4028464986861,1396.3232867936674,1369.7294260490362,1374.9088134765625,12244664,1406.6655976905836,1419.2726477892124,1399.5742071536924,1402.62744140625,9899184
2025-08-13,1382.4785186353236,1386.2634508216695,1372.0202877666845,1377.0999755859375,7457021,1403.5138705026145,1412.3781686321047,1400.953097311154,1405.0897216796875,10318063
2025-08-14,1377.300048828125,1380.699951171875,1370.0999755859375,1373.800048828125,7126128,1404.6956380205245,1447.835267553816,1404.6956380205245,1425.8714599609375,12902347
2025-08-18,1390.0,1394.9000244140625,1377.0,1381.699951171875,11785109,1442.6151494914589,1442.6151494914589,1408.0444126749926,1414.1510009765625,7254561
2025-08-19,1390.0,1421.0,1389.0999755859375,1420.0999755859375,14384719,1411.0977408332749,1427.5460108318366,1411.0977408332749,1418.2877197265625,3986094
2025-08-20,1413.0,1424.9000244140625,1410.0,1413.0,8725641,1418.9770874002822,1476.3980885005715,1418.9770874002822,1473.6402587890625,10413061
2025-08-21,1425.0,1431.9000244140625,1420.300048828125,1424.800048828125,11021323,1485.262351237006,1485.262351237006,1461.9197483180794,1473.8372802734375,6565539
2025-08-22,1420.0,1423.4000244140625,1407.9000244140625,1409.199951171875,5818868,1475.5115598317454,1481.6181481033814,1463.6924963469764,1465.0714111328125,5543397
2025-08-25,1414.699951171875,1419.5,1405.699951171875,1412.5999755859375,5979407,1483.981859694785,1515.7948868943363,1483.981859694785,1508.9989013671875,10694531
2025-08-26,1408.0,1410.0,1381.5999755859375,1384.9000244140625,12145259,1500.03616013844,1515.2039825206518,1495.7024794249892,1506.53662109375,15994798
2025-08-28,1389.9000244140625,1392.199951171875,1366.5,1385.9000244140625,13161813,1506.5366438633127,1506.5366438633127,1475.413133190423,1477.4814453125,5443364
2025-08-29,1381.0999755859375,1403.5,1350.0,1357.199951171875,18758842,1479.254311487481,1479.254311487481,1445.5699084151588,1447.4412841796875,8169075
2025-09-01,1356.0,1363.199951171875,1340.5999755859375,1353.9000244140625,11232238,1454.4343120627393,1480.7318023736236,1453.941851048263,1476.7921142578125,4546057
2025-09-02,1354.800048828125,1384.5,1354.5,1366.5,11517006,1476.7920565936874,1489.9900353122632,1463.8896025641538,1476.1025390625,5218763
2025-09-03,1369.699951171875,1376.5,1360.5,1372.5999755859375,7847563,1477.3829894013984,1479.2543652339205,1450.7900955921732,1456.798095703125,4623483
2025-09-04,1371.800048828125,1374.0,1357.0999755859375,1359.300048828125,13223177,1461.6242804276317,1461.6242804276317,1438.0846200594328,1440.94091796875,5787724
2025-09-05,1363.0,1381.0,1359.300048828125,1375.0,5777575,1447.835279098319,1450.4945202945664,1411.3931666312185,1422.8182373046875,5466487
2025-09-08,1380.0,1386.0,1372.4000244140625,1378.5,6986720,1429.1218644887508,1436.0163186937275,1406.7641825159365,1411.2947998046875,3811567
2025-09-09,1376.5999755859375,1381.199951171875,1368.699951171875,1376.199951171875,9754452,1458.6694341238242,1484.474341584966,1450.297597398603,1481.6181640625,13072640
2025-09-10,1383.9000244140625,1388.5,1374.0999755859375,1377.0,7790815,1487.330709756259,1511.756823802922,1486.5428442826578,1509.491455078125,7281071
2025-09-11,1376.0,1385.5,1375.0,1383.300048828125,9766072,1500.922609577238,1504.4683046125388,1483.7849433052634,1486.9366455078125,8003662
2025-09-12,1383.300048828125,1396.300048828125,1380.5,1395.0,7403368,1513.8250582606502,1519.6361218926327,1498.1647749913177,1502.596923828125,12856963
2025-09-15,1393.0,1400.800048828125,1388.5999755859375,1399.300048828125,5396697,1502.5969824151846,1504.4683582651935,1478.5648615170796,1485.6563720703125,6167414
2025-09-16,1404.699951171875,1408.0,1398.199951171875,1405.300048828125,8686961,1485.656397411633,1491.1719366717366,1480.8302554728903,1488.5126953125,8923112
2025-09-17,1407.0,1416.199951171875,1406.9000244140625,1413.800048828125,7519417,1494.028241371192,1503.680405062861,1491.1719434573272,1499.4453125,4795698
2025-09-18,1420.4000244140625,1422.0,1410.699951171875,1415.0,9332642,1526.6291407021617,1531.5537508334592,1515.302537400178,1517.370849609375,9331945
2025-09-19,1414.9000244140625,1417.0,1403.5999755859375,1407.4000244140625,13461373,1521.3104874589542,1527.9095369547413,1497.179898612735,1516.976806640625,12988129
2025-09-22,1403.9000244140625,1410.699951171875,1388.0,1390.5999755859375,7757970,1460.3437656419162,1491.8612688721596,1459.6543683506482,1476.8905029296875,15655204
2025-09-23,1391.0,1395.0,1376.800048828125,1389.800048828125,14014702,1470.4885054191882,1490.186944875574,1470.4885054191882,1474.920654296875,9832164
2025-09-24,1385.300048828125,1396.0,1380.4000244140625,1383.0,5922759,1464.7758845360097,1474.1326431158677,1460.3437357350242,1472.0643310546875,4937004
2025-09-25,1381.300048828125,1384.5,1369.0,1372.4000244140625,11411143,1466.5488557470633,1480.04223903444,1454.2373307659764,1462.4122314453125,9491867
2025-09-26,1372.0,1382.699951171875,1366.0,1377.5999755859375,9879109,1452.7599061754568,1456.404069373631,1419.4694954878144,1427.053466796875,8597058
2025-09-29,1381.5999755859375,1389.0,1368.0,1372.800048828125,14231999,1437.9860786678707,1442.9106885263222,1414.8404123331482,1420.060546875,10513117
2025-09-30,1377.0999755859375,1377.0999755859375,1362.800048828125,1364.0,14604684,1421.2424051491353,1430.303639196793,1416.416263441906,1420.060546875,7556305
2025-10-01,1367.0,1378.5999755859375,1362.699951171875,1368.699951171875,12045916,1424.197180444367,1427.6444073679875,1405.877655696216,1424.000244140625,6250692
2025-10-03,1363.199951171875,1371.5999755859375,1356.9000244140625,1363.4000244140625,12842347,1417.3027030735375,1426.4625254104503,1411.5901076030302,1424.7880859375,6877533
2025-10-06,1360.0,1377.4000244140625,1359.0,1375.0,12396580,1424.7881421800753,1456.5027027407555,1420.5530497148675,1453.744873046875,4630590
2025-10-07,1376.0,1395.9000244140625,1375.9000244140625,1384.800048828125,11244040,1455.4191203786977,1460.5407866669368,1432.0765182081868,1436.5086669921875,5570320
2025-10-08,1384.800048828125,1389.0,1364.5,1367.4000244140625,8525081,1435.0313384295307,1475.4131399913774,1433.061494450904,1472.4583740234375,4657192
2025-10-09,1374.0,1380.0,1369.0999755859375,1377.800048828125,8826633,1479.352867871771,1491.171932062491,1464.5790376333712,1486.5428466796875,7028753
2025-10-10,1377.800048828125,1388.0,1375.0999755859375,1381.699951171875,6373084,1487.2322078030077,1498.755747016607,1476.2011295853695,1492.058349609375,3738353
2025-10-13,1376.9000244140625,1377.699951171875,1367.800048828125,1375.0,7600682,1474.4281763502415,1482.0120273618204,1461.0332617199265,1470.6854248046875,5859355
2025-10-14,1380.0,1388.0,1370.0999755859375,1375.9000244140625,9768174,1476.3980688327763,1491.5658915845438,1464.0865439092208,1467.435302734375,5600789
2025-10-15,1383.0,1384.0,1372.699951171875,1374.300048828125,10882743,1461.5258266826634,1466.1549121391147,1445.373081319078,1452.1690673828125,6986098
2025-10-16,1375.0999755859375,1400.5,1375.0,1398.300048828125,12315932,1451.6765810210527,1452.267510183725,1438.478601982591,1449.312744140625,8005748
2025-10-17,1401.0,1423.300048828125,1399.0999755859375,1416.800048828125,19335561,1432.9630656678505,1436.410292725158,1412.3781714796953,1419.37109375,16959378
2025-10-20,1440.0,1473.800048828125,1433.300048828125,1466.800048828125,24721978,1431.781048131079,1444.8805586841174,1428.136884861602,1438.87255859375,6994246
2025-10-21,1468.0,1474.0,1460.0,1465.199951171875,2066169,1455.7147580634262,1463.5941342911037,1447.8353818357486,1450.19921875,1698704
2025-10-23,1475.0,1482.9000244140625,1444.5999755859375,1448.4000244140625,18707090,1487.2321904325627,1522.6893817276436,1483.292502510887,1505.4532470703125,20358624
2025-10-24,1450.0,1459.800048828125,1441.0,1451.5999755859375,9700837,1516.2874003977408,1519.7346273554492,1495.111577657532,1502.4000244140625,8652257
2025-10-27,1463.0,1485.0,1458.0,1484.0999755859375,14113867,1510.0,1515.300048828125,1498.0999755859375,1504.5,7273211
2025-10-28,1484.0999755859375,1492.0,1477.5999755859375,1486.9000244140625,17631577,1499.699951171875,1506.5,1490.5,1500.199951171875,8211019
2025-10-29,1490.0,1508.300048828125,1488.0999755859375,1504.199951171875,11884745,1500.199951171875,1520.199951171875,1496.9000244140625,1510.4000244140625,4884976
2025-10-30,1500.0,1503.0999755859375,1484.0,1488.5,9318663,1507.0,1508.199951171875,1489.0999755859375,1493.800048828125,5608867
2025-10-31,1490.4000244140625,1497.5,1482.300048828125,1486.4000244140625,8758053,1490.0,1497.0999755859375,1480.699951171875,1482.300048828125,4819814
2025-11-03,1486.0,1495.0,1479.300048828125,1484.699951171875,8452085,1482.300048828125,1491.4000244140625,1474.199951171875,1485.5,5470600
2025-11-04,1483.9000244140625,1492.800048828125,1470.0999755859375,1473.0999755859375,10007806,1479.699951171875,1481.9000244140625,1462.9000244140625,1467.9000244140625,8691330
2025-11-06,1484.0,1501.5999755859375,1476.199951171875,1496.0999755859375,16772678,1478.5999755859375,1483.0,1461.9000244140625,1466.699951171875,7944752
2025-11-07,1494.5999755859375,1498.4000244140625,1475.9000244140625,1478.0,7821765,1470.0,1480.9000244140625,1449.0999755859375,1476.800048828125,8765759
2025-11-10,1477.9000244140625,1501.0,1475.5,1489.300048828125,7068438,1490.0999755859375,1520.0,1490.0,1513.5,9787975
2025-11-11,1497.0,1498.800048828125,1480.199951171875,1493.4000244140625,7127506,1525.0,1533.4000244140625,1511.0999755859375,1530.300048828125,13692989
2025-11-12,1505.0,1524.699951171875,1500.0,1511.5,12384459,1540.0,1559.199951171875,1538.0999755859375,1551.699951171875,14635417
2025-11-13,1515.0,1522.0999755859375,1506.800048828125,1510.9000244140625,7196443,1557.0999755859375,1557.5,1530.300048828125,1541.800048828125,19655689
2025-11-14,1505.5,1520.9000244140625,1505.5,1518.9000244140625,7682823,1520.0,1530.0,1488.800048828125,1502.800048828125,9739549
2025-11-17,1520.9000244140625,1523.699951171875,1511.5,1518.300048828125,5871416,1496.0,1510.199951171875,1492.5,1507.5999755859375,7910354
2025-11-18,1521.699951171875,1527.800048828125,1510.5,1519.4000244140625,11045042,1506.0,1506.0,1483.199951171875,1486.4000244140625,7525119
2025-11-19,1517.4000244140625,1522.300048828125,1512.0,1518.9000244140625,5692366,1490.5,1543.0,1490.5,1541.0999755859375,10981126
2025-11-20,1530.0,1550.9000244140625,1526.699951171875,1549.0999755859375,18171724,1555.0,1555.0,1534.0,1536.5,7387584
2025-11-21,1541.0,1557.800048828125,1540.0999755859375,1546.5999755859375,9615271,1531.0,1551.5,1526.300048828125,1545.0,9186302
2025-11-24,1550.0,1550.0,1531.800048828125,1535.9000244140625,18433951,1563.5999755859375,1585.0,1541.0,1548.0,19270381
2025-11-25,1535.9000244140625,1559.5999755859375,1525.0999755859375,1539.699951171875,15033482,1549.0,1550.5999755859375,1525.9000244140625,1530.5999755859375,8107952
2025-11-26,1542.300048828125,1571.5999755859375,1540.5,1569.9000244140625,14054299,1532.0999755859375,1560.300048828125,1532.0999755859375,1557.9000244140625,7575038
2025-11-27,1575.0,1575.5,1556.0,1563.4000244140625,9794643,1564.0,1574.300048828125,1552.199951171875,1566.4000244140625,7552252
2025-11-28,1568.0,1581.300048828125,1563.0,1567.5,8959508,1565.0,1568.4000244140625,1557.0,1560.0999755859375,4453221
2025-12-01,1575.0,1577.5,1563.5999755859375,1566.0999755859375,8920233,1562.5,1574.0,1556.0,1564.0,5341800
2025-12-02,1561.0999755859375,1567.5,1542.0,1546.300048828125,11389150,1567.0,1579.9000244140625,1556.0999755859375,1561.0,6335969
2025-12-03,1545.199951171875,1552.4000244140625,1533.0,1538.800048828125,6090883,1555.0999755859375,1586.0,1554.0999755859375,1578.699951171875,12895312
2025-12-04,1536.0,1560.5,1517.5999755859375,1535.5999755859375,11867930,1568.0,1599.0,1568.0,1597.5999755859375,12609619
2025-12-05,1530.4000244140625,1545.800048828125,1520.5999755859375,1540.5999755859375,10183266,1610.0,1631.800048828125,1600.0,1616.199951171875,10344725
2025-12-08,1539.199951171875,1551.0,1535.0,1543.0,11301491,1617.0999755859375,1630.0,1600.199951171875,1610.800048828125,7550413
2025-12-09,1540.300048828125,1542.5,1520.0999755859375,1529.4000244140625,11503971,1601.199951171875,1606.9000244140625,1582.4000244140625,1599.0,6957599
2025-12-10,1534.0,1547.5,1531.4000244140625,1536.9000244140625,7991629,1608.0,1608.0,1582.800048828125,1584.800048828125,5116140
2025-12-11,1536.9000244140625,1550.0,1524.0,1545.0,4706197,1598.0,1607.4000244140625,1580.5,1598.0,5159319
2025-12-12,1550.800048828125,1559.800048828125,1546.0999755859375,1556.5,5106655,1601.4000244140625,1601.800048828125,1582.5999755859375,1598.199951171875,4633912
2025-12-15,1551.199951171875,1558.5999755859375,1546.5,1556.199951171875,5774543,1585.0,1610.800048828125,1585.0,1606.800048828125,4190558
2025-12-16,1545.0,1551.699951171875,1538.800048828125,1542.300048828125,11731856,1600.0,1603.0,1585.5999755859375,1592.9000244140625,5499258
2025-12-17,1550.0,1550.0,1539.300048828125,1544.4000244140625,7116649,1587.199951171875,1606.9000244140625,1586.0,1602.0,4817628
2025-12-18,1535.199951171875,1551.5,1535.199951171875,1544.4000244140625,6580829,1610.5,1630.0,1606.699951171875,1626.800048828125,6577293
2025-12-19,1554.4000244140625,1574.199951171875,1551.0,1565.0999755859375,13937275,1650.0,1654.9000244140625,1629.800048828125,1638.699951171875,13149023
2025-12-22,1573.5,1577.5,1565.300048828125,1575.4000244140625,10184852,1664.0,1693.199951171875,1664.0,1689.5999755859375,23098923
2025-12-23,1580.9000244140625,1580.9000244140625,1568.0999755859375,1570.699951171875,7506564,1679.0,1679.0,1656.4000244140625,1668.300048828125,6593060
2025-12-24,1572.699951171875,1575.699951171875,1553.5999755859375,1558.199951171875,8815745,1661.0,1667.5999755859375,1652.5,1663.4000244140625,4271167
2025-12-26,1554.699951171875,1561.0,1554.300048828125,1559.199951171875,2311495,1663.4000244140625,1668.800048828125,1651.699951171875,1656.0999755859375,2006491
2025-12-29,1554.9000244140625,1558.0999755859375,1543.5999755859375,1545.5999755859375,5972105,1658.0,1673.0999755859375,1637.0999755859375,1644.699951171875,4062817
2025-12-30,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815884,1647.0,1647.9000244140625,1616.800048828125,1621.5999755859375,9395937
2025-12-31,1541.0,1577.0,1541.0,1570.4000244140625,5771830,1621.0,1628.5999755859375,1609.199951171875,1615.4000244140625,6538656
2026-01-01,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6408128,1615.4000244140625,1639.5999755859375,1614.0999755859375,1629.800048828125,3658165
2026-01-02,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6602230,1635.9000244140625,1643.5,1627.5,1640.4000244140625,2524526
2026-01-05,1593.0,1611.800048828125,1575.300048828125,1578.0999755859375,8704973,1637.0,1637.0,1583.0999755859375,1606.4000244140625,5917885
2026-01-06,1569.0,1569.0,1496.300048828125,1507.5999755859375,27417125,1600.0999755859375,1619.9000244140625,1599.0,1612.199951171875,4466729
2026-01-07,1510.0,1520.0,1498.0,1504.199951171875,11199340,1615.0,1642.0,1615.0,1639.0,4508079
2026-01-08,1500.0,1503.9000244140625,1468.800048828125,1470.5999755859375,16518684,1638.9000244140625,1644.300048828125,1608.5999755859375,1613.300048828125,3942131
2026-01-09,1465.0,1479.9000244140625,1465.0,1475.300048828125,8335311,1610.0,1631.300048828125,1607.0,1614.0999755859375,6816681
2026-01-12,1475.300048828125,1485.300048828125,1451.0,1483.199951171875,8883745,1610.0999755859375,1613.300048828125,1592.5999755859375,1595.9000244140625,6985362
2026-01-13,1485.0,1485.800048828125,1444.699951171875,1452.800048828125,13499760,1618.0,1618.0,1586.4000244140625,1599.0,8080618
2026-01-14,1444.0,1467.0,1440.199951171875,1458.800048828125,8321764,1588.0,1617.0,1583.0999755859375,1599.800048828125,7557157
2026-01-15,1458.800048828125,1458.800048828125,1458.800048828125,1458.800048828125,0,1599.800048828125,1599.800048828125,1599.800048828125,1599.800048828125,0
2026-01-16,1458.800048828125,1480.0,1455.0999755859375,1457.9000244140625,17167161,1663.699951171875,1694.0,1653.4000244140625,1689.800048828125,19335957
2026-01-19,1450.5999755859375,1450.5999755859375,1403.300048828125,1413.5999755859375,20392765,1685.0,1685.0,1666.5,1681.199951171875,5104958
2026-01-20,1410.699951171875,1416.0,1390.0,1394.0,13189498,1673.0,1680.199951171875,1652.9000244140625,1658.9000244140625,6406503
2026-01-21,1389.5,1412.9000244140625,1373.0,1404.5999755859375,17352720,1651.0,1657.0,1631.199951171875,1654.4000244140625,6224582
2026-01-22,1410.0999755859375,1419.5,1395.0,1402.5,15721693,1666.0,1671.199951171875,1653.800048828125,1663.5,6228892
2026-01-23,1401.800048828125,1407.0,1381.0,1386.0999755859375,9837802,1667.199951171875,1675.699951171875,1662.199951171875,1670.800048828125,5869137
2026-01-27,1380.0,1391.5999755859375,1368.0,1380.5,26302396,1685.800048828125,1689.4000244140625,1661.0999755859375,1682.699951171875,10673087
2026-01-28,1385.0,1409.9000244140625,1384.9000244140625,1396.699951171875,11121657,1680.0,1688.800048828125,1650.0,1666.5,8588664
2026-01-29,1402.9000244140625,1402.9000244140625,1384.0,1391.0,20846683,1658.0,1666.5,1642.0999755859375,1659.5,4749582
2026-01-30,1382.5999755859375,1398.0,1378.5,1395.4000244140625,11239835,1655.0,1655.0,1618.0999755859375,1641.0,9207926
2026-02-02,1340.0,1392.9000244140625,1335.5,1390.4000244140625,15711165,1662.0,1662.0,1618.0,1629.4000244140625,6784887
2026-02-03,1473.9000244140625,1489.5,1430.199951171875,1437.0999755859375,25456171,1727.199951171875,1728.0,1653.0,1656.0,8805868
2026-02-04,1444.0,1464.0,1440.300048828125,1456.800048828125,8333387,1574.0,1584.9000244140625,1510.0999755859375,1535.800048828125,28828622
2026-02-05,1457.0,1461.5,1439.5,1443.4000244140625,11763658,1534.0,1551.0,1515.699951171875,1520.199951171875,10628127
2026-02-06,1441.5,1452.800048828125,1433.5,1450.800048828125,8277304,1522.0999755859375,1525.0,1480.0,1507.0999755859375,13900866
