,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-10-03,1430.8602791168494,1443.634334423912,1396.4975195620746,1401.3780517578125,37757294,1814.528402429466,1835.9915754881,1806.3656655040093,1818.273681640625,7503887
2024-10-04,1398.34020617394,1411.711728297617,1376.2782950115372,1381.0093994140625,37072876,1814.5764408447044,1876.5651542030093,1811.1672509312862,1842.0416259765625,10001483
2024-10-07,1387.9566419173104,1390.9447078848398,1355.9594355150189,1365.272216796875,22181340,1846.8911139011777,1864.9452133204372,1840.0249057901142,1857.55078125,6112575
2024-10-08,1367.513224520688,1395.4267642320656,1359.669551595401,1391.791259765625,17020808,1861.007899519078,1880.2622839615105,1830.7096956078074,1871.2353515625,5637391
2024-10-09,1391.9656892391695,1395.4019165531051,1367.0402140253339,1369.1318359375,14310610,1875.07665925967,1898.5564839074102,1867.9221904384558,1875.2686767578125,4857163
2024-10-10,1374.5352199766685,1380.4864268287754,1363.9774115920343,1365.595947265625,22358646,1880.214459242611,1886.0723999723164,1838.1523089309171,1842.85791015625,4782119
2024-10-11,1364.5501018082973,1377.7723178051706,1363.3797273571677,1366.6417236328125,7980122,1841.8974879353766,1869.7468243014484,1834.3109211351211,1858.3189697265625,4709431
2024-10-14,1373.962442591221,1374.5849563155427,1362.8070452852592,1367.0650634765625,12221432,1855.4860705732615,1891.354071794841,1854.477685639696,1881.1746826171875,3751378
2024-10-15,1353.1207855156183,1366.243302159234,1335.3666207605413,1338.678466796875,33762794,1882.2310163628915,1912.433094709219,1874.3083602991192,1881.558837890625,5353705
2024-10-16,1334.6695151768993,1358.5740438069333,1332.3039628645522,1348.6884765625,20034438,1877.42944464905,1881.7989564876755,1840.312977195666,1843.9141845703125,3111512
2024-10-17,1360.2671814831224,1363.0062419523483,1346.6715786036464,1351.0291748046875,15543660,1858.415027332384,1899.516854492198,1853.5654717255002,1890.0096435546875,8162822
2024-10-18,1346.796043723323,1362.9814005892638,1335.9891081789099,1353.8927001953125,12082452,1818.6577602233042,1859.9995499352583,1795.0818094027522,1805.0211181640625,10526196
2024-10-21,1361.686598848784,1368.5342502099143,1352.3239675798945,1363.7532958984375,14067408,1816.0647726492866,1823.4593218230411,1765.071701772492,1779.2364501953125,4654601
2024-10-22,1363.7532474009167,1370.5262455038624,1334.8935348257999,1338.006103515625,15831960,1784.4701814346959,1803.2925852339904,1773.666559613223,1778.132080078125,4125240
2024-10-23,1332.1793705575924,1352.0748848775756,1329.689315659354,1333.2003173828125,17214742,1772.034052723245,1811.1671716222952,1770.8336503030287,1799.067138671875,4311910
2024-10-24,1329.9633130042932,1338.3547254831988,1317.8616212723593,1334.4703369140625,22155934,1787.5433126309072,1809.2465653946333,1786.198838446931,1789.4158935546875,2906475
2024-10-25,1338.1555171764887,1339.002111534351,1316.7410448137834,1322.5677490234375,18597496,1789.5119595392343,1801.9001366151979,1773.1385399992107,1788.1676025390625,4689120
2024-10-28,1331.6813526124565,1347.6177038778262,1316.8406011796387,1329.0418701171875,10824350,1785.9107053224764,1807.2299232087717,1783.3178829165497,1791.3365478515625,7018940
2024-10-29,1322.8167478889227,1337.856655249044,1315.0478495098762,1334.66943359375,12008361,1792.9391324904534,1798.378144066303,1776.4277753656768,1786.4317626953125,4621252
2024-10-30,1329.6893351932274,1344.62966480214,1320.0776988278842,1338.553955078125,11984423,1779.3414895531696,1786.1402834543007,1744.716179758669,1750.3009033203125,5919715
2024-10-31,1334.6694245700712,1337.6574904459744,1320.8745447599274,1326.7510986328125,9331650,1736.5091412479787,1736.5091412479787,1696.2991072073619,1706.7401123046875,7395236
2024-11-01,1327.7471304089104,1336.6116286385318,1327.6972806767253,1333.3248291015625,2127335,1713.7816813488193,1715.2385657478123,1701.6895882617994,1710.236572265625,371966
2024-11-04,1332.5280301195805,1334.6695017714562,1279.9878687625326,1296.9700927734375,19796890,1674.9315887150042,1716.2099839138373,1668.6184223904768,1712.956298828125,7336722
2024-11-05,1287.8564249120313,1304.3406373759979,1281.0336986406933,1300.1075439453125,16267479,1709.4111662537578,1717.6182349398387,1694.8423210868225,1703.77783203125,3160880
2024-11-06,1304.7888451117578,1323.0160966964434,1295.0277806900112,1320.0777587890625,21625209,1713.296076841982,1774.6794262747362,1711.9849045771186,1771.280029296875,10421494
2024-11-07,1318.7331565363688,1318.7331565363688,1297.4182609581876,1300.4561767578125,9611974,1760.8390975998175,1773.22261567757,1735.6350435250165,1751.2237548828125,4550965
2024-11-08,1292.4879180085577,1296.4720058402277,1269.9279963447846,1278.6431884765625,19814406,1765.7438769390867,1787.6942446562714,1761.0333078003775,1777.350341796875,4210960
2024-11-11,1273.8622221377802,1280.884225507143,1261.9598084895413,1267.6370849609375,9056552,1776.427742360696,1814.306737413767,1770.163186757311,1806.6337890625,3804234
2024-11-12,1270.4759075040322,1284.1712099692156,1262.4578817905294,1269.1810302734375,10671091,1817.3176807087516,1826.9331420105937,1807.5080155670998,1815.0838623046875,5012450
2024-11-13,1265.196886863478,1270.3761523895544,1244.5294313213271,1247.0693359375,14633633,1807.605094015565,1819.3572716489662,1802.943134866599,1814.6953125,4257495
2024-11-14,1248.613186761178,1267.537605244334,1246.1231316976048,1262.5574951171875,12612633,1811.9758027067253,1822.0768923467604,1802.6517655626797,1810.9560546875,4311431
2024-11-18,1262.55746761959,1267.8364328732807,1238.951794764919,1255.7347412109375,13620611,1796.047127993138,1796.047127993138,1743.4050832115965,1759.3822021484375,4839244
2024-11-19,1255.734688515481,1276.4021442257297,1230.236550606767,1236.710693359375,14183746,1773.0284911005574,1806.2454112988496,1768.2208195271305,1772.300048828125,4669769
2024-11-21,1236.7107220331202,1239.0014996478671,1212.407761281373,1218.1348876953125,19433843,1789.0540816629436,1813.3354888516371,1768.26917339711,1781.3326416015625,5436504
2024-11-22,1224.509420421979,1263.8024380613526,1217.586994857739,1260.3662109375,20471957,1800.80625185363,1859.0331371970146,1781.2840242640295,1847.572265625,6301486
2024-11-25,1284.868314871977,1299.260783408558,1277.3483005192684,1281.8802490234375,28923341,1860.9270220152914,1864.1322151458903,1827.9043086809907,1835.3829345703125,12764638
2024-11-26,1289.7986377983043,1292.687125909721,1279.0914013187908,1290.545654296875,9247557,1850.1947027907097,1882.8775020849253,1842.764686697864,1868.8428955078125,6850495
2024-11-27,1288.3543972122054,1298.6632001168684,1280.8842325588682,1288.0555419921875,9572746,1874.6218732216507,1885.5971174937745,1856.799342761259,1869.182861328125,4447143
2024-11-28,1284.818474176107,1291.442044503892,1264.0017125526565,1265.7447509765625,15027412,1859.8586361338635,1859.8586361338635,1798.4266776839897,1803.282958984375,8468790
2024-11-29,1274.9081506356404,1294.3305794929802,1270.177046170391,1287.0595703125,13202307,1797.8925063282472,1823.0480681141644,1791.9678666332622,1804.448486328125,5244346
2024-12-02,1282.876370557777,1306.133460567327,1271.9699779978703,1303.9422607421875,11024152,1805.5655210664468,1828.6814691911163,1782.4495729417774,1825.7677001953125,2868263
2024-12-03,1311.7609017834461,1321.5219654799555,1301.8006823317874,1318.035888671875,16869482,1832.7607276683614,1845.1442460985531,1817.3663382733384,1837.714111328125,4715792
2024-12-04,1320.7251432865569,1323.1156203515295,1298.8625094957517,1303.742919921875,19608540,1829.8469491241563,1858.9360291550868,1821.105642042353,1834.946044921875,4705573
2024-12-05,1309.1214514378748,1324.6593698468237,1300.9541199209712,1316.7908935546875,16858723,1845.386971128795,1893.8526842407528,1834.654541582606,1879.2352294921875,9050038
2024-12-06,1318.6334884089777,1318.6334884089777,1304.7887589399247,1306.3326416015625,9037514,1877.2442779990854,1882.2461532385446,1857.4306251975142,1867.1431884765625,3573331
2024-12-09,1297.8166732313093,1309.7689372979064,1287.9560310594236,1289.9979248046875,14650002,1868.8914196597946,1874.7189577548504,1842.667498232043,1868.3572998046875,4274645
2024-12-10,1284.121290398709,1289.7488386952925,1275.107243177966,1279.73876953125,16043729,1883.2659588503623,1909.101352624084,1876.4671647750902,1892.54150390625,6174921
2024-12-11,1279.8882324099652,1284.8683422637005,1270.9738844056644,1273.115234375,11724373,1898.806057875605,1921.1449526741415,1895.8922889888395,1917.4056396484375,5025612
2024-12-12,1264.9479526569407,1273.1152845047754,1255.5853214463157,1257.876220703125,20906813,1918.4254802729865,1941.3472248051385,1913.9092331296335,1929.8863525390625,6462130
2024-12-13,1254.9877622795104,1270.1272485556606,1234.6688884780408,1267.78662109375,28630222,1913.132112410419,1948.7771714843159,1897.6406217246506,1942.22119140625,5362693
2024-12-16,1269.9280595585296,1275.904191603511,1261.511722229068,1263.2547607421875,9486781,1938.0933607570853,1942.1240981650324,1920.7564592966078,1923.1361083984375,3119221
2024-12-17,1256.033537225462,1258.8721754853295,1237.8561365143116,1240.34619140625,17462791,1911.432375880719,1925.029963920521,1901.7198129951464,1919.78515625,5811050
2024-12-18,1235.714673937889,1254.9378248920182,1235.714673937889,1248.2645263671875,12670179,1910.2669710918078,1927.8951783904936,1905.216367108079,1922.261962890625,3064095
2024-12-19,1234.0712121990753,1239.947766097918,1224.1109925687356,1225.55517578125,14244653,1878.4096320265542,1903.4194810568974,1864.8120442042316,1890.2589111328125,5323592
2024-12-20,1219.1309339507777,1234.5692750261348,1196.7204388413884,1200.50537109375,20312896,1918.3769764514818,1923.038935729017,1856.313672846486,1866.900390625,11056720
2024-12-23,1210.1667348774333,1222.3181546925216,1208.3738466363206,1217.437744140625,10052824,1874.5732490554924,1884.2372017118134,1854.1282567360063,1868.988525390625,2781793
2024-12-24,1217.4377030050357,1228.6429501715868,1216.1428258096823,1217.8858642578125,6734917,1871.6594932162752,1886.1797274213886,1787.111585198432,1854.1768798828125,2360544
2024-12-26,1219.3798917928577,1222.8161189414398,1209.4196721335327,1211.7105712890625,10016178,1854.1769374712999,1864.5693327398988,1847.6209572676305,1852.5743408203125,3623321
2024-12-27,1213.4536884394554,1223.0154756156849,1212.1588111658666,1216.1927490234375,7000397,1854.5168074679777,1868.8428379280153,1849.1748978049127,1861.655517578125,3937500
2024-12-30,1211.5611874241417,1218.3340640862093,1203.294156174512,1205.8837890625,8818766,1860.6357387619842,1860.9271630910612,1832.2751008200871,1851.214599609375,7789055
2024-12-31,1203.1945530395503,1214.2503727116298,1201.3519366916562,1210.6148681640625,6405475,1837.9082915665463,1842.473148621904,1792.0164326986576,1825.9617919921875,3613063
2025-01-01,1210.0172807004092,1221.4218053468785,1206.7802092584152,1216.391845703125,5892590,1820.134214444306,1838.5394729768454,1820.134214444306,1828.389892578125,1838368
2025-01-02,1216.3918076943417,1239.4994683243335,1215.1467802555553,1236.860107421875,15486276,1832.760612498252,1906.236174279187,1831.10952423594,1901.5740966796875,7083645
2025-01-03,1238.9518139936486,1257.0296379589822,1230.5852047154665,1246.1729736328125,15521102,1896.8148627360356,1896.8148627360356,1866.754528958132,1883.0230712890625,6218003
2025-01-06,1248.961727102304,1256.9797527645217,1210.1667191829588,1213.15478515625,14816766,1895.8923485784164,1916.288731426852,1872.5821967516326,1882.1490478515625,7164403
2025-01-07,1217.1388288273843,1239.5493228115217,1216.3918123612464,1235.913818359375,10070505,1889.0935202054077,1902.2540906114118,1868.357221729347,1875.3502197265625,4294832
2025-01-08,1244.0314575822304,1265.9937909556584,1240.395953024955,1260.4658203125,19346579,1874.5246254427705,1882.8774057609294,1834.460303784991,1877.5841064453125,5482050
2025-01-09,1261.9598138402198,1264.6988742096441,1243.0852464738894,1249.758544921875,12794704,1878.4583629543145,1895.74665458795,1855.6338390718154,1862.1898193359375,6833503
2025-01-10,1248.8621307808614,1251.750618829338,1231.0831628192257,1236.959716796875,8120332,1881.3233976824297,1920.9507009797642,1876.709930393327,1910.4124755859375,8036913
2025-01-13,1225.1070543419412,1240.2963897717905,1221.5213994754447,1234.9178466796875,13764861,1899.7773306055078,1925.8070469770787,1892.9785364775742,1905.799072265625,5804152
2025-01-14,1239.1509590647415,1248.3641626627486,1222.3680125031533,1233.822265625,13095266,1912.2579998126723,1915.1232771204202,1875.5930733895989,1884.285888671875,5792162
2025-01-15,1239.9974688456068,1251.9995818882041,1236.90982514039,1247.2186279296875,9578856,1891.036010381721,1901.7684398888914,1881.420549328485,1893.60986328125,2985439
2025-01-16,1253.8920943102864,1269.9280238633037,1246.3223515830243,1261.4119873046875,14117603,1909.4412763032324,1910.41253260361,1861.7526156669912,1873.0191650390625,7533579
2025-01-17,1316.9900509904955,1320.7251333812799,1279.888232575373,1297.169189453125,29366277,1797.7954209897873,1804.5942151264314,1759.9164250856263,1763.2672119140625,16409953
2025-01-20,1310.764916385877,1310.764916385877,1295.0775703121099,1300.2568359375,14040244,1770.5516054927243,1775.407886940151,1741.6082392029957,1761.1790771484375,4333011
2025-01-21,1305.2868371165837,1307.776892128252,1265.1471016946018,1268.6331787109375,14562976,1766.7638099629812,1779.0016155615642,1741.5111463055791,1748.941162109375,7169109
2025-01-22,1273.2149526536994,1277.7966294698952,1263.6530443254642,1272.0196533203125,10273590,1755.448693830049,1812.1700865447272,1753.2633671133483,1803.0887451171875,8373913
2025-01-23,1264.9478840486133,1272.2686211078578,1256.581275301743,1258.6231689453125,8720682,1804.5941442893445,1825.5247642701754,1799.446438649042,1811.8299560546875,5907471
2025-01-24,1260.9638702056575,1267.9360243063209,1238.5533748820974,1241.34228515625,14235970,1811.8786496612856,1840.4336089404926,1810.6645792715367,1821.5426025390625,4887027
2025-01-27,1234.1708090151494,1235.515414368934,1215.1468135462453,1224.4595947265625,9536019,1795.6100112127813,1809.4504129219265,1759.9163436470913,1769.62890625,7652371
2025-01-28,1233.0752790316255,1239.7984277662488,1213.6528493538253,1229.4896240234375,10568025,1777.3990640797924,1809.9361507719634,1772.4456805643415,1777.15625,6999495
2025-01-29,1231.0832160878692,1237.8063647194172,1223.1648896668228,1230.585205078125,5928156,1791.9678626583263,1834.36322360914,1787.5972093347696,1827.1759033203125,5145155
2025-01-30,1230.635044492625,1251.9996679975989,1227.497550840604,1248.0654296875,9269259,1819.3088138415467,1832.9548941080284,1790.9966681783667,1806.4881591796875,7336056
2025-01-31,1250.8541794958078,1261.9598488917904,1244.0314532484974,1260.0673828125,6584612,1817.2205970496623,1842.910279604707,1817.2205970496623,1825.7677001953125,5820470
2025-02-01,1260.0673469134033,1265.495739501575,1236.0632421918099,1259.5693359375,7118453,1826.2533177597818,1836.2571867836969,1792.9391783431893,1798.1353759765625,1701402
2025-02-03,1246.0235355947286,1251.003645649064,1232.6270881824535,1240.94384765625,9252345,1783.2265984737837,1822.6110895629577,1779.7300994439906,1809.741943359375,4823228
2025-02-04,1243.0852829885687,1283.6731787459128,1241.6409781641657,1280.08740234375,16691069,1834.703198206104,1856.2650411997822,1821.1056096540206,1844.2215576171875,7334787
2025-02-05,1277.5476050956522,1285.366353249074,1271.6212014188793,1273.115234375,10112028,1851.2145472314708,1864.5207114002724,1839.8508957040453,1842.5218505859375,4996744
2025-02-06,1268.6331564996678,1282.8763195509282,1265.2965071593937,1276.4520263671875,9956001,1861.898330498206,1868.6971246106148,1845.3869733680706,1860.587158203125,4765255
2025-02-07,1271.073491533156,1278.5933846345008,1256.979756005846,1261.6610107421875,8764283,1864.13231412214,1868.405747107761,1835.14021793859,1848.93212890625,4126260
2025-02-10,1259.469777897567,1261.461821832557,1240.5952102474196,1248.6629638671875,6970972,1850.2432794461592,1850.2432794461592,1824.6020890265615,1826.2532958984375,3828734
2025-02-11,1259.5196705337273,1259.5196705337273,1225.2066396338644,1229.937744140625,8859714,1828.9727506286142,1848.3007750893653,1816.249316561804,1821.7369384765625,4411601
2025-02-12,1214.5989377224967,1222.0193743195214,1188.6027887286011,1211.7105712890625,21131654,1830.8181177592105,1840.142154487476,1793.9103785152583,1809.59619140625,5633947
2025-02-13,1212.2086229517822,1223.1150152108587,1207.1786632211406,1211.2623291015625,8511216,1814.7924102365155,1819.6486917731397,1782.8866642532057,1790.2681884765625,5237744
2025-02-14,1214.1507532507958,1219.1308629852126,1200.6546072366423,1212.40771484375,10298145,1800.709122375355,1805.8568280246752,1775.796375368045,1803.0401611328125,5292961
2025-02-17,1206.2821918357026,1222.6169765728448,1199.7084711054922,1220.02734375,8166683,1785.7033698235564,1799.495162260814,1769.7747423270973,1789.3455810546875,4428956
2025-02-18,1219.9775298877432,1225.0074896525716,1211.2623373341316,1220.525390625,6673250,1789.3456107739096,1808.1393973263787,1784.780634818134,1798.7181396484375,4365260
2025-02-19,1214.6488125132394,1227.8461038341088,1212.706618273488,1222.567138671875,6217338,1794.2989338566194,1796.0471240806544,1753.9917969230971,1758.7509765625,4611411
2025-02-20,1219.0810452834291,1234.4198079853766,1217.1388510698625,1228.0950927734375,7795582,1753.6518766132701,1778.3703022593725,1753.6518766132701,1772.6884765625,2218020
2025-02-21,1223.8121434284387,1235.0672403005465,1217.2882724889691,1223.264404296875,6904025,1769.4347905187403,1777.2533326664163,1754.2830972545896,1762.8302001953125,3379879
2025-02-24,1211.7105497558396,1218.3838481751116,1205.68456833515,1209.718505859375,7172498,1748.309923055587,1756.0313630959042,1699.9413126430345,1713.3931884765625,7594720
2025-02-25,1206.1826029932777,1216.1428226711741,1196.7203942992758,1199.21044921875,11552182,1694.987890846883,1727.3306532632726,1694.987890846883,1716.8896484375,5092963
2025-02-27,1207.975493883109,1210.166693583284,1195.8738026303336,1202.298095703125,11509215,1704.748997302386,1724.8054634563641,1700.7668702151418,1713.5875244140625,5757079
2025-02-28,1197.218393771922,1212.5073065135477,1188.5530513693543,1195.325927734375,23007298,1704.6034155946859,1704.6519072727174,1634.0901134127998,1639.189208984375,12182167
2025-03-03,1199.2104168056296,1201.6506219268736,1151.4013636439433,1166.5906982421875,17944938,1643.6569975986285,1678.9135283002097,1643.6569975986285,1659.4884033203125,7504969
2025-03-04,1157.576687742468,1169.3297956512124,1154.9373267832577,1157.2779541015625,11377373,1646.2794646548505,1650.1644899401717,1621.9980566215932,1639.7720947265625,6759673
2025-03-05,1156.3815647449799,1178.2940491759787,1152.3974766666165,1170.9234619140625,8664095,1643.8026956375877,1683.1385762213686,1643.8026956375877,1662.30517578125,8180782
2025-03-06,1192.2383549047067,1209.1208794668382,1180.4355183146993,1204.7882080078125,14468014,1665.7046071983816,1672.794825837321,1642.4915571816716,1666.5301513671875,10610547
2025-03-07,1211.1627762331514,1249.8084792402678,1207.178688153437,1244.828369140625,16474965,1654.146667899849,1655.9920786793123,1627.340016320931,1637.5382080078125,8019331
2025-03-10,1240.0473535020744,1252.9956391209716,1230.4855669004469,1233.4736328125,11931051,1637.5382042171923,1669.5896637303404,1628.01984457351,1652.5440673828125,7558981
2025-03-11,1235.0672477916657,1244.5294565449083,1224.858022557904,1242.3382568359375,10089838,1631.7106175387037,1631.7106175387037,1589.995206020896,1613.8394775390625,12671234
2025-03-12,1252.995610693361,1257.9757204337955,1239.0513034201438,1252.0494384765625,11977555,1589.84944650162,1589.84944650162,1518.850635339536,1545.123046875,14870008
2025-03-13,1255.0376050433522,1259.1212710412995,1238.901975238559,1242.9359130859375,9505270,1553.2816045131979,1559.886194636392,1525.163782654934,1534.439208984375,7822888
2025-03-17,1237.208673957254,1252.3980085038181,1228.1946267891797,1233.9217529296875,16640917,1500.736758011993,1548.1826065260266,1500.736758011993,1544.34619140625,7526032
2025-03-18,1233.9217529296875,1233.9217529296875,1233.9217529296875,1233.9217529296875,0,1544.34619140625,1544.34619140625,1544.34619140625,1544.34619140625,0
2025-03-19,1236.113132982547,1248.2645525643281,1233.8720835165427,1242.1888427734375,16162399,1556.9238965430377,1556.9238965430377,1527.5920028100838,1540.94677734375,7387068
2025-03-20,1246.8700894970418,1267.9359786597456,1245.0773228865291,1264.101318359375,15971477,1546.2400259441436,1584.9931759348294,1546.2400259441436,1569.1131591796875,7186750
2025-03-21,1269.927977701306,1275.9041093610767,1265.0474458622177,1271.2725830078125,21780769,1532.59385494289,1557.7980274559397,1518.7049607743006,1546.7742919921875,10074677
2025-03-24,1285.86434660882,1300.8046759652354,1279.141198398433,1296.920166015625,20299319,1552.0189913058653,1560.9060103586978,1527.4947691913153,1546.968505859375,8857726
2025-03-25,1302.497915186312,1302.497915186312,1277.4977874103538,1280.33642578125,13713899,1558.8663000022038,1589.1209562659596,1558.8663000022038,1581.6422119140625,9890140
2025-03-26,1285.8643858858131,1288.6532960847499,1263.7028966635362,1267.98583984375,12074747,1579.2627320763197,1590.6749935166006,1549.1537869998338,1553.475830078125,6651302
2025-03-27,1273.0655062272906,1279.8882324099652,1266.242780044616,1273.115234375,15028056,1549.688079270318,1573.3866387891755,1540.4125339270274,1557.4581298828125,9426573
2025-03-28,1274.9081198538831,1290.5954658598978,1263.9518781988888,1270.027587890625,18147129,1544.2975705237486,1552.504639118573,1515.1598805138667,1525.5037841796875,6799047
2025-04-01,1259.5693287834792,1272.8164693011493,1244.330265958221,1247.6170654296875,12099648,1495.0061979771754,1502.92196020728,1474.2212903040318,1482.6226806640625,12680733
2025-04-02,1242.5873186806543,1250.5554948342144,1238.9518139936486,1246.1729736328125,10142590,1491.0726643663595,1510.9349273715397,1491.0726643663595,1505.593017578125,6193478
2025-04-03,1228.145018441354,1246.8204315907722,1228.145018441354,1243.732666015625,7434366,1490.5385603678294,1490.5385603678294,1442.3642697947264,1453.485107421875,10459504
2025-04-04,1236.1628160172713,1240.4954871764826,1188.4036122186155,1199.9075927734375,17908652,1418.5199114659142,1429.6893595876932,1406.3792069857197,1409.92431640625,9590254
2025-04-07,1127.6960086529814,1166.590714623955,1110.415052053189,1161.062744140625,22156106,1313.1385736419368,1365.489314158466,1269.4320382766355,1356.602294921875,21715252
2025-04-08,1167.3378163352843,1191.8399338970503,1158.6724733291408,1177.4971923828125,19555040,1389.8677955834949,1414.6348317731379,1374.3276944448953,1387.7310791015625,12805001
2025-04-09,1164.8477193030515,1185.0670143686195,1163.3536863154889,1180.6346435546875,10223104,1364.663707842691,1368.9371407012397,1342.1791008495861,1363.3524169921875,8546854
2025-04-11,1190.3957018139643,1217.786306450343,1190.3957018139643,1214.1009521484375,11224242,1370.6854425398662,1397.4436008179698,1356.893650613513,1368.9371337890625,12567440
2025-04-15,1246.0235343416643,1246.0235343416643,1232.1788040875913,1235.1668701171875,13378535,1404.0480742507405,1406.087688754894,1368.5001176189407,1385.011474609375,10178530
2025-04-16,1229.1907298200806,1235.9637280756608,1224.1110419207541,1234.3701171875,8248464,1384.0401507759727,1386.4682913913693,1356.6507720589223,1372.482177734375,12022740
2025-04-17,1235.266450081142,1275.1073305428426,1222.7165970526498,1269.4300537109375,15398401,1357.8163531049115,1388.7023519091767,1338.6826507754836,1378.6983642578125,14264227
2025-04-21,1264.947875835223,1295.7249783909904,1261.9598099867933,1290.346435546875,10429964,1369.4714582615436,1429.4951483248678,1369.4714582615436,1409.29296875,15648970
2025-04-22,1294.8286411452223,1298.713151385602,1281.1831879455033,1286.0635986328125,13051707,1398.6091260339042,1398.6091260339042,1378.5041672717928,1381.903564453125,9399738
2025-04-23,1291.840547250601,1300.8047453425481,1280.286716249035,1294.82861328125,10480888,1404.4366498623076,1445.0352117850275,1398.2205856526791,1432.5059814453125,11136642
2025-04-24,1287.2588872304611,1299.3107293954529,1285.1672652984741,1296.4222412109375,10468940,1427.6496829084983,1440.2760150192205,1419.4911061400271,1429.1065673828125,7114292
2025-04-25,1298.3146947064158,1319.928323767296,1282.9759313802824,1295.22705078125,14431012,1433.0887071514799,1458.535575435,1421.4336312546193,1437.653564453125,8329979
2025-04-28,1334.669497851195,1369.1318351951852,1314.9482133535364,1363.35498046875,31104496,1437.6534907325017,1446.7833234291916,1423.1818670852326,1439.4989013671875,5886253
2025-04-29,1365.5461749701867,1405.2874774645995,1364.5501529607263,1394.1319580078125,32538970,1439.4018262859975,1466.4027986571466,1431.7288778586658,1454.456298828125,8056743
2025-04-30,1396.4228227174156,1406.7814756764847,1363.5540972183608,1399.410888671875,25480745,1453.7764926957282,1465.431568419441,1439.984581952398,1456.9815673828125,7704183
2025-05-02,1408.3751233126775,1421.024554216323,1403.4945911426703,1414.152099609375,13007841,1456.5930649551544,1479.4175886205041,1453.1936678135066,1463.586181640625,7402310
2025-05-05,1425.3074680112338,1433.773654928142,1421.2238021682567,1425.6063232421875,12685649,1471.4532464465005,1479.2232965927526,1459.6039673980883,1465.2371826171875,4282493
2025-05-06,1425.3074785225756,1426.3035005201455,1404.9886054552057,1415.2476806640625,14084117,1462.7120452184295,1472.0360823521305,1456.0103527730441,1468.053955078125,4270530
2025-05-07,1415.2476117092147,1418.733688530858,1397.1199392858432,1400.4068603515625,13440169,1456.8844481471906,1475.1441139885928,1453.5821530190785,1464.9459228515625,5691799
2025-05-08,1398.51446598441,1415.1481063364454,1392.438756100913,1401.4029541015625,16106175,1464.654491996011,1472.910170498641,1458.0499017692832,1467.956787109375,8424409
2025-05-09,1379.9884666950659,1389.251519832932,1369.032224808638,1371.721435546875,13668904,1457.5642989506216,1467.9568126185206,1451.1540310083215,1464.2659912109375,4478653
2025-05-12,1394.430721507353,1433.275577320772,1394.430721507353,1430.7855224609375,10674081,1492.8209942326298,1585.0903465111594,1487.96471253376,1580.136962890625,11372857
2025-05-13,1427.7974767909468,1441.9409399606418,1406.7814377941193,1410.0682373046875,11407896,1562.7513505672503,1565.859323230766,1519.627548132014,1523.5125732421875,12846210
2025-05-14,1414.3512435205853,1424.2118856620737,1409.8691445094285,1418.7337646484375,5570160,1528.75740058924,1549.1537826809642,1524.3867472838704,1546.6285400390625,4870057
2025-05-15,1419.3313670179805,1455.5865925696291,1407.0802476372012,1448.4151611328125,20177211,1544.1033749720434,1572.075486394776,1525.843708376521,1566.636474609375,11151167
2025-05-16,1447.4191020051853,1455.1881221330052,1441.542669553187,1450.6064453125,9036695,1566.2479103864578,1566.2479103864578,1536.0418626920532,1544.200439453125,4576751
2025-05-19,1446.3234565863577,1448.81351147394,1432.4787270944578,1435.0684814453125,6195791,1531.1856318206726,1539.4413107743521,1510.9834523682187,1514.9656982421875,8855798
2025-05-20,1432.4787356808251,1439.2517336495314,1416.1440727881434,1418.932861328125,11270560,1524.8723866170074,1537.9843466293191,1513.2173110505078,1515.7425537109375,7143998
2025-05-21,1418.235682967954,1430.486680037078,1412.458707007589,1423.5145263671875,6136364,1522.832797268108,1525.8436681268927,1507.4869000940212,1523.41552734375,4157309
2025-05-22,1415.5464438973825,1418.1361984129633,1391.3431818014155,1403.79345703125,12134466,1510.7892156499267,1515.9369216042496,1495.7347425913772,1503.0191650390625,6158990
2025-05-23,1401.0045498118507,1428.0964217220903,1401.0045498118507,1421.124267578125,6474883,1505.447258808557,1541.5779455953386,1505.447258808557,1519.8218994140625,5038421
2025-05-26,1426.3034970063507,1435.2676949623963,1419.430920923106,1429.0924072265625,4842944,1521.5700705826603,1538.275749801986,1517.782147363295,1535.070556640625,3170102
2025-05-27,1420.4269591196573,1431.2836233071982,1408.275539274527,1416.44287109375,12640414,1534.4878415209876,1537.4016104009331,1511.6633186280806,1524.969482421875,7775714
2025-05-28,1414.4508509493858,1416.9409060075968,1405.0882196135674,1407.279541015625,5944611,1535.556238237006,1542.063608140773,1524.8724187426308,1526.6207275390625,3623370
2025-05-29,1406.4826358531975,1414.3512339364067,1402.996558868143,1412.1600341796875,13771917,1543.3262208282474,1562.6542444112208,1531.2826193070812,1540.02392578125,8609500
2025-05-30,1412.3591925541664,1424.9090454066043,1404.0921613404494,1415.2476806640625,13788484,1547.3124739974683,1548.297396005105,1531.652190030095,1539.1375732421875,13148092
2025-06-02,1406.4826830156508,1411.8612262898896,1390.0483195350275,1408.0762939453125,8098668,1536.4782943781508,1536.4782943781508,1515.7949327230604,1530.371826171875,4374509
