,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-03-04,3849.7131636292625,3861.810830830789,3822.422778973925,3826.92431640625,1749271,696.422958130924,699.3674307159147,693.186545384466,697.274658203125,35616474,376.7782716984024,377.41804174801575,373.30523014822865,373.8992919921875,7103794
2024-03-05,3809.386993519725,3811.2626148853183,3732.4865175304053,3762.59033203125,2070859,692.067075174591,702.2874750189414,691.8967470591605,701.2410888671875,37991672,374.4019753243948,376.00141496954745,369.1924273577834,371.203125,10108373
2024-03-06,3745.662985779128,3818.7652862706927,3712.276832263034,3811.544189453125,1744204,697.688303532932,707.0813018234176,697.688303532932,702.0927734375,42409530,371.5230344989099,374.67617670129044,366.22209894227285,372.7568664550781,11534613
2024-03-07,3812.2007150112554,3867.5315494972733,3786.598435635506,3853.08935546875,2688905,703.504204064998,706.2053335588424,701.5088045068723,703.7962036132812,49348046,372.7568823355202,379.2459708827159,368.91826167956003,377.9664306640625,23907135
2024-03-11,3834.707809455719,3894.7276920199565,3834.707809455719,3865.98388671875,2304068,695.9606385239804,703.7232526512562,692.5538381955413,694.8899536132812,50531094,380.93680290963096,382.3077305995477,372.89398271438637,374.17352294921875,18298683
2024-03-12,3865.984229655007,3966.8927577504023,3864.764800933032,3931.537109375,4039801,697.9073792005341,712.5079519871562,695.5956218426523,710.3422241210938,65418454,371.5230466797454,371.5230466797454,364.9882499867776,369.6494445800781,36226074
2024-03-13,3943.493961270788,3977.255146194866,3874.9399080779876,3890.9765625,2837260,713.2379447418698,716.2067158438075,705.7429725398497,710.755859375,63067454,397.570769566704,400.312624757367,384.9124927232159,386.1006164550781,105525827
2024-03-14,3895.1500154804917,3962.2501875616867,3831.8945009176455,3945.932373046875,2919608,711.5832127948388,713.4812990740788,702.9202422173576,708.3467407226562,52432158,385.64364849759943,388.88817809071077,382.03351117920647,383.5415344238281,31949569
2024-03-15,3931.8653458631275,3975.3796720157243,3917.2354069378816,3956.85791015625,3373143,705.6943406988961,710.2205419583659,701.9225261192986,706.9840698242188,143613804,381.3023729581571,391.67576129877517,379.5201583123318,383.03887939453125,76074975
2024-03-18,3953.106903991148,3990.1504299285543,3861.764225288072,3894.25927734375,1526904,704.2343003680048,708.6144722431341,698.7834435762417,703.77197265625,21437856,382.94748912903253,384.5012206480152,381.028178834862,381.5308532714844,16547358
2024-03-19,3799.305894869941,3805.636117588947,3719.920304502826,3729.954833984375,8931209,698.6374048635253,706.8624060469253,698.6374048635253,705.3779907226562,36183594,382.03349719564545,383.45013294004895,373.53371169513395,374.3105773925781,21803126
2024-03-20,3738.11367070717,3768.1236148774233,3713.9181074283624,3723.95263671875,1817913,705.2319615530049,706.4973325344582,693.3568181834665,696.4716186523438,43606094,374.72190907693994,380.79971076564425,374.3106220763875,379.93145751953125,20364534
2024-03-21,3741.9114094702163,3759.1200974295043,3702.476426060684,3725.874755859375,3829582,702.0928435492851,706.3026871236781,700.0001304926251,703.6259155273438,28922860,382.94746988018204,385.6893250392281,380.3883896165868,385.0038757324219,19968509
2024-03-22,3654.6483605203457,3693.098599879169,3615.260310445454,3667.683837890625,5852485,701.3141208411934,706.0593065998343,699.7323922549797,702.2144775390625,45980326,385.00389452753257,392.68110672719376,385.00389452753257,391.7214660644531,40358503
