,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-07-28,3043.123036074506,3050.951005299135,3003.8852447797885,3013.083251953125,3374473,402.36732868040224,402.41632024466196,400.21250691352043,401.4858093261719,8123337,1465.7898930637602,1482.3620946590604,1465.7898930637602,1477.00341796875,7507479
2025-07-29,2994.1984086760676,3007.8973556438664,2975.802632112602,2990.284423828125,4785312,401.5837527990323,402.9550084157297,399.62480766342725,400.0655822753906,6811772,1468.5685019046516,1478.3927223132807,1464.1029581857863,1474.8201904296875,9776027
2025-07-30,2994.1983151611034,3003.0047807939304,2981.673516260727,2987.93603515625,2880121,400.60428786940514,400.898117688896,397.4210019633524,399.2330322265625,10915863,1476.308661728485,1477.1025845983731,1465.9883912336757,1471.04931640625,7238625
2025-07-31,2976.2918502873677,2994.0027271024683,2950.166049468222,2971.497314453125,2968371,397.61690837848414,405.50165074201533,397.2250954310459,403.4937438964844,19364174,1458.6450618514623,1483.0566764606926,1452.7902136757805,1470.0570068359375,12406146
2025-08-01,2964.7455243430377,2971.4972914199097,2935.488583681943,2938.424072265625,2053847,403.9344853107258,410.74183168633,403.34679578552243,407.9013671875,14324065,1469.0645758820863,1473.7285394467383,1458.5457644921182,1460.3319091796875,4416771
2025-08-04,2944.392964480288,3013.181055141491,2927.2692812506943,3008.28857421875,2519252,411.57439098396185,413.8271659664987,406.5790748366726,408.29315185546875,18352458,1465.492177404952,1467.4768633867377,1450.1108610461113,1451.9962158203125,6140054
2025-08-05,3008.2886143717656,3011.322048140622,2976.5854331255146,2998.014404296875,1927996,408.6359688485212,409.37057327725813,404.522172091142,405.6485595703125,8495104,1441.8743352750153,1450.3092505192255,1429.96621963613,1433.3402099609375,14799343
2025-08-06,2997.1337788834585,3000.8521121202134,2960.9294204705666,2967.093994140625,1487081,405.6485541142926,406.4811117672226,402.07348525408406,403.5426940917969,9080543,1431.2564134495642,1442.866778550362,1430.561700640964,1432.54638671875,7805252
2025-08-07,2951.1446440658847,2985.9792055799644,2946.154217712285,2981.47802734375,2543076,403.542701181929,406.2362507650608,403.1998798022133,405.10986328125,11514878,1430.0655302659995,1436.8135113901221,1418.1574137897542,1429.271728515625,7432535
2025-08-08,2982.5543093380406,2994.002666894786,2959.9509519667536,2971.105712890625,2762140,405.40370450279846,406.82395173394906,404.4732234643995,405.99139404296875,9814361,1434.8288259088201,1436.5157606227415,1421.0352334242946,1424.9053955078125,5415511
2025-08-11,2971.1058502168585,2984.3155492907413,2956.3307005130723,2975.411376953125,1884215,405.99138530914485,408.4400667645679,405.5016490180602,408.29315185546875,8514272,1416.9666396615337,1427.3862414978396,1409.5240669213151,1425.5999755859375,8492484
2025-08-12,2975.6068714078456,3029.8154640054736,2961.809979769089,2970.127197265625,3358232,408.44005694659893,411.1825681542966,406.77494164048437,407.80340576171875,13635738,1431.0,1433.800048828125,1420.0999755859375,1422.0,5913947
2025-08-13,2970.812449963036,2978.9337774241835,2963.473728360306,2970.91015625,2148166,408.6359804112558,408.92981023461243,405.1098730753178,405.599609375,10874910,1424.5999755859375,1427.699951171875,1415.199951171875,1420.800048828125,9009465
2025-08-14,2968.757439673081,2990.1864106721328,2954.1779420022144,2957.30908203125,3342174,405.74650902132066,406.5300751148795,402.563223193151,403.0039978027344,9580361,1412.0,1431.0999755859375,1412.0,1427.300048828125,7577793
2025-08-18,2980.988718063058,2983.434958599791,2938.815435653507,2946.44775390625,2945609,404.5221643400549,405.207807083524,396.5394690122968,397.9596862792969,30950814,1450.0,1452.4000244140625,1431.0,1434.5999755859375,6908844
2025-08-19,2946.4478507969,2959.9511467818434,2946.350144506624,2951.34033203125,2650784,398.00869038492266,400.99606980890684,396.19666012675947,400.7022399902344,16681331,1431.0999755859375,1438.5,1426.300048828125,1436.300048828125,6709554
2025-08-20,2946.1539583708727,3036.664852119672,2946.1539583708727,3031.96826171875,4952358,400.7022224165175,401.82860986020313,397.1271536208501,397.7148132324219,18188129,1432.5999755859375,1435.9000244140625,1423.0,1430.5999755859375,5817858
2025-08-21,3062.693270119804,3062.693270119804,3016.801891436903,3035.882568359375,3230726,397.7148339521601,398.49842996029514,395.07027588892424,397.22509765625,15028966,1440.0999755859375,1447.800048828125,1436.4000244140625,1446.0,6238645
2025-08-22,3019.639270954844,3029.1306363096523,2984.4134077810354,2988.327392578125,1593791,397.6658518940437,398.1555881648492,389.34033529035065,390.1239013671875,13087624,1444.300048828125,1446.0,1429.4000244140625,1436.4000244140625,6657207
2025-08-25,3020.9112915939663,3084.2199463957195,3010.9306783780526,3073.065185546875,3448370,390.8095528920783,392.327723409267,388.1160033420702,391.1523742675781,10440286,1435.9000244140625,1435.9000244140625,1424.0,1433.199951171875,6738427
2025-08-26,3061.714802808035,3094.0051794435944,3052.9083364528824,3089.308349609375,5522097,391.1033999896865,397.07818887017044,390.22188062167817,395.0702819824219,13715752,1427.9000244140625,1427.9000244140625,1413.0999755859375,1416.5999755859375,8720155
2025-08-28,3077.3704857914763,3078.8382300613293,3020.1284592672155,3027.173583984375,3116051,396.19667011274,396.19667011274,391.78904337477377,392.6705627441406,12471719,1408.0,1411.800048828125,1396.300048828125,1399.0999755859375,12990789
2025-08-29,3026.4887537573413,3048.0156702082504,3011.028465982645,3018.3671875,2271789,393.74798505781916,402.02454048128317,393.6500318196282,401.3388977050781,25255050,1392.0999755859375,1405.0,1392.0999755859375,1397.800048828125,8519507
2025-09-01,3023.5531276055535,3063.7694152474464,3023.5531276055535,3045.667236328125,1246862,401.3388884886885,401.77966310485994,396.68639374720885,397.5189514160156,12268090,1398.0999755859375,1412.4000244140625,1398.0999755859375,1411.0,4927348
2025-09-02,3053.98447906176,3087.1554035307527,3036.3715480748965,3044.5908203125,2185229,398.20457570023547,399.4779080217149,396.14770714215564,398.4004821777344,19808255,1413.9000244140625,1413.9000244140625,1390.0,1394.199951171875,7163073
2025-09-03,3062.595025627338,3074.3369795089966,3021.5961322134785,3030.891845703125,1799774,400.114535268611,404.76702986475766,398.9391562562904,403.2978210449219,12936588,1389.0,1400.0,1384.199951171875,1397.0,9813382
2025-09-04,3048.9943814611165,3050.9513740037746,3024.336323201764,3029.130859375,1481391,415.24741259106247,418.2347920060821,406.4811210363561,407.3626403808594,27274123,1409.9000244140625,1415.0999755859375,1401.9000244140625,1405.5,10564859
2025-09-05,3030.5006621101975,3036.664997028233,2963.47367273015,2982.75,2802055,408.3421103092152,408.4400635448862,396.09870312861307,398.9881591796875,16000675,1411.0,1411.5,1387.699951171875,1402.800048828125,6621077
2025-09-08,2984.413460841752,2998.9929589138555,2951.144589474992,2954.080078125,2626187,399.08612816526716,402.1224693529809,398.44944705384466,399.1840515136719,7419022,1402.199951171875,1410.5999755859375,1397.5999755859375,1402.699951171875,5880943
2025-09-09,2966.898378981974,2994.19832699537,2965.62628616296,2983.826171875,2489301,400.1145503991436,402.51427018540727,399.0371245789613,401.6327209472656,8825896,1399.0,1407.5,1395.199951171875,1403.699951171875,6470679
2025-09-10,2990.675797260498,3055.550145422665,2987.740308555338,3043.123291015625,2079428,402.56322964572416,405.2078175633528,400.555322816839,404.5711364746094,9252397,1410.0,1413.699951171875,1402.0999755859375,1403.9000244140625,7452347
2025-09-11,3071.4996140027415,3071.4996140027415,3043.221168990462,3057.017822265625,2263446,404.5711451336769,408.1462440335788,403.9834854870758,406.53009033203125,8274406,1398.0,1408.0,1396.0,1401.5999755859375,10192026
2025-09-12,3076.3921752202637,3080.991059765134,3053.8867617246956,3066.02001953125,1447167,406.82393698895356,408.48902241943284,404.37525556960406,405.25677490234375,7803379,1405.0999755859375,1419.699951171875,1400.0999755859375,1417.699951171875,7770038
2025-09-15,3066.6070389449774,3066.6070389449774,3029.4241839737238,3044.982177734375,1732539,404.5711348581344,405.7954755760093,403.29783246799684,404.1793518066406,5707331,1422.0,1426.800048828125,1416.300048828125,1419.4000244140625,5845637
2025-09-16,3060.7363278880744,3082.263245795216,3042.2428439695796,3078.0556640625,2573429,404.7180704209207,405.8444578774336,403.54269140213233,404.6201171875,8239087,1414.0,1424.9000244140625,1413.699951171875,1421.5999755859375,8213151
2025-09-17,3084.2199854121977,3113.966173979194,3074.8263264485827,3104.57275390625,2418271,405.45267306623015,406.08932424399245,399.6737611220478,400.8981018066406,14113882,1420.0999755859375,1426.0999755859375,1416.4000244140625,1419.199951171875,7484283
2025-09-18,3116.51048247651,3134.1234145595795,3093.4178759668794,3108.388916015625,2633138,402.90605212943706,404.5711375822802,401.68171140331816,403.1019287109375,15647808,1431.0999755859375,1432.800048828125,1415.300048828125,1421.699951171875,8130537
2025-09-19,3101.8328935510035,3112.107103450778,3076.3919928468,3101.050048828125,4901694,403.101917268776,404.13038138420126,400.55531254363956,402.22039794921875,19505321,1416.0999755859375,1418.0,1400.199951171875,1402.199951171875,13457344
2025-09-22,3028.445731768582,3040.089740964508,2999.090845838676,3007.70166015625,3634901,402.2204050878021,402.56322646569487,397.7148252853857,398.59637451171875,8930779,1403.9000244140625,1409.9000244140625,1397.199951171875,1401.5,8847948
2025-09-23,3003.983297445149,3014.453158879609,2986.3703660594774,2996.546630859375,3177741,398.7433075819584,399.7227801970498,393.8459445065011,394.9233703613281,14936357,1391.0,1403.300048828125,1391.0,1394.300048828125,12827524
2025-09-24,2984.4133369924134,2991.262810224855,2967.778901999341,2970.127197265625,1625714,394.9233452248436,396.34356249165154,392.4746638429711,392.76849365234375,12380865,1386.4000244140625,1390.9000244140625,1376.5,1382.699951171875,9735678
2025-09-25,2957.015390749667,2964.4520571099356,2887.5421635017433,2893.804443359375,4974361,393.209287397003,394.7274579712088,389.83009496908466,391.8869934082031,22006368,1377.0,1391.5,1371.800048828125,1375.800048828125,21613389
2025-09-26,2877.7574418213358,2891.260737711385,2829.126226471788,2836.758544921875,3934636,391.8869695711551,397.5678983516164,391.59310987422305,396.7843322753906,14414044,1368.0,1372.699951171875,1357.0,1359.5999755859375,18342280
2025-09-29,2853.2947314486933,2866.3087778304835,2831.7678164651984,2833.82275390625,3110035,398.5473763816621,399.6248021696593,394.9233458652918,398.89019775390625,19717660,1359.5999755859375,1366.5,1346.199951171875,1348.0999755859375,20563163
2025-09-30,2848.402439766557,2852.610021207006,2823.0594837288886,2826.288330078125,2253458,398.4004591506758,398.4004591506758,392.1808024887207,393.30718994140625,9465490,1353.699951171875,1356.5999755859375,1342.5999755859375,1348.0,20166871
2025-10-01,2828.8326264436423,2861.9058470940704,2804.957413772581,2851.53369140625,1952902,394.0907925326749,397.665861416941,391.5441578852763,397.2740783691406,17643039,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632
2025-10-03,2861.1229086009284,2861.1229086009284,2828.9304789544044,2839.498046875,2899519,396.58845248171,397.1761420239669,394.04181772601805,396.0007629394531,16987141,1371.9000244140625,1371.9000244140625,1361.300048828125,1365.199951171875,12163695
2025-10-06,2839.5959635916415,2929.22631078988,2833.3336834873367,2924.137939453125,2112774,394.7274338215943,395.60895312981853,391.5931097355416,392.52362060546875,13989077,1371.0,1372.5999755859375,1359.0999755859375,1363.4000244140625,14314283
2025-10-07,2930.5959216848555,2939.891634958981,2891.9453243871753,2909.75390625,3062943,394.237727666254,394.3356809060124,391.29930982029435,391.5931396484375,12298968,1363.5999755859375,1383.0999755859375,1363.5999755859375,1375.9000244140625,16126464
2025-10-08,2911.0260640606234,2977.5638026677234,2904.176590968716,2962.103515625,4121889,391.7890270774703,393.5031040709342,389.8300819420829,391.5441589355469,8402463,1372.300048828125,1381.5999755859375,1364.300048828125,1370.300048828125,8100832
2025-10-09,2968.757519004287,3000.069397912704,2955.0585719818546,2995.86181640625,3211304,390.80955123133737,393.1602793958562,390.7605895598157,391.6910705566406,15656267,1369.800048828125,1378.699951171875,1365.0999755859375,1376.199951171875,7909575
2025-10-10,2984.413250266025,3003.983173218589,2942.239970746985,2963.179931640625,8817365,392.22981845621223,395.5600193505022,391.299307520674,394.53155517578125,15085738,1370.300048828125,1385.0,1370.300048828125,1380.300048828125,7673816
2025-10-13,2961.908209472205,2970.2254277677166,2933.7274691163334,2942.533935546875,2866865,391.78901724913896,392.71952812155763,390.36877010515894,391.0544128417969,9508594,1373.0999755859375,1386.4000244140625,1373.0999755859375,1379.4000244140625,8923018
2025-10-14,2956.0370052457697,2962.1036338769445,2891.9455044700007,2896.642333984375,3611416,391.78901770158024,392.6215753424221,388.0670339898672,388.6546936035156,10291102,1389.0,1389.0,1375.0999755859375,1384.0999755859375,10610855
2025-10-15,2917.954894078994,2926.499513769408,2898.31197994854,2916.7763671875,4282226,389.83007867186035,392.62158144459596,389.0954742522526,391.6910705566406,16043867,1386.5,1400.4000244140625,1385.5,1398.4000244140625,8988550
2025-10-16,2916.87439174088,2921.883430677564,2890.553079047838,2917.66015625,3251495,392.7685077269394,397.665870666178,391.3482605181077,396.83331298828125,22962049,1401.0,1418.9000244140625,1399.4000244140625,1417.300048828125,12185032
2025-10-17,2916.972551528368,2935.4369375213087,2902.6331292681275,2909.311767578125,4374683,397.0292043259007,405.35472100520315,396.9312510926241,403.6896057128906,21071344,1412.0,1439.5999755859375,1410.9000244140625,1436.5999755859375,17037215
2025-10-20,2932.1958010354274,2969.0262624451843,2925.320781572273,2961.365478515625,3133039,404.0814001855026,406.3342050500721,402.85705946273583,404.5711364746094,13083621,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227
2025-10-21,2976.981832168517,2977.669286180243,2942.508423286113,2953.017333984375,310644,405.0119258790611,405.4527005118031,403.88553835121513,404.3752746582031,1142130,1384.5,1387.5999755859375,1375.9000244140625,1382.0,3415560
2025-10-23,3000.4550745732363,3042.687339125331,2981.892616996725,3018.330078125,5564758,407.46058276503413,411.8192475900064,405.0608630495091,407.41162109375,24305990,1385.0,1389.800048828125,1360.0999755859375,1363.699951171875,21124942
2025-10-24,3025.0086400055093,3034.8300966289034,3003.6961270890743,3008.508544921875,2684318,407.411643338511,409.3705885549171,404.96296181800335,408.2441711425781,14935678,1368.0999755859375,1381.5999755859375,1368.0999755859375,1377.699951171875,10570263
2025-10-27,3011.7496607245316,3038.9550474990237,3005.5620951218402,3029.821044921875,1946312,408.4400677633165,414.02307345178554,408.048284707717,412.01513671875,11603679,1382.0999755859375,1386.800048828125,1374.0,1377.5999755859375,11499836
2025-10-28,3021.0801556355614,3035.0265765381446,2985.919291823652,3003.30322265625,3470737,411.86822898071654,412.9946164943518,407.3626490350436,409.32159423828125,17163147,1373.0,1375.800048828125,1356.199951171875,1363.0999755859375,26477914
2025-10-29,3003.3032409472494,3021.080174034828,2991.714113509379,3003.0087890625,2895420,409.61544737952806,413.53333772312516,407.5095574069397,412.9456481933594,11470661,1364.5999755859375,1371.699951171875,1358.4000244140625,1370.4000244140625,16129382
2025-10-30,2994.6603471523654,3009.0978400091353,2978.6513253692647,2981.106689453125,2241536,412.94564712794636,413.04360036450976,407.60750959211543,410.1541442871094,12938674,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401
2025-10-31,2980.8120174669925,3012.6334402910475,2971.088871543434,3003.4013671875,1868085,411.8682283883677,417.64711075138126,409.615453364337,411.7213134765625,18599864,1357.0,1362.0,1343.300048828125,1345.300048828125,15926798
2025-11-03,2992.499451583931,3003.4013640895914,2956.2583734171585,2962.93701171875,2194877,411.3295333977877,412.9946188955417,404.816016646247,405.45269775390625,7635440,1340.5,1351.5999755859375,1337.9000244140625,1346.4000244140625,11071450
2025-11-04,2965.6872390451917,2975.214004338424,2922.8655907942766,2936.81201171875,2670720,405.50163308974254,405.99136936159005,399.96761919609156,400.5063171386719,10085404,1342.5999755859375,1349.800048828125,1333.199951171875,1336.9000244140625,15211183
2025-11-06,2936.7138956519902,2970.0085383136757,2936.61558517126,2957.142333984375,2542721,401.58375221673697,404.8159997293463,398.20455990626584,399.13507080078125,10095563,1330.0,1342.199951171875,1317.4000244140625,1320.4000244140625,24221853
2025-11-07,2947.419237380036,2950.3656744717186,2907.6423366423182,2938.383544921875,1830520,397.71483508178255,400.70224442999825,394.82540886238485,395.7558898925781,8411611,1320.4000244140625,1344.300048828125,1318.5999755859375,1343.0,7719245
2025-11-10,2939.5619693268272,2993.4816703122747,2938.579823663838,2971.18701171875,1556656,395.75588876851964,398.7432981082502,395.3641057100178,397.22509765625,6650003,1342.9000244140625,1349.5999755859375,1341.0,1348.0,8542340
2025-11-11,2990.633609021809,3001.142519888641,2964.1156755427983,2992.597900390625,2806868,397.6658554399186,399.673762211673,396.2945998476621,398.4984130859375,12005318,1349.0,1360.4000244140625,1346.199951171875,1358.300048828125,8305184
2025-11-12,3005.3656835637266,3080.4015151753365,3002.51755709654,3075.8837890625,4460315,399.624797249309,399.7227504817627,397.22507756427666,398.64532470703125,7987236,1370.0,1370.0,1355.4000244140625,1358.9000244140625,9736761
2025-11-13,3075.8838537295965,3075.9819244274895,3046.61586484088,3050.249755859375,1740435,398.64534219930255,399.1350784919307,396.1966607361619,397.3720397949219,6617185,1358.9000244140625,1390.4000244140625,1358.5,1385.9000244140625,18296626
2025-11-14,3034.830102963518,3057.517763723578,3022.356900982103,3050.54443359375,2210794,396.3925660411311,400.3594180432725,391.8869861840081,399.771728515625,64020258,1374.0,1381.199951171875,1363.199951171875,1373.0,9694498
2025-11-17,3050.544457369475,3067.7320066302495,3031.4909272444793,3046.812255859375,2232853,401.3388824449565,403.542695710365,397.6658603359422,398.7432861328125,7855399,1375.0999755859375,1382.5,1373.5999755859375,1379.0,7660717
2025-11-18,3046.6158078736476,3049.5622448251693,3023.0443122614724,3031.98193359375,2548350,399.8696796229581,401.3878501610938,396.2456191310374,397.5189514160156,7661681,1380.199951171875,1382.800048828125,1369.0999755859375,1373.4000244140625,9529560
2025-11-19,3041.705020306013,3098.6694669245953,3028.4460542827223,3091.499755859375,3151053,396.5394760749311,397.2250889394812,394.5315393710832,395.2661437988281,7882450,1373.5,1384.0,1371.5999755859375,1383.0999755859375,10393918
2025-11-20,3091.794673762747,3108.0000778660146,3082.0715272134535,3088.65185546875,2700767,395.2661449461201,398.64533728000737,394.97231513062155,397.1271667480469,6693410,1380.0999755859375,1388.300048828125,1375.4000244140625,1383.0,10131863
2025-11-21,3088.6516518716926,3113.4016740052466,3079.2229578295533,3094.34814453125,4177037,396.68640238950724,400.1145564842314,396.39257256641207,399.4779052734375,5808131,1373.0,1376.0,1364.5999755859375,1369.5,11483595
2025-11-24,3101.616062202543,3122.1428110333977,3075.0981288018247,3085.115966796875,6703764,400.01659174313806,400.4083747930425,394.580530934278,395.2661437988281,11037491,1373.300048828125,1377.0,1361.5,1368.4000244140625,15896003
2025-11-25,3089.142887490615,3093.562543096727,3059.3838251197944,3063.5087890625,2737920,395.26615093538965,396.1966618504526,391.8869884414304,392.5726013183594,8199785,1365.0,1376.9000244140625,1354.300048828125,1357.800048828125,12235000
2025-11-26,3063.115986297256,3121.2589624366606,3061.348076121797,3106.428466796875,2508527,392.7685066776832,395.6579627605675,392.71954500487413,394.04180908203125,11443953,1360.0,1377.0,1359.9000244140625,1375.0,9659004
2025-11-27,3123.223169867727,3123.223169867727,3069.205159068128,3080.59814453125,2836233,395.21719681053185,397.61691665344256,393.8459411393536,396.0007629394531,8679529,1379.0,1394.0,1375.699951171875,1392.199951171875,15158741
2025-11-28,3083.937297684263,3091.1070087848907,3069.205113141185,3081.48193359375,1616690,396.0007438980914,396.68638664627787,394.23770524722676,395.9517822265625,6883500,1392.0,1398.5,1385.5999755859375,1388.800048828125,7683986
2025-12-01,3081.8747335418534,3097.687374390369,3066.4550948216056,3077.455078125,1747647,394.5315350586607,397.17612292608806,390.025985197311,395.9517822265625,13442658,1394.0,1400.0,1385.4000244140625,1390.0999755859375,8867593
2025-12-02,3075.0980746626374,3087.8659682974553,3064.6872347092776,3079.714111328125,2512003,395.95179101910213,397.1761317458155,392.27876883896204,392.71954345703125,8093808,1381.800048828125,1381.800048828125,1370.5999755859375,1373.0,12126396
2025-12-03,3083.9373188138757,3154.5534946281955,3082.9551731709416,3123.22314453125,3952112,393.45415715794644,393.94389346016385,390.66265425708065,392.2787780761719,10772192,1367.0,1394.199951171875,1367.0,1391.5,7955933
2025-12-04,3136.9731988901626,3191.9733551637537,3130.4909417024,3171.544677734375,5025905,391.8869716290837,395.26613397807347,390.85850752111554,394.7763977050781,8057989,1387.0,1391.5999755859375,1379.9000244140625,1386.699951171875,7373909
2025-12-05,3172.330486734928,3213.187842167148,3164.866083794654,3180.384033203125,5244013,394.7763988983853,397.0292036956514,393.7479646784384,396.6374206542969,4419747,1381.0,1395.300048828125,1381.0,1392.5,4942638
2025-12-08,3185.0983021118977,3201.6964674714213,3151.3125880977464,3178.71435546875,2544725,396.6374353457986,396.93126516491554,392.32773205787674,394.04180908203125,6056866,1387.0,1394.9000244140625,1383.300048828125,1389.5999755859375,7826227
2025-12-09,3172.330579931189,3175.964471029267,3124.401822284255,3151.01806640625,2734893,393.7479852919042,396.19666679247575,391.78904009144696,392.8174743652344,9426717,1379.9000244140625,1384.300048828125,1373.4000244140625,1375.199951171875,10492030
2025-12-10,3167.41989738469,3167.41989738469,3121.357359750894,3132.259033203125,1386849,392.86645232636994,396.09869983875063,392.7684990915125,394.8743591308594,6969146,1377.9000244140625,1379.4000244140625,1357.9000244140625,1363.5999755859375,8725381
2025-12-11,3147.7768486239356,3151.1160479641035,3096.8035846478047,3134.91064453125,1914362,394.8743542225189,395.70691187176226,392.86644744298803,394.6294860839844,6980147,1363.699951171875,1366.5999755859375,1352.800048828125,1360.0,6734750
2025-12-12,3140.607031689688,3165.4553640739014,3128.8212841349605,3163.0,1146554,394.62950473294,395.7069305716336,391.6421252580969,391.8869934082031,12407516,1368.0,1370.699951171875,1363.300048828125,1366.0,3890885
2025-12-15,3153.7680172761306,3180.384020730158,3140.2143592438706,3172.52685546875,1562190,391.8869873292014,395.07027323120263,391.29929779983655,394.04180908203125,7756564,1356.0999755859375,1370.0,1356.0999755859375,1365.199951171875,5342530
2025-12-16,3162.509118995985,3162.509118995985,3134.1252044928165,3147.875244140625,1734623,393.16027238279855,397.4209839187486,392.81745101487064,393.4541320800781,12347384,1364.0,1368.699951171875,1355.5,1366.0,12359741
2025-12-17,3143.3572206041695,3179.107227122374,3143.3572206041695,3160.348388671875,1376350,392.76851874327417,394.8254172136723,390.9075267523928,391.5931396484375,8087490,1365.0,1365.0,1343.0999755859375,1352.4000244140625,9440391
2025-12-18,3170.366292342023,3229.09865265339,3163.4912725011322,3222.2236328125,2307422,391.7890335950218,393.69901709025,391.6421186856499,392.1808166503906,7227668,1346.300048828125,1369.5,1345.5,1356.800048828125,7314573
2025-12-19,3240.09857605464,3258.661033366418,3220.259281411304,3223.402099609375,3902511,392.0339082415041,394.38463650382647,392.0339082415041,392.8174743652344,10654835,1354.0,1360.4000244140625,1350.800048828125,1354.0999755859375,14318512
2025-12-22,3250.9022578364156,3269.170263717588,3232.2414895890165,3265.5361328125,2632816,393.35619843948285,395.3641052941498,392.96441538139317,394.4336242675781,6847871,1358.0,1371.300048828125,1354.800048828125,1368.5,9375294
2025-12-23,3260.625245626059,3260.625245626059,3234.6966963938,3250.902099609375,2365420,394.2377112153877,400.50632971362984,393.5520684568217,398.9881591796875,10081997,1361.0999755859375,1365.0,1357.0,1363.0,9105467
2025-12-24,3245.107580613968,3267.696930860065,3237.2504153109776,3259.741455078125,1367708,399.5758645628573,401.09403515706003,397.323059617528,398.2535705566406,5777430,1363.800048828125,1368.199951171875,1357.5999755859375,1359.800048828125,8955140
2025-12-26,3253.9468611908032,3260.7235702886815,3213.384197736604,3221.437744140625,1176664,398.1556179415121,398.7922691629462,395.5600214903535,395.8538513183594,3152453,1356.5,1362.0,1348.5,1350.4000244140625,2812144
2025-12-29,3221.437683809396,3229.294848891858,3184.9999848268185,3193.446533203125,2079473,395.80487169747335,396.4904845621106,393.2092753640043,394.3356628417969,6647710,1352.0999755859375,1355.699951171875,1341.5,1343.300048828125,6057201
2025-12-30,3191.973384551631,3209.160933545371,3181.6608551553877,3188.83056640625,2807593,394.7274371230106,395.1682117263742,392.0828492850893,392.376708984375,12340527,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18621277
2025-12-31,3182.151893056932,3188.0447669329633,3141.392848747715,3148.955322265625,3362634,392.8664555965065,395.462051940615,392.62158745289,394.7274475097656,9945109,1342.800048828125,1350.0,1339.5,1342.9000244140625,6150634
2026-01-01,3157.59834501185,3176.3574233163417,3141.0982497161094,3169.77685546875,1255735,394.4336191525785,394.4336191525785,355.2547160290497,356.381103515625,282626710,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4179311
2026-01-02,3176.2591039024273,3196.196709004467,3162.017991655493,3192.660888671875,1184324,352.6101130575833,352.6101130575833,338.1628931475851,342.8643493652344,118790358,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8226205
2026-01-05,3182.642968809425,3189.026915514335,3134.026759287417,3158.6787109375,2341703,343.0113122216596,346.68433442609853,338.9464770691755,342.5215759277344,48358124,1354.199951171875,1375.5,1352.5999755859375,1371.5,6920565
2026-01-06,3152.6876022111082,3204.9377039238207,3147.7768738587542,3197.669921875,2912325,343.06028462397126,343.50105925874186,330.816876892923,335.42041015625,72582738,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416
2026-01-07,3185.0000101265678,3241.6700055592964,3165.651788913644,3236.75927734375,1989442,335.9591026893029,337.4772732668689,332.33504210325714,334.2450256347656,29440734,1408.0,1429.9000244140625,1404.199951171875,1427.699951171875,15813795
2026-01-08,3228.2143763788763,3228.2143763788763,3125.1873956711997,3146.6962890625,4159336,334.48988067886347,338.06494956001615,332.09016094008854,333.9021911621094,36706319,1429.0,1442.199951171875,1423.300048828125,1435.0,14861699
2026-01-09,3134.0267606372377,3172.0357492326657,3134.0267606372377,3150.52685546875,1938673,333.9022093273418,334.0001625673181,329.20075271979715,330.22918701171875,35193201,1427.0999755859375,1429.5,1401.5,1404.300048828125,12555636
2026-01-12,3145.8126491306843,3193.937788002805,3117.6251157476318,3181.75927734375,2228342,331.306606816801,332.5309475663088,328.9068869913131,331.4535217285156,16156143,1399.9000244140625,1424.300048828125,1391.699951171875,1413.0999755859375,10923811
2026-01-13,3187.0627488471305,3221.437847833155,3153.1787227037635,3209.652099609375,5645341,332.0412186059658,332.5309549165941,326.8500256697591,327.8294982910156,24922339,1420.0,1441.800048828125,1411.0999755859375,1437.0,14295581
2026-01-14,3201.7948316366483,3201.7948316366483,3126.1696162881753,3135.5,3539511,329.1027892200336,329.1027892200336,326.6051460797269,327.8784484863281,14913422,1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,13832255
2026-01-15,3135.5,3135.5,3135.5,3135.5,0,327.8784484863281,327.8784484863281,327.8784484863281,327.8784484863281,0,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0
2026-01-16,3219.39990234375,3221.89990234375,3171.0,3206.699951171875,4293470,330.5719932075216,330.5719932075216,321.805701727492,322.4423828125,30526898,1417.9000244140625,1429.0,1400.199951171875,1410.800048828125,12530886
2026-01-19,3188.0,3220.0,3152.10009765625,3163.60009765625,3387562,323.22593594715954,327.7804772481891,320.58134815114005,326.3602600097656,15507440,1399.9000244140625,1400.0,1360.0,1380.5999755859375,23302883
2026-01-20,3151.60009765625,3160.0,3091.10009765625,3102.300048828125,4499273,327.1928108616433,327.6335854891576,318.81833206792464,319.6018981933594,18771011,1374.699951171875,1387.800048828125,1371.5,1375.800048828125,15012785
