,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
1996-07-31,,,,,,1.3352003506742203,1.3699309621293205,1.2946812579742093,1.358354091644287,5940000
1996-08-01,,,,,,1.3699313402175903,1.377649256004352,1.3506365507506861,1.3699313402175903,2194000
1996-08-02,,,,,,1.3988734639126716,1.3988734639126716,1.3544954055152498,1.3834376335144043,1644000
1996-08-05,,,,,,1.3699311366681324,1.4278155884729717,1.3699311366681324,1.3950144052505493,2908000
1996-08-06,,,,,,1.3911556464996326,1.4664053709829878,1.3911556464996326,1.4567580223083496,4700000
1996-08-07,,,,,,1.4278157127489854,1.445180976198057,1.4085209244695682,1.4220272302627563,1362000
1996-08-08,,,,,,1.427815660533434,1.4336040508031724,1.4085208729596317,1.4143092632293701,742000
1996-08-09,,,,,,1.402732491493225,1.4181683226615713,1.3969440088026897,1.402732491493225,656000
1996-08-12,,,,,,1.4104502345305598,1.4104502345305598,1.3892259232681454,1.3950144052505493,1660000
1996-08-13,,,,,,1.3892259566297631,1.3988733961638484,1.3795786091004798,1.391155481338501,1678000
1996-08-14,,,,,,1.393084811352126,1.3950143359186302,1.3699310685828463,1.3737900257110596,1310000
1996-08-15,,,,,,1.3737900257110596,1.3737900257110596,1.3737900257110596,1.3737900257110596,0
1996-08-16,,,,,,1.3699314050658313,1.3795788462583698,1.3622134889137278,1.3641430139541626,604000
1996-08-19,,,,,,1.4085210640263313,1.4085210640263313,1.3274828532186769,1.350636601448059,1220000
1996-08-20,,,,,,1.339059735465701,1.3622134838356996,1.2831047975691288,1.2927521467208862,3964000
1996-08-21,,,,,,1.3313415433710265,1.3892259022972808,1.3313415433710265,1.3544952869415283,1570000
1996-08-22,,,,,,1.3699312740692677,1.3892260626045063,1.3429185701199335,1.3487069606781006,976000
1996-08-23,,,,,,1.3429186853715982,1.356425084507813,1.3429186853715982,1.350636601448059,1724000
1996-08-26,,,,,,1.3544953059393376,1.3699311352028378,1.3487068239631252,1.366072177886963,2050000
1996-08-27,,,,,,1.3583545335268787,1.398873639408049,1.356425100487442,1.3892261981964111,1810000
1996-08-28,,,,,,1.381508207755908,1.4046620470180706,1.381508207755908,1.4008030891418457,1598000
1996-08-29,,,,,,1.389226026478087,1.4258861697441085,1.387296593677142,1.4104503393173218,1944000
1996-08-30,,,,,,1.391155569015689,1.4258861879186397,1.391155569015689,1.4220272302627563,1114000
1996-09-02,,,,,,1.4278157644008067,1.4336041550916254,1.4104504083187286,1.4297451972961426,906000
1996-09-03,,,,,,1.4644757804060025,1.4644757804060025,1.385367014562706,1.4046618938446045,2128000
1996-09-04,,,,,,1.389226026478087,1.4123798641230736,1.389226026478087,1.4104503393173218,1492000
1996-09-05,,,,,,1.4181683542472716,1.443251626456899,1.4143093963692377,1.4278157949447632,2746000
1996-09-06,,,,,,1.4239568066053239,1.4374631128871083,1.4143093661142114,1.4297451972961426,1140000
1996-09-09,,,,,,1.435533710700831,1.435533710700831,1.4200978791886953,1.4278157949447632,2472000
1996-09-10,,,,,,1.422027481007869,1.4374633143531923,1.4162390895057848,1.435533881187439,3004000
1996-09-11,,,,,,1.4432516472323107,1.4432516472323107,1.423956857564395,1.4374631643295288,2326000
1996-09-12,,,,,,1.4278156119262175,1.4374629593822912,1.4181681724653425,1.4336040019989014,1342000
1996-09-13,,,,,,1.4258862905287795,1.4432516472323107,1.4258862905287795,1.4374631643295288,616000
1996-09-16,,,,,,1.4143092150819527,1.4432514414597764,1.4143092150819527,1.4336040019989014,1282000
1996-09-17,,,,,,1.435533859353807,1.4664055255749135,1.4278159427985302,1.4528992176055908,1294000
1996-09-18,,,,,,1.4374633143531923,1.445181231025854,1.4278159645147772,1.435533881187439,826000
1996-09-19,,,,,,1.4374630608862902,1.4471105010284027,1.418168272606873,1.4220272302627563,528000
1996-09-20,,,,,,1.418168254530715,1.4278156945498601,1.4027324241039285,1.4104503393173218,564000
1996-09-23,,,,,,1.4046618938446045,1.412379808755443,1.3795786243819788,1.4046618938446045,1188000
1996-09-24,,,,,,1.3930849660344407,1.412379845822725,1.3911555332584957,1.3988734483718872,1210000
1996-09-25,,,,,,1.3737902920034581,1.4239568363991952,1.3737902920034581,1.4008030891418457,460000
1996-09-26,,,,,,1.3930848805881482,1.398873362570552,1.387296490610544,1.3950144052505493,644000
1996-09-27,,,,,,1.391155481338501,1.4085208356979337,1.3660722121537208,1.391155481338501,1810000
1996-09-30,,,,,,1.354495291815002,1.391155431935932,1.354495291815002,1.3815079927444458,828000
1996-10-01,,,,,,1.381508207755908,1.4239568363991952,1.3583544604985585,1.4008030891418457,2288000
1996-10-02,,,,,,1.4008030891418457,1.4008030891418457,1.4008030891418457,1.4008030891418457,0
1996-10-03,,,,,,1.42202768497397,1.42202768497397,1.3699316939587922,1.371861219406128,1320000
1996-10-04,,,,,,1.354495291815002,1.3988733464872019,1.354495291815002,1.3815079927444458,1614000
1996-10-07,,,,,,1.35835444836145,1.3699313218866838,1.2927520730469806,1.3313417434692383,2570000
1996-10-08,,,,,,1.275386828050026,1.3409891123518285,1.275386828050026,1.3139764070510864,1570000
1996-10-09,,,,,,1.3776495755172047,1.3776495755172047,1.2985408743531204,1.3332715034484863,1328000
1996-10-10,,,,,,1.3448481149471987,1.3602840390654407,1.33134180785036,1.352566123008728,794000
1996-10-11,,,,,,1.368001958622504,1.3892261818303624,1.3429186853715982,1.350636601448059,420000
1996-10-14,,,,,,1.350636414981767,1.350636414981767,1.3236237124434769,1.3294121026992798,498000
1996-10-15,,,,,,1.3197649534484894,1.3834378078684046,1.3120470372766706,1.3622134923934937,1206000
1996-10-16,,,,,,1.3120470210657555,1.3853672237921322,1.3120470210657555,1.350636601448059,600000
1996-10-17,,,,,,1.3409891231907731,1.3602840048520737,1.3390596902275318,1.3564250469207764,606000
1996-10-18,,,,,,1.360283991486545,1.3834377388468302,1.3506365507506861,1.3699313402175903,2012000
1996-10-21,,,,,,1.3699313402175903,1.3699313402175903,1.3699313402175903,1.3699313402175903,0
1996-10-22,,,,,,1.4451806846106225,1.4644755610018094,1.4085206402788617,1.4432512521743774,1718000
1996-10-23,,,,,,1.5011359334246988,1.5435844657507303,1.4702641815464177,1.5146422386169434,2168000
1996-10-24,,,,,,1.5049950445102556,1.5204308760223915,1.4143093963692377,1.4278157949447632,1642000
1996-10-25,,,,,,1.420097796401785,1.4548284152794126,1.4143093139197762,1.4509694576263428,594000
1996-10-28,,,,,,1.450969321028801,1.4760525894147625,1.4471103637390224,1.468334674835205,1226000
1996-10-29,,,,,,1.4548286521594505,1.4934182349734322,1.4548286521594505,1.4779824018478394,1556000
1996-10-30,,,,,,1.4779824018478394,1.4779824018478394,1.4779824018478394,1.4779824018478394,0
1996-10-31,,,,,,1.4760528150888543,1.5049950451895795,1.4220273127671796,1.4548285007476807,1462000
1996-11-01,,,,,,1.4471104481081816,1.4818410657410481,1.4471104481081816,1.472193717956543,1244000
1996-11-04,,,,,,1.429745373866948,1.485700314814182,1.429745373866948,1.4799119234085083,1388000
1996-11-05,,,,,,1.4741231507115222,1.485700023255811,1.4567578878974912,1.472193717956543,1142000
1996-11-06,,,,,,1.464475802927017,1.476052675471306,1.4355335755638925,1.472193717956543,1194000
1996-11-07,,,,,,1.4625464337677971,1.4760528325088178,1.4625464337677971,1.4664053916931152,778000
1996-11-08,,,,,,1.4702641931967593,1.4818410657410481,1.4664052356819963,1.472193717956543,488000
1996-11-11,,,,,,1.4934180579126304,1.5339371610657462,1.4857001422648761,1.5281487703323364,894000
1996-11-12,,,,,,1.5281487703323364,1.5281487703323364,1.5281487703323364,1.5281487703323364,0
1996-11-13,,,,,,1.5146424735524096,1.5435847051754121,1.504995124347954,1.5165719985961914,1112000
1996-11-14,,,,,,1.5204308193785392,1.5262192099775365,1.4972770729729314,1.5049949884414673,716000
1996-11-15,,,,,,1.497276957518851,1.5146422199816274,1.4914884753613902,1.5030653476715088,444000
1996-11-18,,,,,,1.5049950564345889,1.5146424052037049,1.4895591327953384,1.4972771406173706,772000
1996-11-19,,,,,,1.4992065075093055,1.5049949901195667,1.4664053207290488,1.4760527610778809,1064000
1996-11-20,,,,,,1.4625461928981374,1.4760525894147625,1.4567578029658688,1.468334674835205,758000
1996-11-21,,,,,,1.48569993663681,1.48569993663681,1.4625461928981374,1.468334674835205,754000
1996-11-22,,,,,,1.4741230647674737,1.4741230647674737,1.4644757175454264,1.468334674835205,680000
1996-11-25,,,,,,1.4644757175454264,1.4972769005109454,1.3911554370348307,1.468334674835205,2122000
1996-11-26,,,,,,1.4625461928981374,1.4760525894147625,1.4567578029658688,1.468334674835205,812000
1996-11-27,,,,,,1.4664055799196092,1.4664055799196092,1.4336043873416664,1.458687663078308,298000
1996-11-28,,,,,,1.4490398883863111,1.4721936321249838,1.4451808390917333,1.468334674835205,626000
1996-11-29,,,,,,1.504995062951111,1.504995062951111,1.4586874758424788,1.4664053916931152,288000
1996-12-02,,,,,,1.4664053916931152,1.4702643496184333,1.4528990849569088,1.4664053916931152,496000
1996-12-03,,,,,,1.439392652916807,1.472193840525592,1.439392652916807,1.4702643156051636,1160000
1996-12-04,,,,,,1.4297450446155116,1.4451808741490706,1.4220271298487321,1.4336040019989014,710000
1996-12-05,,,,,,1.4278154246652592,1.4567576472472503,1.4278154246652592,1.4432512521743774,494000
1996-12-06,,,,,,1.4471104818906069,1.4625463123100042,1.4355336090760589,1.4393925666809082,310000
1996-12-09,,,,,,1.4432516472323107,1.456758046002259,1.4297452484623625,1.4374631643295288,346000
1996-12-10,,,,,,1.4297450964623069,1.4490399760837462,1.4278156637030457,1.4413219690322876,770000
1996-12-11,,,,,,1.4471105177696704,1.4664053062723041,1.4432515600691436,1.4625463485717773,762000
1996-12-12,,,,,,1.476052811662439,1.4779822445954414,1.4393926658872627,1.4567580223083496,826000
1996-12-13,,,,,,1.4393923810811884,1.462546123724769,1.4374628565251593,1.4471102952957153,460000
1996-12-16,,,,,,1.476052675471306,1.4818410657410481,1.4490399728679653,1.472193717956543,1052000
1996-12-17,,,,,,1.468334646820939,1.5049947863768005,1.4606167323886312,1.499206304550171,1272000
1996-12-18,,,,,,1.5242901673165956,1.5242901673165956,1.4779825706462657,1.4857004880905151,636000
1996-12-19,,,,,,1.485700109421903,1.5030654652478763,1.4664053207290488,1.4760527610778809,492000
1996-12-20,,,,,,1.468334646820939,1.5030652617663247,1.468334646820939,1.499206304550171,488000
1996-12-23,,,,,,1.5049949211421523,1.5165717938272696,1.4857000413288177,1.512712836265564,846000
1996-12-24,,,,,,1.5146426118846932,1.5416553209309842,1.4914888612735868,1.5262194871902466,1192000
1996-12-25,,,,,,1.5262194871902466,1.5262194871902466,1.5262194871902466,1.5262194871902466,0
1996-12-26,,,,,,1.5435846069272159,1.613045847995476,1.5339371663319958,1.5802446603775024,1148000
1996-12-27,,,,,,1.5802446603775024,1.5802446603775024,1.5802446603775024,1.5802446603775024,0
1996-12-30,,,,,,1.5802446603775024,1.5802446603775024,1.5802446603775024,1.5802446603775024,0
1996-12-31,,,,,,1.5821740723762683,1.6188343072196818,1.5049949211421523,1.512712836265564,1786000
1997-01-01,,,,,,1.5976098531860403,1.6188342571258545,1.5628793282102083,1.6188342571258545,1784000
1997-01-02,,,,,,1.6400585680296926,1.6574239234856634,1.5841036360102407,1.591821551322937,1992000
1997-01-03,,,,,,1.5995395150280383,1.6188343958983336,1.5821741590466971,1.6014690399169922,992000
1997-01-06,,,,,,1.6207639744140419,1.6497062999630077,1.5976102243806583,1.6033987998962402,1224000
1997-01-07,,,,,,1.5918219844297379,1.6342706222039038,1.5918219844297379,1.62462317943573,1928000
1997-01-08,,,,,,1.640058487437268,1.688295501773658,1.640058487437268,1.6709301471710205,1920000
1997-01-09,,,,,,1.6593530591894576,1.6960131023253935,1.6593530591894576,1.682506799697876,1800000
