,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,
2024-06-11,3632.0904200618043,3665.1050839975637,3628.3119124726636,3638.79736328125,1419898,883.9904024278117,888.8647015789601,881.0162291790936,883.1311645507812,2243352,406.7606160148987,407.50525061130764,402.33930016150435,403.0373840332031,13158571,819.5439372413512,823.0730498797147,812.730731059502,819.102783203125,14754408
2024-06-12,3659.8622913039767,3677.9047569591216,3615.5121054162055,3619.4794921875,2177001,887.2951189828175,898.5308656827129,882.3381630108464,893.1939086914062,2229621,400.7569114290619,404.34049107486396,400.43111537044854,402.38580322265625,10751658,820.5242466911467,828.905934018559,816.6029838634709,822.5828857421875,15071442
2024-06-13,3643.23713885556,3674.5987063691045,3638.7028835305373,3663.40478515625,1932323,895.2261859830157,908.3125609365372,893.8547333554012,904.2147827148438,1563909,406.66751056673644,406.66751056673644,400.0122909895558,400.52423095703125,9641349,828.3667754966601,829.2490835697314,819.6419417384134,827.2884521484375,12523972
2024-06-14,3673.654123447534,3673.654123447534,3616.031880832389,3619.857666015625,1860730,910.4617631263467,923.0055746095528,897.7518495441078,916.7420043945312,1575462,401.17580700990004,402.01351357567347,399.36074170092695,401.3154296875,9572809,828.3667270254315,833.1702976600134,818.6615781244269,822.680908203125,12903496
2024-06-18,3614.1900547154564,3629.2568087209993,3584.906618726297,3603.846435546875,1774045,917.1074985947882,918.6360029800115,905.4774919184778,909.9135131835938,1405050,403.03737898986196,404.1543603703237,398.5695419674905,399.08148193359375,14641141,824.9846443812804,834.7387973148866,823.7102459704445,828.2687377929688,14929083
2024-06-19,3615.7012556686554,3621.558127260561,3582.922746603089,3591.188232421875,1509050,909.7972624449153,909.7972624449153,897.1703995041402,900.2440185546875,1297749,400.24496579903524,400.94304962931466,393.77589043943306,394.3343811035156,11329972,830.1313196004876,843.6596642417119,824.4455005291003,835.817138671875,32925140
2024-06-20,3585.8035709865335,3598.981069597492,3570.736818650082,3577.5380859375,2846526,903.8160952412181,903.8160952412181,861.2835537855372,877.0504760742188,2454516,394.70671932417883,396.98717382381864,392.33316337570244,394.00860595703125,15147549,836.209277488426,836.3072851232247,825.7688915323681,827.141357421875,13985352
2024-06-21,3615.08724810415,3663.0743420998706,3587.7403447033967,3599.737060546875,4642195,877.5655287618589,887.2018235307328,846.3307282894293,850.7169189453125,2246088,395.59096381210924,395.87020914994883,389.58727754803,390.56463623046875,26176371,828.2687636644131,831.3567222370788,812.2895697948148,819.8380126953125,18990090
2024-06-24,3597.8476118252383,3643.4258585651314,3581.363918973201,3605.451904296875,1702154,847.3275926398047,847.3275926398047,828.0550637549668,830.0321655273438,2889819,390.9369661412327,394.61361787534224,390.9369661412327,394.00860595703125,9723008,815.1325081138934,819.543928783181,804.8881970373593,816.3088989257812,12715254
2024-06-25,3605.6406325261373,3634.593352796922,3582.875033532891,3625.90283203125,1338808,835.6975889850497,845.6661489365345,830.7133090093073,837.5418090820312,1361511,393.72936061017225,394.66016859976054,390.7042715187919,394.00860595703125,10655609,820.5242410117988,829.2000110244921,817.8773766546938,825.6708984375,20917530
2024-06-26,3631.6179924136177,3652.8248194664434,3628.3117983770853,3642.339599609375,1639845,841.3464508840526,849.3379089699212,831.0456259923885,844.3702392578125,1614534,393.72935968027775,396.89410093743857,392.8451024171962,394.6136169433594,11511714,823.3181026095383,832.0919399410025,819.5439111626723,828.7098388671875,16281760
2024-06-27,3618.865541478185,3723.7191241208575,3606.679947095457,3716.3037109375,4526556,847.3275907993552,852.3118707452338,839.0204778373113,848.5902709960938,1750407,394.61362565963486,397.6852950358517,391.9608538117953,396.14947509765625,38438054,827.288405942117,830.7195107377448,821.7495985528304,827.3864135742188,20378887
2024-06-28,3700.8593836882187,3740.722593484322,3682.0141228075263,3687.965087890625,2731571,857.628394425131,878.1304433780326,850.667012884181,858.1434326171875,3301551,396.05635546638285,398.38336062952527,394.19476903576367,395.4978942871094,18554411,830.2293784821371,846.992752780768,827.386439058991,832.239013671875,23636388
2024-07-01,3668.930984521538,3780.1135277066987,3668.930984521538,3757.914794921875,2658723,863.9418504878765,870.5044652631686,853.9899011183157,855.3356323242188,1750326,396.8010483258212,400.47770023042045,395.2651988468778,399.3607482910156,13391362,832.6311314704473,833.7585184800706,823.4161996179325,825.3768310546875,10967797
2024-07-02,3772.462155624164,3800.61185331036,3762.023982045802,3794.944091796875,2307449,850.6504067294208,850.6504067294208,825.0644774166685,826.4268188476562,3238503,400.2449871714336,400.84999908994706,393.3104927215312,396.0563659667969,11177863,827.3864282167037,829.6411422984175,806.9468703630849,809.8878173828125,21142840
2024-07-03,3797.399960989219,3803.162277059337,3735.9992153513335,3745.681640625,1821198,829.0519039758802,833.870020894623,813.1022084178242,816.6742553710938,2184840,396.61483787535605,399.9191721581942,396.0563472079035,398.66259765625,7435499,812.6817296590598,827.2393941277866,808.760466789776,823.4161987304688,23598009
2024-07-04,3778.366360434806,3823.236142486343,3761.5992313523902,3798.2978515625,2518001,816.7573143760017,830.3810330789521,815.4281933476384,816.5413208007812,1616826,400.24500559718945,401.64120289640215,397.4991322255142,399.3607482910156,9478861,826.4061106133324,828.2687343216311,817.8773523092979,822.7789306640625,13372587
2024-07-05,3787.953922306711,3803.7764231043757,3767.172130214255,3789.654296875,1668616,820.0802165720395,820.2795390958805,795.8233468651167,799.2625122070312,2508012,399.31418163243075,403.96819211066986,398.0110563385377,403.6424255371094,13427543,821.5045497192135,844.2968895533086,820.5242340274244,842.826416015625,24873722
2024-07-08,3799.2892844506714,3808.027083028784,3757.7729794930797,3772.083984375,1758882,800.8076107094952,804.1305045122933,782.8642032101211,790.9553833007812,1789026,405.0386270748445,413.78815742675266,403.64242981653535,412.9039001464844,21311436,842.8264296839359,847.9730871492928,836.6994565108919,839.3953247070312,10359800
2024-07-09,3764.3382334203675,3785.0727479543702,3754.9865192673674,3764.810546875,1305801,794.1619313591348,815.4115612486762,773.5602213346011,776.4178466796875,3498687,416.6270870588992,423.5150306416012,413.27620196457383,421.2810974121094,27489709,842.9734801738035,852.8256408262188,839.1502250746712,844.3458862304688,13585081
2024-07-10,3763.1102154389605,3781.624995321451,3685.9342421919528,3692.688232421875,2669716,774.5570771226324,792.168219277378,745.9805194616463,749.05419921875,6903681,422.30500507362405,423.8408545509285,415.6032344446931,420.2107238769531,12065662,843.1695051813592,843.3165764690709,826.8962885808327,832.2880249023438,17343236
2024-07-11,3713.3284398600626,3759.615159156207,3679.8887389846327,3706.4326171875,4872189,754.9522505692596,793.4973691860157,754.9522505692596,775.0721435546875,7043004,418.86102924280897,427.70366090287615,417.6509759051689,426.9124755859375,19556596,837.5817726337938,841.4049680302959,833.0232806157347,839.8364868164062,8501366
2024-07-12,3759.6151284962884,3967.386003323572,3751.3969204452933,3952.27197265625,13509164,784.9410164983424,792.5004872380805,776.9827790377847,785.4560546875,1855986,426.912503236289,431.19419667007304,424.3062524940008,427.2848205566406,19693114,839.8364577356562,846.0124345728623,838.4639918457344,842.7774047851562,11446064
2024-07-15,4001.156559406364,4005.218270796749,3926.861280742083,3938.3388671875,4848030,790.8390355564858,793.829603414695,774.2248102397177,787.9315795898438,1986903,427.284802643238,434.1727465305415,425.56280929645555,431.33380126953125,16876907,842.7774216383809,869.8831149197468,842.7774216383809,864.001220703125,25392820
2024-07-16,3940.9831443093085,3962.284294879995,3915.3836649055647,3947.076171875,2029521,787.5162377347366,798.9966919121628,785.8547907917618,787.9814453125,1227282,431.3803339460018,434.45200341635984,429.4721966461106,433.33502197265625,13497253,864.9324947942838,870.6183136551655,857.0899695148005,863.364013671875,11893692
2024-07-18,3929.6477061172545,4085.51113676854,3929.6477061172545,4076.584228515625,5613364,785.8547843391502,786.4861548590054,758.9396726375691,764.38916015625,2261184,430.9614560409826,438.3147887078045,430.63565998305126,437.7097473144531,21907158,863.315023261012,877.2845216320075,860.2270049507774,875.9610595703125,19435183
2024-07-19,4087.8043639433604,4126.955499689888,4057.3641651955472,4073.60205078125,3903354,759.6042529073555,761.0663164497081,746.2463585058014,748.5557861328125,1703772,438.4078847537507,446.22663657603687,436.91858604958037,441.71221923828125,25939326,877.3825576774864,881.3038205050954,865.912851939986,871.84375,14562742
2024-07-22,4071.281839882535,4090.2182538173793,4038.190271605478,4059.351806640625,1896386,737.6733984023097,763.5916529407692,724.3820060995704,733.80224609375,1665978,441.75876374646487,446.27315152086356,433.614245462781,434.26580810546875,18762384,864.0992633045507,877.382528728047,850.914005515022,859.540771484375,14614111
2024-07-23,4055.233855032219,4129.748843691779,4039.421761308917,4073.554931640625,2365208,733.2872209184279,762.5948105228857,702.7834528348162,739.7667846679688,4473195,434.26580514596367,462.9810529532946,434.12618247349457,458.140869140625,56125835,865.618719345537,867.0891928212089,832.385994861864,846.8947143554688,18279212
2024-07-24,4059.494423388743,4108.350472060897,4041.1261912304362,4077.247314453125,1809793,745.9805438339738,809.1147969493155,745.5153362606209,801.9706420898438,6467664,461.67791921290376,475.3141836420076,456.69814231888404,459.86285400390625,43693692,847.1888058977289,850.9139934414429,830.5234396667329,835.2289428710938,19624845
2024-07-25,4066.5954836949645,4112.042883745572,4046.901795265646,4092.633056640625,2810342,797.484786771481,827.5566292204093,784.5422691966182,820.1798706054688,4317369,456.09309104663214,461.6779092226846,451.11331426036946,456.04656982421875,18567567,830.8175358859385,834.0035618347636,824.6415590903446,831.7978515625,9522375
2024-07-26,4118.670552129421,4187.2679052166895,4106.4090376287495,4154.5078125,3552210,821.8911390455623,823.336592374215,804.6953735214165,813.268310546875,1347549,459.8628566318143,471.3582598545481,453.67302639648256,467.44891357421875,21534703,828.0236595382181,847.2378228513442,827.386430415429,845.4732666015625,12081506
2024-07-29,4180.213339815366,4195.362470831685,4138.553229520491,4148.1162109375,1746803,819.5153023760432,821.7250079797177,805.4596569570434,810.8593139648438,1328373,470.52053724178256,471.1720998495296,459.8628409078825,461.7244567871094,12978187,849.0023752250042,871.5986394833856,846.208499495082,854.443115234375,26582781
2024-07-30,4157.585227320139,4164.118198879963,4097.177778242139,4133.20458984375,1797906,810.7761456300988,817.4052619796677,800.0599442568874,801.5718383789062,953781,461.9571970374462,463.3533943348958,454.8365583706438,456.00006103515625,13891052,857.4821305468374,863.2169532964333,851.8943192478578,855.6195068359375,13528447
2024-07-31,4118.670902108038,4179.267439518362,4113.936797622856,4152.14111328125,2330091,789.210870631699,866.5004274548481,788.8453243323086,849.4708251953125,10280913,458.373614385957,463.49301427967293,456.55854906003475,461.07293701171875,11982586,856.6488268509507,857.727209991399,850.9140040978348,855.2274169921875,11636874
2024-08-01,4165.443616342355,4184.285259071731,4132.920227203137,4163.26611328125,2202244,867.5969695778521,883.878991182955,854.388627813435,878.3131713867188,5425512,461.6313905239546,462.3760546322901,456.97737997103144,459.537109375,12114803,860.5211196893349,864.0502921513843,842.5323503146797,845.6693725585938,11787203
2024-08-02,4132.873162297419,4164.118251496919,4042.9251782382544,4055.281005859375,2811282,855.6347029787432,870.2552777543672,849.603736418399,851.8798828125,2209836,451.25295384341814,464.88918898880655,451.25295384341814,455.2554016113281,22141163,839.8364743996533,841.4049555903533,829.494155703777,831.16064453125,12609331
2024-08-05,4013.5736879846177,4013.5736879846177,3891.907205581687,3934.087890625,2787771,812.1053825684406,826.925280180653,777.5476872964019,793.3644409179688,4511538,446.83163592942134,457.86164997554926,446.36621719129073,452.3699035644531,25022076,813.6620483537691,814.9854506435058,784.2525767265245,795.6732788085938,27676951
2024-08-06,3949.14268931395,4031.7999662691227,3939.532087639672,3949.37939453125,2203067,809.2310720851017,827.390473522026,766.2832133691118,770.0214233398438,2738472,452.6026191959533,457.6754978281909,450.55485925262013,452.649169921875,14251363,806.4567530115417,810.2799484288843,779.988228505242,781.9978637695312,17900930
2024-08-07,4003.1584593448297,4019.2072572996026,3957.994920939523,3977.07373046875,1237666,790.839081498621,802.8013536263812,778.1790588380179,797.0029907226562,1844952,456.0930950965633,461.3055960404738,454.32458063337543,458.5597229003906,11320399,793.0753863597355,794.7419349850848,784.7917068840424,792.7322998046875,17692355
2024-08-08,3958.658292455504,4006.9461596918663,3938.775053005237,3950.657470703125,2441283,882.8821314768242,882.8821314768242,840.681854511994,863.8753662109375,10929666,459.8163509371657,463.5395534488428,458.42012418293916,460.5144348144531,21349889,796.01636305695,801.7021822548979,786.9974464841414,792.1441040039062,14769069
2024-08-09,3992.74326394149,4027.44415336694,3981.901980990388,4003.868408203125,1302536,872.2323432464847,890.8569514108627,851.3648092017911,880.7222290039062,5319696,463.5395573573386,463.5395573573386,458.9786187546684,461.5848693847656,9556181,799.9376104147318,813.6130263830515,793.6145621891944,808.07421875,15320885
2024-08-12,4005.0521972685856,4013.573584922349,3963.723559610809,3972.52880859375,936912,863.9418463359835,878.8946856330875,852.6441049715546,854.5215454101562,1954155,457.95470930476176,465.4011139114233,457.95470930476176,460.3747863769531,9425644,804.4470175738744,806.799799123275,795.2320861451166,796.6044921875,16120449
2024-08-13,3988.956544779889,4008.8397841438527,3960.5519171170845,3973.76025390625,1495593,859.9544396721658,869.8564977190974,845.3338651201334,861.3001708984375,1869564,461.6313768042684,463.39992082169977,454.4642172856773,456.0931091308594,8056478,797.4868163142143,803.8588683191833,779.3999798102883,781.8507690429688,17585172
2024-08-14,3985.168737449799,4077.1999039105713,3965.42743135513,4066.83203125,3226545,867.2646674118121,867.5969324439106,839.0204360722068,850.5507202148438,1248081,457.9081745197849,464.47035162635643,456.0000373291409,458.140869140625,9609981,785.183846292551,793.2224467373169,784.6446846418667,787.1934814453125,11788665
2024-08-16,4118.670194945417,4191.575391499624,4095.0944511200714,4181.20751953125,3457058,854.9701891655104,889.5278235213224,844.8520763546219,879.2103881835938,3863127,460.2817096214168,469.31048470007704,458.5597164054454,467.86773681640625,13643352,787.1934703278642,798.85925054641,787.1934703278642,796.1143188476562,11427335
2024-08-19,4185.894947757169,4255.249574521071,4156.87498137627,4251.2255859375,2055210,887.849790833696,903.8160965063852,879.2269623868162,889.261962890625,2372391,469.82246388684206,474.057606447632,465.0288306148003,466.7508239746094,10591508,798.9572597142997,809.1525664711355,796.6044782061931,797.682861328125,10151482
2024-08-20,4265.427758595415,4322.237007322546,4260.693654534821,4282.75439453125,2212298,891.687672470042,918.1043558914574,881.2206846992924,898.167236328125,4047696,466.3319395570424,468.56587282373647,463.2602997527288,464.2841796875,6888634,801.8492361476191,806.7998184496117,797.3397480422,804.1529541015625,10347493
2024-08-21,4277.736579801988,4317.503055311436,4253.639804359008,4309.455078125,1896990,903.1515203662027,915.2799551040101,884.6432438447891,893.8143310546875,1629333,465.40113299398797,473.77837539474945,464.5168757294204,470.427490234375,8801221,804.1529595522029,804.8391925113443,795.2321105845307,799.4964599609375,14607257
2024-08-22,4317.5030108146375,4318.402675534502,4258.042847258311,4262.58740234375,1829872,894.5120484340886,913.7846372821003,887.0356288404439,906.0922241210938,2293833,472.70796194704985,473.3129738869813,466.75082600059324,469.6363220214844,8686423,802.8785556624933,807.6821265102021,801.0159319051235,804.1529541015625,7832917
2024-08-23,4260.693506184104,4266.374430859017,4218.086571122263,4226.51318359375,1809253,906.0922318678249,930.3988704381262,897.5358443642167,911.0100708007812,4193580,470.101691325043,471.87020584350046,465.35460895981095,470.7998046875,8195369,805.3293192807621,805.8194771135562,798.4671096216442,799.3003540039062,5537747
2024-08-26,4250.279233485934,4310.070883859805,4246.491949695793,4263.01416015625,1844164,915.5790112177955,919.4334926725794,900.5264491835404,906.3580932617188,1152153,470.98594089706575,472.84755683334987,467.2627385243222,470.7066955566406,8126402,801.8982298568817,807.2409623037237,797.7808920155667,799.0062866210938,8523795
2024-08-27,4265.428242149461,4270.162346746741,4248.1959164894,4257.99560546875,930697,908.1357825152497,914.9310011064936,890.8569661001076,897.25341796875,1470462,472.42870096422115,472.47525168876325,465.40113454893714,465.9596252441406,8260450,801.702163529934,803.3197083604263,795.0850325876467,799.839599609375,12833290
2024-08-28,4259.510267771518,4319.8700965173775,4220.2643589002255,4266.421875,1848058,918.7689647147871,942.1618602370348,910.9602188382577,923.96923828125,4713192,465.77346700783545,467.54201110027503,462.1433658703206,462.88800048828125,8081932,798.7121942115388,801.1139795760346,790.6245899129868,793.467529296875,10371300
2024-08-29,4222.820592184166,4313.71538519979,4222.820592184166,4271.86572265625,2133641,925.0823657141905,942.6935086184285,917.8385495216402,934.3032836914062,3240267,463.5395558890962,472.56833161488777,462.9345144591377,470.14825439453125,19389694,793.6145275853862,799.937575535221,791.0657308125117,798.4671020507812,18247268
2024-08-30,4260.694311007412,4348.038544383064,4249.1429103938235,4311.5859375,3637222,943.3580303241494,947.0131892303359,932.3926144488507,941.248046875,1986060,467.21619895900704,473.91799878978713,465.58730710072587,467.169677734375,15523349,801.0650084127782,804.5451172254517,798.3200765507661,799.5454711914062,8911426
2024-09-02,4332.652011694428,4344.013861375445,4272.055480062339,4280.6240234375,1216500,943.5242016277851,943.5242016277851,914.1169497017211,918.8021850585938,1693917,469.12436710280446,477.40850809281204,468.47280445752887,474.7557067871094,16497266,801.2119858304522,809.1525786646832,797.04564422928,805.966552734375,11813750
2024-09-03,4280.62427113772,4313.6210706253505,4256.811818932973,4272.38720703125,1717263,917.1407258040497,923.1550821290948,897.2036061217957,907.7869262695312,1309488,474.7557077226489,480.24745424362595,472.75449855810376,474.15069580078125,12481552,805.966591337859,809.6917790988241,800.3297759604034,808.5643920898438,10548350
2024-09-04,4238.869860215786,4248.3852249914535,4200.760320366018,4241.04736328125,1265505,898.8318110911222,935.3831557374905,897.5026292486388,917.2237548828125,2265771,465.4011226864979,474.755694093594,465.354601462967,471.3117370605469,8739052,799.3984149013352,802.5354369721819,797.6338586845211,800.427734375,10789570
2024-09-05,4242.704600629275,4259.747377422697,4217.282366116104,4237.92333984375,1688793,919.7658141994889,961.9660308503516,919.7658141994889,960.5039672851562,4593615,473.1733400299588,476.47770400804217,471.9633161786824,475.8261413574219,11318636,802.2413336710257,805.9665812189434,798.369134501237,802.6334838867188,8395074
2024-09-06,4236.029645395859,4278.6365868505345,4203.8848901946485,4219.744140625,1649179,964.3252119862262,974.4101040360908,932.0603353658358,938.4568481445312,2168640,476.5707559468642,476.5707559468642,462.74834768895016,466.9834899902344,14245025,795.5262015930762,796.8986675256167,761.7053094735923,767.0970458984375,40220096
2024-09-09,4218.0871166522065,4251.462553433798,4194.890004562873,4212.9267578125,1184938,936.778800097088,946.6809190894157,910.8937649516,941.9624633789062,1666857,467.26274749161126,477.17578026799583,465.72692758962387,476.33807373046875,14265060,769.5477977846319,772.6848198824725,755.8233784610844,768.8125610351562,21322103
2024-09-10,4206.204473662924,4298.5195066181295,4204.310831961278,4268.12646484375,1385591,943.6903517895319,953.6589116294098,934.768478564189,947.2457885742188,1333026,476.4777184120114,479.3631849521356,473.54567164567135,478.0600891113281,11332248,772.4887444671417,773.2729850328517,762.1954299786836,767.2440795898438,12824701
2024-09-11,4281.00383317773,4307.420045613886,4233.473235852587,4241.142578125,1325919,947.3454330171298,978.8793384776453,939.9687353725348,957.6130981445312,2190396,477.50157364424496,483.5517812694099,476.5242149395142,478.7581481933594,15497555,764.6952691046852,772.4887910829905,750.3336796377038,753.4706420898438,20060665
2024-09-12,4270.398636628928,4291.5601745835365,4195.6469473824145,4277.45263671875,2742216,959.6400610038124,965.2888710968618,940.9490110416749,953.3265991210938,1153908,479.4562685547481,484.4825963244237,473.3595101165837,483.5517883300781,19085324,759.7446278215249,774.3513549221617,757.5389176117205,772.24365234375,17578964
2024-09-13,4289.098667337487,4305.194622601226,4265.428144890812,4282.09228515625,1458786,960.9691604134384,975.4235720586613,954.9880245602428,964.5245971679688,2262765,483.55177740140044,484.0171666381423,476.57076185132354,478.2927551269531,9165077,775.429725098296,779.3509879306515,769.6458384870828,775.2826538085938,12950936
2024-09-16,4286.2585344411245,4304.295289007335,4255.43969677022,4273.23974609375,1155120,983.5645800664068,1149.3749365869671,981.9031331640612,1140.3367919921875,31976859,480.20089978594154,481.2247797226006,474.4299374611518,475.7330627441406,7821668,775.2826362662203,779.3509702962235,768.9596479590956,770.0869750976562,9553736
2024-09-17,4273.239388269134,4294.590014445038,4228.502101148829,4266.04345703125,1699364,1136.4157815314422,1181.938829293775,1101.5258233265295,1107.739501953125,12246828,475.68650794774527,478.0135131474731,471.21864144436574,472.6148681640625,10889862,770.1360013393838,771.9986251303302,765.1854189481497,767.4891967773438,10665630
2024-09-18,4257.9000607847665,4257.9000607847665,4091.2124529893836,4115.02490234375,2961779,1112.4912214741735,1310.8655521850699,1111.494365540953,1294.6334228515625,46895184,472.7079419349947,476.94308433487333,470.1482421053882,472.2425231933594,5638729,768.3714262748396,779.1058950529456,766.6068699986203,777.145263671875,18324412
2024-09-19,4156.590712046438,4187.031372404745,4054.097354431545,4067.684326171875,2927551,1294.5835480327135,1294.5835480327135,1188.2356166307927,1233.17724609375,18736551,474.7091530835231,479.1770196230398,472.38214786497383,473.08026123046875,14461616,779.3999767062683,785.5759535812824,768.6165041254203,774.400390625,10645478
2024-09-20,4087.330737178729,4100.397141985248,4002.685047675482,4057.032470703125,5447908,1241.0856806508618,1345.75555733226,1222.494292503005,1324.140380859375,20518782,476.5707542994241,481.5505606528095,472.8475519650138,478.8046875,24725118,779.203920907502,779.203920907502,764.1560986394321,766.3128051757812,21372244
2024-09-23,4071.32949426943,4080.229517445096,4026.828916076253,4041.504638671875,1702319,1329.4735872864521,1395.5984096386485,1294.6002980993119,1306.6622314453125,15611166,479.78202544282846,483.5052278452276,478.06006166286596,481.17822265625,8105508,770.5281215390131,789.1541193879206,769.0576480246257,786.0661010742188,17309545
2024-09-24,4025.550824249018,4062.8083176204914,4014.5204536730093,4044.15576171875,3012026,1313.1916109495091,1354.7272349365314,1299.6342726914384,1322.54541015625,7338030,481.2248086999554,481.9694433351235,478.572036749734,479.5959167480469,7015487,783.5173029793567,788.4188813527027,780.8214348740164,782.5369873046875,15180653
2024-09-25,4026.2141547688016,4061.4832351175246,4014.5208235861746,4047.4228515625,2713073,1326.81530691785,1330.138200740524,1271.3569184498356,1275.26123046875,4750377,479.8285876329136,483.3656462246209,476.85001973985106,481.7367248535156,8802667,782.1939054186181,782.2919130531816,773.1749891911104,777.4883422851562,18465571
2024-09-26,4033.456595579135,4087.235831927587,4033.456595579135,4064.228271484375,3964251,1307.542651246812,1309.1874878647895,1241.085629963546,1249.0771484375,5730153,481.82979240141503,487.50771228617066,481.2247804832943,486.576904296875,16086557,780.331278301596,787.193488035404,776.0178653925714,786.0661010742188,23198842
2024-09-27,4104.467850578941,4145.181141830359,4071.3762812521563,4079.566650390625,3012477,1249.3928017267529,1253.2472220722918,1204.5342850360034,1211.49560546875,2925336,484.2499104377946,491.9290101550874,484.2499104377946,486.5303649902344,17916386,786.0661024227028,792.095067775522,782.7330650179391,786.8504028320312,15193681
2024-09-30,4058.926049161128,4070.1459682536542,4033.5038178792897,4041.504638671875,2503416,1189.5814765322996,1270.9913387110994,1189.5648054793924,1224.3551025390625,8310687,484.5756816249072,488.06618957500433,478.47892301876533,482.29522705078125,10936940,786.1151665701419,786.8013396781569,770.9692773696576,772.3907470703125,15484573
2024-10-01,4029.242815191706,4067.3051938657322,4017.3132437195263,4059.87255859375,1823365,1244.4085536288421,1302.5584030216312,1226.1660410377172,1282.255859375,10898970,482.2952288952036,483.78449813302376,478.4324036223028,480.48016357421875,5285319,772.4887361629332,784.5956105690549,772.4887361629332,781.2625732421875,13280535
2024-10-03,4035.9187010687683,4051.4464707512293,3986.1158312368952,4007.656005859375,3350119,1262.6841687096132,1407.2282821394099,1244.4251066977758,1313.7232666015625,33666390,473.3594842009567,480.0147034715061,472.94061620145965,477.26885986328125,16481353,774.3514108096929,788.1738385219239,768.861606879953,778.4686889648438,15944135
2024-10-04,4000.3180287251416,4069.4359496948305,3999.4183640057563,4026.118896484375,2965463,1322.4955097391237,1393.7042687854919,1279.6307042142828,1365.077880859375,22813737,474.70916243329543,481.5505850504167,466.8438893596582,468.70550537109375,18930962,776.4100140404223,793.9086248930724,769.7928832389414,780.968505859375,20097454
2024-10-07,4046.61726791575,4068.7256257487174,4004.4837429065424,4045.623291015625,1472619,1392.2754925099034,1415.5355061782936,1256.3874229949577,1271.47314453125,18471468,471.9167871845915,479.3166713074241,471.68409254861746,474.8953552246094,17114457,784.2525262685198,788.1737888998624,750.3336284408941,755.4802856445312,24267990
2024-10-08,4045.3869945057163,4051.825191579924,3980.3878333935318,4027.06591796875,1541867,1283.9006439596446,1420.519808225329,1273.0350108459475,1409.7703857421875,21072588,474.70916262824323,477.08271861882434,470.9859601036691,472.801025390625,9868331,757.0487719081607,768.9596311652928,757.0487719081607,766.0676879882812,8560960
2024-10-09,4033.457129138987,4066.5958614206456,4020.8645957979184,4026.7822265625,1082504,1431.1527917417368,1460.3939396275082,1382.3068510989053,1389.301513671875,16570605,474.52300307966124,474.52300307966124,456.6050454275096,457.67547607421875,24874940,771.214345767345,788.5168813576186,766.6558539907494,781.7037353515625,18758697
2024-10-10,4027.065497608203,4065.5065138830532,3975.3218342504942,4002.590087890625,2378875,1401.9118078550937,1445.1088183989345,1384.1843941175455,1400.9647216796875,10436880,461.07292157165,461.35216692010636,455.58117505154325,458.00128173828125,13292273,783.2722306646576,788.6149631033948,779.3509679329196,781.4096069335938,10241015
2024-10-11,3922.6788421196575,4016.3669515997326,3893.7536496314738,3928.54931640625,5759183,1417.1969054171814,1511.8982253712531,1411.780638261605,1494.1043701171875,19460430,458.88553006277044,459.76978731576037,453.6730289927351,454.41766357421875,14949380,781.5076533317213,786.8993894424932,777.3903156076607,784.0074462890625,14322720
2024-10-14,3919.8382019814067,3943.8873583904956,3902.984976280472,3916.666259765625,2137590,1507.2462254079203,1658.0373618003673,1507.2295543547248,1598.126220703125,38131941,457.0239270306357,464.4703615554793,454.83654444829324,462.56219482421875,6970606,786.2131901126612,793.3204789260238,785.036799307843,789.3012084960938,8967564
2024-10-15,3911.364023062213,3948.1957233726384,3877.231316907688,3897.871826171875,2759474,1614.9067317078134,1624.011317457414,1551.7724773545924,1579.10302734375,12606870,463.53957367293145,464.8426990338473,460.2817602706419,464.051513671875,8347216,789.6442795500336,791.6049109083206,785.821024467886,788.81103515625,6252104
2024-10-16,3867.7635041374742,3896.168132074836,3850.910045329815,3877.184326171875,2359151,1520.2054072571616,1536.8196334409668,1468.6680004857415,1502.54443359375,18922134,461.67793639321064,464.3307377203826,458.28050046536174,459.0716857910156,6939430,786.9974153952073,793.0753845737652,786.2621786357137,789.5952758789062,6494240
2024-10-17,3894.084306291897,3910.322652467529,3875.290052564961,3890.486572265625,2522659,1504.7708013398192,1514.1578214336198,1395.5983984104525,1414.721435546875,10883109,460.7471349200635,460.7471349200635,454.2315378220923,455.0692443847656,7669729,793.5655446321986,803.3687014528558,790.1344397449686,795.0850219726562,18580553
2024-10-18,3881.944405297675,3935.2379992491005,3872.453098683255,3913.31298828125,2361000,1407.89300778966,1476.3437463751989,1362.7021615765677,1420.453369140625,17133642,454.92962162837006,457.5358722670346,445.295833910263,453.021484375,22616838,795.1340535689559,806.4076843065691,787.0955125621578,804.2510375976562,11704698
2024-10-21,3922.37743300902,3929.353636003749,3862.961761386138,3872.310791015625,1595450,1435.8049368702846,1481.6603119433046,1432.515263462177,1440.257568359375,8399076,453.0214708169555,453.85920685423713,444.3184618732703,450.1825256347656,7680088,808.4663723240905,810.1819248045383,793.0754038184709,797.927978515625,10359618
