,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-07-28,1001.5,1010.7000122070312,1000.25,1004.25,12059580,1465.7898930637602,1482.3620946590604,1465.7898930637602,1477.00341796875,7507479,2460.0,2524.5,2427.0,2449.89990234375,3468410
2025-07-29,999.9500122070312,1013.25,998.1500244140625,1010.7999877929688,19895696,1468.5685019046516,1478.3927223132807,1464.1029581857863,1474.8201904296875,9776027,2450.0,2500.0,2438.0,2487.10009765625,2601305
2025-07-30,1014.0,1016.2999877929688,1008.5,1012.9000244140625,15154036,1476.308661728485,1477.1025845983731,1465.9883912336757,1471.04931640625,7238625,2495.0,2496.60009765625,2447.0,2457.5,1846915
2025-07-31,1007.2999877929688,1015.7000122070312,1004.0,1009.0999755859375,22183032,1458.6450618514623,1483.0566764606926,1452.7902136757805,1470.0570068359375,12406146,2427.5,2474.699951171875,2416.0,2427.39990234375,2933504
2025-08-01,1007.0,1014.1500244140625,1004.6500244140625,1006.0999755859375,11317258,1469.0645758820863,1473.7285394467383,1458.5457644921182,1460.3319091796875,4416771,2429.300048828125,2470.0,2383.5,2411.300048828125,3124608
2025-08-04,1005.0499877929688,1009.25,994.0499877929688,996.0,13933946,1465.492177404952,1467.4768633867377,1450.1108610461113,1451.9962158203125,6140054,2420.0,2495.0,2381.199951171875,2486.60009765625,3342439
2025-08-05,993.25,997.2000122070312,982.75,988.7999877929688,23978058,1441.8743352750153,1450.3092505192255,1429.96621963613,1433.3402099609375,14799343,2492.0,2494.10009765625,2346.10009765625,2367.199951171875,7032517
2025-08-06,985.5499877929688,994.0,985.0,992.6500244140625,14080204,1431.2564134495642,1442.866778550362,1430.561700640964,1432.54638671875,7805252,2370.39990234375,2428.0,2282.0,2387.60009765625,9401319
2025-08-07,990.0499877929688,1000.7999877929688,988.4000244140625,997.7000122070312,13081186,1430.0655302659995,1436.8135113901221,1418.1574137897542,1429.271728515625,7432535,2370.0,2454.0,2359.300048828125,2442.199951171875,4564283
2025-08-08,993.5499877929688,996.4000244140625,985.0,986.9500122070312,13895264,1434.8288259088201,1436.5157606227415,1421.0352334242946,1424.9053955078125,5415511,2500.0,2503.60009765625,2382.300048828125,2392.89990234375,6685163
2025-08-11,987.9500122070312,998.7999877929688,986.5499877929688,997.7999877929688,9105854,1416.9666396615337,1427.3862414978396,1409.5240669213151,1425.5999755859375,8492484,2400.0,2421.0,2370.0,2396.300048828125,3272568
2025-08-12,995.9500122070312,998.0,983.75,984.9500122070312,12937802,1431.0,1433.800048828125,1420.0999755859375,1422.0,5913947,2400.0,2411.0,2346.5,2368.699951171875,2571768
2025-08-13,997.0,997.0,984.5499877929688,990.1500244140625,13577396,1424.5999755859375,1427.699951171875,1415.199951171875,1420.800048828125,9009465,2385.0,2501.89990234375,2381.89990234375,2496.39990234375,5393999
2025-08-14,989.0,998.0,985.5999755859375,995.5499877929688,17511716,1412.0,1431.0999755859375,1412.0,1427.300048828125,7577793,2500.0,2514.39990234375,2456.0,2482.0,2747105
2025-08-18,1005.0,1013.2999877929688,997.7999877929688,1001.7999877929688,19284796,1450.0,1452.4000244140625,1431.0,1434.5999755859375,6908844,2520.0,2550.0,2487.0,2494.800048828125,3167818
2025-08-19,999.1500244140625,1003.0499877929688,993.3499755859375,995.5499877929688,12352438,1431.0999755859375,1438.5,1426.300048828125,1436.300048828125,6709554,2505.0,2532.0,2470.0,2491.5,3159563
2025-08-20,993.5,996.0,989.5,994.0999755859375,9950228,1432.5999755859375,1435.9000244140625,1423.0,1430.5999755859375,5817858,2505.0,2533.0,2485.10009765625,2523.0,2674274
2025-08-21,998.75,998.75,991.5999755859375,995.5999755859375,12439850,1440.0999755859375,1447.800048828125,1436.4000244140625,1446.0,6238645,2524.0,2529.800048828125,2325.0,2332.199951171875,12151255
2025-08-22,994.9500122070312,998.0,978.5499877929688,982.2999877929688,19833502,1444.300048828125,1446.0,1429.4000244140625,1436.4000244140625,6657207,2331.300048828125,2353.5,2292.199951171875,2332.800048828125,5910342
2025-08-25,980.0999755859375,988.7000122070312,978.5,982.0499877929688,17518044,1435.9000244140625,1435.9000244140625,1424.0,1433.199951171875,6738427,2335.0,2342.89990234375,2286.10009765625,2290.800048828125,3982572
2025-08-26,979.5,985.7000122070312,968.0,973.4000244140625,16917731,1427.9000244140625,1427.9000244140625,1413.0999755859375,1416.5999755859375,8720155,2282.0,2290.0,2212.0,2215.60009765625,5678257
2025-08-28,967.0,972.2000122070312,955.0,957.7999877929688,25438255,1408.0,1411.800048828125,1396.300048828125,1399.0999755859375,12990789,2218.0,2230.0,2170.0,2178.39990234375,4301677
2025-08-29,954.0,963.2999877929688,950.0999755859375,951.5999755859375,14823813,1392.0999755859375,1405.0,1392.0999755859375,1397.800048828125,8519507,2180.0,2184.0,2090.0,2096.199951171875,8153679
2025-09-01,949.5999755859375,957.4500122070312,946.3499755859375,950.5999755859375,20178344,1398.0999755859375,1412.4000244140625,1398.0999755859375,1411.0,4927348,2130.0,2198.0,2107.60009765625,2180.39990234375,6021070
2025-09-02,951.0,954.7999877929688,944.0,944.5,14196320,1413.9000244140625,1413.9000244140625,1390.0,1394.199951171875,7163073,2190.0,2252.0,2163.0,2194.199951171875,5015814
2025-09-03,945.0,956.2999877929688,940.0,954.4500122070312,16083481,1389.0,1400.0,1384.199951171875,1397.0,9813382,2210.0,2227.800048828125,2165.39990234375,2214.0,3276037
2025-09-04,960.2000122070312,965.7000122070312,956.25,961.25,17597657,1409.9000244140625,1415.0999755859375,1401.9000244140625,1405.5,10564859,2239.0,2254.800048828125,2205.0,2219.5,3864879
2025-09-05,967.5,967.5,954.0499877929688,963.4000244140625,11602111,1411.0,1411.5,1387.699951171875,1402.800048828125,6621077,2229.0,2347.89990234375,2227.0,2319.60009765625,7981732
2025-09-08,969.0,973.1500244140625,960.4500122070312,966.0,11711307,1402.199951171875,1410.5999755859375,1397.5999755859375,1402.699951171875,5880943,2329.0,2388.89990234375,2323.199951171875,2346.199951171875,3680062
2025-09-09,974.0,974.4000244140625,962.7000122070312,965.1500244140625,13985539,1399.0,1407.5,1395.199951171875,1403.699951171875,6470679,2358.60009765625,2367.300048828125,2315.89990234375,2353.199951171875,2162565
2025-09-10,973.9000244140625,973.9000244140625,961.7000122070312,965.9000244140625,18091100,1410.0,1413.699951171875,1402.0999755859375,1403.9000244140625,7452347,2365.0,2368.199951171875,2242.39990234375,2266.5,5226464
2025-09-11,960.2999877929688,969.25,959.9000244140625,967.7999877929688,15113633,1398.0,1408.0,1396.0,1401.5999755859375,10192026,2272.0,2280.0,2145.199951171875,2162.800048828125,9464950
2025-09-12,969.9000244140625,970.75,962.25,967.2999877929688,14363519,1405.0999755859375,1419.699951171875,1400.0999755859375,1417.699951171875,7770038,2185.0,2223.0,2179.300048828125,2201.199951171875,4700718
2025-09-15,969.5999755859375,972.3499755859375,965.0,967.0499877929688,14486377,1422.0,1426.800048828125,1416.300048828125,1419.4000244140625,5845637,2218.0,2254.300048828125,2216.199951171875,2227.39990234375,3362642
2025-09-16,961.2000122070312,969.3499755859375,961.2000122070312,966.8499755859375,18661794,1414.0,1424.9000244140625,1413.699951171875,1421.5999755859375,8213151,2235.0,2235.699951171875,2180.39990234375,2199.300048828125,3431716
2025-09-17,965.1500244140625,974.4000244140625,964.3499755859375,966.5,17361476,1420.0999755859375,1426.0999755859375,1416.4000244140625,1419.199951171875,7484283,2209.300048828125,2230.0,2201.0,2209.800048828125,2575857
2025-09-18,973.2999877929688,979.6500244140625,969.25,976.9000244140625,17791598,1431.0999755859375,1432.800048828125,1415.300048828125,1421.699951171875,8130537,2222.699951171875,2239.89990234375,2186.39990234375,2198.300048828125,3048170
2025-09-19,974.9000244140625,976.7000122070312,962.0999755859375,966.9000244140625,31243267,1416.0999755859375,1418.0,1400.199951171875,1402.199951171875,13457344,2200.0,2212.0,2180.0,2182.60009765625,2777471
2025-09-22,964.0,971.2000122070312,961.9500122070312,964.2000122070312,10854415,1403.9000244140625,1409.9000244140625,1397.199951171875,1401.5,8847948,2175.0,2196.0,2150.0,2156.199951171875,2789419
2025-09-23,967.0,968.2000122070312,955.5,957.2000122070312,21022298,1391.0,1403.300048828125,1391.0,1394.300048828125,12827524,2157.0,2160.0,2086.39990234375,2122.199951171875,4932424
2025-09-24,952.2000122070312,956.4500122070312,943.0,951.0499877929688,15117220,1386.4000244140625,1390.9000244140625,1376.5,1382.699951171875,9735678,2122.199951171875,2135.0,2060.0,2076.39990234375,4081837
2025-09-25,952.5,958.0,947.4000244140625,949.8499755859375,31413279,1377.0,1391.5,1371.800048828125,1375.800048828125,21613389,2070.0,2095.0,2040.0,2043.300048828125,5087377
2025-09-26,945.0999755859375,951.4500122070312,941.2999877929688,945.0499877929688,14874656,1368.0,1372.699951171875,1357.0,1359.5999755859375,18342280,2042.9000244140625,2084.89990234375,2021.5,2043.199951171875,4532697
2025-09-29,946.0499877929688,956.7999877929688,939.0999755859375,950.2999877929688,32398179,1359.5999755859375,1366.5,1346.199951171875,1348.0999755859375,20563163,2055.0,2121.0,2047.9000244140625,2097.39990234375,4448256
2025-09-30,958.0499877929688,960.0,946.2999877929688,951.0,28296687,1353.699951171875,1356.5999755859375,1342.5999755859375,1348.0,20166871,2105.0,2108.89990234375,2035.0999755859375,2040.199951171875,3613387
2025-10-01,952.7000122070312,969.5999755859375,946.0,965.25,25350832,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632,2048.0,2085.0,2038.0,2081.39990234375,3715436
2025-10-03,952.0,966.75,952.0,965.1500244140625,26658296,1371.9000244140625,1371.9000244140625,1361.300048828125,1365.199951171875,12163695,2080.89990234375,2099.89990234375,2050.0,2093.39990234375,2827421
2025-10-06,971.9000244140625,977.4000244140625,962.0,973.4500122070312,18542683,1371.0,1372.5999755859375,1359.0999755859375,1363.4000244140625,14314283,2103.699951171875,2223.800048828125,2102.0,2217.89990234375,8546614
2025-10-07,974.0,989.8499755859375,971.0,982.5,25535736,1363.5999755859375,1383.0999755859375,1363.5999755859375,1375.9000244140625,16126464,2237.0,2266.39990234375,2180.0,2231.199951171875,5976759
2025-10-08,976.0,985.9000244140625,974.5499877929688,978.7000122070312,15939710,1372.300048828125,1381.5999755859375,1364.300048828125,1370.300048828125,8100832,2227.0,2264.300048828125,2210.0,2244.199951171875,3860482
2025-10-09,974.5,979.0,970.1500244140625,977.0999755859375,15370950,1369.800048828125,1378.699951171875,1365.0999755859375,1376.199951171875,7909575,2244.199951171875,2338.0,2230.0,2330.199951171875,7865924
2025-10-10,979.0,986.2000122070312,978.0999755859375,980.9000244140625,13757080,1370.300048828125,1385.0,1370.300048828125,1380.300048828125,7673816,2335.0,2410.0,2332.60009765625,2385.0,7275253
2025-10-13,974.2999877929688,981.0,972.0,977.0,18634254,1373.0999755859375,1386.4000244140625,1373.0999755859375,1379.4000244140625,8923018,2375.0,2505.0,2355.0,2476.0,8770554
2025-10-14,970.0,980.4500122070312,967.0,977.1500244140625,22934382,1389.0,1389.0,1375.0999755859375,1384.0999755859375,10610855,2501.0,2556.800048828125,2428.5,2448.300048828125,8984969
2025-10-15,975.0,984.9000244140625,973.3499755859375,978.25,23310447,1386.5,1400.4000244140625,1385.5,1398.4000244140625,8988550,2460.0,2476.300048828125,2435.60009765625,2456.300048828125,3210878
2025-10-16,982.6500244140625,996.5999755859375,981.5,994.3499755859375,22936566,1401.0,1418.9000244140625,1399.4000244140625,1417.300048828125,12185032,2468.800048828125,2567.10009765625,2462.0,2509.199951171875,9183672
2025-10-17,993.9500122070312,1009.0,986.0,1002.5499877929688,25210511,1412.0,1439.5999755859375,1410.9000244140625,1436.5999755859375,17037215,2512.0,2538.0,2461.800048828125,2485.60009765625,3965773
2025-10-20,997.0,1020.0,997.0,1002.9500122070312,22195202,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227,2503.199951171875,2526.800048828125,2490.0,2494.10009765625,2528250
2025-10-21,1006.0,1010.0,1004.0,1007.7000122070312,3471600,1384.5,1387.5999755859375,1375.9000244140625,1382.0,3415560,2506.5,2519.0,2477.0,2487.800048828125,946624
2025-10-23,1016.0,1020.5,1006.0,1008.7999877929688,43526526,1385.0,1389.800048828125,1360.0999755859375,1363.699951171875,21124942,2499.0,2533.699951171875,2481.0,2487.5,3296837
2025-10-24,1011.0,1011.9500122070312,991.2999877929688,994.75,17707768,1368.0999755859375,1381.5999755859375,1368.0999755859375,1377.699951171875,10570263,2492.89990234375,2506.699951171875,2466.199951171875,2475.0,2121602
2025-10-27,996.5,1009.0499877929688,996.2000122070312,1002.9500122070312,15700796,1382.0999755859375,1386.800048828125,1374.0,1377.5999755859375,11499836,2482.800048828125,2515.0,2462.0,2510.199951171875,2544807
2025-10-28,997.6500244140625,1008.0,995.0,1003.5499877929688,33904289,1373.0,1375.800048828125,1356.199951171875,1363.0999755859375,26477914,2511.0,2513.199951171875,2405.0,2419.699951171875,5690046
2025-10-29,1004.9000244140625,1012.5,1000.0,1007.8499755859375,17769445,1364.5999755859375,1371.699951171875,1358.4000244140625,1370.4000244140625,16129382,2424.89990234375,2454.0,2410.0,2447.300048828125,2308131
2025-10-30,1000.0,1009.5,997.0999755859375,998.1500244140625,19962917,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401,2459.0,2471.199951171875,2437.199951171875,2442.800048828125,1965445
2025-10-31,994.0,1004.4500122070312,981.1500244140625,987.2999877929688,23221330,1357.0,1362.0,1343.300048828125,1345.300048828125,15926798,2444.0,2493.89990234375,2326.10009765625,2479.0,7814555
2025-11-03,985.0,994.5499877929688,983.2999877929688,992.6500244140625,16607180,1340.5,1351.5999755859375,1337.9000244140625,1346.4000244140625,11071450,2489.0,2577.0,2485.5,2548.300048828125,8123038
2025-11-04,987.0,997.0,983.7000122070312,985.25,20024544,1342.5999755859375,1349.800048828125,1333.199951171875,1336.9000244140625,15211183,2555.0,2555.0,2489.0,2496.60009765625,3164089
2025-11-06,981.0,991.0499877929688,974.0,984.6500244140625,22279516,1330.0,1342.199951171875,1317.4000244140625,1320.4000244140625,24221853,2495.0,2495.699951171875,2429.89990234375,2455.5,2859627
2025-11-07,980.0,984.9000244140625,974.75,982.2999877929688,15004568,1320.4000244140625,1344.300048828125,1318.5999755859375,1343.0,7719245,2450.0,2718.699951171875,2443.199951171875,2678.300048828125,20297200
2025-11-10,982.2999877929688,990.9500122070312,980.2000122070312,984.5,15988262,1342.9000244140625,1349.5999755859375,1341.0,1348.0,8542340,2690.0,2705.0,2617.39990234375,2625.300048828125,6140807
2025-11-11,983.5,993.5,978.0,991.7000122070312,10200530,1349.0,1360.4000244140625,1346.199951171875,1358.300048828125,8305184,2638.39990234375,2664.800048828125,2602.5,2644.199951171875,4346693
2025-11-12,998.7999877929688,999.0,987.7000122070312,989.5,13137263,1370.0,1370.0,1355.4000244140625,1358.9000244140625,9736761,2770.0,2818.0,2732.10009765625,2775.39990234375,15966772
2025-11-13,984.0,990.0999755859375,982.5999755859375,986.6500244140625,14124839,1358.9000244140625,1390.4000244140625,1358.5,1385.9000244140625,18296626,2788.39990234375,2833.0,2748.0,2760.199951171875,5273807
2025-11-14,976.0499877929688,991.6500244140625,976.0499877929688,989.5999755859375,21386965,1374.0,1381.199951171875,1363.199951171875,1373.0,9694498,2741.0,2834.0,2740.300048828125,2827.60009765625,5787981
2025-11-17,991.25,997.9500122070312,985.5999755859375,996.5499877929688,18396408,1375.0999755859375,1382.5,1373.5999755859375,1379.0,7660717,2836.5,2836.5,2795.5,2811.89990234375,3818270
2025-11-18,997.6500244140625,999.0,990.0,992.4500122070312,20002640,1380.199951171875,1382.800048828125,1369.0999755859375,1373.4000244140625,9529560,2811.60009765625,2872.5,2787.89990234375,2834.10009765625,5402562
2025-11-19,990.0,996.5499877929688,984.0,994.5999755859375,19813847,1373.5,1384.0,1371.5999755859375,1383.0999755859375,10393918,2832.0,2914.60009765625,2825.0,2898.300048828125,6111316
2025-11-20,995.2999877929688,1011.5999755859375,992.4500122070312,1008.8499755859375,19850865,1380.0999755859375,1388.300048828125,1375.4000244140625,1383.0,10131863,2923.89990234375,2960.0,2887.5,2895.5,6301559
2025-11-21,1003.0999755859375,1008.2999877929688,996.5499877929688,998.0499877929688,17499897,1373.0,1376.0,1364.5999755859375,1369.5,11483595,2894.0,2915.0,2850.0,2858.300048828125,3734399
2025-11-24,1000.0,1011.4500122070312,993.5999755859375,999.1500244140625,32204053,1373.300048828125,1377.0,1361.5,1368.4000244140625,15896003,2865.0,2879.0,2798.0,2802.199951171875,3100243
2025-11-25,1004.0,1006.0999755859375,988.4000244140625,989.7999877929688,24989383,1365.0,1376.9000244140625,1354.300048828125,1357.800048828125,12235000,2802.0,2854.800048828125,2795.0,2840.60009765625,2951872
2025-11-26,981.2999877929688,1006.9500122070312,981.2999877929688,1003.9000244140625,19494356,1360.0,1377.0,1359.9000244140625,1375.0,9659004,2840.60009765625,2906.800048828125,2828.800048828125,2886.699951171875,3135392
2025-11-27,1002.0999755859375,1016.7999877929688,1001.0,1009.5,25536848,1379.0,1394.0,1375.699951171875,1392.199951171875,15158741,2896.0,2936.699951171875,2878.0,2929.10009765625,3823914
2025-11-28,1007.0,1012.0499877929688,1004.2000122070312,1007.5999755859375,15988807,1392.0,1398.5,1385.5999755859375,1388.800048828125,7683986,2940.0,2942.300048828125,2896.10009765625,2902.39990234375,2525089
2025-12-01,1017.5,1017.5,999.2999877929688,1002.0999755859375,16746566,1394.0,1400.0,1385.4000244140625,1390.0999755859375,8867593,2919.0,2951.0,2875.5,2886.60009765625,3185450
2025-12-02,988.0,994.4000244140625,985.0,989.7999877929688,27316662,1381.800048828125,1381.800048828125,1370.5999755859375,1373.0,12126396,2885.0,2892.0,2833.0,2843.199951171875,2453858
2025-12-03,986.0,1002.2999877929688,986.0,1000.5,15448777,1367.0,1394.199951171875,1367.0,1391.5,7955933,2840.0,2849.0,2734.89990234375,2751.10009765625,3311445
2025-12-04,1000.0,1004.7000122070312,993.0,997.2000122070312,14528169,1387.0,1391.5999755859375,1379.9000244140625,1386.699951171875,7373909,2753.199951171875,2798.0,2743.0,2765.0,2898317
2025-12-05,992.0,1008.0,990.2000122070312,1003.2999877929688,12843366,1381.0,1395.300048828125,1381.0,1392.5,4942638,2765.0,2822.89990234375,2742.699951171875,2815.89990234375,3138758
2025-12-08,1000.0,1006.5,997.5,1003.0999755859375,12901022,1387.0,1394.9000244140625,1383.300048828125,1389.5999755859375,7826227,2820.0,2915.0,2785.10009765625,2798.800048828125,5899411
2025-12-09,994.9000244140625,1002.7999877929688,994.0,997.0999755859375,15294322,1379.9000244140625,1384.300048828125,1373.4000244140625,1375.199951171875,10492030,2795.0,2795.0,2630.0,2715.800048828125,7832840
2025-12-10,997.5,998.5,985.2999877929688,989.7999877929688,15322830,1377.9000244140625,1379.4000244140625,1357.9000244140625,1363.5999755859375,8725381,2715.800048828125,2718.5,2575.0,2581.699951171875,4918417
2025-12-11,990.0,1002.7000122070312,988.5,1000.2999877929688,11844809,1363.699951171875,1366.5999755859375,1352.800048828125,1360.0,6734750,2595.0,2706.699951171875,2585.0,2698.800048828125,5536101
2025-12-12,1003.0,1004.7000122070312,998.2000122070312,1001.5,11988618,1368.0,1370.699951171875,1363.300048828125,1366.0,3890885,2715.39990234375,2743.699951171875,2680.0,2735.0,3813800
2025-12-15,992.0,1001.7999877929688,992.0,996.0999755859375,9790060,1356.0999755859375,1370.0,1356.0999755859375,1365.199951171875,5342530,2715.0,2733.0,2630.39990234375,2648.89990234375,3952118
2025-12-16,990.0999755859375,998.7000122070312,990.0999755859375,994.2999877929688,20049088,1364.0,1368.699951171875,1355.5,1366.0,12359741,2648.89990234375,2648.89990234375,2571.0,2605.89990234375,5246754
2025-12-17,996.0,996.0,980.7999877929688,984.0,19080922,1365.0,1365.0,1343.0999755859375,1352.4000244140625,9440391,2615.0,2673.0,2611.0,2630.5,4201851
2025-12-18,973.2999877929688,987.4000244140625,973.2999877929688,979.7000122070312,14912404,1346.300048828125,1369.5,1345.5,1356.800048828125,7314573,2638.0,2702.0,2630.0,2682.89990234375,4500860
2025-12-19,987.0,988.0,978.7000122070312,985.5,25952384,1354.0,1360.4000244140625,1350.800048828125,1354.0999755859375,14318512,2699.0,2737.0,2680.0,2684.800048828125,3867770
2025-12-22,988.0,992.9000244140625,983.9000244140625,987.7000122070312,13540411,1358.0,1371.300048828125,1354.800048828125,1368.5,9375294,2698.199951171875,2784.199951171875,2674.199951171875,2775.5,4928746
2025-12-23,990.5,998.9000244140625,987.7000122070312,996.5999755859375,17927849,1361.0999755859375,1365.0,1357.0,1363.0,9105467,2778.699951171875,2800.0,2715.0,2737.5,3825412
2025-12-24,993.0,999.4000244140625,993.0,997.2000122070312,13699996,1363.800048828125,1368.199951171875,1357.5999755859375,1359.800048828125,8955140,2739.10009765625,2749.0,2665.199951171875,2670.89990234375,3419371
2025-12-26,996.0,997.2000122070312,987.7000122070312,992.0999755859375,9360853,1356.5,1362.0,1348.5,1350.4000244140625,2812144,2671.39990234375,2689.300048828125,2636.0,2649.0,2791648
2025-12-29,993.0999755859375,997.4000244140625,987.2000122070312,991.7000122070312,13545749,1352.0999755859375,1355.699951171875,1341.5,1343.300048828125,6057201,2650.0,2668.60009765625,2621.0,2628.300048828125,2577976
2025-12-30,990.2000122070312,995.0,982.2000122070312,990.9000244140625,33155849,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18621277,2628.300048828125,2629.699951171875,2570.199951171875,2581.0,3829439
2025-12-31,991.0,997.5999755859375,987.5999755859375,991.2000122070312,10963454,1342.800048828125,1350.0,1339.5,1342.9000244140625,6150634,2595.0,2651.89990234375,2595.0,2632.199951171875,2415713
2026-01-01,993.5,997.5499877929688,989.5,991.1500244140625,7132074,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4179311,2640.89990234375,2650.5,2603.0,2628.0,1665389
2026-01-02,991.1500244140625,1003.2000122070312,988.7999877929688,1001.5999755859375,11751459,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8226205,2639.0,2672.0,2621.0,2666.5,2215206
2026-01-05,1005.75,1006.4000244140625,976.2999877929688,977.5,27647379,1354.199951171875,1375.5,1352.5999755859375,1371.5,6920565,2660.0,2702.39990234375,2614.60009765625,2673.89990234375,3555815
2026-01-06,962.7000122070312,966.7000122070312,956.0,962.2000122070312,31988783,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416,2675.0,2723.89990234375,2670.0,2706.300048828125,3112131
2026-01-07,956.0,956.4500122070312,946.0,949.0499877929688,52884712,1408.0,1429.9000244140625,1404.199951171875,1427.699951171875,15813795,2702.39990234375,2757.89990234375,2685.0,2744.89990234375,2801518
2026-01-08,944.7000122070312,953.0,941.4000244140625,946.7000122070312,21928849,1429.0,1442.199951171875,1423.300048828125,1435.0,14861699,2744.89990234375,2787.0,2686.39990234375,2694.0,3713035
2026-01-09,945.0,950.5999755859375,933.2999877929688,939.0,38183839,1427.0999755859375,1429.5,1401.5,1404.300048828125,12555636,2680.0,2735.0,2643.0,2669.5,3708787
2026-01-12,937.5,942.0,929.5999755859375,936.9500122070312,21071666,1399.9000244140625,1424.300048828125,1391.699951171875,1413.0999755859375,10923811,2700.0,2800.0,2685.0,2790.60009765625,7690160
2026-01-13,947.7000122070312,947.7000122070312,932.5999755859375,937.3499755859375,32042827,1420.0,1441.800048828125,1411.0999755859375,1437.0,14295581,2820.0,2873.699951171875,2804.0,2832.0,6665428
2026-01-14,930.0,940.0499877929688,920.2000122070312,925.4500122070312,36688248,1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,13832255,2830.800048828125,2865.0,2797.0,2836.800048828125,3844640
2026-01-15,925.4500122070312,925.4500122070312,925.4500122070312,925.4500122070312,0,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0,2836.800048828125,2836.800048828125,2836.800048828125,2836.800048828125,0
2026-01-16,922.0,935.9500122070312,919.2000122070312,931.0999755859375,37780235,1417.9000244140625,1429.0,1400.199951171875,1410.800048828125,12530886,2851.0,2900.0,2793.0,2808.699951171875,4746376
2026-01-19,935.9000244140625,936.1500244140625,919.5,927.9000244140625,38191942,1399.9000244140625,1400.0,1360.0,1380.5999755859375,23302883,2800.0,2800.0,2716.5,2726.699951171875,3193820
2026-01-20,929.2999877929688,934.5,919.5999755859375,931.2000122070312,36022727,1374.699951171875,1387.800048828125,1371.5,1375.800048828125,15012785,2732.0,2732.0,2640.0,2653.39990234375,3480325
2026-01-21,925.0,932.1500244140625,915.5,920.3499755859375,32766854,1367.5,1371.5,1339.5,1349.0,21766068,2638.699951171875,2679.0,2597.0,2628.800048828125,3743082
2026-01-22,928.0,928.2999877929688,913.2000122070312,918.7000122070312,44444755,1355.0999755859375,1358.0,1338.0,1345.5,17179765,2678.699951171875,2726.10009765625,2661.10009765625,2708.60009765625,3689628
2026-01-23,920.0,926.0999755859375,909.25,916.0999755859375,30985247,1340.5,1355.199951171875,1335.699951171875,1343.4000244140625,14056524,2722.0,2742.0,2677.89990234375,2685.39990234375,2160443
2026-01-27,906.0,931.2000122070312,905.0,926.4000244140625,44753093,1340.0,1369.0999755859375,1328.5999755859375,1361.4000244140625,25263634,2699.39990234375,2774.60009765625,2653.0,2761.199951171875,4092141
2026-01-28,932.5,941.4500122070312,928.4000244140625,932.7000122070312,35347138,1362.5999755859375,1380.4000244140625,1362.5999755859375,1367.699951171875,13242696,2768.89990234375,2830.0,2768.199951171875,2821.5,3409615
2026-01-29,930.0999755859375,939.2999877929688,924.3499755859375,935.5,37175628,1359.0,1387.699951171875,1354.4000244140625,1383.5999755859375,23118234,2828.800048828125,2875.0,2805.0,2861.60009765625,3982291
2026-01-30,930.0,938.9000244140625,927.75,929.25,29691233,1368.199951171875,1381.9000244140625,1353.199951171875,1355.0,24013717,2859.0,2887.0,2762.300048828125,2797.0,3805677
2026-02-02,915.0,929.7999877929688,909.2999877929688,928.0999755859375,28032106,1329.9000244140625,1354.4000244140625,1329.0999755859375,1352.800048828125,12800245,2565.300048828125,2711.0,2530.0,2701.60009765625,7053162
2026-02-03,983.75,994.0,945.0,948.7000122070312,50336968,1412.0,1417.0,1373.4000244140625,1389.699951171875,24896698,2850.0,2929.199951171875,2793.800048828125,2860.800048828125,6611608
2026-02-04,952.5,957.2000122070312,947.9500122070312,953.0999755859375,24366770,1387.0,1414.0,1386.9000244140625,1408.4000244140625,11080683,2866.89990234375,2909.89990234375,2800.0,2896.300048828125,5770268
2026-02-05,956.0,956.0499877929688,946.7000122070312,949.7000122070312,28103169,1414.0,1414.0,1393.199951171875,1396.5,8982761,2905.0,2914.89990234375,2842.60009765625,2892.199951171875,2976213
2026-02-06,945.0,948.0999755859375,937.5999755859375,941.0999755859375,18120272,1396.699951171875,1410.5,1394.699951171875,1406.0999755859375,10851190,2870.0,2911.5,2835.0,2897.0,3598727
2026-02-09,945.0,950.0,935.3499755859375,938.0999755859375,11726106,1413.5,1414.0,1393.800048828125,1394.9000244140625,2526644,2918.0,2997.699951171875,2916.0,2968.300048828125,3639084
