,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
1996-04-15,2.698724414426141,2.750257670754206,2.6905873936139955,2.701436996459961,23558148.0,,,,,,0.6562577643651529,0.7038875302041884,0.6569616948572424,0.6968485116958618,3174400
1996-04-16,2.701436805575496,2.8088429583701715,2.700894289207066,2.75947904586792,35619957.0,,,,,,0.6968483594378556,0.7332159454887388,0.6921554905159609,0.7247689962387085,2918400
1996-04-17,2.8413902484192883,2.9119098800310534,2.821319560881721,2.8956360816955566,34923634.0,,,,,,0.7247689663181476,0.7684098529682053,0.7273499725155116,0.760315477848053,4249600
1996-04-18,2.992193866930682,3.037760171590474,2.962901121624968,2.985684394836426,39381970.0,,,,,,0.7603156759249071,0.7917561145163211,0.7396682653950613,0.751868724822998,3532800
1996-04-19,2.985683382465851,3.02582523431756,2.956390647092571,2.969952344894409,27338854.0,,,,,,0.7518687412773938,0.7637177727419047,0.7420144301966004,0.7461205124855042,1587200
1996-04-22,2.9726649559421534,2.9813444930924136,2.8750226410735276,2.896721363067627,36405073.0,,,,,,0.7461203315701058,0.7449472575474736,0.7273500015579647,0.7285230755805969,1689600
1996-04-23,2.8587491021833586,2.966698020603906,2.853324663411734,2.9422876834869385,36306933.0,,,,,,0.728523204748953,0.7332160744965481,0.7214841865401175,0.7315732836723328,3276800
1996-04-24,2.942288184250871,3.0703078138541975,3.010637768395237,3.056204319000244,24586276.0,,,,,,0.731573245461511,0.7625446089089085,0.7402544812160179,0.7461792826652527,1280000
1996-04-25,3.059457819247838,3.059457819247838,2.8858719303601914,2.9222164154052734,24581602.0,,,,,,0.7461791071348723,0.7549185541827049,0.7450060332414756,0.7450643181800842,1484800
1996-04-26,2.950966209734877,3.026910266846923,2.918961376564271,2.969952344894409,21352346.0,,,,,,0.7450645951831572,0.7555056942283436,0.7347412117088518,0.7432463765144348,1382400
1996-04-29,2.969952753914717,2.9997877678984994,2.8978055754302487,2.9851412773132324,17875405.0,,,,,,0.7432461856414798,0.7414280390428208,0.7354449533608206,0.7379082441329956,460800
1996-04-30,2.9851410684019166,2.9889386825119235,2.9292681751941743,2.955305814743042,13893746.0,,,,,,0.7420373086081036,0.7488209298420397,0.7390878892880118,0.7438070178031921,1075200
1996-05-01,2.9553061495023174,3.016061696304948,2.9672403006703076,2.9970755577087402,6164093.0,,,,,,0.7438070178031921,0.746756437123284,0.7420373086081036,0.7438070178031921,358400
1996-05-02,2.9970751845366332,3.004127171086793,2.9319807237514155,2.9954476356506348,19912967.0,,,,,,0.7438070704135323,0.7786084495588793,0.7479361281468887,0.7573738098144531,1280000
1996-05-03,2.984598943792987,3.032335307559395,2.9580187844543655,2.9694104194641113,25343351.0,,,,,,0.7573736520904493,0.76445205587463,0.7491156103472809,0.7576684355735779,1638400
1996-05-06,2.9238443988740634,2.9292690800379133,2.8446459396342836,2.8516974449157715,21221493.0,,,,,,0.7576684268038995,0.7653363254618029,0.752064948553166,0.7625645399093628,2150400
1996-05-07,2.8516980297163323,2.885873189588537,2.8229477938836047,2.8625476360321045,10220525.0,,,,,,0.7625646468509489,0.7668114304542542,0.7553092568373265,0.7668114304542542,1536000
1996-05-08,2.862546724569274,2.9265561660007795,2.7399513134397626,2.898890972137451,29797014.0,,,,,,0.7668116414429218,0.7833277315987093,0.7609128732357154,0.7770749926567078,1638400
1996-05-09,2.8695974521922003,2.90594217344732,2.8381351355199183,2.850069284439087,15244332.0,,,,,,0.7770747929226168,0.8311054307436555,0.7633311410375164,0.7978969216346741,4864000
1996-05-10,2.8500699407671513,2.8847871212351546,2.7887718750363693,2.8663434982299805,20875669.0,,,,,,0.797896751340084,0.8181286606471305,0.7727094700886554,0.8113450407981873,3328000
1996-05-13,2.929268678027733,3.032335430127907,2.908112956271001,3.001957654953003,32811298.0,,,,,,0.8113452176992009,0.8242040150377749,0.8035003324690025,0.8108734488487244,1587200
1996-05-14,2.9943633371363645,3.1896479446475317,2.9862263173146824,3.1598126888275146,68622862.0,,,,,,0.8108733623263604,0.8138813924537326,0.7951244064287317,0.8068621754646301,1536000
1996-05-15,3.1462510312686036,3.1571001494130946,3.0138915481427344,3.1310625076293945,52242915.0,,,,,,0.806862077034626,0.8124660589434652,0.7880459061936582,0.7961861491203308,1894400
1996-05-16,3.157100394184171,3.210803714485347,3.119128598616025,3.1424543857574463,34465650.0,,,,,,0.7961862700916025,0.8175387051946585,0.8033824726000485,0.8043259382247925,972800
1996-05-17,3.14245413665098,3.14245413665098,3.082241107968496,3.0979726314544678,22329068.0,,,,,,0.8043258806967796,0.8144714296104032,0.7821472037209644,0.7919979691505432,1177600
1996-05-20,3.0160615401555533,3.032335096094824,2.930353388017768,2.939574956893921,19151218.0,,,,,,0.7919984006245134,0.7904056760960699,0.7803784239337263,0.7811449766159058,870400
1996-05-21,2.907570014827498,2.955848406334119,2.8592911397947494,2.886413812637329,37293001.0,,,,,,0.7811450241462023,0.7927655775746356,0.7768389793555078,0.7859819531440735,2355200
1996-05-22,2.9281839547843385,2.983514830563941,2.9281839547843385,2.943372964859009,21702844.0,,,,,,0.785981455008141,0.7904052232502427,0.7839168906211853,0.7839168906211853,1024000
1996-05-23,2.961815603098487,2.9775473687138665,2.904857671171979,2.919504404067993,21693498.0,,,,,,0.7839172045559266,0.7812632161621892,0.7733590700395563,0.7784315943717957,460800
1996-05-24,2.9401178072276584,2.982429492649922,2.929268688114655,2.959646463394165,22544040.0,,,,,,0.7784318103647898,0.7809680732346512,0.7679914711829449,0.7797884345054626,819200
1996-05-27,2.9401179281476186,2.9493394984506076,2.8750227272661886,2.882617473602295,22973984.0,,,,,,0.779788234773671,0.772709828180942,0.764747142791748,0.764747142791748,614400
1996-05-28,2.842475533727883,2.905400425475004,2.821319811598506,2.8750226497650146,27838898.0,,,,,,0.7647469275006588,0.772709610648203,0.7550144631936337,0.7715299725532532,921600
1996-05-29,2.9401169951954533,3.0431837191844933,2.931980460311809,3.003584384918213,19936334.0,,,,,,0.771529889883049,0.7818524241447449,0.7741845253359282,0.7818524241447449,512000
1996-05-30,3.0035843206642867,3.035047119373857,2.955847969009491,2.9661550521850586,16636978.0,,,,,,0.781852795219213,0.7727098945867636,0.7612076448936623,0.7670472264289856,563200
1996-05-31,2.9661550283897467,2.9835136136656795,2.956390461527495,2.9742915630340576,6963229.0,,,,,,0.7670469425364792,0.7668114181393392,0.7620922897417365,0.7632719278335571,409600
1996-06-03,2.9835147487254914,3.0806145533760327,2.9835147487254914,3.0681378841400146,19955027.0,,,,,,0.7632718372487269,0.7868663243759145,0.7768385017381624,0.7862175703048706,819200
1996-06-04,3.081156345380491,3.107736501624803,2.9943631646244238,3.0133488178253174,17454807.0,,,,,,0.7862180554320375,0.7912313938140869,0.784507532543979,0.7912313938140869,460800
1996-06-05,3.0214862983994997,3.02636846240387,2.9726649001188945,3.0122647285461426,11781410.0,,,,,,0.7921748827295645,0.7951243013862024,0.7880458982208433,0.7886359691619873,460800
1996-06-06,3.0648826989982534,3.1299776533386177,3.059458018735268,3.103940010070801,30194246.0,,,,,,0.7963044626111081,0.804562509059906,0.7963044626111081,0.804562509059906,512000
1996-06-07,3.0817004569572517,3.1950738526462907,3.0817004569572517,3.184767246246338,76128195.0,,,,,,0.8042668634581617,0.8163591811832998,0.802320744823679,0.8161230087280273,1331200
1996-06-10,3.20863442587587,3.20863442587587,3.1522189977407375,3.179884195327759,35358252.0,,,,,,0.8410742141375492,0.8410742141375492,0.8281562274931386,0.8305746912956238,819200
1996-06-11,3.154388721935593,3.2954275295669704,3.154388721935593,3.24877667427063,63178457.0,,,,,,0.8257969244164792,0.8340549685445988,0.8211961694390155,0.8326391577720642,1382400
1996-06-12,3.3035645601290504,3.3729991729682496,3.2981398790071674,3.3377392292022705,62164349.0,,,,,,0.8375939732431432,0.8482112951089019,0.8352346963908599,0.8377123475074768,1638400
1996-06-13,3.3279742705271267,3.4093430154776643,3.3279742705271267,3.399035930633545,99490064.0,,,,,,0.8316952539922949,0.8374756442255997,0.825796489569681,0.8339953422546387,460800
1996-06-14,3.4115121040739615,3.5612301476366857,3.4115121040739615,3.547668933868408,186521088.0,,,,,,0.8363547900265462,0.8387732529767663,0.8328750633683563,0.8375936150550842,819200
1996-06-17,3.523259357194632,3.547669935691664,3.352385549478508,3.376253128051758,186740734.0,,,,,,0.8493911463323784,0.8505707842540604,0.8375936150550843,0.8375936150550842,1126400
1996-06-18,3.341534732973211,3.4174787811017424,3.074103741210868,3.3203790187835693,256344991.0,,,,,,0.8287462651172314,0.8493914112635147,0.8257969173798754,0.8345858454704285,1331200
1996-06-19,3.243894179703823,3.2547433006689492,3.1267236732804604,3.1511340141296387,165766925.0,,,,,,0.8375936150550843,0.8375936150550843,0.8375936150550843,0.8375936150550842,102400
1996-06-20,3.1093649924531968,3.300852032553222,3.1093649924531968,3.2655928134918213,163065753.0,,,,,,0.825796967617194,0.8375939272614727,0.825796967617194,0.8316957354545593,307200
1996-06-21,3.233045178875523,3.37950892175503,3.233045178875523,3.3296024799346924,290735868.0,,,,,,0.832875373815942,0.8375939272614727,0.8316957354545593,0.8316957354545593,1177600
1996-06-24,3.363235423650303,3.515123125654209,3.363235423650303,3.492339849472046,339212097.0,,,,,,0.8257968649261251,0.8257968649261251,0.8198980978222946,0.8227296471595764,768000
1996-06-25,3.5259711068969537,3.580216938975084,3.4315836588672215,3.4657585620880127,440529425.0,,,,,,0.8188368765629764,0.8222579931727646,0.8176566622563438,0.8216678500175476,716800
1996-06-26,3.4608765687933025,3.4771503675700246,3.387644595179598,3.4044606685638428,210677420.0,,,,,,0.8257377250823353,0.8387735093422299,0.819898144765716,0.8370043039321899,14745600
1996-06-27,3.3849323011890387,3.450027492533144,3.352385189043135,3.4304988384246826,236759155.0,,,,,,0.8246171819666712,0.8375937776545158,0.8240270388742593,0.8366503119468689,819200
1996-06-28,3.4500285156852315,3.469014175558743,3.3892729535111155,3.402834415435791,136203576.0,,,,,,0.8364142832107764,0.8364142832107764,0.8299851353786912,0.8340550065040588,460800
1996-07-01,3.3751691855587214,3.3903579550798644,3.2992250961898626,3.3220083713531494,188577344.0,,,,,,0.8375936198624899,0.8399534717496355,0.8325797086429412,0.8352343440055847,563200
1996-07-02,3.3198388164572536,3.349674085360669,3.25854145420407,3.2796969413757324,198339886.0,,,,,,0.8316955896508329,0.8375937804237404,0.8316955896508329,0.8337008953094482,972800
1996-07-03,3.2872899740249375,3.2872899740249375,3.2004967955128336,3.2433505058288574,221472763.0,,,,,,0.8269764521156475,0.8374759732176741,0.8228473946019099,0.8291001319885254,1689600
1996-07-04,3.2167702615349145,3.2867473670622873,3.169033905876723,3.2357563972473145,211962580.0,,,,,,0.8246174424703131,0.8316958496408794,0.8148849746289121,0.8257970809936523,768000
1996-07-05,3.273728356176169,3.3578094388103894,3.2607091735797358,3.3263466358184814,312719111.0,,,,,,0.8257969674571716,0.8257969674571716,0.8234376907348633,0.8234376907348633,256000
1996-07-08,3.391410002004428,3.556083732973006,3.3317770393085016,3.3536605834960938,134044507.0,,,,,,0.8234375409537458,0.8257968172469078,0.8184236288070678,0.8184236288070679,307200
1996-07-09,3.328495409187925,3.352567069604503,3.174215776960852,3.2967638969421387,131562980.0,,,,,,0.8246169578367188,0.8246169578367188,0.8139996413360117,0.8198978304862976,512000
1996-07-10,3.3919586842281313,3.4029002174380865,3.316460056925075,3.379375457763672,197419244.0,,,,,,0.8234373839646631,0.8375936150550843,0.8234373839646631,0.8375936150550842,409600
1996-07-11,3.389768976680167,3.479492006710713,3.389768976680167,3.4455718994140625,277622564.0,,,,,,0.8375939576929091,0.8437874373351736,0.832875404075944,0.8331109285354614,614400
1996-07-12,3.435724338863242,3.4740209107537012,3.413840792492535,3.4318947792053223,202494457.0,,,,,,0.8374761968370144,0.8411334864750954,0.833052426617015,0.836296558380127,614400
1996-07-15,3.414935402338612,3.446666425548401,3.3870334514793963,3.4335360527038574,168650357.0,,,,,,0.8346447328510578,0.8346447328510578,0.829336106777191,0.8293361067771912,307200
1996-07-16,3.446665982419242,3.4565139436573995,3.3755440936476213,3.3935980796813965,136273675.0,,,,,,0.8211961278313545,0.8211961278313545,0.8081011569163926,0.8160052299499512,614400
1996-07-17,3.416576222181297,3.457608056530024,3.3979755725864087,3.430253744125366,149877676.0,,,,,,0.8160052299499511,0.8160052299499511,0.8160052299499511,0.8160052299499512,0
1996-07-18,3.4439310220050006,3.506846403804262,3.434630209552542,3.4652674198150635,190675660.0,,,,,,0.819898288692152,0.8201936483383179,0.8140000962456201,0.8201936483383179,563200
1996-07-19,3.478944815871252,3.4959045035769516,3.4193118464339225,3.43900728225708,88381610.0,,,,,,0.8257970482532383,0.8257970482532383,0.8157692211547241,0.8237325549125671,665600
1996-07-22,3.4023523028989913,3.500281117401821,3.3602261690058057,3.4308009147644043,114552137.0,,,,,,0.8316958496408794,0.8316958496408794,0.8257970809936523,0.8257970809936523,256000
1996-07-23,3.454872783724426,3.4740210705504317,3.4028991758324736,3.418217658996582,132189204.0,,,,,,0.8257969184915994,0.8257969184915994,0.815179597840314,0.8186599016189575,716800
1996-07-24,3.411105303533132,3.4302535895642143,3.3137233998329614,3.373903274536133,216785434.0,,,,,,0.8081012964248657,0.8081012964248657,0.7762493303574886,0.8081012964248657,1177600
