,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-07-18,416.4717411939595,416.4717411939595,411.4764251990089,414.072021484375,6730256,990.9838927216935,996.0213445308241,974.0759568696542,976.2705078125,16129446,1404.9592604817603,1418.0581395587762,1397.7151081655259,1414.8826904296875,11297246
2025-07-21,413.3374323697135,414.0720368111289,409.8113250726935,411.4764404296875,4822343,986.6446826643673,998.5151670456409,985.7968170158388,997.7670288085938,22309078,1436.9126621837045,1456.4617708047458,1425.9968891975022,1454.576416015625,13867136
2025-07-22,411.47644544690354,411.77027527059994,406.6770356826959,407.4606018066406,9869507,1004.051390877723,1006.4953213272488,999.0139388595042,1001.058837890625,14836814,1462.8128219007424,1470.6523559877205,1458.4464883845856,1462.316650390625,8930165
2025-07-23,408.53801949465566,409.32158560296745,405.5016485154682,406.4321594238281,12196187,1003.0039954915454,1012.3806857402005,999.0139248978445,1009.6375122070312,13634916,1471.5454755170424,1478.5910866693491,1461.3242940475627,1477.2017822265625,11974174
2025-07-24,407.3136721952123,407.3136721952123,401.04505375648824,401.5347900390625,9005157,1016.3208076773761,1016.3208076773761,1001.7072110041944,1004.5999755859375,19107176,1476.3086281822896,1477.3009711792895,1466.782159638216,1472.0416259765625,6700578
2025-07-25,401.58375275125957,401.8286208931811,399.3799394739661,400.9960632324219,5824089,1007.5,1007.5,999.5,1002.2999877929688,9306598,1488.5144734435703,1488.5144734435703,1462.31659448384,1465.789794921875,8696077
2025-07-28,402.36732868040224,402.41632024466196,400.21250691352043,401.4858093261719,8123337,1001.5,1010.7000122070312,1000.25,1004.25,12059580,1465.7898930637602,1482.3620946590604,1465.7898930637602,1477.00341796875,7507479
2025-07-29,401.5837527990323,402.9550084157297,399.62480766342725,400.0655822753906,6811772,999.9500122070312,1013.25,998.1500244140625,1010.7999877929688,19895696,1468.5685019046516,1478.3927223132807,1464.1029581857863,1474.8201904296875,9776027
2025-07-30,400.60428786940514,400.898117688896,397.4210019633524,399.2330322265625,10915863,1014.0,1016.2999877929688,1008.5,1012.9000244140625,15154036,1476.308661728485,1477.1025845983731,1465.9883912336757,1471.04931640625,7238625
2025-07-31,397.61690837848414,405.50165074201533,397.2250954310459,403.4937438964844,19364174,1007.2999877929688,1015.7000122070312,1004.0,1009.0999755859375,22183032,1458.6450618514623,1483.0566764606926,1452.7902136757805,1470.0570068359375,12406146
2025-08-01,403.9344853107258,410.74183168633,403.34679578552243,407.9013671875,14324065,1007.0,1014.1500244140625,1004.6500244140625,1006.0999755859375,11317258,1469.0645758820863,1473.7285394467383,1458.5457644921182,1460.3319091796875,4416771
2025-08-04,411.57439098396185,413.8271659664987,406.5790748366726,408.29315185546875,18352458,1005.0499877929688,1009.25,994.0499877929688,996.0,13933946,1465.492177404952,1467.4768633867377,1450.1108610461113,1451.9962158203125,6140054
2025-08-05,408.6359688485212,409.37057327725813,404.522172091142,405.6485595703125,8495104,993.25,997.2000122070312,982.75,988.7999877929688,23978058,1441.8743352750153,1450.3092505192255,1429.96621963613,1433.3402099609375,14799343
2025-08-06,405.6485541142926,406.4811117672226,402.07348525408406,403.5426940917969,9080543,985.5499877929688,994.0,985.0,992.6500244140625,14080204,1431.2564134495642,1442.866778550362,1430.561700640964,1432.54638671875,7805252
2025-08-07,403.542701181929,406.2362507650608,403.1998798022133,405.10986328125,11514878,990.0499877929688,1000.7999877929688,988.4000244140625,997.7000122070312,13081186,1430.0655302659995,1436.8135113901221,1418.1574137897542,1429.271728515625,7432535
2025-08-08,405.40370450279846,406.82395173394906,404.4732234643995,405.99139404296875,9814361,993.5499877929688,996.4000244140625,985.0,986.9500122070312,13895264,1434.8288259088201,1436.5157606227415,1421.0352334242946,1424.9053955078125,5415511
2025-08-11,405.99138530914485,408.4400667645679,405.5016490180602,408.29315185546875,8514272,987.9500122070312,998.7999877929688,986.5499877929688,997.7999877929688,9105854,1416.9666396615337,1427.3862414978396,1409.5240669213151,1425.5999755859375,8492484
2025-08-12,408.44005694659893,411.1825681542966,406.77494164048437,407.80340576171875,13635738,995.9500122070312,998.0,983.75,984.9500122070312,12937802,1431.0,1433.800048828125,1420.0999755859375,1422.0,5913947
2025-08-13,408.6359804112558,408.92981023461243,405.1098730753178,405.599609375,10874910,997.0,997.0,984.5499877929688,990.1500244140625,13577396,1424.5999755859375,1427.699951171875,1415.199951171875,1420.800048828125,9009465
2025-08-14,405.74650902132066,406.5300751148795,402.563223193151,403.0039978027344,9580361,989.0,998.0,985.5999755859375,995.5499877929688,17511716,1412.0,1431.0999755859375,1412.0,1427.300048828125,7577793
2025-08-18,404.5221643400549,405.207807083524,396.5394690122968,397.9596862792969,30950814,1005.0,1013.2999877929688,997.7999877929688,1001.7999877929688,19284796,1450.0,1452.4000244140625,1431.0,1434.5999755859375,6908844
2025-08-19,398.00869038492266,400.99606980890684,396.19666012675947,400.7022399902344,16681331,999.1500244140625,1003.0499877929688,993.3499755859375,995.5499877929688,12352438,1431.0999755859375,1438.5,1426.300048828125,1436.300048828125,6709554
2025-08-20,400.7022224165175,401.82860986020313,397.1271536208501,397.7148132324219,18188129,993.5,996.0,989.5,994.0999755859375,9950228,1432.5999755859375,1435.9000244140625,1423.0,1430.5999755859375,5817858
2025-08-21,397.7148339521601,398.49842996029514,395.07027588892424,397.22509765625,15028966,998.75,998.75,991.5999755859375,995.5999755859375,12439850,1440.0999755859375,1447.800048828125,1436.4000244140625,1446.0,6238645
2025-08-22,397.6658518940437,398.1555881648492,389.34033529035065,390.1239013671875,13087624,994.9500122070312,998.0,978.5499877929688,982.2999877929688,19833502,1444.300048828125,1446.0,1429.4000244140625,1436.4000244140625,6657207
2025-08-25,390.8095528920783,392.327723409267,388.1160033420702,391.1523742675781,10440286,980.0999755859375,988.7000122070312,978.5,982.0499877929688,17518044,1435.9000244140625,1435.9000244140625,1424.0,1433.199951171875,6738427
2025-08-26,391.1033999896865,397.07818887017044,390.22188062167817,395.0702819824219,13715752,979.5,985.7000122070312,968.0,973.4000244140625,16917731,1427.9000244140625,1427.9000244140625,1413.0999755859375,1416.5999755859375,8720155
2025-08-28,396.19667011274,396.19667011274,391.78904337477377,392.6705627441406,12471719,967.0,972.2000122070312,955.0,957.7999877929688,25438255,1408.0,1411.800048828125,1396.300048828125,1399.0999755859375,12990789
2025-08-29,393.74798505781916,402.02454048128317,393.6500318196282,401.3388977050781,25255050,954.0,963.2999877929688,950.0999755859375,951.5999755859375,14823813,1392.0999755859375,1405.0,1392.0999755859375,1397.800048828125,8519507
2025-09-01,401.3388884886885,401.77966310485994,396.68639374720885,397.5189514160156,12268090,949.5999755859375,957.4500122070312,946.3499755859375,950.5999755859375,20178344,1398.0999755859375,1412.4000244140625,1398.0999755859375,1411.0,4927348
2025-09-02,398.20457570023547,399.4779080217149,396.14770714215564,398.4004821777344,19808255,951.0,954.7999877929688,944.0,944.5,14196320,1413.9000244140625,1413.9000244140625,1390.0,1394.199951171875,7163073
2025-09-03,400.114535268611,404.76702986475766,398.9391562562904,403.2978210449219,12936588,945.0,956.2999877929688,940.0,954.4500122070312,16083481,1389.0,1400.0,1384.199951171875,1397.0,9813382
2025-09-04,415.24741259106247,418.2347920060821,406.4811210363561,407.3626403808594,27274123,960.2000122070312,965.7000122070312,956.25,961.25,17597657,1409.9000244140625,1415.0999755859375,1401.9000244140625,1405.5,10564859
2025-09-05,408.3421103092152,408.4400635448862,396.09870312861307,398.9881591796875,16000675,967.5,967.5,954.0499877929688,963.4000244140625,11602111,1411.0,1411.5,1387.699951171875,1402.800048828125,6621077
2025-09-08,399.08612816526716,402.1224693529809,398.44944705384466,399.1840515136719,7419022,969.0,973.1500244140625,960.4500122070312,966.0,11711307,1402.199951171875,1410.5999755859375,1397.5999755859375,1402.699951171875,5880943
2025-09-09,400.1145503991436,402.51427018540727,399.0371245789613,401.6327209472656,8825896,974.0,974.4000244140625,962.7000122070312,965.1500244140625,13985539,1399.0,1407.5,1395.199951171875,1403.699951171875,6470679
2025-09-10,402.56322964572416,405.2078175633528,400.555322816839,404.5711364746094,9252397,973.9000244140625,973.9000244140625,961.7000122070312,965.9000244140625,18091100,1410.0,1413.699951171875,1402.0999755859375,1403.9000244140625,7452347
2025-09-11,404.5711451336769,408.1462440335788,403.9834854870758,406.53009033203125,8274406,960.2999877929688,969.25,959.9000244140625,967.7999877929688,15113633,1398.0,1408.0,1396.0,1401.5999755859375,10192026
2025-09-12,406.82393698895356,408.48902241943284,404.37525556960406,405.25677490234375,7803379,969.9000244140625,970.75,962.25,967.2999877929688,14363519,1405.0999755859375,1419.699951171875,1400.0999755859375,1417.699951171875,7770038
2025-09-15,404.5711348581344,405.7954755760093,403.29783246799684,404.1793518066406,5707331,969.5999755859375,972.3499755859375,965.0,967.0499877929688,14486377,1422.0,1426.800048828125,1416.300048828125,1419.4000244140625,5845637
2025-09-16,404.7180704209207,405.8444578774336,403.54269140213233,404.6201171875,8239087,961.2000122070312,969.3499755859375,961.2000122070312,966.8499755859375,18661794,1414.0,1424.9000244140625,1413.699951171875,1421.5999755859375,8213151
2025-09-17,405.45267306623015,406.08932424399245,399.6737611220478,400.8981018066406,14113882,965.1500244140625,974.4000244140625,964.3499755859375,966.5,17361476,1420.0999755859375,1426.0999755859375,1416.4000244140625,1419.199951171875,7484283
2025-09-18,402.90605212943706,404.5711375822802,401.68171140331816,403.1019287109375,15647808,973.2999877929688,979.6500244140625,969.25,976.9000244140625,17791598,1431.0999755859375,1432.800048828125,1415.300048828125,1421.699951171875,8130537
2025-09-19,403.101917268776,404.13038138420126,400.55531254363956,402.22039794921875,19505321,974.9000244140625,976.7000122070312,962.0999755859375,966.9000244140625,31243267,1416.0999755859375,1418.0,1400.199951171875,1402.199951171875,13457344
2025-09-22,402.2204050878021,402.56322646569487,397.7148252853857,398.59637451171875,8930779,964.0,971.2000122070312,961.9500122070312,964.2000122070312,10854415,1403.9000244140625,1409.9000244140625,1397.199951171875,1401.5,8847948
2025-09-23,398.7433075819584,399.7227801970498,393.8459445065011,394.9233703613281,14936357,967.0,968.2000122070312,955.5,957.2000122070312,21022298,1391.0,1403.300048828125,1391.0,1394.300048828125,12827524
2025-09-24,394.9233452248436,396.34356249165154,392.4746638429711,392.76849365234375,12380865,952.2000122070312,956.4500122070312,943.0,951.0499877929688,15117220,1386.4000244140625,1390.9000244140625,1376.5,1382.699951171875,9735678
2025-09-25,393.209287397003,394.7274579712088,389.83009496908466,391.8869934082031,22006368,952.5,958.0,947.4000244140625,949.8499755859375,31413279,1377.0,1391.5,1371.800048828125,1375.800048828125,21613389
2025-09-26,391.8869695711551,397.5678983516164,391.59310987422305,396.7843322753906,14414044,945.0999755859375,951.4500122070312,941.2999877929688,945.0499877929688,14874656,1368.0,1372.699951171875,1357.0,1359.5999755859375,18342280
2025-09-29,398.5473763816621,399.6248021696593,394.9233458652918,398.89019775390625,19717660,946.0499877929688,956.7999877929688,939.0999755859375,950.2999877929688,32398179,1359.5999755859375,1366.5,1346.199951171875,1348.0999755859375,20563163
2025-09-30,398.4004591506758,398.4004591506758,392.1808024887207,393.30718994140625,9465490,958.0499877929688,960.0,946.2999877929688,951.0,28296687,1353.699951171875,1356.5999755859375,1342.5999755859375,1348.0,20166871
2025-10-01,394.0907925326749,397.665861416941,391.5441578852763,397.2740783691406,17643039,952.7000122070312,969.5999755859375,946.0,965.25,25350832,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632
2025-10-03,396.58845248171,397.1761420239669,394.04181772601805,396.0007629394531,16987141,952.0,966.75,952.0,965.1500244140625,26658296,1371.9000244140625,1371.9000244140625,1361.300048828125,1365.199951171875,12163695
2025-10-06,394.7274338215943,395.60895312981853,391.5931097355416,392.52362060546875,13989077,971.9000244140625,977.4000244140625,962.0,973.4500122070312,18542683,1371.0,1372.5999755859375,1359.0999755859375,1363.4000244140625,14314283
2025-10-07,394.237727666254,394.3356809060124,391.29930982029435,391.5931396484375,12298968,974.0,989.8499755859375,971.0,982.5,25535736,1363.5999755859375,1383.0999755859375,1363.5999755859375,1375.9000244140625,16126464
2025-10-08,391.7890270774703,393.5031040709342,389.8300819420829,391.5441589355469,8402463,976.0,985.9000244140625,974.5499877929688,978.7000122070312,15939710,1372.300048828125,1381.5999755859375,1364.300048828125,1370.300048828125,8100832
2025-10-09,390.80955123133737,393.1602793958562,390.7605895598157,391.6910705566406,15656267,974.5,979.0,970.1500244140625,977.0999755859375,15370950,1369.800048828125,1378.699951171875,1365.0999755859375,1376.199951171875,7909575
2025-10-10,392.22981845621223,395.5600193505022,391.299307520674,394.53155517578125,15085738,979.0,986.2000122070312,978.0999755859375,980.9000244140625,13757080,1370.300048828125,1385.0,1370.300048828125,1380.300048828125,7673816
2025-10-13,391.78901724913896,392.71952812155763,390.36877010515894,391.0544128417969,9508594,974.2999877929688,981.0,972.0,977.0,18634254,1373.0999755859375,1386.4000244140625,1373.0999755859375,1379.4000244140625,8923018
2025-10-14,391.78901770158024,392.6215753424221,388.0670339898672,388.6546936035156,10291102,970.0,980.4500122070312,967.0,977.1500244140625,22934382,1389.0,1389.0,1375.0999755859375,1384.0999755859375,10610855
2025-10-15,389.83007867186035,392.62158144459596,389.0954742522526,391.6910705566406,16043867,975.0,984.9000244140625,973.3499755859375,978.25,23310447,1386.5,1400.4000244140625,1385.5,1398.4000244140625,8988550
2025-10-16,392.7685077269394,397.665870666178,391.3482605181077,396.83331298828125,22962049,982.6500244140625,996.5999755859375,981.5,994.3499755859375,22936566,1401.0,1418.9000244140625,1399.4000244140625,1417.300048828125,12185032
2025-10-17,397.0292043259007,405.35472100520315,396.9312510926241,403.6896057128906,21071344,993.9500122070312,1009.0,986.0,1002.5499877929688,25210511,1412.0,1439.5999755859375,1410.9000244140625,1436.5999755859375,17037215
2025-10-20,404.0814001855026,406.3342050500721,402.85705946273583,404.5711364746094,13083621,997.0,1020.0,997.0,1002.9500122070312,22195202,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227
2025-10-21,405.0119258790611,405.4527005118031,403.88553835121513,404.3752746582031,1142130,1006.0,1010.0,1004.0,1007.7000122070312,3471600,1384.5,1387.5999755859375,1375.9000244140625,1382.0,3415560
2025-10-23,407.46058276503413,411.8192475900064,405.0608630495091,407.41162109375,24305990,1016.0,1020.5,1006.0,1008.7999877929688,43526526,1385.0,1389.800048828125,1360.0999755859375,1363.699951171875,21124942
2025-10-24,407.411643338511,409.3705885549171,404.96296181800335,408.2441711425781,14935678,1011.0,1011.9500122070312,991.2999877929688,994.75,17707768,1368.0999755859375,1381.5999755859375,1368.0999755859375,1377.699951171875,10570263
2025-10-27,408.4400677633165,414.02307345178554,408.048284707717,412.01513671875,11603679,996.5,1009.0499877929688,996.2000122070312,1002.9500122070312,15700796,1382.0999755859375,1386.800048828125,1374.0,1377.5999755859375,11499836
2025-10-28,411.86822898071654,412.9946164943518,407.3626490350436,409.32159423828125,17163147,997.6500244140625,1008.0,995.0,1003.5499877929688,33904289,1373.0,1375.800048828125,1356.199951171875,1363.0999755859375,26477914
2025-10-29,409.61544737952806,413.53333772312516,407.5095574069397,412.9456481933594,11470661,1004.9000244140625,1012.5,1000.0,1007.8499755859375,17769445,1364.5999755859375,1371.699951171875,1358.4000244140625,1370.4000244140625,16129382
2025-10-30,412.94564712794636,413.04360036450976,407.60750959211543,410.1541442871094,12938674,1000.0,1009.5,997.0999755859375,998.1500244140625,19962917,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401
2025-10-31,411.8682283883677,417.64711075138126,409.615453364337,411.7213134765625,18599864,994.0,1004.4500122070312,981.1500244140625,987.2999877929688,23221330,1357.0,1362.0,1343.300048828125,1345.300048828125,15926798
2025-11-03,411.3295333977877,412.9946188955417,404.816016646247,405.45269775390625,7635440,985.0,994.5499877929688,983.2999877929688,992.6500244140625,16607180,1340.5,1351.5999755859375,1337.9000244140625,1346.4000244140625,11071450
2025-11-04,405.50163308974254,405.99136936159005,399.96761919609156,400.5063171386719,10085404,987.0,997.0,983.7000122070312,985.25,20024544,1342.5999755859375,1349.800048828125,1333.199951171875,1336.9000244140625,15211183
2025-11-06,401.58375221673697,404.8159997293463,398.20455990626584,399.13507080078125,10095563,981.0,991.0499877929688,974.0,984.6500244140625,22279516,1330.0,1342.199951171875,1317.4000244140625,1320.4000244140625,24221853
2025-11-07,397.71483508178255,400.70224442999825,394.82540886238485,395.7558898925781,8411611,980.0,984.9000244140625,974.75,982.2999877929688,15004568,1320.4000244140625,1344.300048828125,1318.5999755859375,1343.0,7719245
2025-11-10,395.75588876851964,398.7432981082502,395.3641057100178,397.22509765625,6650003,982.2999877929688,990.9500122070312,980.2000122070312,984.5,15988262,1342.9000244140625,1349.5999755859375,1341.0,1348.0,8542340
2025-11-11,397.6658554399186,399.673762211673,396.2945998476621,398.4984130859375,12005318,983.5,993.5,978.0,991.7000122070312,10200530,1349.0,1360.4000244140625,1346.199951171875,1358.300048828125,8305184
2025-11-12,399.624797249309,399.7227504817627,397.22507756427666,398.64532470703125,7987236,998.7999877929688,999.0,987.7000122070312,989.5,13137263,1370.0,1370.0,1355.4000244140625,1358.9000244140625,9736761
2025-11-13,398.64534219930255,399.1350784919307,396.1966607361619,397.3720397949219,6617185,984.0,990.0999755859375,982.5999755859375,986.6500244140625,14124839,1358.9000244140625,1390.4000244140625,1358.5,1385.9000244140625,18296626
2025-11-14,396.3925660411311,400.3594180432725,391.8869861840081,399.771728515625,64020258,976.0499877929688,991.6500244140625,976.0499877929688,989.5999755859375,21386965,1374.0,1381.199951171875,1363.199951171875,1373.0,9694498
2025-11-17,401.3388824449565,403.542695710365,397.6658603359422,398.7432861328125,7855399,991.25,997.9500122070312,985.5999755859375,996.5499877929688,18396408,1375.0999755859375,1382.5,1373.5999755859375,1379.0,7660717
2025-11-18,399.8696796229581,401.3878501610938,396.2456191310374,397.5189514160156,7661681,997.6500244140625,999.0,990.0,992.4500122070312,20002640,1380.199951171875,1382.800048828125,1369.0999755859375,1373.4000244140625,9529560
2025-11-19,396.5394760749311,397.2250889394812,394.5315393710832,395.2661437988281,7882450,990.0,996.5499877929688,984.0,994.5999755859375,19813847,1373.5,1384.0,1371.5999755859375,1383.0999755859375,10393918
2025-11-20,395.2661449461201,398.64533728000737,394.97231513062155,397.1271667480469,6693410,995.2999877929688,1011.5999755859375,992.4500122070312,1008.8499755859375,19850865,1380.0999755859375,1388.300048828125,1375.4000244140625,1383.0,10131863
2025-11-21,396.68640238950724,400.1145564842314,396.39257256641207,399.4779052734375,5808131,1003.0999755859375,1008.2999877929688,996.5499877929688,998.0499877929688,17499897,1373.0,1376.0,1364.5999755859375,1369.5,11483595
2025-11-24,400.01659174313806,400.4083747930425,394.580530934278,395.2661437988281,11037491,1000.0,1011.4500122070312,993.5999755859375,999.1500244140625,32204053,1373.300048828125,1377.0,1361.5,1368.4000244140625,15896003
2025-11-25,395.26615093538965,396.1966618504526,391.8869884414304,392.5726013183594,8199785,1004.0,1006.0999755859375,988.4000244140625,989.7999877929688,24989383,1365.0,1376.9000244140625,1354.300048828125,1357.800048828125,12235000
2025-11-26,392.7685066776832,395.6579627605675,392.71954500487413,394.04180908203125,11443953,981.2999877929688,1006.9500122070312,981.2999877929688,1003.9000244140625,19494356,1360.0,1377.0,1359.9000244140625,1375.0,9659004
2025-11-27,395.21719681053185,397.61691665344256,393.8459411393536,396.0007629394531,8679529,1002.0999755859375,1016.7999877929688,1001.0,1009.5,25536848,1379.0,1394.0,1375.699951171875,1392.199951171875,15158741
2025-11-28,396.0007438980914,396.68638664627787,394.23770524722676,395.9517822265625,6883500,1007.0,1012.0499877929688,1004.2000122070312,1007.5999755859375,15988807,1392.0,1398.5,1385.5999755859375,1388.800048828125,7683986
2025-12-01,394.5315350586607,397.17612292608806,390.025985197311,395.9517822265625,13442658,1017.5,1017.5,999.2999877929688,1002.0999755859375,16746566,1394.0,1400.0,1385.4000244140625,1390.0999755859375,8867593
2025-12-02,395.95179101910213,397.1761317458155,392.27876883896204,392.71954345703125,8093808,988.0,994.4000244140625,985.0,989.7999877929688,27316662,1381.800048828125,1381.800048828125,1370.5999755859375,1373.0,12126396
2025-12-03,393.45415715794644,393.94389346016385,390.66265425708065,392.2787780761719,10772192,986.0,1002.2999877929688,986.0,1000.5,15448777,1367.0,1394.199951171875,1367.0,1391.5,7955933
2025-12-04,391.8869716290837,395.26613397807347,390.85850752111554,394.7763977050781,8057989,1000.0,1004.7000122070312,993.0,997.2000122070312,14528169,1387.0,1391.5999755859375,1379.9000244140625,1386.699951171875,7373909
2025-12-05,394.7763988983853,397.0292036956514,393.7479646784384,396.6374206542969,4419747,992.0,1008.0,990.2000122070312,1003.2999877929688,12843366,1381.0,1395.300048828125,1381.0,1392.5,4942638
2025-12-08,396.6374353457986,396.93126516491554,392.32773205787674,394.04180908203125,6056866,1000.0,1006.5,997.5,1003.0999755859375,12901022,1387.0,1394.9000244140625,1383.300048828125,1389.5999755859375,7826227
2025-12-09,393.7479852919042,396.19666679247575,391.78904009144696,392.8174743652344,9426717,994.9000244140625,1002.7999877929688,994.0,997.0999755859375,15294322,1379.9000244140625,1384.300048828125,1373.4000244140625,1375.199951171875,10492030
2025-12-10,392.86645232636994,396.09869983875063,392.7684990915125,394.8743591308594,6969146,997.5,998.5,985.2999877929688,989.7999877929688,15322830,1377.9000244140625,1379.4000244140625,1357.9000244140625,1363.5999755859375,8725381
2025-12-11,394.8743542225189,395.70691187176226,392.86644744298803,394.6294860839844,6980147,990.0,1002.7000122070312,988.5,1000.2999877929688,11844809,1363.699951171875,1366.5999755859375,1352.800048828125,1360.0,6734750
2025-12-12,394.62950473294,395.7069305716336,391.6421252580969,391.8869934082031,12407516,1003.0,1004.7000122070312,998.2000122070312,1001.5,11988618,1368.0,1370.699951171875,1363.300048828125,1366.0,3890885
2025-12-15,391.8869873292014,395.07027323120263,391.29929779983655,394.04180908203125,7756564,992.0,1001.7999877929688,992.0,996.0999755859375,9790060,1356.0999755859375,1370.0,1356.0999755859375,1365.199951171875,5342530
2025-12-16,393.16027238279855,397.4209839187486,392.81745101487064,393.4541320800781,12347384,990.0999755859375,998.7000122070312,990.0999755859375,994.2999877929688,20049088,1364.0,1368.699951171875,1355.5,1366.0,12359741
2025-12-17,392.76851874327417,394.8254172136723,390.9075267523928,391.5931396484375,8087490,996.0,996.0,980.7999877929688,984.0,19080922,1365.0,1365.0,1343.0999755859375,1352.4000244140625,9440391
2025-12-18,391.7890335950218,393.69901709025,391.6421186856499,392.1808166503906,7227668,973.2999877929688,987.4000244140625,973.2999877929688,979.7000122070312,14912404,1346.300048828125,1369.5,1345.5,1356.800048828125,7314573
2025-12-19,392.0339082415041,394.38463650382647,392.0339082415041,392.8174743652344,10654835,987.0,988.0,978.7000122070312,985.5,25952384,1354.0,1360.4000244140625,1350.800048828125,1354.0999755859375,14318512
2025-12-22,393.35619843948285,395.3641052941498,392.96441538139317,394.4336242675781,6847871,988.0,992.9000244140625,983.9000244140625,987.7000122070312,13540411,1358.0,1371.300048828125,1354.800048828125,1368.5,9375294
2025-12-23,394.2377112153877,400.50632971362984,393.5520684568217,398.9881591796875,10081997,990.5,998.9000244140625,987.7000122070312,996.5999755859375,17927849,1361.0999755859375,1365.0,1357.0,1363.0,9105467
2025-12-24,399.5758645628573,401.09403515706003,397.323059617528,398.2535705566406,5777430,993.0,999.4000244140625,993.0,997.2000122070312,13699996,1363.800048828125,1368.199951171875,1357.5999755859375,1359.800048828125,8955140
2025-12-26,398.1556179415121,398.7922691629462,395.5600214903535,395.8538513183594,3152453,996.0,997.2000122070312,987.7000122070312,992.0999755859375,9360853,1356.5,1362.0,1348.5,1350.4000244140625,2812144
2025-12-29,395.80487169747335,396.4904845621106,393.2092753640043,394.3356628417969,6647710,993.0999755859375,997.4000244140625,987.2000122070312,991.7000122070312,13545749,1352.0999755859375,1355.699951171875,1341.5,1343.300048828125,6057201
2025-12-30,394.7274371230106,395.1682117263742,392.0828492850893,392.376708984375,12340527,990.2000122070312,995.0,982.2000122070312,990.9000244140625,33155849,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18621277
2025-12-31,392.8664555965065,395.462051940615,392.62158745289,394.7274475097656,9945109,991.0,997.5999755859375,987.5999755859375,991.2000122070312,10963454,1342.800048828125,1350.0,1339.5,1342.9000244140625,6150634
2026-01-01,394.4336191525785,394.4336191525785,355.2547160290497,356.381103515625,282626710,993.5,997.5499877929688,989.5,991.1500244140625,7132074,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4179311
2026-01-02,352.6101130575833,352.6101130575833,338.1628931475851,342.8643493652344,118790358,991.1500244140625,1003.2000122070312,988.7999877929688,1001.5999755859375,11751459,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8226205
2026-01-05,343.0113122216596,346.68433442609853,338.9464770691755,342.5215759277344,48358124,1005.75,1006.4000244140625,976.2999877929688,977.5,27647379,1354.199951171875,1375.5,1352.5999755859375,1371.5,6920565
2026-01-06,343.06028462397126,343.50105925874186,330.816876892923,335.42041015625,72582738,962.7000122070312,966.7000122070312,956.0,962.2000122070312,31988783,1372.0,1413.5999755859375,1366.0,1411.199951171875,17260416
2026-01-07,335.9591026893029,337.4772732668689,332.33504210325714,334.2450256347656,29440734,956.0,956.4500122070312,946.0,949.0499877929688,52884712,1408.0,1429.9000244140625,1404.199951171875,1427.699951171875,15813795
2026-01-08,334.48988067886347,338.06494956001615,332.09016094008854,333.9021911621094,36706319,944.7000122070312,953.0,941.4000244140625,946.7000122070312,21928849,1429.0,1442.199951171875,1423.300048828125,1435.0,14861699
2026-01-09,333.9022093273418,334.0001625673181,329.20075271979715,330.22918701171875,35193201,945.0,950.5999755859375,933.2999877929688,939.0,38183839,1427.0999755859375,1429.5,1401.5,1404.300048828125,12555636
2026-01-12,331.306606816801,332.5309475663088,328.9068869913131,331.4535217285156,16156143,937.5,942.0,929.5999755859375,936.9500122070312,21071666,1399.9000244140625,1424.300048828125,1391.699951171875,1413.0999755859375,10923811
2026-01-13,332.0412186059658,332.5309549165941,326.8500256697591,327.8294982910156,24922339,947.7000122070312,947.7000122070312,932.5999755859375,937.3499755859375,32042827,1420.0,1441.800048828125,1411.0999755859375,1437.0,14295581
2026-01-14,329.1027892200336,329.1027892200336,326.6051460797269,327.8784484863281,14913422,930.0,940.0499877929688,920.2000122070312,925.4500122070312,36688248,1425.5999755859375,1443.9000244140625,1414.9000244140625,1418.4000244140625,13832255
2026-01-15,327.8784484863281,327.8784484863281,327.8784484863281,327.8784484863281,0,925.4500122070312,925.4500122070312,925.4500122070312,925.4500122070312,0,1418.4000244140625,1418.4000244140625,1418.4000244140625,1418.4000244140625,0
2026-01-16,330.5719932075216,330.5719932075216,321.805701727492,322.4423828125,30526898,922.0,935.9500122070312,919.2000122070312,931.0999755859375,37780235,1417.9000244140625,1429.0,1400.199951171875,1410.800048828125,12530886
2026-01-19,323.22593594715954,327.7804772481891,320.58134815114005,326.3602600097656,15507440,935.9000244140625,936.1500244140625,919.5,927.9000244140625,38191942,1399.9000244140625,1400.0,1360.0,1380.5999755859375,23302883
2026-01-20,327.1928108616433,327.6335854891576,318.81833206792464,319.6018981933594,18771011,929.2999877929688,934.5,919.5999755859375,931.2000122070312,36022727,1374.699951171875,1387.800048828125,1371.5,1375.800048828125,15012785
