,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
1996-01-01,4.600218505781306,4.624902250409057,4.569924342394294,4.617048263549805,104121369.0,1.1692654417235007,1.1692654417235007,1.128746334514855,1.1499706506729126,700000
1996-01-02,4.6058294579210735,4.628269338805804,4.547484988395803,4.5811448097229,168743308.0,1.1499705348160283,1.1673358910144487,1.1383936613520187,1.148041009902954,824000
1996-01-03,4.656317501182367,4.8683766131638295,4.605827935729104,4.6159257888793945,209323879.0,1.1480410949171935,1.1557590111313905,1.138393745651857,1.151900053024292,568000
1996-01-04,4.572169040636393,4.586754933252271,4.511580702857746,4.573290824890137,216900264.0,1.1519001218757077,1.1499706887092416,1.1345348553582169,1.1441822052001953,564000
1996-01-05,4.555338515711448,4.555338515711448,4.502604471296495,4.541874408721924,166708467.0,1.1441819972460299,1.1499704797030244,1.1383936067938432,1.1422525644302368,378000
1996-01-08,4.532899540516604,4.536265193307418,4.315230217023363,4.360110282897949,186974245.0,1.142252790748562,1.13839383234758,1.1229579987436522,1.1287463903427124,474000
1996-01-09,4.231079442878392,4.308497235356304,4.0897067663599085,4.234445095062256,388766555.0,1.1287464685053883,1.1287464685053883,1.0805094391504158,1.0920863151550293,966000
1996-01-10,4.151417261077325,4.251275241384435,4.106537199211879,4.125610828399658,276606655.0,1.092086042942176,1.1055924409167095,1.084368127529531,1.0959450006484985,452000
1996-01-11,4.084096311047636,4.274837365118984,4.078486191897931,4.254641056060791,409645726.0,1.0959452738232338,1.1113812005008838,1.0805094391504158,1.0920863151550293,636000
1996-01-12,4.286056176369436,4.31859450151228,4.181709898426296,4.2097601890563965,374687924.0,1.0920861073496189,1.0940156323189814,1.0805092335478874,1.0901566743850708,862000
1996-01-15,4.197419178922752,4.218737274583868,4.142441263467237,4.166003227233887,199981539.0,1.0901565397730075,1.0862975823155994,1.0708617524859674,1.0766501426696777,362000
1996-01-16,4.151416083971415,4.196296133111425,4.137951979318863,4.173856258392334,217247573.0,1.0766500706879023,1.0805090278873115,1.057355284690857,1.057355284690857,716000
1996-01-17,4.151417442666701,4.157027563033495,3.973018971664247,4.007800579071045,299629901.0,1.05735531660256,1.0785796278422726,1.0149067861279344,1.0245541334152222,858000
1996-01-18,3.905696838746949,3.969650501693709,3.8552063792478246,3.8967201709747314,377502810.0,1.0245543173717901,1.0245543173717901,1.0033300023212963,1.018765926361084,660000
1996-01-19,3.842865686297301,3.891111995502645,3.8024736644012944,3.828279495239258,324535340.0,1.0187661501824792,1.0149071913259289,0.978247036186283,0.9859649538993835,852000
1996-01-22,3.8406220365895525,3.943846264914512,3.837255485120068,3.8933560848236084,338613971.0,0.9859645701092596,0.9994708748473915,0.972458173366327,0.9821056127548218,718000
1996-01-23,3.9068201422731996,3.9236502020858888,3.523094718603508,3.728421688079834,354919302.0,0.9821057094909643,1.0033299310285302,0.9685993114176691,0.9763172268867493,798000
1996-01-24,3.6958830430620977,3.7183232226528937,3.5455345890585073,3.6005125045776367,351185727.0,0.9763173773928214,0.9763173773928214,0.9454457107574197,0.9512341022491455,898000
1996-01-25,3.592658324424224,3.608366299446391,3.42772398728771,3.4490420818328857,360855771.0,0.951233724061432,0.9454453348710309,0.9300095076902446,0.9396568536758423,780000
1996-01-26,3.4490420818328857,3.4490420818328857,3.4490420818328857,3.4490420818328857,0.0,0.9396568536758424,0.9396568536758424,0.9396568536758424,0.9396568536758423,0
1996-01-29,3.4333347528825726,3.753106586762435,3.4120172500080286,3.7205679416656494,652902286.0,0.9396570430004053,0.962810788436662,0.9242212127095676,0.9589518308639526,622000
1996-01-30,3.837255207916858,4.241177218868574,3.7811555113716655,4.054924488067627,1061936020.0,0.9589517281012463,0.9840349956383,0.9589517281012463,0.9724581241607666,904000
1996-01-31,4.016776359153497,4.168246889403294,3.8653055292018172,3.9662861824035645,731560842.0,0.9724584196642412,1.0168364864824628,0.9840352946596698,0.999471127986908,688000
1996-02-01,3.927016052644359,4.151417261077325,3.91579641180539,4.125610828399658,640422958.0,0.9994708217075148,1.0805090138468691,1.0033297788567794,1.0727910995483398,848000
1996-02-02,4.235567230688779,4.622659222217961,4.235567230688779,4.573290824890137,818725675.0,1.0727915941061854,1.1557592570659383,1.0805095119626817,1.1248875856399536,1638000
1996-02-05,4.8246198142956525,5.053508750977192,4.679881477610419,4.95365047454834,1222482548.0,1.1248873129929424,1.1962780818644578,1.138393711970587,1.1557589769363403,1812000
1996-02-06,5.072582891291974,5.161221525753504,4.434162104599332,4.538508415222168,1242315590.0,1.1557589255456273,1.176983239565384,1.1383936613520187,1.148041009902954,1776000
1996-02-07,4.287179481547076,4.667539267741917,4.24229942019554,4.622659206390381,895441820.0,1.1480407782950302,1.128745993080914,1.0901564226526819,1.1055922508239746,1172000
1996-02-08,4.669782556559709,5.108486757693624,4.6226586328531605,5.026580333709717,821653997.0,1.1055925004558653,1.215572939016016,1.113310416284141,1.1750538349151611,1334000
1996-02-09,5.206101083795322,5.430501672208622,5.028824421145571,5.318301677703857,994440377.0,1.1750537667016585,1.410450369808598,1.292752022252724,1.4085209369659424,3440000
1996-02-12,5.183661481701054,5.27342160198086,4.914379922054027,4.9850664138793945,971599188.0,1.4085209045749103,1.4644758357972882,1.3313416605425523,1.3544954061508179,5702000
1996-02-13,4.936820009410553,5.4787484712024135,4.894184117913106,5.284641742706299,1019034918.0,1.3892259867031094,1.3892259867031094,1.283104609554913,1.3313416242599487,2902000
1996-02-14,5.419282569975877,5.496700370066479,5.247616309605261,5.288007736206055,622459505.0,1.3313417244034809,1.4664053389351452,1.3853671334142221,1.4316747188568115,4928000
1996-02-15,5.161221705851214,5.329522309406568,5.116341345101847,5.203857898712158,699136437.0,1.4316747904229083,1.4548285382991997,1.416238958505381,1.422027349472046,2382000
1996-02-16,5.116340504075916,5.166830676842929,5.072582234463761,5.111852169036865,495646793.0,1.422027282606141,1.4181683248082133,1.3544954751399998,1.3737902641296387,2792000
1996-02-19,5.2061012138267015,5.277909787530914,5.133171155636673,5.1634650230407715,518231701.0,1.3737901908737724,1.4085209012079563,1.3506364453208541,1.3564249277114868,2594000
1996-02-20,5.161222274727027,5.182540073805263,4.824620431111863,4.8908185958862305,639131752.0,1.3564251779695786,1.3564251779695786,1.2753869615781481,1.298540711402893,2722000
1996-02-21,4.8908185958862305,4.8908185958862305,4.8908185958862305,4.8908185958862305,0.0,1.298540711402893,1.298540711402893,1.298540711402893,1.298540711402893,0
1996-02-22,5.004141184700066,5.183661733688405,4.960382906652611,5.148879528045654,613558303.0,1.2985407429072755,1.3409892852825012,1.3120471433018055,1.3216944932937622,1696000
1996-02-23,5.138781878096094,5.150001520154804,5.008629115103133,5.093902111053467,546094871.0,1.32169440480037,1.3506366368480784,1.3120470554543469,1.3197649717330933,1374000
1996-02-26,5.1500013783557455,5.256592170805894,5.072583572547456,5.105121612548828,544960514.0,1.3197649585826243,1.3409891821352835,1.3023996011260683,1.3062585592269897,1294000
1996-02-27,5.134293208009695,5.16122202553107,4.960383073067226,5.046777248382568,542491536.0,1.3081878120738812,1.3216941166143235,1.2734571043874883,1.310117244720459,1682000
1996-02-28,5.1443918649687195,5.201613353334176,5.060240960197131,5.071461200714111,427826248.0,1.310117483341828,1.3294122733459048,1.27538686133449,1.2831047773361206,844000
1996-02-29,5.026579810331313,5.044531650954296,4.723638791008177,4.753932952880859,697898447.0,1.2734571061605715,1.2734571061605715,1.1576882950559377,1.1827715635299683,2550000
1996-03-01,4.7909593551505765,4.851547383463828,4.679880853690153,4.780860900878906,723172202.0,1.1827717544911727,1.2155729428676856,1.1576884819673903,1.2001370191574097,1464000
1996-03-04,4.802179845605226,4.8246200265717025,4.6765154315967905,4.731493949890137,673407539.0,1.2001368253925437,1.1962778680892159,1.1769830815725768,1.1827715635299683,1294000
1996-03-05,4.731493949890137,4.731493949890137,4.731493949890137,4.731493949890137,0.0,1.1827715635299683,1.1827715635299683,1.1827715635299683,1.1827715635299683,0
1996-03-06,4.813399932231364,4.9323324380028986,4.770763739607533,4.899794101715088,543855566.0,1.1827716702580746,1.2155728562985955,1.1885600607329856,1.1962779760360718,720000
1996-03-07,4.968236185515094,5.05463034559316,4.919989578453976,4.943551540374756,854410306.0,1.196277871223047,1.2155727497950315,1.1673357373746698,1.1808420419692993,972000
1996-03-08,4.8807196983125465,4.936819693925038,4.819009882959932,4.917746067047119,646827174.0,1.1808424342806185,1.1847013928761174,1.1576886827076254,1.1769834756851196,774000
1996-03-11,4.847059276322437,4.948039927664052,4.827985649464351,4.9334540367126465,631091821.0,1.1769832918998342,1.17505385890578,1.1480410609504907,1.1557589769363403,648000
1996-03-12,4.925599860128825,5.340741189912484,4.9031596829479716,5.187026500701904,803011329.0,1.1557588734592703,1.1557588734592703,1.1306756947534076,1.1403230428695679,800000
1996-03-13,5.0490197568141095,5.121950398502487,4.987309052469113,5.098387241363525,577715422.0,1.1403229944554363,1.1962779239698613,1.1576883491339833,1.1885600090026855,972000
1996-03-14,5.093900545383007,5.147756369161715,5.060239831341216,5.09726619720459,597611484.0,1.1885601622811715,1.2155729601547005,1.1750538553492227,1.1847012042999268,1058000
1996-03-15,5.070339910821497,5.086047888506134,4.89194053730692,4.930088996887207,622444100.0,1.19627807831165,1.19627807831165,1.1576884984970093,1.1576884984970093,1614000
1996-03-18,4.879599045428437,4.891940771598653,4.6877361528125245,4.705687999725342,667319823.0,1.157688536187349,1.1673359774575043,1.13067582943766,1.151900053024292,776000
1996-03-19,4.6899801742299125,4.775252873430809,4.319718786586784,4.416211128234863,1037292464.0,1.1518999158118448,1.1576883982853872,1.1190988218111306,1.1403230428695679,1234000
1996-03-20,4.416211128234863,4.416211128234863,4.416211128234863,4.416211128234863,0.0,1.1403230428695679,1.1403230428695679,1.1403230428695679,1.1403230428695679,0
1996-03-21,4.600219623301527,4.781983748673548,4.600219623301527,4.732615947723389,670459612.0,1.1403230209768886,1.1634768584217274,1.1383935881926222,1.1596179008483887,1286000
1996-03-22,4.643976626880062,4.643976626880062,4.45435765351294,4.540752410888672,674824785.0,1.159618026934081,1.1654064179210601,1.132605228978792,1.1557589769363403,388000
1996-03-25,4.599096661295225,4.624902491017365,4.448747620588324,4.513823986053467,457166882.0,1.155758666588289,1.176982975852563,1.149970277155627,1.1673356294631958,826000
1996-03-26,4.488018771117881,4.577779194492544,4.342158045671313,4.484652519226074,532380354.0,1.1673359190868855,1.1885601416122367,1.1499705624708578,1.1750538349151611,1286000
1996-03-27,4.6450992491407,4.711297405103669,4.623781153198098,4.643977165222168,377229724.0,1.1750537549549884,1.200136933687615,1.1692652724752697,1.1962779760360718,1590000
1996-03-28,4.656318913330339,4.728127489253191,4.640610937198168,4.704565525054932,359409115.0,1.1962782195130421,1.263810130166942,1.2078551868287246,1.2387268543243408,2248000
1996-03-29,4.698954593662204,4.729248758404791,4.627146325262021,4.641732215881348,325958187.0,1.2387266034114552,1.277316179964382,1.2348676457561625,1.2522329092025757,2712000
1996-04-01,4.661928645974411,4.701199182446369,4.622658708906211,4.685490608215332,247509698.0,1.2522327728510732,1.2734570836465415,1.2503033402359203,1.269598126411438,1926000
1996-04-02,4.695589669805209,4.757299792959968,4.650709607483741,4.69783353805542,367425238.0,1.2695984901563604,1.3313419156125474,1.2657395318156504,1.3120471239089966,3670000
1996-04-03,4.803300954025603,4.8560355933628205,4.725882869893273,4.737102508544922,297032084.0,1.312046938176766,1.389226094065555,1.312046938176766,1.3467775583267212,4164000
1996-04-04,4.689979342863694,4.696711546721363,4.63163517450738,4.681003570556641,241840713.0,1.3467778395746883,1.3332714384711994,1.292752327165563,1.3139766454696655,2268000
1996-04-05,4.681003570556641,4.681003570556641,4.681003570556641,4.681003570556641,0.0,1.3139766454696655,1.3139766454696655,1.3139766454696655,1.3139766454696655,0
1996-04-08,4.740469015845672,4.784227287281155,4.7101751506846625,4.759542942047119,228109392.0,1.3139762695245987,1.33905953925237,1.315905794275106,1.3313416242599487,1850000
1996-04-09,4.819009173508037,4.873987077197936,4.740468411988395,4.765152454376221,320184170.0,1.331341832885389,1.3352007909863106,1.294681684924225,1.3062585592269897,2438000
1996-04-10,4.824619046035576,4.845937138695645,4.74383471067646,4.762908935546875,285103129.0,1.3062585430087321,1.3352007744087118,1.2503036052376866,1.2676689624786377,1808000
1996-04-11,4.718029843618354,4.746080144765652,4.686613889951835,4.713541507720947,216484333.0,1.2541626292786303,1.288893253583072,1.2541626292786303,1.2869638204574585,1262000
1996-04-12,4.713541717615743,4.880720548863925,4.692223619663342,4.8425726890563965,341108156.0,1.2869638743063168,1.3062586663938904,1.2657395570075727,1.2927522659301758,1128000
1996-04-15,4.936819683742298,5.065850632430895,4.926721828409779,4.967114448547363,476612002.0,1.3159061016995532,1.3332713684870054,1.3023997013050232,1.3216944932937622,1976000
1996-04-16,4.98170020142882,5.043410014944023,4.93681954693102,4.978333950042725,388937409.0,1.3197649932273499,1.325553384528272,1.2966111520091983,1.3023996353149414,1566000
1996-04-17,5.11634130280458,5.245371364861104,5.068094690621439,5.190393447875977,410008440.0,1.3023994618474508,1.3602839191759275,1.3216942502886735,1.3525660037994385,3092000
1996-04-18,5.3519619677870525,5.503432504695583,5.310447860594596,5.4753828048706055,686239778.0,1.3699313542292755,1.4258862902580127,1.352566089533856,1.4104504585266113,5412000
1996-04-19,5.5202634933828865,5.621243257947839,5.465284376136238,5.510164737701416,657928468.0,1.427815678241581,1.5532319370339478,1.3988734505195262,1.4837706089019775,12700000
1996-04-22,5.565141654184335,5.576361291794328,5.307080998099684,5.33513069152832,577856867.0,1.5435847504693432,1.5821743324291484,1.4297453456806866,1.4548286199569702,11286000
1996-04-23,5.285763784082067,5.357572357904849,5.217321461933649,5.299228191375732,570256675.0,1.4548284655757007,1.4625463811486636,1.4008030565649592,1.4316747188568115,6428000
1996-04-24,5.544946575187216,5.791788247720529,5.52475026397157,5.7289557456970215,534899747.0,1.5030653967150789,1.5628793769429012,1.4664052538677834,1.4837706089019775,10686000
1996-04-25,5.767103693989839,5.89052453224775,5.340741779032357,5.437234401702881,620220200.0,1.5049950840359796,1.5049950840359796,1.393085118624274,1.422027349472046,6666000
1996-04-26,5.430500378325957,5.552799098445747,5.295859937476943,5.48547887802124,632532875.0,1.4220273121253058,1.4644759407884924,1.398873564857102,1.4278157949447632,4078000
1996-04-29,5.430501164555347,5.458551460261231,5.335131238082032,5.4405999183654785,421084526.0,1.4278158324435266,1.4413221393689553,1.4046620845672353,1.422027349472046,2700000
1996-04-30,5.4305000389978835,5.6100214147839065,5.3968405302924936,5.489966869354248,429361131.0,1.422027225664597,1.4278157081321088,1.3525659880832999,1.3680018186569214,5402000
1996-05-01,5.991504149494243,6.056580212888862,5.929793738004059,5.97018575668335,495470338.0,1.3680019044967877,1.4567580278692198,1.3930850847504472,1.3988735675811768,3324000
1996-05-02,5.924184045463365,6.004968692129884,5.834423926348806,5.974674224853516,506967956.0,1.4200979693158686,1.4200979693158686,1.368001988653708,1.3757199048995972,2340000
1996-05-03,5.92306218985326,5.957844994098103,5.811984270436609,5.838912487030029,493527926.0,1.3757197532757865,1.3776491861221984,1.3467775245411369,1.3506364822387695,3558000
1996-05-06,5.6997831586127905,5.731199108797416,5.482114476212862,5.51128625869751,591063023.0,1.3506365317349225,1.3506365317349225,1.2927520721443582,1.3043290376663208,2720000
