,HDFC.NS,HDFC.NS,HDFC.NS,HDFC.NS,HDFC.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
2024-09-19,,,,,,4156.590712046438,4187.031372404745,4054.097354431545,4067.684326171875,2927551
2024-09-20,,,,,,4087.3314750703935,4100.3978822358085,4002.6857702859393,4057.033203125,5447908
2024-09-23,,,,,,4071.32949426943,4080.229517445096,4026.828916076253,4041.504638671875,1702319
2024-09-24,,,,,,4025.550824249018,4062.8083176204914,4014.5204536730093,4044.15576171875,3012026
2024-09-25,,,,,,4026.2141547688016,4061.4832351175246,4014.5208235861746,4047.4228515625,2713073
2024-09-26,,,,,,4033.457080163439,4087.236322972992,4033.457080163439,4064.228759765625,3964251
2024-09-27,,,,,,4104.468341840603,4145.181637964974,4071.376768553105,4079.567138671875,3012477
2024-09-30,,,,,,4058.926049161128,4070.1459682536542,4033.5038178792897,4041.504638671875,2503416
2024-10-01,,,,,,4029.24305749041,4067.3054384533193,4017.313485300845,4059.872802734375,1823365
2024-10-03,,,,,,4035.9187010687683,4051.4464707512293,3986.1158312368952,4007.656005859375,3350119
2024-10-04,,,,,,4000.317786149061,4069.4357029274943,3999.4181214842306,4026.11865234375,2965463
2024-10-07,,,,,,4046.6177563169667,4068.7261168182736,4004.484226222508,4045.623779296875,1472619
2024-10-08,,,,,,4045.386749254377,4051.8249459382696,3980.3875920827627,4027.065673828125,1541867
2024-10-09,,,,,,4033.457129138987,4066.5958614206456,4020.8645957979184,4026.7822265625,1082504
2024-10-10,,,,,,4027.065743241721,4065.506761861307,3975.322076727874,4002.59033203125,2378875
2024-10-11,,,,,,3922.6788421196575,4016.3669515997326,3893.7536496314738,3928.54931640625,5759183
2024-10-14,,,,,,3919.8384463197513,3943.887604227915,3902.985219568291,3916.66650390625,2137590
2024-10-15,,,,,,3911.3637780765134,3948.1954760800095,3877.2310740598678,3897.87158203125,2759474
2024-10-16,,,,,,3867.7630170426546,3896.167641402821,3850.909560357471,3877.183837890625,2359151
2024-10-17,,,,,,3894.0847950246857,3910.323143238336,3875.29053893895,3890.487060546875,2522659
2024-10-18,,,,,,3881.944405297675,3935.2379992491005,3872.453098683255,3913.31298828125,2361000
2024-10-21,,,,,,3922.3779276034525,3929.35413147785,3862.9622484885167,3872.311279296875,1595450
2024-10-22,,,,,,3859.1654759681237,3881.75483326371,3802.5499216715493,3811.234375,1928049
2024-10-23,,,,,,3796.143121407225,3904.2962832162098,3791.919304547543,3859.402587890625,1966476
2024-10-24,,,,,,3800.3195802607424,3871.504387583309,3800.3195802607424,3841.986328125,2676744
2024-10-25,,,,,,3850.670942439126,3883.8430156937015,3827.5595160672574,3851.1455078125,1759676
2024-10-28,,,,,,3861.9653632236445,3923.7063623671393,3844.928513292037,3882.75146484375,1532534
2024-10-29,,,,,,3887.4970090191655,3894.757766071196,3853.565587028902,3867.94482421875,1445885
2024-10-30,,,,,,3867.7076804676617,3898.079863479923,3853.518222560894,3876.86669921875,1935002
2024-10-31,,,,,,3862.962154926698,3870.839986500922,3758.557772361112,3766.577880859375,3740372
2024-11-01,,,,,,3786.889338989994,3795.5262896074955,3773.791288560614,3781.526611328125,154895
2024-11-04,,,,,,3764.536863637049,3788.8344687291683,3714.1854373776496,3762.49609375,2269192
2024-11-05,,,,,,3740.61911840681,3783.234994421101,3740.61911840681,3769.330322265625,967590
2024-11-06,,,,,,3799.939563929586,3938.7021869268697,3773.0316173071656,3929.068603515625,3792017
2024-11-07,,,,,,3957.5902722464216,3991.853518092011,3877.2462233751357,3939.746337890625,3724349
2024-11-08,,,,,,3943.637967299403,3957.6376448006463,3908.187843785678,3936.044921875,1648039
2024-11-11,,,,,,3918.201520379155,4018.903916361986,3908.1879134815194,3985.115234375,1406487
2024-11-12,,,,,,4001.5350272065516,4003.4332886046573,3952.51251928902,3983.881103515625,1587640
2024-11-13,,,,,,3965.5629857379695,3983.2641802267012,3920.9061091902613,3939.224609375,1098813
2024-11-14,,,,,,3924.6555443578186,3948.383812461554,3907.0493548019417,3935.0009765625,1825432
2024-11-18,,,,,,3998.687803877484,3998.687803877484,3787.2214288591285,3815.031005859375,3313944
2024-11-19,,,,,,3815.4102345767187,3921.9501508023773,3809.9054621443674,3834.060791015625,1776233
2024-11-21,,,,,,3839.1383617742936,3884.269569212707,3819.3016244550995,3865.666748046875,2384347
2024-11-22,,,,,,3863.9112312507355,4038.504015740722,3847.776008717878,4028.680419921875,3096553
2024-11-25,,,,,,4062.2798980460716,4107.933183046781,4035.8942467022307,4095.594482421875,4052167
2024-11-26,,,,,,4101.240893559863,4144.47407361588,4090.7531850402665,4131.28125,2060669
2024-11-27,,,,,,4137.213672581404,4154.724856872267,4104.088638616241,4112.15625,1558993
2024-11-28,,,,,,4099.2955217974695,4119.179995477792,4017.670281030027,4028.96484375,2558544
2024-11-29,,,,,,4005.3313403533516,4080.028107836073,3982.219916352583,4053.5947265625,2017425
2024-12-02,,,,,,4052.788226834513,4070.0625915391006,4014.870268702841,4059.099853515625,1670944
2024-12-03,,,,,,4094.882568586282,4104.990718939741,4048.4701650537613,4083.87255859375,2010905
2024-12-04,,,,,,4094.1224503683907,4163.789012881952,4070.8687487593297,4132.89453125,3302642
2024-12-05,,,,,,4176.933797590591,4260.647302659025,4138.209454130842,4236.96630859375,3746747
2024-12-06,,,,,,4226.4788315167725,4237.868399443609,4188.276322428843,4219.3603515625,1842087
2024-12-09,,,,,,4205.076018232145,4242.044378496654,4190.933600979431,4225.671875,2066639
2024-12-10,,,,,,4200.995479380061,4265.204089616263,4187.66037612314,4207.06982421875,2087828
2024-12-11,,,,,,4206.4055751643855,4222.350787782597,4182.819581274404,4202.2294921875,1635256
2024-12-12,,,,,,4204.696352489294,4256.851270827812,4200.852558457947,4228.330078125,1914642
2024-12-13,,,,,,4209.347553772588,4266.247663475759,4170.8600242636485,4246.31591796875,1967048
2024-12-16,,,,,,4232.174776302126,4247.360871036558,4173.3286592062,4190.60302734375,1646224
2024-12-17,,,,,,4185.666159565598,4207.44889332409,4098.346139910261,4108.31201171875,3225027
2024-12-18,,,,,,4092.3672387441043,4140.108330075579,4071.3913564877716,4126.67822265625,1575404
2024-12-19,,,,,,4064.177376549218,4142.006088570945,4045.1947638609918,4054.591064453125,3015763
2024-12-20,,,,,,4108.786392193494,4159.090314297041,3941.2648402826253,3958.1591796875,4116989
2024-12-23,,,,,,3986.39622640784,4002.484177211474,3905.5778396822147,3946.77001953125,2195338
2024-12-24,,,,,,3946.7698461523696,4003.433132047045,3946.7698461523696,3966.8916015625,1181886
2024-12-26,,,,,,3966.8918629397335,3986.3017716323247,3932.390868416551,3957.02099609375,1208464
2024-12-27,,,,,,3951.2313201079583,3968.26840248144,3936.282510765729,3952.9873046875,858100
2024-12-30,,,,,,3939.8415947124545,3985.684422832016,3902.825496858013,3947.24462890625,1527169
2024-12-31,,,,,,3924.6552500458943,3929.353632155194,3826.9422956665308,3886.500244140625,1555429
2025-01-01,,,,,,3886.1205985527304,3923.706266508262,3877.6259252343875,3903.252685546875,763161
2025-01-02,,,,,,3910.4184830195177,3970.2137171045247,3888.541205767093,3963.33251953125,1720835
2025-01-03,,,,,,3967.3190100554248,3967.3190100554248,3884.127566106747,3891.3408203125,1791953
2025-01-06,,,,,,3896.656302584134,3938.560332599053,3859.545197490021,3886.6904296875,2085593
2025-01-07,,,,,,3905.6253667734477,3929.7331926762554,3807.48511819948,3823.383056640625,2669054
2025-01-08,,,,,,3829.6475810881293,3916.113485341044,3813.3700813691175,3899.40869140625,2181277
2025-01-09,,,,,,3892.3851104960186,3927.2656647049257,3820.535960823577,3833.396728515625,2392472
2025-01-10,,,,,,3986.3490838137277,4078.41476503514,3957.875161786487,4048.659423828125,7894300
2025-01-13,,,,,,4029.0596808346854,4103.044601693763,4012.3548884093498,4072.814697265625,4003771
2025-01-14,,,,,,4083.160028403723,4094.454590373018,4004.429456147033,4017.71728515625,3441709
2025-01-15,,,,,,4003.43315943906,4039.9274190172896,3993.420016264204,4033.42578125,1653474
2025-01-16,,,,,,4043.297121528325,4075.5675680381755,3978.6139515802215,3992.32861328125,2637705
2025-01-17,,,,,,4020.939695681563,4021.6165011799776,3963.08887255939,3986.52880859375,1761466
2025-01-20,,,,,,4007.3105183689017,4007.3105183689017,3932.2063483825796,3941.582275390625,1287799
2025-01-21,,,,,,3958.497734138814,3973.673232978695,3895.3790145716716,3901.03369140625,1971591
2025-01-22,,,,,,3914.711087541146,4024.0812547656583,3909.104787428617,4017.750244140625,2409223
2025-01-23,,,,,,4028.769436842585,4051.3395327602407,4001.7529079009387,4006.972900390625,1822998
2025-01-24,,,,,,3966.9068713794295,4038.4349192551795,3966.9068713794295,4013.641845703125,1910099
2025-01-27,,,,,,3964.9736206923685,4017.508165667767,3906.05968881061,3929.3544921875,1551782
2025-01-28,,,,,,3934.816117007367,3964.9738425768846,3893.735817565749,3905.3349609375,2468272
2025-01-29,,,,,,3918.5775340354608,3970.6287878295893,3918.5775340354608,3962.847412109375,1217089
2025-01-30,,,,,,3962.943972286711,3991.941831258984,3922.927021299046,3963.0888671875,1531251
2025-01-31,,,,,,3972.7066328908318,3990.5405047390313,3948.7833995175843,3975.0263671875,1492943
2025-02-01,,,,,,3975.6063179805924,3997.741255116248,3920.510387972108,3937.08740234375,437172
2025-02-03,,,,,,3896.2490630112698,3940.80920259535,3865.12474024913,3932.738037109375,1265713
2025-02-04,,,,,,3947.285122132378,3981.2610880254483,3930.2248097290194,3969.85498046875,2547132
2025-02-05,,,,,,4011.3703550712034,4011.3703550712034,3939.8423053663196,3954.43798828125,1693912
2025-02-06,,,,,,3968.259986916976,4001.2209788539626,3916.2089750568643,3946.36669921875,2284536
2025-02-07,,,,,,3953.374595002479,3953.374595002479,3874.113784051329,3894.798828125,1548940
2025-02-10,,,,,,3905.044842421511,3916.6439855178123,3880.2517684472346,3902.0966796875,1339511
2025-02-11,,,,,,3884.1665374644367,3905.045090759602,3822.884488602531,3831.14892578125,1810908
2025-02-12,,,,,,3838.446403733592,3887.4043576304402,3808.5300926433138,3818.196044921875,1678002
2025-02-13,,,,,,3835.4503502565626,3851.3507965730623,3771.896705969927,3779.53271484375,2277310
2025-02-14,,,,,,3793.8861694247853,3816.1178590800137,3769.7212893647547,3803.4072265625,1681975
2025-02-17,,,,,,3727.674715397498,3802.585849960782,3727.3846896150562,3774.0712890625,1799806
2025-02-18,,,,,,3768.1750490618683,3793.3065270348457,3735.4075625604055,3743.81689453125,2149879
2025-02-19,,,,,,3742.8500136623115,3745.5081505528037,3642.2757324813897,3657.693115234375,4366672
2025-02-20,,,,,,3635.848185178673,3661.4629603766616,3625.988960412709,3653.150146484375,2888572
2025-02-21,,,,,,3649.960586134303,3689.4942392872176,3648.8972369162293,3659.52978515625,1833931
2025-02-24,,,,,,3618.1114451391504,3637.491729934909,3547.4050866481334,3552.818115234375,2508516
2025-02-25,,,,,,3503.90809636369,3535.8057424823114,3500.2833638502107,3508.30615234375,4101954
2025-02-27,,,,,,3491.0523230089602,3516.473827507661,3480.419774327656,3491.8740234375,3823856
2025-02-28,,,,,,3465.195760859545,3479.743067268356,3341.5199398740847,3366.89306640625,7085018
2025-03-03,,,,,,3368.584583379958,3405.5568531975428,3360.0301206751515,3376.36572265625,4990439
2025-03-04,,,,,,3357.952083726606,3432.3799220820893,3348.576156481458,3414.06298828125,2797737
2025-03-05,,,,,,3403.2370189380595,3480.081342184221,3403.2370189380595,3428.561767578125,2501894
2025-03-06,,,,,,3438.179549305139,3488.87742658408,3417.977801534333,3481.289794921875,2786513
2025-03-07,,,,,,3479.743027656133,3503.9079097926337,3454.998093954285,3490.56884765625,2051315
2025-03-10,,,,,,3486.0259949428714,3501.1049762137254,3462.9244613654673,3469.73876953125,1004626
2025-03-11,,,,,,3439.146018462038,3468.8688234276665,3419.4757100500633,3455.8681640625,1995450
2025-03-12,,,,,,3445.912018992584,3450.020048748746,3370.3726956351015,3389.076171875,3174167
2025-03-13,,,,,,3385.3064520665353,3406.5715466921038,3367.7144664369603,3393.76416015625,1693004
