,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-07-25,410.0,410.25,407.75,409.3999938964844,5824089,3072.4780444334683,3089.014534530361,3058.3877948178133,3068.368408203125,2568917,1520.12860228797,1526.1366022975346,1488.512630894258,1492.84619140625,10851259
2025-07-28,410.79998779296875,410.8500061035156,408.6000061035156,409.8999938964844,8123337,3043.123036074506,3050.951005299135,3003.8852447797885,3013.083251953125,3374473,1491.0734115180542,1496.392014262957,1460.14683725966,1493.1417236328125,6439855
2025-07-29,410.0,411.3999938964844,408.0,408.45001220703125,6811772,2994.1984086760676,3007.8973556438664,2975.802632112602,2990.284423828125,4785312,1490.0884773327002,1494.3235696797126,1473.5417400906863,1490.8763427734375,7070448
2025-07-30,409.0,409.29998779296875,405.75,407.6000061035156,10915863,2994.1983151611034,3003.0047807939304,2981.673516260727,2987.93603515625,2880121,1496.9830114866083,1498.7557989957106,1483.2925712781332,1496.0965576171875,5719051
2025-07-31,405.95001220703125,414.0,405.54998779296875,411.95001220703125,19364174,2976.2918502873677,2994.0027271024683,2950.166049468222,2971.497314453125,2968371,1486.936711768862,1504.0743788045277,1474.428250322285,1486.247314453125,6851407
2025-08-01,412.3999938964844,419.3500061035156,411.79998779296875,416.45001220703125,14324065,2964.7455243430377,2971.4972914199097,2935.488583681943,2938.424072265625,2053847,1471.3749358302919,1476.1024890867666,1443.4031282013243,1447.4412841796875,8702978
2025-08-04,420.20001220703125,422.5,415.1000061035156,416.8500061035156,18352458,2944.392964480288,3013.181055141491,2927.2692812506943,3008.28857421875,2519252,1439.4634841975633,1460.4423706154291,1429.1218033326475,1458.177001953125,8610216
2025-08-05,417.20001220703125,417.95001220703125,413.0,414.1499938964844,8495104,3008.2886143717656,3011.322048140622,2976.5854331255146,2998.014404296875,1927996,1456.4040844682859,1456.4040844682859,1433.0614816224124,1438.2816162109375,10213323
2025-08-06,414.1499938964844,415.0,410.5,412.0,9080543,2997.1337788834585,3000.8521121202134,2960.9294204705666,2967.093994140625,1487081,1430.1067078263497,1434.14486387826,1408.7339490588547,1415.037353515625,10566934
2025-08-07,412.0,414.75,411.6499938964844,413.6000061035156,11514878,2951.1446440658847,2985.9792055799644,2946.154217712285,2981.47802734375,2543076,1408.4383894942564,1420.2574529025999,1392.876574581379,1415.234375,9892020
