,ITC.NS,ITC.NS,ITC.NS,ITC.NS,ITC.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2025-07-08,407.60752214922184,409.5175057020906,406.1383132289018,408.635986328125,6807192,1603.4529602070286,1621.378491891406,1597.0509674297891,1613.9915771484375,4590681,1421.035188079707,1433.935647189369,1419.050502062836,1430.9586181640625,5315847
2025-07-09,407.65649685248883,411.6723104890166,406.9218924227146,410.83978271484375,9930533,1613.1052929685202,1613.3022292758048,1599.1193284889714,1609.0670166015625,4580828,1425.2030375827696,1427.683895203639,1415.6765685457565,1420.93603515625,8827347
2025-07-10,411.67231432927395,411.67231432927395,407.8523772370402,408.29315185546875,6220360,1614.1886858160015,1614.1886858160015,1582.868118202301,1591.43701171875,5330179,1425.7985078190466,1427.981614021397,1411.2109926594833,1413.1956787109375,7795964
2025-07-11,408.44007762067145,409.4685119028319,406.9708687083669,408.2441711425781,8578844,1555.2902357933656,1582.8680505457567,1539.433016356687,1570.85205078125,11391755,1411.111783317687,1417.0658414751456,1403.7684206963636,1411.0125732421875,7158015
2025-07-14,408.4890354163033,411.3295298660291,407.9992991168515,410.7908020019531,6896989,1567.7988696310574,1567.7988696310574,1536.2813659941348,1546.623046875,9173426,1413.9896019530586,1413.9896019530586,1405.2569348701418,1412.1041259765625,5846154
2025-07-15,412.26001519971453,413.72922411339215,410.3990232206159,413.4353942871094,8532755,1541.5013602388092,1579.4208563061295,1540.4179701114037,1561.6922607421875,7614807,1410.218682168871,1422.8215115677394,1408.134785993891,1419.844482421875,6041457
2025-07-16,413.43538226908703,416.7166213924788,411.67231368924485,415.8840637207031,9780773,1555.1918577227598,1587.6942841349517,1554.6993967165145,1583.6561279296875,6223491,1415.081187967311,1418.25663727007,1408.2339967016344,1415.4781494140625,5649093
2025-07-17,417.05940633871836,417.1573595734722,414.3168951123935,415.2474060058594,7240795,1573.9053927711557,1585.7244570472844,1556.2752645133157,1559.6240234375,7374814,1410.1194736013367,1412.3025798563917,1398.7075285299677,1407.8370361328125,12927394
2025-07-18,416.4717411939595,416.4717411939595,411.4764251990089,414.072021484375,6730256,1568.0942241264431,1575.1857343566385,1556.176692489401,1562.1846923828125,5161833,1404.9592604817603,1418.0581395587762,1397.7151081655259,1414.8826904296875,11297246
2025-07-21,413.3374323697135,414.0720368111289,409.8113250726935,411.4764404296875,4822343,1556.1767745731315,1565.041072656143,1543.1758521432762,1560.4119873046875,3682661,1436.9126621837045,1456.4617708047458,1425.9968891975022,1454.576416015625,13867136
2025-07-22,411.47644544690354,411.77027527059994,406.6770356826959,407.4606018066406,9869507,1541.4029254290974,1561.889351060241,1541.4029254290974,1547.2139892578125,8473741,1462.8128219007424,1470.6523559877205,1458.4464883845856,1462.316650390625,8930165
2025-07-23,408.53801949465566,409.32158560296745,405.5016485154682,406.4321594238281,12196187,1552.5325511946266,1567.897309898412,1526.629055261839,1550.7596435546875,8035026,1471.5454755170424,1478.5910866693491,1461.3242940475627,1477.2017822265625,11974174
2025-07-24,407.3136721952123,407.3136721952123,401.04505375648824,401.5347900390625,9005157,1556.1767861186595,1558.1466301517212,1524.8562179010848,1529.0914306640625,14169664,1476.3086281822896,1477.3009711792895,1466.782159638216,1472.0416259765625,6700578
2025-07-25,401.58375275125957,401.8286208931811,399.3799394739661,400.9960632324219,5824089,1520.12860228797,1526.1366022975346,1488.512630894258,1492.84619140625,10851259,1488.5144734435703,1488.5144734435703,1462.31659448384,1465.789794921875,8696077
2025-07-28,402.36732868040224,402.41632024466196,400.21250691352043,401.4858093261719,8123337,1491.0734115180542,1496.392014262957,1460.14683725966,1493.1417236328125,6439855,1465.7898930637602,1482.3620946590604,1465.7898930637602,1477.00341796875,7507479
2025-07-29,401.5837527990323,402.9550084157297,399.62480766342725,400.0655822753906,6811772,1490.0884773327002,1494.3235696797126,1473.5417400906863,1490.8763427734375,7070448,1468.5685019046516,1478.3927223132807,1464.1029581857863,1474.8201904296875,9776027
2025-07-30,400.60428786940514,400.898117688896,397.4210019633524,399.2330322265625,10915863,1496.9830114866083,1498.7557989957106,1483.2925712781332,1496.0965576171875,5719051,1476.308661728485,1477.1025845983731,1465.9883912336757,1471.04931640625,7238625
2025-07-31,397.61690837848414,405.50165074201533,397.2250954310459,403.4937438964844,19364174,1486.936711768862,1504.0743788045277,1474.428250322285,1486.247314453125,6851407,1458.6450618514623,1483.0566764606926,1452.7902136757805,1470.0570068359375,12406146
2025-08-01,403.9344853107258,410.74183168633,403.34679578552243,407.9013671875,14324065,1471.3749358302919,1476.1024890867666,1443.4031282013243,1447.4412841796875,8702978,1469.0645758820863,1473.7285394467383,1458.5457644921182,1460.3319091796875,4416771
2025-08-04,411.57439098396185,413.8271659664987,406.5790748366726,408.29315185546875,18352458,1439.4634841975633,1460.4423706154291,1429.1218033326475,1458.177001953125,8610216,1465.492177404952,1467.4768633867377,1450.1108610461113,1451.9962158203125,6140054
2025-08-05,408.6359688485212,409.37057327725813,404.522172091142,405.6485595703125,8495104,1456.4040844682859,1456.4040844682859,1433.0614816224124,1438.2816162109375,10213323,1441.8743352750153,1450.3092505192255,1429.96621963613,1433.3402099609375,14799343
2025-08-06,405.6485541142926,406.4811117672226,402.07348525408406,403.5426940917969,9080543,1430.1067078263497,1434.14486387826,1408.7339490588547,1415.037353515625,10566934,1431.2564134495642,1442.866778550362,1430.561700640964,1432.54638671875,7805252
2025-08-07,403.542701181929,406.2362507650608,403.1998798022133,405.10986328125,11514878,1408.4383894942564,1420.2574529025999,1392.876574581379,1415.234375,9892020,1430.0655302659995,1436.8135113901221,1418.1574137897542,1429.271728515625,7432535
2025-08-08,405.40370450279846,406.82395173394906,404.4732234643995,405.99139404296875,9814361,1403.5138318764698,1411.590144080286,1395.7329241309972,1401.6424560546875,10048009,1434.8288259088201,1436.5157606227415,1421.0352334242946,1424.9053955078125,5415511
2025-08-11,405.99138530914485,408.4400667645679,405.5016490180602,408.29315185546875,8514272,1398.4907470266712,1411.7871937906966,1392.6796832838538,1406.66552734375,6625368,1416.9666396615337,1427.3862414978396,1409.5240669213151,1425.5999755859375,8492484
2025-08-12,408.44005694659893,411.1825681542966,406.77494164048437,407.80340576171875,13635738,1406.6655976905836,1419.2726477892124,1399.5742071536924,1402.62744140625,9899184,1431.0,1433.800048828125,1420.0999755859375,1422.0,5913947
2025-08-13,408.6359804112558,408.92981023461243,405.1098730753178,405.599609375,10874910,1403.5138705026145,1412.3781686321047,1400.953097311154,1405.0897216796875,10318063,1424.5999755859375,1427.699951171875,1415.199951171875,1420.800048828125,9009465
2025-08-14,405.74650902132066,406.5300751148795,402.563223193151,403.0039978027344,9580361,1404.6956380205245,1447.835267553816,1404.6956380205245,1425.8714599609375,12902347,1412.0,1431.0999755859375,1412.0,1427.300048828125,7577793
2025-08-18,404.5221643400549,405.207807083524,396.5394690122968,397.9596862792969,30950814,1442.6151494914589,1442.6151494914589,1408.0444126749926,1414.1510009765625,7254561,1450.0,1452.4000244140625,1431.0,1434.5999755859375,6908844
2025-08-19,398.00869038492266,400.99606980890684,396.19666012675947,400.7022399902344,16681331,1411.0977408332749,1427.5460108318366,1411.0977408332749,1418.2877197265625,3986094,1431.0999755859375,1438.5,1426.300048828125,1436.300048828125,6709554
2025-08-20,400.7022224165175,401.82860986020313,397.1271536208501,397.7148132324219,18188129,1418.9770874002822,1476.3980885005715,1418.9770874002822,1473.6402587890625,10413061,1432.5999755859375,1435.9000244140625,1423.0,1430.5999755859375,5817858
2025-08-21,397.7148339521601,398.49842996029514,395.07027588892424,397.22509765625,15028966,1485.262351237006,1485.262351237006,1461.9197483180794,1473.8372802734375,6565539,1440.0999755859375,1447.800048828125,1436.4000244140625,1446.0,6238645
2025-08-22,397.6658518940437,398.1555881648492,389.34033529035065,390.1239013671875,13087624,1475.5115598317454,1481.6181481033814,1463.6924963469764,1465.0714111328125,5543397,1444.300048828125,1446.0,1429.4000244140625,1436.4000244140625,6657207
2025-08-25,390.8095528920783,392.327723409267,388.1160033420702,391.1523742675781,10440286,1483.981859694785,1515.7948868943363,1483.981859694785,1508.9989013671875,10694531,1435.9000244140625,1435.9000244140625,1424.0,1433.199951171875,6738427
2025-08-26,391.1033999896865,397.07818887017044,390.22188062167817,395.0702819824219,13715752,1500.03616013844,1515.2039825206518,1495.7024794249892,1506.53662109375,15994798,1427.9000244140625,1427.9000244140625,1413.0999755859375,1416.5999755859375,8720155
2025-08-28,396.19667011274,396.19667011274,391.78904337477377,392.6705627441406,12471719,1506.5366438633127,1506.5366438633127,1475.413133190423,1477.4814453125,5443364,1408.0,1411.800048828125,1396.300048828125,1399.0999755859375,12990789
2025-08-29,393.74798505781916,402.02454048128317,393.6500318196282,401.3388977050781,25255050,1479.254311487481,1479.254311487481,1445.5699084151588,1447.4412841796875,8169075,1392.0999755859375,1405.0,1392.0999755859375,1397.800048828125,8519507
2025-09-01,401.3388884886885,401.77966310485994,396.68639374720885,397.5189514160156,12268090,1454.4343120627393,1480.7318023736236,1453.941851048263,1476.7921142578125,4546057,1398.0999755859375,1412.4000244140625,1398.0999755859375,1411.0,4927348
2025-09-02,398.20457570023547,399.4779080217149,396.14770714215564,398.4004821777344,19808255,1476.7920565936874,1489.9900353122632,1463.8896025641538,1476.1025390625,5218763,1413.9000244140625,1413.9000244140625,1390.0,1394.199951171875,7163073
2025-09-03,400.114535268611,404.76702986475766,398.9391562562904,403.2978210449219,12936588,1477.3829894013984,1479.2543652339205,1450.7900955921732,1456.798095703125,4623483,1389.0,1400.0,1384.199951171875,1397.0,9813382
2025-09-04,415.24741259106247,418.2347920060821,406.4811210363561,407.3626403808594,27274123,1461.6242804276317,1461.6242804276317,1438.0846200594328,1440.94091796875,5787724,1409.9000244140625,1415.0999755859375,1401.9000244140625,1405.5,10564859
2025-09-05,408.3421103092152,408.4400635448862,396.09870312861307,398.9881591796875,16000675,1447.835279098319,1450.4945202945664,1411.3931666312185,1422.8182373046875,5466487,1411.0,1411.5,1387.699951171875,1402.800048828125,6621077
2025-09-08,399.08612816526716,402.1224693529809,398.44944705384466,399.1840515136719,7419022,1429.1218644887508,1436.0163186937275,1406.7641825159365,1411.2947998046875,3811567,1402.199951171875,1410.5999755859375,1397.5999755859375,1402.699951171875,5880943
2025-09-09,400.1145503991436,402.51427018540727,399.0371245789613,401.6327209472656,8825896,1458.6694341238242,1484.474341584966,1450.297597398603,1481.6181640625,13072640,1399.0,1407.5,1395.199951171875,1403.699951171875,6470679
2025-09-10,402.56322964572416,405.2078175633528,400.555322816839,404.5711364746094,9252397,1487.330709756259,1511.756823802922,1486.5428442826578,1509.491455078125,7281071,1410.0,1413.699951171875,1402.0999755859375,1403.9000244140625,7452347
2025-09-11,404.5711451336769,408.1462440335788,403.9834854870758,406.53009033203125,8274406,1500.922609577238,1504.4683046125388,1483.7849433052634,1486.9366455078125,8003662,1398.0,1408.0,1396.0,1401.5999755859375,10192026
2025-09-12,406.82393698895356,408.48902241943284,404.37525556960406,405.25677490234375,7803379,1513.8250582606502,1519.6361218926327,1498.1647749913177,1502.596923828125,12856963,1405.0999755859375,1419.699951171875,1400.0999755859375,1417.699951171875,7770038
2025-09-15,404.5711348581344,405.7954755760093,403.29783246799684,404.1793518066406,5707331,1502.5969824151846,1504.4683582651935,1478.5648615170796,1485.6563720703125,6167414,1422.0,1426.800048828125,1416.300048828125,1419.4000244140625,5845637
2025-09-16,404.7180704209207,405.8444578774336,403.54269140213233,404.6201171875,8239087,1485.656397411633,1491.1719366717366,1480.8302554728903,1488.5126953125,8923112,1414.0,1424.9000244140625,1413.699951171875,1421.5999755859375,8213151
2025-09-17,405.45267306623015,406.08932424399245,399.6737611220478,400.8981018066406,14113882,1494.028241371192,1503.680405062861,1491.1719434573272,1499.4453125,4795698,1420.0999755859375,1426.0999755859375,1416.4000244140625,1419.199951171875,7484283
2025-09-18,402.90605212943706,404.5711375822802,401.68171140331816,403.1019287109375,15647808,1526.6291407021617,1531.5537508334592,1515.302537400178,1517.370849609375,9331945,1431.0999755859375,1432.800048828125,1415.300048828125,1421.699951171875,8130537
2025-09-19,403.101917268776,404.13038138420126,400.55531254363956,402.22039794921875,19505321,1521.3104874589542,1527.9095369547413,1497.179898612735,1516.976806640625,12988129,1416.0999755859375,1418.0,1400.199951171875,1402.199951171875,13457344
2025-09-22,402.2204050878021,402.56322646569487,397.7148252853857,398.59637451171875,8930779,1460.3437656419162,1491.8612688721596,1459.6543683506482,1476.8905029296875,15655204,1403.9000244140625,1409.9000244140625,1397.199951171875,1401.5,8847948
2025-09-23,398.7433075819584,399.7227801970498,393.8459445065011,394.9233703613281,14936357,1470.4885054191882,1490.186944875574,1470.4885054191882,1474.920654296875,9832164,1391.0,1403.300048828125,1391.0,1394.300048828125,12827524
2025-09-24,394.9233452248436,396.34356249165154,392.4746638429711,392.76849365234375,12380865,1464.7758845360097,1474.1326431158677,1460.3437357350242,1472.0643310546875,4937004,1386.4000244140625,1390.9000244140625,1376.5,1382.699951171875,9735678
2025-09-25,393.209287397003,394.7274579712088,389.83009496908466,391.8869934082031,22006368,1466.5488557470633,1480.04223903444,1454.2373307659764,1462.4122314453125,9491867,1377.0,1391.5,1371.800048828125,1375.800048828125,21613389
2025-09-26,391.8869695711551,397.5678983516164,391.59310987422305,396.7843322753906,14414044,1452.7599061754568,1456.404069373631,1419.4694954878144,1427.053466796875,8597058,1368.0,1372.699951171875,1357.0,1359.5999755859375,18342280
2025-09-29,398.5473763816621,399.6248021696593,394.9233458652918,398.89019775390625,19717660,1437.9860786678707,1442.9106885263222,1414.8404123331482,1420.060546875,10513117,1359.5999755859375,1366.5,1346.199951171875,1348.0999755859375,20563163
2025-09-30,398.4004591506758,398.4004591506758,392.1808024887207,393.30718994140625,9465490,1421.2424051491353,1430.303639196793,1416.416263441906,1420.060546875,7556305,1353.699951171875,1356.5999755859375,1342.5999755859375,1348.0,20166871
2025-10-01,394.0907925326749,397.665861416941,391.5441578852763,397.2740783691406,17643039,1424.197180444367,1427.6444073679875,1405.877655696216,1424.000244140625,6250692,1348.0,1379.4000244140625,1347.0999755859375,1372.0,20952632
2025-10-03,396.58845248171,397.1761420239669,394.04181772601805,396.0007629394531,16987141,1417.3027030735375,1426.4625254104503,1411.5901076030302,1424.7880859375,6877533,1371.9000244140625,1371.9000244140625,1361.300048828125,1365.199951171875,12163695
2025-10-06,394.7274338215943,395.60895312981853,391.5931097355416,392.52362060546875,13989077,1424.7881421800753,1456.5027027407555,1420.5530497148675,1453.744873046875,4630590,1371.0,1372.5999755859375,1359.0999755859375,1363.4000244140625,14314283
2025-10-07,394.237727666254,394.3356809060124,391.29930982029435,391.5931396484375,12298968,1455.4191203786977,1460.5407866669368,1432.0765182081868,1436.5086669921875,5570320,1363.5999755859375,1383.0999755859375,1363.5999755859375,1375.9000244140625,16126464
2025-10-08,391.7890270774703,393.5031040709342,389.8300819420829,391.5441589355469,8402463,1435.0313384295307,1475.4131399913774,1433.061494450904,1472.4583740234375,4657192,1372.300048828125,1381.5999755859375,1364.300048828125,1370.300048828125,8100832
2025-10-09,390.80955123133737,393.1602793958562,390.7605895598157,391.6910705566406,15656267,1479.352867871771,1491.171932062491,1464.5790376333712,1486.5428466796875,7028753,1369.800048828125,1378.699951171875,1365.0999755859375,1376.199951171875,7909575
2025-10-10,392.22981845621223,395.5600193505022,391.299307520674,394.53155517578125,15085738,1487.2322078030077,1498.755747016607,1476.2011295853695,1492.058349609375,3738353,1370.300048828125,1385.0,1370.300048828125,1380.300048828125,7673816
2025-10-13,391.78901724913896,392.71952812155763,390.36877010515894,391.0544128417969,9508594,1474.4281763502415,1482.0120273618204,1461.0332617199265,1470.6854248046875,5859355,1373.0999755859375,1386.4000244140625,1373.0999755859375,1379.4000244140625,8923018
2025-10-14,391.78901770158024,392.6215753424221,388.0670339898672,388.6546936035156,10291102,1476.3980688327763,1491.5658915845438,1464.0865439092208,1467.435302734375,5600789,1389.0,1389.0,1375.0999755859375,1384.0999755859375,10610855
2025-10-15,389.83007867186035,392.62158144459596,389.0954742522526,391.6910705566406,16043867,1461.5258266826634,1466.1549121391147,1445.373081319078,1452.1690673828125,6986098,1386.5,1400.4000244140625,1385.5,1398.4000244140625,8988550
2025-10-16,392.7685077269394,397.665870666178,391.3482605181077,396.83331298828125,22962049,1451.6765810210527,1452.267510183725,1438.478601982591,1449.312744140625,8005748,1401.0,1418.9000244140625,1399.4000244140625,1417.300048828125,12185032
2025-10-17,397.0292043259007,405.35472100520315,396.9312510926241,403.6896057128906,21071344,1432.9630656678505,1436.410292725158,1412.3781714796953,1419.37109375,16959378,1412.0,1439.5999755859375,1410.9000244140625,1436.5999755859375,17037215
2025-10-20,404.0814001855026,406.3342050500721,402.85705946273583,404.5711364746094,13083621,1431.781048131079,1444.8805586841174,1428.136884861602,1438.87255859375,6994246,1442.0,1445.0,1389.199951171875,1390.300048828125,23330227
2025-10-21,405.0119258790611,405.4527005118031,403.88553835121513,404.3752746582031,1142130,1455.7147580634262,1463.5941342911037,1447.8353818357486,1450.19921875,1698704,1384.5,1387.5999755859375,1375.9000244140625,1382.0,3415560
2025-10-23,407.46058276503413,411.8192475900064,405.0608630495091,407.41162109375,24305990,1487.2321904325627,1522.6893817276436,1483.292502510887,1505.4532470703125,20358624,1385.0,1389.800048828125,1360.0999755859375,1363.699951171875,21124942
2025-10-24,407.411643338511,409.3705885549171,404.96296181800335,408.2441711425781,14935678,1516.2874003977408,1519.7346273554492,1495.111577657532,1502.4000244140625,8652257,1368.0999755859375,1381.5999755859375,1368.0999755859375,1377.699951171875,10570263
2025-10-27,408.4400677633165,414.02307345178554,408.048284707717,412.01513671875,11603679,1510.0,1515.300048828125,1498.0999755859375,1504.5,7273211,1382.0999755859375,1386.800048828125,1374.0,1377.5999755859375,11499836
2025-10-28,411.86822898071654,412.9946164943518,407.3626490350436,409.32159423828125,17163147,1499.699951171875,1506.5,1490.5,1500.199951171875,8211019,1373.0,1375.800048828125,1356.199951171875,1363.0999755859375,26477914
2025-10-29,409.61544737952806,413.53333772312516,407.5095574069397,412.9456481933594,11470661,1500.199951171875,1520.199951171875,1496.9000244140625,1510.4000244140625,4884976,1364.5999755859375,1371.699951171875,1358.4000244140625,1370.4000244140625,16129382
2025-10-30,412.94564712794636,413.04360036450976,407.60750959211543,410.1541442871094,12938674,1507.0,1508.199951171875,1489.0999755859375,1493.800048828125,5608867,1362.4000244140625,1370.199951171875,1361.300048828125,1362.4000244140625,9324401
2025-10-31,411.8682283883677,417.64711075138126,409.615453364337,411.7213134765625,18599864,1490.0,1497.0999755859375,1480.699951171875,1482.300048828125,4819814,1357.0,1362.0,1343.300048828125,1345.300048828125,15926798
2025-11-03,411.3295333977877,412.9946188955417,404.816016646247,405.45269775390625,7635440,1482.300048828125,1491.4000244140625,1474.199951171875,1485.5,5470600,1340.5,1351.5999755859375,1337.9000244140625,1346.4000244140625,11071450
2025-11-04,405.50163308974254,405.99136936159005,399.96761919609156,400.5063171386719,10085404,1479.699951171875,1481.9000244140625,1462.9000244140625,1467.9000244140625,8691330,1342.5999755859375,1349.800048828125,1333.199951171875,1336.9000244140625,15211183
2025-11-06,401.58375221673697,404.8159997293463,398.20455990626584,399.13507080078125,10095563,1478.5999755859375,1483.0,1461.9000244140625,1466.699951171875,7944752,1330.0,1342.199951171875,1317.4000244140625,1320.4000244140625,24221853
2025-11-07,397.71483508178255,400.70224442999825,394.82540886238485,395.7558898925781,8411611,1470.0,1480.9000244140625,1449.0999755859375,1476.800048828125,8765759,1320.4000244140625,1344.300048828125,1318.5999755859375,1343.0,7719245
2025-11-10,395.75588876851964,398.7432981082502,395.3641057100178,397.22509765625,6650003,1490.0999755859375,1520.0,1490.0,1513.5,9787975,1342.9000244140625,1349.5999755859375,1341.0,1348.0,8542340
2025-11-11,397.6658554399186,399.673762211673,396.2945998476621,398.4984130859375,12005318,1525.0,1533.4000244140625,1511.0999755859375,1530.300048828125,13692989,1349.0,1360.4000244140625,1346.199951171875,1358.300048828125,8305184
2025-11-12,399.624797249309,399.7227504817627,397.22507756427666,398.64532470703125,7987236,1540.0,1559.199951171875,1538.0999755859375,1551.699951171875,14635417,1370.0,1370.0,1355.4000244140625,1358.9000244140625,9736761
2025-11-13,398.64534219930255,399.1350784919307,396.1966607361619,397.3720397949219,6617185,1557.0999755859375,1557.5,1530.300048828125,1541.800048828125,19655689,1358.9000244140625,1390.4000244140625,1358.5,1385.9000244140625,18296626
2025-11-14,396.3925660411311,400.3594180432725,391.8869861840081,399.771728515625,64020258,1520.0,1530.0,1488.800048828125,1502.800048828125,9739549,1374.0,1381.199951171875,1363.199951171875,1373.0,9694498
2025-11-17,401.3388824449565,403.542695710365,397.6658603359422,398.7432861328125,7855399,1496.0,1510.199951171875,1492.5,1507.5999755859375,7910354,1375.0999755859375,1382.5,1373.5999755859375,1379.0,7660717
2025-11-18,399.8696796229581,401.3878501610938,396.2456191310374,397.5189514160156,7661681,1506.0,1506.0,1483.199951171875,1486.4000244140625,7525119,1380.199951171875,1382.800048828125,1369.0999755859375,1373.4000244140625,9529560
2025-11-19,396.5394760749311,397.2250889394812,394.5315393710832,395.2661437988281,7882450,1490.5,1543.0,1490.5,1541.0999755859375,10981126,1373.5,1384.0,1371.5999755859375,1383.0999755859375,10393918
2025-11-20,395.2661449461201,398.64533728000737,394.97231513062155,397.1271667480469,6693410,1555.0,1555.0,1534.0,1536.5,7387584,1380.0999755859375,1388.300048828125,1375.4000244140625,1383.0,10131863
2025-11-21,396.68640238950724,400.1145564842314,396.39257256641207,399.4779052734375,5808131,1531.0,1551.5,1526.300048828125,1545.0,9186302,1373.0,1376.0,1364.5999755859375,1369.5,11483595
2025-11-24,400.01659174313806,400.4083747930425,394.580530934278,395.2661437988281,11037491,1563.5999755859375,1585.0,1541.0,1548.0,19270381,1373.300048828125,1377.0,1361.5,1368.4000244140625,15896003
2025-11-25,395.26615093538965,396.1966618504526,391.8869884414304,392.5726013183594,8199785,1549.0,1550.5999755859375,1525.9000244140625,1530.5999755859375,8107952,1365.0,1376.9000244140625,1354.300048828125,1357.800048828125,12235000
2025-11-26,392.7685066776832,395.6579627605675,392.71954500487413,394.04180908203125,11443953,1532.0999755859375,1560.300048828125,1532.0999755859375,1557.9000244140625,7575038,1360.0,1377.0,1359.9000244140625,1375.0,9659004
2025-11-27,395.21719681053185,397.61691665344256,393.8459411393536,396.0007629394531,8679529,1564.0,1574.300048828125,1552.199951171875,1566.4000244140625,7552252,1379.0,1394.0,1375.699951171875,1392.199951171875,15158741
2025-11-28,396.0007438980914,396.68638664627787,394.23770524722676,395.9517822265625,6883500,1565.0,1568.4000244140625,1557.0,1560.0999755859375,4453221,1392.0,1398.5,1385.5999755859375,1388.800048828125,7683986
2025-12-01,394.5315350586607,397.17612292608806,390.025985197311,395.9517822265625,13442658,1562.5,1574.0,1556.0,1564.0,5341800,1394.0,1400.0,1385.4000244140625,1390.0999755859375,8867593
2025-12-02,395.95179101910213,397.1761317458155,392.27876883896204,392.71954345703125,8093808,1567.0,1579.9000244140625,1556.0999755859375,1561.0,6335969,1381.800048828125,1381.800048828125,1370.5999755859375,1373.0,12126396
2025-12-03,393.45415715794644,393.94389346016385,390.66265425708065,392.2787780761719,10772192,1555.0999755859375,1586.0,1554.0999755859375,1578.699951171875,12895312,1367.0,1394.199951171875,1367.0,1391.5,7955933
2025-12-04,391.8869716290837,395.26613397807347,390.85850752111554,394.7763977050781,8057989,1568.0,1599.0,1568.0,1597.5999755859375,12609619,1387.0,1391.5999755859375,1379.9000244140625,1386.699951171875,7373909
2025-12-05,394.7763988983853,397.0292036956514,393.7479646784384,396.6374206542969,4419747,1610.0,1631.800048828125,1600.0,1616.199951171875,10344725,1381.0,1395.300048828125,1381.0,1392.5,4942638
2025-12-08,396.6374353457986,396.93126516491554,392.32773205787674,394.04180908203125,6056866,1617.0999755859375,1630.0,1600.199951171875,1610.800048828125,7550413,1387.0,1394.9000244140625,1383.300048828125,1389.5999755859375,7826227
2025-12-09,393.7479852919042,396.19666679247575,391.78904009144696,392.8174743652344,9426717,1601.199951171875,1606.9000244140625,1582.4000244140625,1599.0,6957599,1379.9000244140625,1384.300048828125,1373.4000244140625,1375.199951171875,10492030
2025-12-10,392.86645232636994,396.09869983875063,392.7684990915125,394.8743591308594,6969146,1608.0,1608.0,1582.800048828125,1584.800048828125,5116140,1377.9000244140625,1379.4000244140625,1357.9000244140625,1363.5999755859375,8725381
2025-12-11,394.8743542225189,395.70691187176226,392.86644744298803,394.6294860839844,6980147,1598.0,1607.4000244140625,1580.5,1598.0,5159319,1363.699951171875,1366.5999755859375,1352.800048828125,1360.0,6734750
2025-12-12,394.62950473294,395.7069305716336,391.6421252580969,391.8869934082031,12407516,1601.4000244140625,1601.800048828125,1582.5999755859375,1598.199951171875,4633912,1368.0,1370.699951171875,1363.300048828125,1366.0,3890885
2025-12-15,391.8869873292014,395.07027323120263,391.29929779983655,394.04180908203125,7756564,1585.0,1610.800048828125,1585.0,1606.800048828125,4190558,1356.0999755859375,1370.0,1356.0999755859375,1365.199951171875,5342530
2025-12-16,393.16027238279855,397.4209839187486,392.81745101487064,393.4541320800781,12347384,1600.0,1603.0,1585.5999755859375,1592.9000244140625,5499258,1364.0,1368.699951171875,1355.5,1366.0,12359741
2025-12-17,392.76851874327417,394.8254172136723,390.9075267523928,391.5931396484375,8087490,1587.199951171875,1606.9000244140625,1586.0,1602.0,4817628,1365.0,1365.0,1343.0999755859375,1352.4000244140625,9440391
2025-12-18,391.7890335950218,393.69901709025,391.6421186856499,392.1808166503906,7227668,1610.5,1630.0,1606.699951171875,1626.800048828125,6577293,1346.300048828125,1369.5,1345.5,1356.800048828125,7314573
2025-12-19,392.0339082415041,394.38463650382647,392.0339082415041,392.8174743652344,10654835,1650.0,1654.9000244140625,1629.800048828125,1638.699951171875,13149023,1354.0,1360.4000244140625,1350.800048828125,1354.0999755859375,14318512
2025-12-22,393.35619843948285,395.3641052941498,392.96441538139317,394.4336242675781,6847871,1664.0,1693.199951171875,1664.0,1689.5999755859375,23098923,1358.0,1371.300048828125,1354.800048828125,1368.5,9375294
2025-12-23,394.2377112153877,400.50632971362984,393.5520684568217,398.9881591796875,10081997,1679.0,1679.0,1656.4000244140625,1668.300048828125,6593060,1361.0999755859375,1365.0,1357.0,1363.0,9105467
2025-12-24,399.5758645628573,401.09403515706003,397.323059617528,398.2535705566406,5777430,1661.0,1667.5999755859375,1652.5,1663.4000244140625,4271167,1363.800048828125,1368.199951171875,1357.5999755859375,1359.800048828125,8955140
2025-12-26,398.1556179415121,398.7922691629462,395.5600214903535,395.8538513183594,3152453,1663.4000244140625,1668.800048828125,1651.699951171875,1656.0999755859375,2006491,1356.5,1362.0,1348.5,1350.4000244140625,2812144
2025-12-29,395.80487169747335,396.4904845621106,393.2092753640043,394.3356628417969,6647710,1658.0,1673.0999755859375,1637.0999755859375,1644.699951171875,4062817,1352.0999755859375,1355.699951171875,1341.5,1343.300048828125,6057201
2025-12-30,394.7274371230106,395.1682117263742,392.0828492850893,392.376708984375,12340527,1647.0,1647.9000244140625,1616.800048828125,1621.5999755859375,9395937,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18621277
2025-12-31,392.8664555965065,395.462051940615,392.62158745289,394.7274475097656,9945109,1621.0,1628.5999755859375,1609.199951171875,1615.4000244140625,6538656,1342.800048828125,1350.0,1339.5,1342.9000244140625,6150634
