,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-03-15,3931.865103264559,3975.3794267322946,3917.2351652419898,3956.857666015625,3373143,1054.7119299877845,1068.7321212212976,1052.7441838497475,1062.92724609375,66192734,679.0533625168533,692.1562566076153,669.53597142019,688.1576538085938,1434987
2024-03-18,3953.106656161222,3990.1501797762785,3861.7639831846413,3894.259033203125,1526904,1057.7128263089558,1067.3055890531218,1042.9547297794695,1063.7635498046875,8769440,686.3730981601574,686.3730981601574,664.2320499968336,672.6588745117188,2174247
2024-03-19,3799.3053975100765,3805.6356194004047,3719.919817535177,3729.954345703125,8931209,1061.0578145795118,1071.1917547663113,1057.9094689437209,1066.4691162109375,16708715,674.1459479662861,676.128730166187,641.4465608189407,646.601806640625,2106249
2024-03-20,3738.113180569138,3768.123120804515,3713.9176204628307,3723.9521484375,1817913,1062.5829470306016,1072.4216780216257,1050.2845332918216,1067.0103759765625,18725251,651.0135522836458,674.1459926457013,651.0135522836458,671.88232421875,2790846
2024-03-21,3741.9118998530926,3759.1205900676036,3702.476911275549,3725.875244140625,3829582,1074.3893386064215,1082.2603227720363,1061.7465943107402,1064.3538818359375,19992607,689.3473008286728,749.2273511902491,685.7287593948398,741.26318359375,6039216
2024-03-22,3654.6486037932596,3693.098845711536,3615.2605510964886,3667.68408203125,5852485,1063.7143347625467,1076.061869046459,1061.303773813482,1072.716796875,17214415,743.2128765214451,751.771854022612,723.715498181359,726.2930908203125,1888842
2024-03-26,3634.0165571732955,3701.257540323518,3630.6872833100233,3636.361083984375,3440925,1063.5667354159368,1071.585324555275,1059.58200164128,1066.22314453125,13367635,734.9512796818591,768.328134961938,731.9771062561999,763.437255859375,3695259
2024-03-27,3646.6769913107573,3652.772761001774,3591.252286075508,3602.037109375,1968575,1066.223219242338,1074.8813504721743,1062.1402420015347,1066.2724609375,26907245,770.6413165604492,818.0298588306239,765.6843611355113,814.13037109375,6939876
2024-03-28,3610.6650016041267,3671.5288233376846,3601.661927465741,3635.235595703125,4311783,1067.5022626495677,1087.2289654055658,1067.5022626495677,1075.66845703125,22070566,822.2597869040369,849.2917130158936,798.3176680905453,831.4136352539062,5044320
2024-04-01,3655.304582916496,3688.6907341711717,3646.254801582969,3673.169921875,1569676,1078.3740966909645,1085.162724605495,1076.7998037410023,1081.916015625,10848191,845.1279235947098,900.1831711483778,836.0731894502846,895.5236206054688,9280776
2024-04-02,3648.083423198765,3666.6990561572848,3632.140642171932,3642.26904296875,2142666,1076.7998684057336,1076.7998684057336,1061.845045296533,1063.7635498046875,14380396,898.3820927442283,917.7307380216146,882.6685077662336,910.8735961914062,5563455
2024-04-03,3611.509094088183,3733.424488071944,3611.509094088183,3701.8203125,3973090,1057.6634084362693,1066.1739333709988,1054.9577578565486,1059.827880859375,15477184,905.4705404680392,951.7354797946265,900.5135848441089,945.5227661132812,4646682
2024-04-04,3728.6414957560305,3778.1110105154908,3690.519582126367,3754.337646484375,3394637,1067.2562910312008,1068.2894057744195,1046.2997470246664,1061.451416015625,21419689,953.0573427811271,970.2414964612464,917.532513257122,955.1062622070312,4809942
2024-04-05,3730.6111838217394,3753.118641944344,3714.19949560734,3731.783447265625,1636819,1052.7441775200211,1068.4861465296663,1050.235253168432,1065.9281005859375,15340637,948.4308645737659,969.9109653093066,941.8215702268315,950.2814331054688,2663814
2024-04-08,3735.3000761758317,3781.8622865716975,3713.7304297404708,3725.5,2302538,1060.9594232885527,1074.1433454810406,1058.9425557038237,1069.6175537109375,8023461,954.3462062198372,959.2370249071405,915.4010043355225,925.8602294921875,2370213
2024-04-09,3736.2379090370728,3766.1072720566044,3680.954012876369,3701.116943359375,1876992,1074.340076856861,1097.2643658518941,1070.7490364796934,1089.1966552734375,12298463,925.9592893264457,929.5282730899867,903.1572939790065,907.3541870117188,1593798
2024-04-10,3710.3542591400274,3742.052307422326,3674.3424188992844,3736.847412109375,2101965,1093.0337202336968,1098.5435054120717,1087.3273285870816,1091.5087890625,10598000,907.3211774699362,958.3447825414011,890.8310100450573,946.2828369140625,3871380
2024-04-12,3724.0463102085732,3763.76268515537,3700.1321372268762,3752.5556640625,4354821,1085.7038457563601,1093.9191612122947,1078.1280717650227,1086.58935546875,12216657,945.2914829080096,976.4872665349704,930.2884015940987,934.8653564453125,3536700
