,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS,BSE.NS
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,
2024-04-15,3752.555521752734,3811.450077595125,3675.326950485817,3696.099365234375,4200329,1082.4570746408115,1088.3111913118553,1059.2376948297706,1060.95947265625,10526597,907.6846585843371,948.0508089383437,900.5135920238955,920.0935668945312,2969838
2024-04-16,3659.33739612377,3684.37689632826,3622.622198353119,3631.953369140625,3051420,1053.2853525855292,1057.2699664181264,1045.561852981989,1049.841796875,11278092,920.34137400113,943.1598881960578,919.7796018533577,937.1124267578125,2031522
2024-04-18,3635.704595429841,3691.2229435040135,3610.571222685582,3621.824951171875,3476284,1056.67972736376,1060.66446152718,1033.5094674241823,1038.4288330078125,16564216,944.6966283746418,956.8576888222378,907.1228804871891,919.0526123046875,2191128
2024-04-19,3599.3176775438415,3612.962869820078,3564.5248069516724,3588.25146484375,2957749,1035.9691407376135,1054.7119714804403,1031.1973801854901,1050.03857421875,11284433,906.1314862049367,925.2983610751079,893.3259973660168,914.9052734375,1840695
2024-04-22,3598.3800024789316,3636.830244882277,3574.934732720794,3624.263671875,1728883,1061.4023525762484,1071.1426002239434,1053.088552786897,1069.125732421875,10346714,924.0426374644717,948.430896299343,924.0426374644717,942.251220703125,1670124
2024-04-23,3635.9390541705266,3652.772710601142,3620.5121138030436,3633.735107421875,1807586,1082.2603648639933,1082.2603648639933,1065.239312903183,1072.6676025390625,9848215,949.1909226999971,1073.1478512515334,948.4308602071188,1057.434326171875,12193113
2024-04-24,3648.0837008405756,3655.586186600659,3586.6101623523527,3592.7998046875,1317312,1074.6353155118281,1080.686158658188,1071.4377281688085,1079.062744140625,5461309,1070.983397561012,1078.8649093069787,1014.5236558042834,1034.3349609375,6382407
2024-04-25,3574.184280775608,3632.7505162587627,3573.9967644173494,3612.634521484375,2856271,1072.4215900322672,1107.4966871577883,1072.3723483406734,1095.78857421875,19905338,1036.3342911929317,1065.0846355246351,1034.3349291630957,1040.151123046875,3704553
2024-04-26,3615.4006982107267,3635.704436508526,3566.0719945433134,3583.702880859375,2039178,1094.2144193811591,1101.9377986819404,1084.9659888361693,1090.032958984375,14190059,1028.072573837641,1067.3316373135738,1028.072573837641,1060.9041748046875,2631858
2024-04-29,3599.3174341023114,3636.6423454168485,3581.6865473099597,3629.514892578125,1110693,1090.1313056288498,1144.6870165205935,1090.032942347235,1141.4403076171875,28578063,901.6537037863824,956.6759109035276,863.2042596136241,915.7975463867188,33735531
2024-04-30,3631.2033055362826,3640.346960554097,3573.059037730691,3583.046630859375,2203078,1141.2434493596547,1150.6887263324581,1128.2563736745785,1131.8475341796875,29568491,933.4938289477791,953.3877879207347,918.028152101147,922.0432739257812,7261494
2024-05-02,3543.095825813969,3630.3591588386275,3543.095825813969,3623.044189453125,2491044,1124.5668940413143,1136.8653071432534,1114.9741318218018,1121.0740966796875,25118334,949.0917998255042,958.3448244828185,935.2123233492482,944.7131958007812,6126543
2024-05-03,3648.2244896065395,3651.4601199418653,3561.4302856696127,3604.3818359375,2962234,1122.8944193922243,1138.7347523146345,1117.1386656639672,1123.63232421875,19933604,954.2800146061413,956.4941254399876,929.7100464696242,942.0693969726562,2830287
2024-05-06,3613.384573734727,3694.927167103904,3613.384573734727,3677.20263671875,2053831,1123.1403237344898,1139.767682131019,1119.7458896646774,1127.813720703125,14970524,950.0831255337444,950.0831255337444,917.0367754183038,940.2353515625,2318283
2024-05-07,3686.3462169354693,3739.988941315255,3670.12204659911,3731.501708984375,2062112,1129.4369636309043,1134.1596020771042,1108.1362092373274,1113.6458740234375,15097728,943.473900461904,943.473900461904,904.8096468737555,927.7603149414062,3082413
2024-05-08,3714.6681858171114,3736.5192209369857,3693.66131770256,3729.626220703125,1247685,1108.3823240237211,1113.7443845482246,1098.0516561458446,1104.8895263671875,19913090,917.0368343730677,935.2123190285748,915.533228462401,931.7094116210938,1663095
2024-05-09,3715.6053410832974,3724.045635901508,3666.8861295630463,3713.917236328125,1726486,1102.4790338657724,1110.6451084134283,1092.0991247743116,1097.7071533203125,12229853,922.3242050604111,953.3878344979089,892.2520272740423,895.6062622070312,3470535
2024-05-10,3716.1689930361385,3726.484911351382,3643.4417231221314,3651.7412109375,1672489,1099.9700317150034,1110.6942716080541,1094.1160353113987,1099.035400390625,8573656,896.3827807642878,908.4942830906026,872.4406621806575,875.728759765625,2548032
2024-05-13,3642.925600436705,3709.041253630369,3629.327345524533,3702.2890625,931326,1094.4604418124766,1112.4161255815404,1088.8522931770124,1109.808837890625,9707983,884.2878420639962,884.2878420639962,848.944724379086,858.4290771484375,2186991
2024-05-14,3691.222770938554,3700.413361230903,3650.8030397651737,3658.5869140625,1058317,1107.7427007496667,1109.7104468669584,1100.5112577889583,1102.47900390625,8944262,862.5102966750179,895.5401288734499,859.2552371482483,886.5184936523438,2209614
2024-05-15,3661.682141626229,3682.735947564617,3634.485629369305,3639.080810546875,1115021,1104.003936981434,1109.612085486358,1095.5426526828924,1106.2176513671875,10743423,897.9690641143732,948.1003944025119,897.126405830577,938.8143920898438,4480512
2024-05-16,3675.637945909043,3693.018989202287,3630.673611714795,3684.9423828125,2599399,1114.7281968433215,1118.2209943092364,1094.8540087178606,1112.8096923828125,14265565,953.0573374569084,953.1895511812695,921.6633247542254,931.3624267578125,2026713
2024-05-17,3701.992673680125,3702.937300542508,3617.9208829280115,3621.7939453125,2765804,1112.8096108108375,1125.5507181902365,1102.528065843281,1112.2684326171875,8641784,931.9076793168659,940.4336189875816,910.4440367542463,919.6805419921875,1699452
2024-05-21,3618.4880769854944,3631.854456042576,3599.0759470919206,3608.663818359375,1908117,1104.1022778238569,1115.5153011731006,1098.2482812745363,1102.8724365234375,10452900,923.3155524992865,923.3155524992865,898.8612791749845,900.9431762695312,2611626
2024-05-22,3622.644183451547,3628.548101612322,3606.160490071024,3619.810302734375,1311168,1106.857133236162,1107.742642963088,1080.3909253188892,1093.1812744140625,17527411,903.8182795879243,910.4275135400205,876.3732519548649,877.6620483398438,3300306
2024-05-23,3628.2645114562283,3688.7679082914883,3613.6700725144915,3677.857421875,2095742,1097.5596331640875,1118.6636621265907,1093.4765359706398,1116.2039794921875,13787687,877.8768600201238,886.9481132123593,861.5189061067052,863.8156127929688,2825529
2024-05-24,3663.4990864307915,3668.7418115804035,3631.429050950218,3636.341064453125,1309452,1111.7765639224867,1116.6959292495774,1106.0209305101291,1113.695068359375,6312670,869.1195851826863,912.079847694022,864.8069974230878,902.198974609375,4130778
2024-05-27,3641.536837624862,3691.9327769001197,3628.642772199506,3634.027099609375,1841538,1113.6459433951586,1129.2895491082788,1103.4628812192523,1111.579833984375,11599857,904.4626665865894,906.7263350113107,876.3897895760264,893.40869140625,2007516
2024-05-28,3644.3707893386604,3655.7063127891693,3617.921234620806,3627.27294921875,1801993,1114.2361779831701,1116.8925870555686,1106.8571304468578,1108.775634765625,9311718,895.5566241740042,900.8440838162117,886.3201797160484,893.0946655273438,1442682
2024-05-29,3635.774149635783,3635.774149635783,3589.5819894414226,3593.02978515625,1568095,1097.067741329381,1105.4306626270395,1080.7845935856149,1084.2281494140625,19268547,888.9474219912944,891.5745722447523,868.2438418113795,871.4989013671875,1577238
2024-05-30,3567.8558516313005,3584.2922676744465,3509.714018991741,3529.220703125,2919230,1079.308747806472,1102.9217012680538,1079.2103845207203,1095.7393798828125,15255387,872.424209542384,881.0162863214181,838.1551383565102,844.2686767578125,2911680
2024-05-31,3532.9042615855815,3542.161650427461,3451.4301994032935,3467.677734375,10956800,1099.970086377496,1112.366862972861,1093.328943190512,1102.970947265625,26197718,850.1014218798372,893.9044052009227,829.2656878449806,890.2197265625,3787668
2024-06-03,3526.103050659108,3543.814803588551,3491.340737451897,3497.8115234375,2156773,1151.1314549939386,1154.0830741093077,1117.974981638635,1141.292724609375,25699977,924.9679484635105,931.9076865548767,892.252040318499,894.8627319335938,3464808
2024-06-04,3495.1196584791387,3537.6278705417226,3392.627636061575,3509.2890625,3395997,1139.2265453107807,1140.702354777864,1036.5594240710273,1054.170654296875,43476837,892.2520605452534,892.582504101476,801.3745156901834,844.9957275390625,5349744
2024-06-05,3510.2337143515874,3574.2794671048623,3495.1196832887176,3538.99755859375,2799670,1067.5022525173526,1105.1353964425034,1034.0998107211954,1090.7708740234375,42172104,847.6394107148592,884.8165778514758,810.3961669725896,879.9091796875,3243504
2024-06-06,3571.634109972148,3627.2725390345563,3534.3213495003415,3618.298583984375,4328036,1099.970087057546,1099.970087057546,1078.9151794387894,1092.49267578125,18574162,892.5824621137675,904.479155694742,886.6341153232802,892.632080078125,2552427
2024-06-07,3624.8168128885063,3698.2142761529285,3624.8168128885063,3678.329833984375,4552445,1092.4926581643756,1110.104009770429,1085.8022733872265,1103.6103515625,17197635,892.6320333954238,894.9122207772526,876.5549666484128,886.237548828125,1808727
2024-06-10,3679.3217405498876,3689.6180814133613,3629.161960387638,3645.03173828125,1734661,1098.0022563128857,1114.9248236920885,1097.1167466019742,1105.676513671875,10851455,886.2376078681572,898.2003782266429,877.1002780717308,879.2648315429688,1531260
2024-06-11,3632.0904200618043,3665.1050839975637,3628.3119124726636,3638.79736328125,1419898,1101.6919214874545,1110.8419895056586,1093.0830317236544,1100.1668701171875,12250002,883.9904635223517,888.8647630103737,881.0162900680817,883.1312255859375,2243352
2024-06-12,3659.862538168497,3677.9050050406395,3615.512349289223,3619.479736328125,2177001,1102.9216850641683,1115.1217348604168,1094.0668276461688,1101.4951171875,16096514,887.2950583507467,898.5308042828632,882.3381027175022,893.19384765625,2229621
2024-06-13,3643.23713885556,3674.5987063691045,3638.7028835305373,3663.40478515625,1932323,1104.1021886675976,1105.0860616284854,1087.1796217809997,1089.49169921875,12494254,895.2261859830157,908.3125609365372,893.8547333554012,904.2147827148438,1563909
2024-06-14,3673.6538756786167,3673.6538756786167,3616.031636949793,3619.857421875,1860730,1096.0345294527124,1096.0345294527124,1081.719129164698,1087.8192138671875,11377979,910.4617631263467,923.0055746095528,897.7518495441078,916.7420043945312,1575462
2024-06-18,3614.1900547154564,3629.2568087209993,3584.906618726297,3603.846435546875,1774045,1095.9853271941342,1116.7451444635597,1083.4409459075023,1104.7418212890625,18306176,917.1074985947882,918.6360029800115,905.4774919184778,909.9135131835938,1405050
2024-06-19,3615.7010098615556,3621.557881055292,3582.9225030243783,3591.18798828125,1509050,1109.75950368303,1146.75322461017,1107.9886043418487,1125.993408203125,34309514,909.7972624449153,909.7972624449153,897.1703995041402,900.2440185546875,1297749
2024-06-20,3585.8035709865335,3598.981069597492,3570.736818650082,3577.5380859375,2846526,1135.4386364718932,1141.2926325377728,1117.1877450402078,1138.144287109375,15475933,903.8160952412181,903.8160952412181,861.2835537855372,877.0504760742188,2454516
2024-06-21,3615.08724810415,3663.0743420998706,3587.7403447033967,3599.737060546875,4642195,1144.7854792681483,1151.033048809149,1132.0934935247788,1139.9644775390625,69259425,877.5655287618589,887.2018235307328,846.3307282894293,850.7169189453125,2246088
2024-06-24,3597.8476118252383,3643.4258585651314,3581.363918973201,3605.451904296875,1702154,1136.0289470067053,1156.6902793435293,1134.0612010698649,1151.229736328125,12210295,847.3275926398047,847.3275926398047,828.0550637549668,830.0321655273438,2889819
2024-06-25,3605.6408753024607,3634.5935975227003,3582.8752747763524,3625.903076171875,1338808,1151.3773811074136,1186.5508409447048,1148.8193353214021,1178.630615234375,27309845,835.6975889850497,845.6661489365345,830.7133090093073,837.5418090820312,1361511
2024-06-26,3631.6179924136177,3652.8248194664434,3628.3117983770853,3642.339599609375,1639845,1182.6154524579229,1203.1291823342124,1174.59686276576,1198.357421875,25403461,841.3464508840526,849.3379089699212,831.0456259923885,844.3702392578125,1614534
2024-06-27,3618.8657792176605,3723.719368748634,3606.6801840344065,3716.303955078125,4526556,1208.5403632954783,1215.083142699582,1189.6008082372055,1200.2266845703125,20516632,847.3275907993552,852.3118707452338,839.0204778373113,848.5902709960938,1750407
2024-06-28,3700.8593836882187,3740.722593484322,3682.0141228075263,3687.965087890625,2731571,1207.2122974343558,1207.2122974343558,1177.0565628057336,1180.254150390625,12507092,857.628394425131,878.1304433780326,850.667012884181,858.1434326171875,3301551
2024-07-01,3668.9307461619287,3780.113282123888,3668.9307461619287,3757.91455078125,2658723,1180.25407382428,1195.7500741919466,1172.8259044392062,1192.3065185546875,8636894,863.9418504878765,870.5044652631686,853.9899011183157,855.3356323242188,1750326
2024-07-02,3772.4619129298726,3800.61160880511,3762.0237400230303,3794.94384765625,2307449,1197.3734411453652,1197.3734411453652,1166.4306833322826,1171.399169921875,16153925,850.6504067294208,850.6504067294208,825.0644774166685,826.4268188476562,3238503
2024-07-03,3797.399960989219,3803.162277059337,3735.9992153513335,3745.681640625,1821198,1177.54840489326,1196.24199235147,1160.428990253299,1182.2218017578125,22330897,829.0519039758802,833.870020894623,813.1022084178242,816.6742553710938,2184840
2024-07-04,3778.3656318563008,3823.235405255643,3761.5985060070725,3798.297119140625,2518001,1209.179986290108,1215.033982934888,1194.7171004020095,1213.115478515625,15275791,816.7573143760017,830.3810330789521,815.4281933476384,816.5413208007812,1616826
2024-07-05,3787.953678275629,3803.7761780539627,3767.171887521997,3789.654052734375,1668616,1205.2444756355717,1222.5606171427328,1201.1613784936928,1213.509033203125,9535575,820.0802165720395,820.2795390958805,795.8233468651167,799.2625122070312,2508012
2024-07-08,3799.2895303521054,3808.0273294957547,3757.7732227074534,3772.084228515625,1758882,1209.0816030717467,1219.5106332770943,1197.2751265898385,1215.1324462890625,6617190,800.8076107094952,804.1305045122933,782.8642032101211,790.9553833007812,1789026
2024-07-09,3764.3379893103715,3785.072502499781,3754.9862757638116,3764.810302734375,1305801,1215.0339475267522,1230.038011199292,1209.4751610015549,1228.1195068359375,13366874,794.1619313591348,815.4115612486762,773.5602213346011,776.4178466796875,3498687
2024-07-10,3763.1102154389605,3781.624995321451,3685.9342421919528,3692.688232421875,2669716,1232.5469141994527,1232.5469141994527,1216.4113728030459,1223.15087890625,18226503,774.5570771226324,792.168219277378,745.9805194616463,749.05419921875,6903681
2024-07-11,3713.3286844549116,3759.615406799936,3679.8889813768274,3706.432861328125,4872189,1226.2501602309792,1237.5155787915146,1205.2937361837155,1218.4775390625,11307116,754.9522505692596,793.4973691860157,754.9522505692596,775.0721435546875,7043004
2024-07-12,3759.614896256505,3967.3857582493197,3751.396688713167,3952.271728515625,13509164,1215.9687089511149,1232.6945505595163,1210.2621973028672,1213.01708984375,12208290,784.9410164983424,792.5004872380805,776.9827790377847,785.4560546875,1855986
2024-07-15,4001.1560633368813,4005.217774223689,3926.860793883842,3938.33837890625,4848030,1213.213848187686,1218.4775450466864,1204.309869041595,1210.1146240234375,15612671,790.8390355564858,793.829603414695,774.2248102397177,787.9315795898438,1986903
2024-07-16,3940.9838756005574,3962.2850301238987,3915.384391446559,3947.076904296875,2029521,1210.1638079399554,1224.9219031587354,1209.1799349253702,1219.9041748046875,12320605,787.5162377347366,798.9966919121628,785.8547907917618,787.9814453125,1227282
2024-07-18,3929.6479414580676,4085.5113814437846,3929.6479414580676,4076.58447265625,5613364,1214.9849267751276,1236.1873202209238,1211.8364607641408,1230.1365966796875,10999632,785.8547843391502,786.4861548590054,758.9396726375691,764.38916015625,2261184
2024-07-19,4087.804118951557,4126.955252351664,4057.363922028097,4073.601806640625,3903354,1223.9380279933182,1230.3332025768846,1220.2485041951068,1228.5130615234375,7958817,759.6042529073555,761.0663164497081,746.2463585058014,748.5557861328125,1703772
2024-07-22,4071.282574456926,4090.2189918084346,4038.191000209214,4059.3525390625,1896386,1220.0026771573469,1225.2172527697476,1213.0172019778342,1221.1341552734375,9958965,737.6733984023097,763.5916529407692,724.3820060995704,733.80224609375,1665978
2024-07-23,4055.233368947045,4129.748348674782,4039.4212771190782,4073.554443359375,2365208,1221.1341050565184,1228.5131532036169,1192.9461171142627,1206.96630859375,19369832,733.2872209184279,762.5948105228857,702.7834528348162,739.7667846679688,4473195
2024-07-24,4059.493937233536,4108.349980054808,4041.1257072749645,4077.246826171875,1809793,1205.2444794873966,1213.7550053424823,1182.6646411572679,1203.2767333984375,20122521,745.9805438339738,809.1147969493155,745.5153362606209,801.9706420898438,6467664
2024-07-25,4066.595241107577,4112.042638447079,4046.901553853059,4092.6328125,2810342,1186.0589540798987,1198.6033353860112,1171.3992217096722,1178.58154296875,14154461,797.484786771481,827.5566292204093,784.5422691966182,820.1798706054688,4317369
2024-07-26,4118.670552129421,4187.2679052166895,4106.4090376287495,4154.5078125,3552210,1170.808877642708,1200.3250678353813,1166.824143926023,1187.7314453125,19309265,821.8911390455623,823.336592374215,804.6953735214165,813.268310546875,1347549
2024-07-29,4180.214323934273,4195.363458517048,4138.5542038316435,4148.1171875,1746803,1195.5533833447412,1222.7082560181059,1184.7307795900044,1193.142822265625,28458261,819.5153023760432,821.7250079797177,805.4596569570434,810.8593139648438,1328373
2024-07-30,4157.585227320139,4164.118198879963,4097.177778242139,4133.20458984375,1797906,1193.4379877337221,1211.0000973333736,1184.976703679443,1189.9451904296875,23972277,810.7761456300988,817.4052619796677,800.0599442568874,801.5718383789062,953781
2024-07-31,4118.670417762799,4179.266948047126,4113.936313834336,4152.140625,2330091,1199.3412284660044,1204.9001351285349,1191.4702441938732,1195.307373046875,22297629,789.210870631699,866.5004274548481,788.8453243323086,849.4708251953125,10280913
2024-08-01,4165.443127805721,4184.2847683252885,4132.919742480951,4163.265625,2202244,1192.946036063854,1202.9323712314479,1187.4363711753606,1190.584716796875,8725046,867.5969695778521,883.878991182955,854.388627813435,878.3131713867188,5425512
2024-08-02,4132.873162297419,4164.118251496919,4042.9251782382544,4055.281005859375,2811282,1177.6959907114142,1182.2710242194773,1170.9072429350965,1177.2532958984375,10735395,855.6347029787432,870.2552777543672,849.603736418399,851.8798828125,2209836
2024-08-05,4013.5736879846177,4013.5736879846177,3891.907205581687,3934.087890625,2787771,1162.937883324056,1169.7266310287719,1148.1797883580148,1153.689453125,14306771,812.1053825684406,826.925280180653,777.5476872964019,793.3644409179688,4511538
2024-08-06,3949.142201061965,4031.799467797811,3939.531600575893,3949.37890625,2203067,1156.0508158159441,1168.5459553164283,1142.768529846995,1148.0322265625,13575619,809.2310720851017,827.390473522026,766.2832133691118,770.0214233398438,2738472
2024-08-07,4003.1584593448297,4019.2072572996026,3957.994920939523,3977.07373046875,1237666,1159.9370447242293,1160.7734328695763,1142.8668719088475,1153.5418701171875,15753644,790.839081498621,802.8013536263812,778.1790588380179,797.0029907226562,1844952
2024-08-08,3958.658292455504,4006.9461596918663,3938.775053005237,3950.657470703125,2441283,1148.1305589944793,1155.4604849673224,1140.2104533386794,1145.8184814453125,10806438,882.8821314768242,882.8821314768242,840.681854511994,863.8753662109375,10929666
2024-08-09,3992.7437508660028,4027.4446445233084,3981.9024665927805,4003.868896484375,1302536,1157.5758097480823,1161.9047548052447,1150.1475206629223,1152.70556640625,8687307,872.2323432464847,890.8569514108627,851.3648092017911,880.7222290039062,5319696
2024-08-12,4005.052443408008,4013.573831585472,3963.7238032102878,3972.529052734375,936912,1162.0336803927066,1169.228167312303,1147.1485350418181,1163.8199462890625,10860455,863.9418463359835,878.8946856330875,852.6441049715546,854.5215454101562,1954155
2024-08-13,3988.956299705632,4008.839537848005,3960.5516737879557,3973.760009765625,1495593,1174.1402001247322,1180.143923785119,1154.6903013699869,1159.4039306640625,13117927,859.9544396721658,869.8564977190974,845.3338651201334,861.3001708984375,1869564
2024-08-14,3985.1692159262047,4077.200393436632,3965.4279074613096,4066.83251953125,3226545,1158.0642597488902,1161.090954297597,1144.1714580038308,1152.7552490234375,13431801,867.2646674118121,867.5969324439106,839.0204360722068,850.5507202148438,1248081
2024-08-16,4118.670194945417,4191.575391499624,4095.0944511200714,4181.20751953125,3457058,1161.0412636212889,1183.8651517095705,1156.7245959708455,1178.1591796875,10961370,854.9701891655104,889.5278235213224,844.8520763546219,879.2103881835938,3863127
2024-08-19,4185.894947757169,4255.249574521071,4156.87498137627,4251.2255859375,2055210,1181.8804727263328,1186.5941018157116,1164.3160506791048,1166.8961181640625,6686394,887.849790833696,903.8160965063852,879.2269623868162,889.261962890625,2372391
2024-08-20,4265.428244901237,4322.23750010525,4260.694140300903,4282.7548828125,2212298,1165.2091443736933,1180.6897926432184,1161.041352076898,1170.4189453125,10427061,891.687672470042,918.1043558914574,881.2206846992924,898.167236328125,4047696
2024-08-21,4277.737064489385,4317.503544504559,4253.640286316128,4309.45556640625,1896990,1167.9876876109618,1169.625077755297,1156.178781920312,1165.8541259765625,17234142,903.1515203662027,915.2799551040101,884.6432438447891,893.8143310546875,1629333
2024-08-22,4317.503505386495,4318.403170209416,4258.04333501898,4262.587890625,1829872,1172.9494391539793,1183.468250844818,1167.5907626667606,1181.979736328125,8564142,894.5120484340886,913.7846372821003,887.0356288404439,906.0922241210938,2293833
2024-08-23,4260.693506184104,4266.374430859017,4218.086571122263,4226.51318359375,1809253,1183.8651886303296,1195.7733045260243,1179.449310773257,1194.2847900390625,7518309,906.0922318678249,930.3988704381262,897.5358443642167,911.0100708007812,4193580
2024-08-26,4250.279233485934,4310.070883859805,4246.491949695793,4263.01416015625,1844164,1196.3191076607097,1205.647034605679,1191.8535643266057,1204.009765625,10920226,915.5790112177955,919.4334926725794,900.5264491835404,906.3580932617188,1152153
2024-08-27,4265.427753015881,4270.161857070282,4248.195429331919,4257.9951171875,930697,1204.0098351320562,1223.0627726699063,1199.6435016150756,1216.9598388671875,16295325,908.1357825152497,914.9310011064936,890.8569661001076,897.25341796875,1470462
2024-08-28,4259.510267771518,4319.8700965173775,4220.2643589002255,4266.421875,1848058,1213.2882407138438,1217.009527109644,1207.9792296829603,1214.47900390625,12291305,918.7689647147871,942.1618602370348,910.9602188382577,923.96923828125,4713192
2024-08-29,4222.821557534789,4313.716371329259,4222.821557534789,4271.86669921875,2133641,1209.6164607584685,1225.5436144859966,1207.681440347739,1212.5439453125,10806748,925.0823657141905,942.6935086184285,917.8385495216402,934.3032836914062,3240267
2024-08-30,4260.693828489569,4348.038051973605,4249.14242918416,4311.58544921875,3637222,1220.5818867193016,1226.0894388087463,1209.5669036760319,1219.7879638671875,21211148,943.3580303241494,947.0131892303359,932.3926144488507,941.248046875,1986060
2024-09-02,4332.652011694428,4344.013861375445,4272.055480062339,4280.6240234375,1216500,1229.5129791826912,1229.7113993287953,1213.1393196536237,1220.5322265625,12516759,943.5242016277851,943.5242016277851,914.1169497017211,918.8021850585938,1693917
2024-09-03,4280.62427113772,4313.6210706253505,4256.811818932973,4272.38720703125,1717263,1217.8033299887798,1241.371477184039,1211.055469999512,1238.1463623046875,19114907,917.1407258040497,923.1550821290948,897.2036061217957,907.7869262695312,1309488
2024-09-04,4238.869860215786,4248.3852249914535,4200.760320366018,4241.04736328125,1265505,1230.3565014424944,1234.176997942738,1223.3605556490777,1226.88330078125,13505843,898.8318110911222,935.3831557374905,897.5026292486388,917.2237548828125,2265771
2024-09-05,4242.704600629275,4259.747377422697,4217.282366116104,4237.92333984375,1688793,1228.5206798050983,1235.3182053814185,1221.8720299114532,1226.486328125,9142811,919.7658141994889,961.9660308503516,919.7658141994889,960.5039672851562,4593615
2024-09-06,4236.029645395859,4278.6365868505345,4203.8848901946485,4219.744140625,1649179,1216.5628019074484,1224.4520011114125,1195.7732653744783,1198.899169921875,10170479,964.3252119862262,974.4101040360908,932.0603353658358,938.4568481445312,2168640
2024-09-09,4218.086627772867,4251.462060686222,4194.889518372097,4212.92626953125,1184938,1193.6893937018356,1228.8183593866072,1191.2580807218426,1225.5435791015625,13863250,936.778800097088,946.6809190894157,910.8937649516,941.9624633789062,1666857
2024-09-10,4206.20399246566,4298.519014859862,4204.310350980651,4268.1259765625,1385591,1227.4786328440832,1231.844966297702,1217.6048683884173,1227.8260498046875,15545130,943.6903517895319,953.6589116294098,934.768478564189,947.2457885742188,1333026
2024-09-11,4281.003340307267,4307.419549702135,4233.4727484543055,4241.14208984375,1325919,1222.0704612349368,1229.8107854485313,1217.009535927106,1226.88330078125,11993242,947.3454330171298,978.8793384776453,939.9687353725348,957.6130981445312,2190396
2024-09-12,4270.398636628928,4291.5601745835365,4195.6469473824145,4277.45263671875,2742216,1228.520699503871,1247.3752175091806,1216.9598787103319,1242.5623779296875,15376442,959.6400610038124,965.2888710968618,940.9490110416749,953.3265991210938,1153908
2024-09-13,4289.098667337487,4305.194622601226,4265.428144890812,4282.09228515625,1458786,1242.4133910945052,1246.333097348584,1232.5396270556282,1240.7760009765625,9877288,960.9691604134384,975.4235720586613,954.9880245602428,964.5245971679688,2262765
2024-09-16,4286.2585344411245,4304.295289007335,4255.43969677022,4273.23974609375,1155120,1241.4210578615323,1255.9092410243197,1235.169248684242,1253.1802978515625,8973335,983.5645800664068,1149.3749365869671,981.9031331640612,1140.3367919921875,31976859
2024-09-17,4273.239388269134,4294.590014445038,4228.502101148829,4266.04345703125,1699364,1250.302517024621,1262.508384404533,1248.7644580527592,1258.39013671875,11513121,1136.4157815314422,1181.938829293775,1101.5258233265295,1107.739501953125,12246828
2024-09-18,4257.900566019319,4257.900566019319,4091.2129384450927,4115.025390625,2961779,1252.3368930345305,1285.4315085718288,1252.3368930345305,1278.485107421875,12466597,1112.4912214741735,1310.8655521850699,1111.494365540953,1294.6334228515625,46895184
2024-09-19,4156.591210999933,4187.031875012309,4054.097841081827,4067.684814453125,2927551,1278.4851014958492,1290.0459218689532,1275.5080724453824,1282.107177734375,13172268,1294.5835480327135,1294.5835480327135,1188.2356166307927,1233.17724609375,18736551
2024-09-20,4087.3314750703935,4100.3978822358085,4002.6857702859393,4057.033203125,5447908,1285.0841618950908,1351.9184375163336,1281.6606270608918,1328.201416015625,73257767,1241.0856806508618,1345.75555733226,1222.494292503005,1324.140380859375,20518782
2024-09-23,4071.3299861540204,4080.2300104049577,4026.82940258443,4041.505126953125,1702319,1320.80849505564,1321.60241788708,1298.4807781970735,1311.7781982421875,11380409,1329.4735872864521,1395.5984096386485,1294.6002980993119,1306.6622314453125,15611166
2024-09-24,4025.550824249018,4062.8083176204914,4014.5204536730093,4044.15576171875,3012026,1310.8850653274296,1321.2054564579635,1305.377513381459,1308.50341796875,13886037,1313.1916109495091,1354.7272349365314,1299.6342726914384,1322.54541015625,7338030
2024-09-25,4026.2141547688016,4061.4832351175246,4014.5208235861746,4047.4228515625,2713073,1300.7135877579847,1317.583418764573,1300.0685405806087,1313.7132568359375,8728019,1326.81530691785,1330.138200740524,1271.3569184498356,1275.26123046875,4750377
2024-09-26,4033.457080163439,4087.236322972992,4033.457080163439,4064.228759765625,3964251,1309.892782398436,1323.1405374478413,1306.8165432729581,1318.87353515625,11100869,1307.542651246812,1309.1874878647895,1241.085629963546,1249.0771484375,5730153
2024-09-27,4104.468341840603,4145.181637964974,4071.376768553105,4079.567138671875,3012477,1322.793216287465,1322.793216287465,1293.8663936696585,1296.5953369140625,17117379,1249.3928017267529,1253.2472220722918,1204.5342850360034,1211.49560546875,2925336
2024-09-30,4058.926539547175,4070.146459995255,4033.5043051939065,4041.505126953125,2503416,1282.2064133181361,1286.870498271365,1261.168789397214,1263.252685546875,12622212,1189.5814765322996,1270.9913387110994,1189.5648054793924,1224.3551025390625,8310687
2024-10-01,4029.2435420878182,4067.305927628493,4017.313968463482,4059.873291015625,1823365,1260.0772141126831,1270.4471502080723,1257.8939867892805,1264.6419677734375,10972413,1244.4085536288421,1302.5584030216312,1226.1660410377172,1282.255859375,10898970
