ticker,weight,expected_return,volatility,sharpe_ratio
ITC.NS,0.5505400387308939,-0.08678677363128574,0.14742122766736862,-0.9278634820483401
TCS.NS,0.4494599612691061,-0.08678677363128574,0.14742122766736862,-0.9278634820483401
