expected_return,volatility,sharpe_ratio
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.12691445177686983,0.13720481522871894,0.26904632840570386
0.13739295689091013,0.13725441366428398,0.3452927714720377
0.15128530058453477,0.13747289562024675,0.4457991541389253
0.16517764427815945,0.13786469847672592,0.5453001755257225
0.17906998797178414,0.13842835055694436,0.6434374722621867
0.19296233166540877,0.1391617637346136,0.7398751560936061
0.2068546753590335,0.1400622712564486,0.8343051580612821
0.22074701905265814,0.14112667454905883,0.9264514980632348
0.2346393627462829,0.142351297166592,1.0160733735851608
0.24853170643990752,0.14373204387582197,1.1029670361945996
0.2624240501335322,0.14526446284072878,1.186966493811923
0.2763163938271569,0.14694380894772038,1.2679431352799932
0.29020873752078147,0.14876510648568517,1.3458044177856079
0.30410108121440615,0.15072320963708533,1.420491785770244
0.3179934249080308,0.1528128595206788,1.491978002526538
0.3318857686016555,0.15502873682786386,1.5602640745904632
0.3457781122952802,0.15736550939126995,1.6253759371077907
0.3596704559889049,0.15981787429908798,1.6873610487662696
0.3735627996825296,0.1623805944100425,1.7462850207733478
0.38745514337615417,0.1650485293252041,1.8022283784792903
0.40134748706977885,0.167816661031738,1.8552835287963207
0.41523983076340354,0.17068011455129783,1.9055519831260301
0.4291321744570282,0.17363417400564174,1.9531418650686192
0.4430245181506529,0.17667429455914976,1.9981657152306438
0.4569168607002981,0.17979611045762778,2.0407385886513305
