ticker,weight,expected_return,volatility,sharpe_ratio
ITC.NS,1.288371075815276e-09,-0.059949223626185044,0.20326035089919087,-0.5409280419904201
TCS.NS,0.9999999987116288,-0.059949223626185044,0.20326035089919087,-0.5409280419904201
